"congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation"
96,1979-01-03,"Senate","FL",200,"HAWKINS, Paula","H000374",1927-01-24,1,1,18972,51.9425051334702,"Greatest"
97,1981-01-03,"Senate","FL",200,"HAWKINS, Paula","H000374",1927-01-24,2,2,19703,53.9438740588638,"Greatest"
98,1983-01-03,"Senate","FL",200,"HAWKINS, Paula","H000374",1927-01-24,3,3,20433,55.9425051334702,"Greatest"
99,1985-01-03,"Senate","FL",200,"HAWKINS, Paula","H000374",1927-01-24,4,4,21164,57.9438740588638,"Greatest"
76,1939-01-03,"House","WI",200,"HAWKS, Charles, Jr.","H000375",1899-07-07,1,1,14424,39.4907597535934,"Lost"
66,1919-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,7,7,20025,54.8254620123203,"Missionary"
67,1921-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,8,8,20756,56.8268309377139,"Missionary"
68,1923-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,9,9,21486,58.8254620123203,"Missionary"
69,1925-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,10,10,22217,60.8268309377139,"Missionary"
70,1927-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,11,11,22947,62.8254620123203,"Missionary"
71,1929-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,12,12,23678,64.8268309377139,"Missionary"
72,1931-03-04,"House","OR",200,"HAWLEY, Willis Chatman","H000379",1864-05-05,13,13,24408,66.8254620123203,"Missionary"
94,1975-01-03,"Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384",1906-07-18,1,1,25006,68.4626967830253,"Greatest"
95,1977-01-03,"Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384",1906-07-18,2,2,25737,70.4640657084189,"Greatest"
96,1979-01-03,"Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384",1906-07-18,3,3,26467,72.4626967830253,"Greatest"
97,1981-01-03,"Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384",1906-07-18,4,4,27198,74.4640657084189,"Greatest"
66,1919-03-04,"House","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,5,5,15127,41.4154688569473,"Missionary"
67,1921-03-04,"House","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,6,6,15858,43.4168377823409,"Missionary"
68,1923-03-04,"House","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,7,7,16588,45.4154688569473,"Missionary"
69,1925-03-04,"House","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,8,8,17319,47.4168377823409,"Missionary"
70,1927-03-04,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,9,1,18049,49.4154688569473,"Missionary"
71,1929-03-04,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,10,2,18780,51.4168377823409,"Missionary"
72,1931-03-04,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,11,3,19510,53.4154688569473,"Missionary"
73,1933-03-04,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,12,4,20241,55.4168377823409,"Missionary"
74,1935-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,13,5,20911,57.2511978097194,"Missionary"
75,1937-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,14,6,21642,59.2525667351129,"Missionary"
76,1939-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,15,7,22372,61.2511978097194,"Missionary"
77,1941-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,16,8,23103,63.2525667351129,"Missionary"
78,1943-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,17,9,23833,65.2511978097194,"Missionary"
79,1945-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,18,10,24564,67.2525667351129,"Missionary"
80,1947-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,19,11,25294,69.2511978097194,"Missionary"
81,1949-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,20,12,26025,71.2525667351129,"Missionary"
82,1951-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,21,13,26755,73.2511978097194,"Missionary"
83,1953-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,22,14,27486,75.2525667351129,"Missionary"
84,1955-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,23,15,28216,77.2511978097194,"Missionary"
85,1957-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,24,16,28947,79.2525667351129,"Missionary"
86,1959-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,25,17,29677,81.2511978097194,"Missionary"
87,1961-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,26,18,30408,83.2525667351129,"Missionary"
88,1963-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,27,19,31138,85.2511978097194,"Missionary"
89,1965-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,28,20,31869,87.2525667351129,"Missionary"
90,1967-01-03,"Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385",1877-10-02,29,21,32599,89.2511978097194,"Missionary"
98,1983-01-03,"House","IL",100,"HAYES, Charles Arthur","H000388",1918-02-17,1,1,23696,64.8761122518823,"Greatest"
99,1985-01-03,"House","IL",100,"HAYES, Charles Arthur","H000388",1918-02-17,2,2,24427,66.8774811772758,"Greatest"
100,1987-01-03,"House","IL",100,"HAYES, Charles Arthur","H000388",1918-02-17,3,3,25157,68.8761122518823,"Greatest"
101,1989-01-03,"House","IL",100,"HAYES, Charles Arthur","H000388",1918-02-17,4,4,25888,70.8774811772758,"Greatest"
102,1991-01-03,"House","IL",100,"HAYES, Charles Arthur","H000388",1918-02-17,5,5,26618,72.8761122518823,"Greatest"
100,1987-01-03,"House","LA",100,"HAYES, James Allison","H000390",1946-12-21,1,1,14623,40.0355920602327,"Boomers"
101,1989-01-03,"House","LA",100,"HAYES, James Allison","H000390",1946-12-21,2,2,15354,42.0369609856263,"Boomers"
102,1991-01-03,"House","LA",100,"HAYES, James Allison","H000390",1946-12-21,3,3,16084,44.0355920602327,"Boomers"
103,1993-01-03,"House","LA",100,"HAYES, James Allison","H000390",1946-12-21,4,4,16815,46.0369609856263,"Boomers"
104,1995-01-03,"House","LA",100,"HAYES, James Allison","H000390",1946-12-21,5,5,17545,48.0355920602327,"Boomers"
94,1975-01-03,"House","IN",100,"HAYES, Philip Harold","H000392",1940-09-01,1,1,12542,34.3381245722108,"Silent"
66,1919-03-04,"House","MO",200,"HAYS, Edward Dixon","H000403",1872-04-28,1,1,17110,46.8446269678303,"Missionary"
67,1921-03-04,"House","MO",200,"HAYS, Edward Dixon","H000403",1872-04-28,2,2,17841,48.8459958932238,"Missionary"
78,1943-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,1,1,16217,44.3997262149213,"Lost"
79,1945-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,2,2,16948,46.4010951403149,"Lost"
80,1947-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,3,3,17678,48.3997262149213,"Lost"
81,1949-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,4,4,18409,50.4010951403149,"Lost"
82,1951-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,5,5,19139,52.3997262149213,"Lost"
83,1953-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,6,6,19870,54.4010951403149,"Lost"
84,1955-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,7,7,20600,56.3997262149213,"Lost"
85,1957-01-03,"House","AR",100,"HAYS, Lawrence Brooks","H000405",1898-08-09,8,8,21331,58.4010951403149,"Lost"
81,1949-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,1,1,13750,37.6454483230664,"Greatest"
82,1951-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,2,2,14480,39.6440793976728,"Greatest"
83,1953-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,3,3,15211,41.6454483230664,"Greatest"
84,1955-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,4,4,15941,43.6440793976728,"Greatest"
85,1957-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,5,5,16672,45.6454483230664,"Greatest"
86,1959-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,6,6,17402,47.6440793976728,"Greatest"
87,1961-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,7,7,18133,49.6454483230664,"Greatest"
88,1963-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,8,8,18863,51.6440793976728,"Greatest"
89,1965-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,9,9,19594,53.6454483230664,"Greatest"
90,1967-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,10,10,20324,55.6440793976728,"Greatest"
91,1969-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,11,11,21055,57.6454483230664,"Greatest"
92,1971-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,12,12,21785,59.6440793976728,"Greatest"
93,1973-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,13,13,22516,61.6454483230664,"Greatest"
94,1975-01-03,"House","OH",100,"HAYS, Wayne Levere","H000408",1911-05-13,14,14,23246,63.6440793976728,"Greatest"
84,1955-01-03,"House","MI",100,"HAYWORTH, Donald","H000412",1898-01-13,1,1,20808,56.9691991786448,"Lost"
104,1995-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,1,1,13324,36.4791238877481,"Boomers"
105,1997-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,2,2,14055,38.4804928131417,"Boomers"
106,1999-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,3,3,14785,40.4791238877481,"Boomers"
107,2001-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,4,4,15516,42.4804928131417,"Boomers"
108,2003-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,5,5,16246,44.4791238877481,"Boomers"
109,2005-01-03,"House","AZ",200,"HAYWORTH, John D., Jr.","H000413",1958-07-12,6,6,16977,46.4804928131417,"Boomers"
70,1927-03-04,"House","PA",200,"HAZLETT, James Miller","H000421",1864-10-14,1,1,22785,62.3819301848049,"Missionary"
73,1933-03-04,"House","MA",100,"HEALEY, Arthur Daniel","H000423",1889-12-29,1,1,15770,43.1759069130732,"Lost"
74,1935-01-03,"House","MA",100,"HEALEY, Arthur Daniel","H000423",1889-12-29,2,2,16440,45.0102669404517,"Lost"
75,1937-01-03,"House","MA",100,"HEALEY, Arthur Daniel","H000423",1889-12-29,3,3,17171,47.0116358658453,"Lost"
76,1939-01-03,"House","MA",100,"HEALEY, Arthur Daniel","H000423",1889-12-29,4,4,17901,49.0102669404517,"Lost"
77,1941-01-03,"House","MA",100,"HEALEY, Arthur Daniel","H000423",1889-12-29,5,5,18632,51.0116358658453,"Lost"
84,1955-01-03,"House","NY",100,"HEALEY, James Christopher","H000424",1909-12-24,1,1,16446,45.0266940451745,"Greatest"
85,1957-01-03,"House","NY",100,"HEALEY, James Christopher","H000424",1909-12-24,2,2,17177,47.0280629705681,"Greatest"
86,1959-01-03,"House","NY",100,"HEALEY, James Christopher","H000424",1909-12-24,3,3,17907,49.0266940451745,"Greatest"
87,1961-01-03,"House","NY",100,"HEALEY, James Christopher","H000424",1909-12-24,4,4,18638,51.0280629705681,"Greatest"
88,1963-01-03,"House","NY",100,"HEALEY, James Christopher","H000424",1909-12-24,5,5,19368,53.0266940451745,"Greatest"
79,1945-01-03,"House","CA",100,"HEALY, Ned Romeyn","H000426",1905-08-09,1,1,14392,39.4031485284052,"Greatest"
71,1929-03-04,"Senate","RI",200,"HÉBERT, Felix","H000436",1874-12-11,1,1,19806,54.2258726899384,"Missionary"
72,1931-03-04,"Senate","RI",200,"HÉBERT, Felix","H000436",1874-12-11,2,2,20536,56.2245037645448,"Missionary"
73,1933-03-04,"Senate","RI",200,"HÉBERT, Felix","H000436",1874-12-11,3,3,21267,58.2258726899384,"Missionary"
77,1941-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,1,1,14328,39.2279260780287,"Greatest"
78,1943-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,2,2,15058,41.2265571526352,"Greatest"
79,1945-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,3,3,15789,43.2279260780287,"Greatest"
80,1947-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,4,4,16519,45.2265571526352,"Greatest"
81,1949-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,5,5,17250,47.2279260780287,"Greatest"
82,1951-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,6,6,17980,49.2265571526352,"Greatest"
83,1953-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,7,7,18711,51.2279260780287,"Greatest"
84,1955-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,8,8,19441,53.2265571526352,"Greatest"
85,1957-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,9,9,20172,55.2279260780287,"Greatest"
86,1959-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,10,10,20902,57.2265571526352,"Greatest"
87,1961-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,11,11,21633,59.2279260780287,"Greatest"
88,1963-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,12,12,22363,61.2265571526352,"Greatest"
89,1965-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,13,13,23094,63.2279260780287,"Greatest"
90,1967-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,14,14,23824,65.2265571526352,"Greatest"
91,1969-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,15,15,24555,67.2279260780287,"Greatest"
92,1971-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,16,16,25285,69.2265571526352,"Greatest"
93,1973-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,17,17,26016,71.2279260780287,"Greatest"
94,1975-01-03,"House","LA",100,"HÉBERT, Felix Edward","H000437",1901-10-12,18,18,26746,73.2265571526352,"Greatest"
86,1959-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,1,1,16176,44.2874743326489,"Greatest"
87,1961-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,2,2,16907,46.2888432580424,"Greatest"
88,1963-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,3,3,17637,48.2874743326489,"Greatest"
89,1965-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,4,4,18368,50.2888432580424,"Greatest"
90,1967-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,5,5,19098,52.2874743326489,"Greatest"
91,1969-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,6,6,19829,54.2888432580424,"Greatest"
92,1971-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,7,7,20559,56.2874743326489,"Greatest"
93,1973-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,8,8,21290,58.2888432580424,"Greatest"
94,1975-01-03,"House","WV",100,"HECHLER, Kenneth William","H000438",1914-09-20,9,9,22020,60.2874743326489,"Greatest"
98,1983-01-03,"Senate","NV",200,"HECHT, Jacob Chic","H000439",1928-11-30,1,1,19757,54.0917180013689,"Silent"
99,1985-01-03,"Senate","NV",200,"HECHT, Jacob Chic","H000439",1928-11-30,2,2,20488,56.0930869267625,"Silent"
100,1987-01-03,"Senate","NV",200,"HECHT, Jacob Chic","H000439",1928-11-30,3,3,21218,58.0917180013689,"Silent"
90,1967-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,1,1,12980,35.5373032169747,"Silent"
91,1969-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,2,2,13711,37.5386721423682,"Silent"
92,1971-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,3,3,14441,39.5373032169747,"Silent"
93,1973-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,4,4,15172,41.5386721423682,"Silent"
94,1975-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,5,5,15902,43.5373032169747,"Silent"
95,1977-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,6,6,16633,45.5386721423682,"Silent"
96,1979-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,7,7,17363,47.5373032169747,"Silent"
97,1981-01-03,"House","MA",200,"HECKLER, Margaret M.","H000440",1931-06-21,8,8,18094,49.5386721423682,"Silent"
79,1945-01-03,"House","WV",100,"HEDRICK, Erland Harold","H000442",1894-08-09,1,1,18409,50.4010951403149,"Lost"
80,1947-01-03,"House","WV",100,"HEDRICK, Erland Harold","H000442",1894-08-09,2,2,19139,52.3997262149213,"Lost"
81,1949-01-03,"House","WV",100,"HEDRICK, Erland Harold","H000442",1894-08-09,3,3,19870,54.4010951403149,"Lost"
82,1951-01-03,"House","WV",100,"HEDRICK, Erland Harold","H000442",1894-08-09,4,4,20600,56.3997262149213,"Lost"
77,1941-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,1,1,19048,52.1505817932923,"Lost"
78,1943-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,2,2,19778,54.1492128678987,"Lost"
79,1945-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,3,3,20509,56.1505817932923,"Lost"
80,1947-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,4,4,21239,58.1492128678987,"Lost"
81,1949-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,5,5,21970,60.1505817932923,"Lost"
82,1951-01-03,"House","NY",100,"HEFFERNAN, James Joseph","H000443",1888-11-08,6,6,22700,62.1492128678987,"Lost"
100,1987-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,1,1,18888,51.7125256673511,"Silent"
101,1989-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,2,2,19619,53.7138945927447,"Silent"
102,1991-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,3,3,20349,55.7125256673511,"Silent"
103,1993-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,4,4,21080,57.7138945927447,"Silent"
104,1995-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,5,5,21810,59.7125256673511,"Silent"
105,1997-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,6,6,22541,61.7138945927447,"Silent"
106,1999-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,7,7,23271,63.7125256673511,"Silent"
107,2001-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,8,8,24002,65.7138945927447,"Silent"
108,2003-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,9,9,24732,67.7125256673511,"Silent"
109,2005-01-03,"House","CO",200,"HEFLEY, Joel M.","H000444",1935-04-18,10,10,25463,69.7138945927447,"Silent"
96,1979-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,1,1,21017,57.5414099931554,"Greatest"
97,1981-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,2,2,21748,59.5427789185489,"Greatest"
98,1983-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,3,3,22478,61.5414099931554,"Greatest"
99,1985-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,4,4,23209,63.5427789185489,"Greatest"
100,1987-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,5,5,23939,65.5414099931554,"Greatest"
101,1989-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,6,6,24670,67.5427789185489,"Greatest"
102,1991-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,7,7,25400,69.5414099931554,"Greatest"
103,1993-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,8,8,26131,71.5427789185489,"Greatest"
104,1995-01-03,"Senate","AL",100,"HEFLIN, Howell Thomas","H000445",1921-06-19,9,9,26861,73.5414099931554,"Greatest"
66,1919-03-04,"House","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,9,9,18225,49.8973305954825,"Missionary"
67,1921-03-04,"Senate","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,10,1,18956,51.8986995208761,"Missionary"
68,1923-03-04,"Senate","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,11,2,19686,53.8973305954825,"Missionary"
69,1925-03-04,"Senate","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,12,3,20417,55.8986995208761,"Missionary"
70,1927-03-04,"Senate","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,13,4,21147,57.8973305954825,"Missionary"
71,1929-03-04,"Senate","AL",100,"HEFLIN, James Thomas","H000446",1869-04-09,14,5,21878,59.8986995208761,"Missionary"
94,1975-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,1,1,16338,44.7310061601643,"Silent"
95,1977-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,2,2,17069,46.7323750855578,"Silent"
96,1979-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,3,3,17799,48.7310061601643,"Silent"
97,1981-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,4,4,18530,50.7323750855578,"Silent"
98,1983-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,5,5,19260,52.7310061601643,"Silent"
99,1985-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,6,6,19991,54.7323750855578,"Silent"
100,1987-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,7,7,20721,56.7310061601643,"Silent"
101,1989-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,8,8,21452,58.7323750855578,"Silent"
102,1991-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,9,9,22182,60.7310061601643,"Silent"
103,1993-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,10,10,22913,62.7323750855578,"Silent"
104,1995-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,11,11,23643,64.7310061601643,"Silent"
105,1997-01-03,"House","NC",100,"HEFNER, Willie Gathrel (Bill)","H000448",1930-04-11,12,12,24374,66.7323750855578,"Silent"
95,1977-01-03,"House","HI",100,"HEFTEL, Cecil Landau","H000449",1924-09-30,1,1,19088,52.2600958247776,"Greatest"
96,1979-01-03,"House","HI",100,"HEFTEL, Cecil Landau","H000449",1924-09-30,2,2,19818,54.258726899384,"Greatest"
97,1981-01-03,"House","HI",100,"HEFTEL, Cecil Landau","H000449",1924-09-30,3,3,20549,56.2600958247776,"Greatest"
98,1983-01-03,"House","HI",100,"HEFTEL, Cecil Landau","H000449",1924-09-30,4,4,21279,58.258726899384,"Greatest"
99,1985-01-03,"House","HI",100,"HEFTEL, Cecil Landau","H000449",1924-09-30,5,5,22010,60.2600958247776,"Greatest"
77,1941-01-03,"House","IL",200,"HEIDINGER, James Vandaveer","H000450",1882-07-17,1,1,21354,58.4640657084189,"Missionary"
78,1943-01-03,"House","IL",200,"HEIDINGER, James Vandaveer","H000450",1882-07-17,2,2,22084,60.4626967830253,"Missionary"
79,1945-01-03,"House","IL",200,"HEIDINGER, James Vandaveer","H000450",1882-07-17,3,3,22815,62.4640657084189,"Missionary"
104,1995-01-03,"House","NC",200,"HEINEMAN, Fred","H000452",1929-12-28,1,1,23747,65.015742642026,"Silent"
76,1939-01-03,"House","NE",200,"HEINKE, George Henry","H000454",1882-07-22,1,1,20618,56.4490075290897,"Missionary"
92,1971-01-03,"House","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,1,1,11760,32.1971252566735,"Silent"
93,1973-01-03,"House","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,2,2,12491,34.1984941820671,"Silent"
94,1975-01-03,"House","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,3,3,13221,36.1971252566735,"Silent"
95,1977-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,4,1,13952,38.1984941820671,"Silent"
96,1979-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,5,2,14682,40.1971252566735,"Silent"
97,1981-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,6,3,15413,42.1984941820671,"Silent"
98,1983-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,7,4,16143,44.1971252566735,"Silent"
99,1985-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,8,5,16874,46.1984941820671,"Silent"
100,1987-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,9,6,17604,48.1971252566735,"Silent"
101,1989-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,10,7,18335,50.1984941820671,"Silent"
102,1991-01-03,"Senate","PA",200,"HEINZ, Henry John, III","H000456",1938-10-23,11,8,19065,52.1971252566735,"Silent"
81,1949-01-03,"House","NY",100,"HELLER, Louis Benjamin","H000460",1905-02-10,1,1,16033,43.895961670089,"Greatest"
82,1951-01-03,"House","NY",100,"HELLER, Louis Benjamin","H000460",1905-02-10,2,2,16763,45.8945927446954,"Greatest"
83,1953-01-03,"House","NY",100,"HELLER, Louis Benjamin","H000460",1905-02-10,3,3,17494,47.895961670089,"Greatest"
93,1973-01-03,"Senate","NC",200,"HELMS, Jesse","H000463",1921-10-18,1,1,18705,51.211498973306,"Greatest"
94,1975-01-03,"Senate","NC",200,"HELMS, Jesse","H000463",1921-10-18,2,2,19435,53.2101300479124,"Greatest"
95,1977-01-03,"Senate","NC",200,"HELMS, Jesse","H000463",1921-10-18,3,3,20166,55.211498973306,"Greatest"
96,1979-01-03,"Senate","NC",200,"HELMS, Jesse","H000463",1921-10-18,4,4,20896,57.2101300479124,"Greatest"
97,1981-01-03,"Senate","NC",200,"HELMS, Jesse","H000463",1921-10-18,5,5,21627,59.211498973306,"Greatest"
