RespondentID,"Consider the following hypothetical situations: <br>In Lottery A, you have a 50% chance of success, with a payout of $100. <br>In Lottery B, you have a 90% chance of success, with a payout of $20. <br><br>Assuming you have $10 to bet, would you play Lottery A or Lottery B?",Do you ever smoke cigarettes?,Do you ever drink alcohol?,Do you ever gamble?,Have you ever been skydiving?,Do you ever drive above the speed limit?,Have you ever cheated on your significant other?,Do you eat steak?,How do you like your steak prepared?,Gender,Age,Household Income,Education,Location (Census Region)
3234795992,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234794766,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3234794417,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central
3234794335,Lottery B,No,No,Yes,No,No,Yes,No,,Female,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3234794312,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Well,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234793325,Lottery A,No,No,No,No,No,No,No,,Male,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
3234793110,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,,,,,
3234793032,Lottery B,Yes,Yes,No,No,No,No,Yes,Medium Well,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central
3234793005,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234792864,Lottery B,No,Yes,No,No,Yes,No,Yes,Well,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3234792668,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,,Bachelor degree,East North Central
3234791290,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Female,18-29,,High school degree,West North Central
3234791203,Lottery B,Yes,Yes,Yes,No,No,Yes,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3234791193,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
3234791190,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Well,Male,30-44,,Bachelor degree,East North Central
3234790735,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$150,000+",Graduate degree,East North Central
3234790686,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3234789421,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Well,Female,45-60,,Some college or Associate degree,Mountain
3234789415,Lottery B,No,Yes,Yes,No,,No,Yes,Well,Female,45-60,"$150,000+",High school degree,Middle Atlantic
3234789350,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234789316,Lottery A,No,No,No,No,Yes,No,No,,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234789070,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234789052,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Rare,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3234788903,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,East South Central
3234788829,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Rare,,,,,
3234787811,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,,,,,
3234787566,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234787469,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234787056,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,,Graduate degree,New England
3234787013,Lottery A,No,No,Yes,No,Yes,Yes,Yes,Medium,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3234786675,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,> 60,"$0 - $24,999",Bachelor degree,Pacific
3234786242,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,45-60,"$150,000+",Graduate degree,East North Central
3234786043,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234785906,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3234785679,Lottery A,No,No,Yes,No,No,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",High school degree,Mountain
3234785579,Lottery A,No,No,No,No,No,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3234785571,Lottery B,No,No,No,No,Yes,Yes,Yes,Medium,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3234785120,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Rare,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central
3234785058,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234785000,Lottery B,No,Yes,No,Yes,Yes,No,Yes,Medium,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3234784794,Lottery A,No,No,No,No,Yes,Yes,Yes,Medium,Female,45-60,,Graduate degree,Middle Atlantic
3234784700,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3234784673,Lottery B,No,Yes,No,No,Yes,No,Yes,Rare,Female,18-29,"$50,000 - $99,999",Bachelor degree,New England
3234783141,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3234782874,Lottery A,,No,Yes,No,Yes,No,Yes,Medium,Female,45-60,,Bachelor degree,New England
3234782863,Lottery A,Yes,No,No,No,Yes,No,Yes,Medium rare,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic
3234782700,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$150,000+",Graduate degree,Pacific
3234782381,Lottery A,Yes,Yes,Yes,No,Yes,No,No,,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234782029,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3234781892,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,,Graduate degree,South Atlantic
3234781837,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3234781654,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,45-60,"$25,000 - $49,999",High school degree,Pacific
3234781534,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3234781338,Lottery A,,,,,,,,,,,,,
3234780977,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,,Some college or Associate degree,Pacific
3234780665,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234780649,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central
3234780238,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium rare,Female,30-44,,Graduate degree,New England
3234779739,Lottery A,No,Yes,No,No,No,No,No,,Male,45-60,"$25,000 - $49,999",High school degree,West South Central
3234779450,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3234779361,Lottery B,No,No,No,No,Yes,No,Yes,Medium Well,Male,> 60,"$100,000 - $149,999",Graduate degree,East South Central
3234778878,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234778653,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
3234778651,Lottery A,No,Yes,No,No,Yes,No,Yes,Rare,Male,> 60,"$150,000+",Graduate degree,South Atlantic
3234778457,Lottery A,No,Yes,No,No,Yes,No,No,,Female,30-44,"$25,000 - $49,999",Bachelor degree,East South Central
3234778299,Lottery B,No,Yes,No,Yes,Yes,Yes,Yes,Medium Well,Male,45-60,"$150,000+",Bachelor degree,South Atlantic
3234778259,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,,Some college or Associate degree,East North Central
3234778201,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234778061,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium Well,Male,45-60,,Graduate degree,West South Central
3234777834,Lottery B,No,Yes,No,Yes,Yes,No,No,,Female,30-44,"$150,000+",Graduate degree,New England
3234777660,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$0 - $24,999",Some college or Associate degree,New England
3234777247,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Medium,Male,45-60,"$0 - $24,999",Bachelor degree,Pacific
3234776895,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,45-60,"$0 - $24,999",Some college or Associate degree,West South Central
3234776815,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Bachelor degree,New England
3234776702,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3234775831,Lottery A,No,Yes,Yes,No,Yes,No,,Well,Female,> 60,"$100,000 - $149,999",Bachelor degree,East South Central
3234775816,Lottery A,Yes,No,No,No,No,No,Yes,Medium Well,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234775647,Lottery B,,,,,,,,,,,,,
3234775250,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,18-29,,Some college or Associate degree,West North Central
3234775052,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Male,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3234775020,Lottery A,Yes,Yes,Yes,No,Yes,No,No,,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234774687,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium rare,Male,18-29,"$25,000 - $49,999",High school degree,South Atlantic
3234774532,Lottery A,No,No,Yes,No,Yes,No,No,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234774379,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,,Graduate degree,New England
3234774218,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234774090,Lottery A,,,,,,,,,,,,,
3234773444,Lottery A,No,No,No,No,No,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3234773000,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium Well,,,,,
3234772936,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234772571,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,,High school degree,Mountain
3234772281,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234771955,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
3234771796,Lottery A,No,No,No,No,Yes,No,No,,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3234771246,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium Well,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3234770901,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Graduate degree,Mountain
3234770881,Lottery B,,,,,,,,,,,,,
3234770752,Lottery B,,No,No,No,No,No,Yes,Well,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234769753,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3234769677,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium Well,Female,30-44,"$0 - $24,999",Some college or Associate degree,West South Central
3234768724,Lottery A,No,Yes,Yes,No,Yes,No,No,,Female,18-29,,Bachelor degree,East North Central
3234768304,Lottery B,No,Yes,Yes,,Yes,Yes,No,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3234768064,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3234767721,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234767012,Lottery B,No,Yes,No,No,No,Yes,Yes,Well,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3234766450,Lottery B,Yes,Yes,Yes,Yes,Yes,No,No,,Female,30-44,"$0 - $24,999",Some college or Associate degree,Pacific
3234766329,Lottery B,Yes,No,Yes,No,Yes,Yes,No,,Female,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3234766097,Lottery A,No,No,Yes,No,Yes,No,Yes,Well,Female,30-44,,Some college or Associate degree,East South Central
3234765812,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Male,> 60,"$150,000+",Graduate degree,Pacific
3234765572,Lottery B,Yes,Yes,Yes,No,Yes,Yes,No,,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
3234765401,Lottery A,No,No,No,No,No,No,No,,Female,45-60,"$25,000 - $49,999",High school degree,Pacific
3234764807,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic
3234764452,Lottery B,Yes,Yes,Yes,Yes,Yes,No,Yes,Medium Well,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3234764154,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,45-60,,Some college or Associate degree,Pacific
3234764079,Lottery A,No,Yes,No,No,Yes,Yes,No,,Male,45-60,"$50,000 - $99,999",Bachelor degree,West South Central
3234764005,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234763723,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234763650,Lottery A,No,No,No,No,Yes,No,No,,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3234763171,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,> 60,,Graduate degree,Pacific
3234762715,Lottery B,No,No,No,No,Yes,No,No,,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
3234762638,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3234761879,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,> 60,"$100,000 - $149,999",Bachelor degree,West North Central
3234761877,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium Well,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3234761827,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",High school degree,South Atlantic
3234761718,Lottery A,No,Yes,No,Yes,Yes,No,No,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234761071,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234760930,Lottery A,No,Yes,Yes,No,Yes,Yes,No,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234760413,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Male,18-29,"$0 - $24,999",,Mountain
