candidate,date,pct_trend_adjusted,state,cycle,party,pct_estimate,hi,lo
Joseph R. Biden Jr.,2020-05-08,33.60124,Oklahoma,2020,,,,
Donald Trump,2020-05-08,59.03739,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-07,33.55917,Oklahoma,2020,,,,
Donald Trump,2020-05-07,59.07549,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-06,33.5715,Oklahoma,2020,,,,
Donald Trump,2020-05-06,59.08614,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-05,33.71003,Oklahoma,2020,,,,
Donald Trump,2020-05-05,59.114,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-04,33.85588,Oklahoma,2020,,,,
Donald Trump,2020-05-04,59.01199,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-03,33.72628,Oklahoma,2020,,,,
Donald Trump,2020-05-03,59.04071,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-02,33.78696,Oklahoma,2020,,,,
Donald Trump,2020-05-02,59.02734,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-05-01,33.76456,Oklahoma,2020,,,,
Donald Trump,2020-05-01,59.06012,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-30,33.69892,Oklahoma,2020,,,,
Donald Trump,2020-04-30,59.0437,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-29,33.69897,Oklahoma,2020,,,,
Donald Trump,2020-04-29,59.04363,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-28,33.97936,Oklahoma,2020,,,,
Donald Trump,2020-04-28,59.07673,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-27,33.68531,Oklahoma,2020,,,,
Donald Trump,2020-04-27,58.89271,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-26,33.71833,Oklahoma,2020,,,,
Donald Trump,2020-04-26,58.95158,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-25,33.75246,Oklahoma,2020,,,,
Donald Trump,2020-04-25,58.98052,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-24,33.73664,Oklahoma,2020,,,,
Donald Trump,2020-04-24,59.14494,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-23,33.73664,Oklahoma,2020,,,,
Donald Trump,2020-04-23,59.14494,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-22,33.73664,Oklahoma,2020,,,,
Donald Trump,2020-04-22,59.14494,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-21,33.73664,Oklahoma,2020,,,,
Donald Trump,2020-04-21,59.14494,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-20,33.62337,Oklahoma,2020,,,,
Donald Trump,2020-04-20,59.31602,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-19,33.56522,Oklahoma,2020,,,,
Donald Trump,2020-04-19,59.47034,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-18,33.56647,Oklahoma,2020,,,,
Donald Trump,2020-04-18,59.55392,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-17,33.48368,Oklahoma,2020,,,,
Donald Trump,2020-04-17,59.55259,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-16,33.48199,Oklahoma,2020,,,,
Donald Trump,2020-04-16,59.54727,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-15,33.28934,Oklahoma,2020,,,,
Donald Trump,2020-04-15,59.36616,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-14,33.00568,Oklahoma,2020,,,,
Donald Trump,2020-04-14,59.5365,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-13,32.80101,Oklahoma,2020,,,,
Donald Trump,2020-04-13,59.486,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-12,32.80099,Oklahoma,2020,,,,
Donald Trump,2020-04-12,59.48606,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-11,32.99783,Oklahoma,2020,,,,
Donald Trump,2020-04-11,58.98196,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-10,33.05721,Oklahoma,2020,,,,
Donald Trump,2020-04-10,58.99416,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-09,33.14664,Oklahoma,2020,,,,
Donald Trump,2020-04-09,59.02106,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-08,33.14331,Oklahoma,2020,,,,
Donald Trump,2020-04-08,59.0197,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-07,33.11151,Oklahoma,2020,,,,
Donald Trump,2020-04-07,59.05893,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-06,33.48461,Oklahoma,2020,,,,
Donald Trump,2020-04-06,58.93865,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-05,33.32129,Oklahoma,2020,,,,
Donald Trump,2020-04-05,59.05458,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-04,33.28286,Oklahoma,2020,,,,
Donald Trump,2020-04-04,58.99714,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-03,33.28341,Oklahoma,2020,,,,
Donald Trump,2020-04-03,58.99738,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-02,33.52434,Oklahoma,2020,,,,
Donald Trump,2020-04-02,59.06174,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-04-01,33.52434,Oklahoma,2020,,,,
Donald Trump,2020-04-01,59.06174,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-31,33.56668,Oklahoma,2020,,,,
Donald Trump,2020-03-31,59.07572,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-30,33.65878,Oklahoma,2020,,,,
Donald Trump,2020-03-30,59.12519,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-29,33.79132,Oklahoma,2020,,,,
Donald Trump,2020-03-29,59.14536,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-28,33.82369,Oklahoma,2020,,,,
Donald Trump,2020-03-28,59.18276,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-27,33.87332,Oklahoma,2020,,,,
Donald Trump,2020-03-27,59.29385,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-26,33.87332,Oklahoma,2020,,,,
Donald Trump,2020-03-26,59.29385,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-25,33.74211,Oklahoma,2020,,,,
Donald Trump,2020-03-25,59.27002,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-24,33.71135,Oklahoma,2020,,,,
Donald Trump,2020-03-24,59.04843,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-23,33.92679,Oklahoma,2020,,,,
Donald Trump,2020-03-23,59.55283,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-22,33.98582,Oklahoma,2020,,,,
Donald Trump,2020-03-22,59.7015,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-21,34.02806,Oklahoma,2020,,,,
Donald Trump,2020-03-21,59.61353,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-20,34.02878,Oklahoma,2020,,,,
Donald Trump,2020-03-20,59.61352,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-19,34.04874,Oklahoma,2020,,,,
Donald Trump,2020-03-19,59.63552,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-18,33.83676,Oklahoma,2020,,,,
Donald Trump,2020-03-18,59.3993,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-17,33.83676,Oklahoma,2020,,,,
Donald Trump,2020-03-17,59.3993,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-16,33.83767,Oklahoma,2020,,,,
Donald Trump,2020-03-16,59.41448,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-15,33.87605,Oklahoma,2020,,,,
Donald Trump,2020-03-15,59.56533,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-14,33.89555,Oklahoma,2020,,,,
Donald Trump,2020-03-14,59.61187,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-13,33.89477,Oklahoma,2020,,,,
Donald Trump,2020-03-13,59.61355,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-12,33.80471,Oklahoma,2020,,,,
Donald Trump,2020-03-12,59.64999,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-11,33.7754,Oklahoma,2020,,,,
Donald Trump,2020-03-11,59.70336,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-10,33.85449,Oklahoma,2020,,,,
Donald Trump,2020-03-10,59.579,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-09,33.88263,Oklahoma,2020,,,,
Donald Trump,2020-03-09,59.64727,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-08,33.94126,Oklahoma,2020,,,,
Donald Trump,2020-03-08,59.65504,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-07,34.93859,Oklahoma,2020,,,,
Donald Trump,2020-03-07,62.98648,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-06,34.69318,Oklahoma,2020,,,,
Donald Trump,2020-03-06,63.12539,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-05,34.69301,Oklahoma,2020,,,,
Donald Trump,2020-03-05,63.12563,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-04,34.70449,Oklahoma,2020,,,,
Donald Trump,2020-03-04,63.10876,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-03,34.70312,Oklahoma,2020,,,,
Donald Trump,2020-03-03,63.11148,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-02,34.70083,Oklahoma,2020,,,,
Donald Trump,2020-03-02,63.11206,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-03-01,34.69235,Oklahoma,2020,,,,
Donald Trump,2020-03-01,63.10739,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-02-29,34.69235,Oklahoma,2020,,,,
Donald Trump,2020-02-29,63.10739,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-02-28,34.70765,Oklahoma,2020,,,,
Donald Trump,2020-02-28,63.07843,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-02-27,34.57451,Oklahoma,2020,,,,
Donald Trump,2020-02-27,63.04416,Oklahoma,2020,,,,
Joseph R. Biden Jr.,2020-11-03,58.70422,Oregon,2020,,,,
Donald Trump,2020-11-03,37.43216,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-11-02,58.70422,Oregon,2020,,,,
Donald Trump,2020-11-02,37.43216,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-11-01,57.66772,Oregon,2020,,,,
Donald Trump,2020-11-01,38.05573,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-31,57.8982,Oregon,2020,,,,
Donald Trump,2020-10-31,38.0462,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-30,57.56266,Oregon,2020,,,,
Donald Trump,2020-10-30,37.96304,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-29,57.76535,Oregon,2020,,,,
Donald Trump,2020-10-29,37.82826,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-28,57.5944,Oregon,2020,,,,
Donald Trump,2020-10-28,37.79787,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-27,57.56782,Oregon,2020,,,,
Donald Trump,2020-10-27,37.59855,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-26,57.63833,Oregon,2020,,,,
Donald Trump,2020-10-26,37.46774,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-25,57.51012,Oregon,2020,,,,
Donald Trump,2020-10-25,37.60156,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-24,57.42024,Oregon,2020,,,,
Donald Trump,2020-10-24,37.71993,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-23,57.23719,Oregon,2020,,,,
Donald Trump,2020-10-23,37.59855,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-22,57.16453,Oregon,2020,,,,
Donald Trump,2020-10-22,37.48781,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-21,57.13128,Oregon,2020,,,,
Donald Trump,2020-10-21,37.5285,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-20,57.17916,Oregon,2020,,,,
Donald Trump,2020-10-20,37.39986,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-19,57.34634,Oregon,2020,,,,
Donald Trump,2020-10-19,37.37188,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-18,57.37841,Oregon,2020,,,,
Donald Trump,2020-10-18,37.43324,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-17,57.35913,Oregon,2020,,,,
Donald Trump,2020-10-17,37.34758,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-16,57.07891,Oregon,2020,,,,
Donald Trump,2020-10-16,37.34616,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-15,57.0937,Oregon,2020,,,,
Donald Trump,2020-10-15,37.64314,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-14,56.92119,Oregon,2020,,,,
Donald Trump,2020-10-14,37.39218,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-13,57.10771,Oregon,2020,,,,
Donald Trump,2020-10-13,37.40066,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-12,56.96421,Oregon,2020,,,,
Donald Trump,2020-10-12,37.73277,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-11,56.95132,Oregon,2020,,,,
Donald Trump,2020-10-11,37.71181,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-10,56.75507,Oregon,2020,,,,
Donald Trump,2020-10-10,37.69967,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-09,56.77094,Oregon,2020,,,,
Donald Trump,2020-10-09,37.71635,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-08,56.67046,Oregon,2020,,,,
Donald Trump,2020-10-08,37.77895,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-07,56.52237,Oregon,2020,,,,
Donald Trump,2020-10-07,37.82735,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-06,56.51407,Oregon,2020,,,,
Donald Trump,2020-10-06,37.94296,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-05,56.21698,Oregon,2020,,,,
Donald Trump,2020-10-05,38.1401,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-04,56.20028,Oregon,2020,,,,
Donald Trump,2020-10-04,38.22691,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-03,56.11205,Oregon,2020,,,,
Donald Trump,2020-10-03,38.37551,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-02,53.96784,Oregon,2020,,,,
Donald Trump,2020-10-02,38.97932,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-10-01,54.05019,Oregon,2020,,,,
Donald Trump,2020-10-01,38.76034,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-30,53.94852,Oregon,2020,,,,
Donald Trump,2020-09-30,38.85577,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-29,51.00713,Oregon,2020,,,,
Donald Trump,2020-09-29,39.10376,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-28,50.97251,Oregon,2020,,,,
Donald Trump,2020-09-28,39.10932,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-27,51.0289,Oregon,2020,,,,
Donald Trump,2020-09-27,39.03406,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-26,50.97026,Oregon,2020,,,,
Donald Trump,2020-09-26,39.11405,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-25,50.95114,Oregon,2020,,,,
Donald Trump,2020-09-25,39.09322,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-24,50.92046,Oregon,2020,,,,
Donald Trump,2020-09-24,39.10044,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-23,50.97029,Oregon,2020,,,,
Donald Trump,2020-09-23,38.96746,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-22,50.98861,Oregon,2020,,,,
Donald Trump,2020-09-22,39.09354,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-21,50.95324,Oregon,2020,,,,
Donald Trump,2020-09-21,39.07491,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-20,50.9698,Oregon,2020,,,,
Donald Trump,2020-09-20,39.06886,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-19,50.88754,Oregon,2020,,,,
Donald Trump,2020-09-19,39.02179,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-18,50.90372,Oregon,2020,,,,
Donald Trump,2020-09-18,39.0175,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-17,50.87948,Oregon,2020,,,,
Donald Trump,2020-09-17,39.11073,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-16,50.87519,Oregon,2020,,,,
Donald Trump,2020-09-16,39.02499,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-15,50.89543,Oregon,2020,,,,
Donald Trump,2020-09-15,39.02853,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-14,50.91719,Oregon,2020,,,,
Donald Trump,2020-09-14,39.04025,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-13,50.9027,Oregon,2020,,,,
Donald Trump,2020-09-13,38.9784,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-12,50.88398,Oregon,2020,,,,
Donald Trump,2020-09-12,38.88414,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-09-11,50.90208,Oregon,2020,,,,
Donald Trump,2020-09-11,38.90223,Oregon,2020,,,,
Joseph R. Biden Jr.,2020-11-03,50.20422,Pennsylvania,2020,,,,
Donald Trump,2020-11-03,45.55034,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-11-02,50.20422,Pennsylvania,2020,,,,
Donald Trump,2020-11-02,45.55034,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-11-01,50.15671,Pennsylvania,2020,,,,
Donald Trump,2020-11-01,45.07157,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-31,50.00546,Pennsylvania,2020,,,,
Donald Trump,2020-10-31,45.3152,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-30,50.23159,Pennsylvania,2020,,,,
Donald Trump,2020-10-30,45.06028,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-29,50.06372,Pennsylvania,2020,,,,
Donald Trump,2020-10-29,44.97019,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-28,50.26332,Pennsylvania,2020,,,,
Donald Trump,2020-10-28,45.01647,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-27,50.23068,Pennsylvania,2020,,,,
Donald Trump,2020-10-27,44.8959,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-26,50.17906,Pennsylvania,2020,,,,
Donald Trump,2020-10-26,45.06499,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-25,50.33288,Pennsylvania,2020,,,,
Donald Trump,2020-10-25,44.74435,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-24,50.36401,Pennsylvania,2020,,,,
Donald Trump,2020-10-24,44.61643,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-23,50.5206,Pennsylvania,2020,,,,
Donald Trump,2020-10-23,44.38435,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-22,50.52097,Pennsylvania,2020,,,,
Donald Trump,2020-10-22,44.38391,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-21,50.37622,Pennsylvania,2020,,,,
Donald Trump,2020-10-21,44.21533,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-20,50.53093,Pennsylvania,2020,,,,
Donald Trump,2020-10-20,44.26393,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-19,50.6403,Pennsylvania,2020,,,,
Donald Trump,2020-10-19,44.15347,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-18,50.76453,Pennsylvania,2020,,,,
Donald Trump,2020-10-18,44.05989,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-17,50.78564,Pennsylvania,2020,,,,
Donald Trump,2020-10-17,43.98957,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-16,50.7678,Pennsylvania,2020,,,,
Donald Trump,2020-10-16,43.95913,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-15,50.72145,Pennsylvania,2020,,,,
Donald Trump,2020-10-15,43.85231,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-14,50.89584,Pennsylvania,2020,,,,
Donald Trump,2020-10-14,43.82974,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-13,51.05856,Pennsylvania,2020,,,,
Donald Trump,2020-10-13,43.88974,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-12,51.09344,Pennsylvania,2020,,,,
Donald Trump,2020-10-12,43.86912,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-11,50.99503,Pennsylvania,2020,,,,
Donald Trump,2020-10-11,43.70188,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-10,50.86924,Pennsylvania,2020,,,,
Donald Trump,2020-10-10,43.78401,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-09,50.87877,Pennsylvania,2020,,,,
Donald Trump,2020-10-09,43.797,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-08,50.86679,Pennsylvania,2020,,,,
Donald Trump,2020-10-08,43.8682,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-07,50.79652,Pennsylvania,2020,,,,
Donald Trump,2020-10-07,43.89137,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-06,50.5564,Pennsylvania,2020,,,,
Donald Trump,2020-10-06,44.23067,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-05,50.21302,Pennsylvania,2020,,,,
Donald Trump,2020-10-05,44.06077,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-04,50.1491,Pennsylvania,2020,,,,
Donald Trump,2020-10-04,44.09957,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-03,49.95771,Pennsylvania,2020,,,,
Donald Trump,2020-10-03,44.13454,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-02,50.00747,Pennsylvania,2020,,,,
Donald Trump,2020-10-02,44.48093,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-10-01,50.03674,Pennsylvania,2020,,,,
Donald Trump,2020-10-01,44.25263,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-30,49.93251,Pennsylvania,2020,,,,
Donald Trump,2020-09-30,44.34034,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-29,49.89128,Pennsylvania,2020,,,,
Donald Trump,2020-09-29,44.45823,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-28,49.61205,Pennsylvania,2020,,,,
Donald Trump,2020-09-28,44.40087,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-27,49.72141,Pennsylvania,2020,,,,
Donald Trump,2020-09-27,44.7795,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-26,49.68029,Pennsylvania,2020,,,,
Donald Trump,2020-09-26,44.8691,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-25,49.66143,Pennsylvania,2020,,,,
Donald Trump,2020-09-25,44.85395,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-24,49.58496,Pennsylvania,2020,,,,
Donald Trump,2020-09-24,44.89777,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-23,49.46651,Pennsylvania,2020,,,,
Donald Trump,2020-09-23,44.83957,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-22,49.69445,Pennsylvania,2020,,,,
Donald Trump,2020-09-22,45.22232,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-21,49.66504,Pennsylvania,2020,,,,
Donald Trump,2020-09-21,45.20464,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-20,49.66079,Pennsylvania,2020,,,,
Donald Trump,2020-09-20,45.05803,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-19,49.82785,Pennsylvania,2020,,,,
Donald Trump,2020-09-19,44.98436,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-18,49.91755,Pennsylvania,2020,,,,
Donald Trump,2020-09-18,45.01888,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-17,49.72458,Pennsylvania,2020,,,,
Donald Trump,2020-09-17,44.96322,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-16,49.74522,Pennsylvania,2020,,,,
Donald Trump,2020-09-16,44.89643,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-15,49.78243,Pennsylvania,2020,,,,
Donald Trump,2020-09-15,44.86676,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-14,49.83879,Pennsylvania,2020,,,,
Donald Trump,2020-09-14,44.92044,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-13,49.87128,Pennsylvania,2020,,,,
Donald Trump,2020-09-13,44.885,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-12,49.82997,Pennsylvania,2020,,,,
Donald Trump,2020-09-12,44.76704,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-11,49.85808,Pennsylvania,2020,,,,
Donald Trump,2020-09-11,44.79526,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-10,49.83996,Pennsylvania,2020,,,,
Donald Trump,2020-09-10,44.77106,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-09,49.78425,Pennsylvania,2020,,,,
Donald Trump,2020-09-09,44.69495,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-08,49.10975,Pennsylvania,2020,,,,
Donald Trump,2020-09-08,44.97723,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-07,49.64208,Pennsylvania,2020,,,,
Donald Trump,2020-09-07,45.20204,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-06,49.63433,Pennsylvania,2020,,,,
Donald Trump,2020-09-06,45.13702,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-05,49.62882,Pennsylvania,2020,,,,
Donald Trump,2020-09-05,45.13176,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-04,49.62574,Pennsylvania,2020,,,,
Donald Trump,2020-09-04,45.10349,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-03,49.35333,Pennsylvania,2020,,,,
Donald Trump,2020-09-03,45.26378,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-02,49.27164,Pennsylvania,2020,,,,
Donald Trump,2020-09-02,44.98264,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-09-01,49.4667,Pennsylvania,2020,,,,
Donald Trump,2020-09-01,44.76462,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-08-31,49.55935,Pennsylvania,2020,,,,
Donald Trump,2020-08-31,44.82798,Pennsylvania,2020,,,,
Joseph R. Biden Jr.,2020-08-30,49.28225,Pennsylvania,2020,,,,
Donald Trump,2020-08-30,43.85788,Pennsylvania,2020,,,,
