"MOVIE","ACTOR","CHARACTER_NAME","TYPE","BILLING","GENDER"
"Zootopia","Kath Soucie","Young Nick","Supporting","26","Female"
"Zootopia","Peter Mansbridge","Peter Moosebridge","Supporting","27","Male"
"Zootopia","Byron Howard","Bucky Oryx-Antlerson","Supporting","28","Male"
"Zootopia","Mark 'Rhino' Smith","Officer McHorn","Supporting","29","Male"
"Zootopia","Jared Bush","Pronk Onyx-Antlerson","Supporting","30","Male"
"Zootopia","John Lavelle","Mouse Foreman","Supporting","31","Male"
"Zootopia","Josie Trinidad","Landlady","Supporting","32","Female"
"Doctor Strange","Benedict Cumberbatch","Doctor Stephen Strange","Lead Ensemble Member","1","Male"
"Doctor Strange","Chiwetel Ejiofor","Baron Mordo","Lead Ensemble Member","2","Male"
"Doctor Strange","Rachel McAdams","Dr. Christine Palmer","Lead Ensemble Member","3","Female"
"Doctor Strange","Benedict Wong","Master Wong","Lead Ensemble Member","4","Male"
"Doctor Strange","Mads Mikkelsen","Kaecilius","Lead Ensemble Member","5","Male"
"Doctor Strange","Tilda Swinton","The Ancient One","Lead Ensemble Member","6","Female"
"Doctor Strange","Michael Stuhlbarg","Dr. Nic West","Supporting","7","Unknown"
"Doctor Strange","Benjamin Bratt","Jonathan Pangborn","Supporting","8","Male"
"Doctor Strange","Scott Adkins","Strong Zealot","Supporting","9","Male"
"Doctor Strange","Zara Phythian","Brunette Zealot","Supporting","10","Female"
"Doctor Strange","Alaa Safi","Tall Zealot","Supporting","11","Male"
"Doctor Strange","Katrina Durden","Blonde Zealot","Supporting","12","Female"
"Doctor Strange","Amy Landecker","Dr. Bruner","Supporting","13","Unknown"
"Doctor Strange","Topo Wresniwiro","Hamir","Supporting","14","Male"
"Doctor Strange","Umit Ulgen","Sol Rama","Supporting","15","Male"
"Doctor Strange","Linda Louise Duan","Tina Minoru","Supporting","16","Female"
"Doctor Strange","Mark Anthony Brighton","Daniel Drumm","Supporting","17","Male"
"Doctor Strange","Meera Syal","Dr. Patel","Supporting","18","Unknown"
"Doctor Strange","Adam Pelta-Pauls","Nurse Billy","Supporting","19","Male"
"Doctor Strange","Sarah Malin","Dr. Garrison","Supporting","20","Female"
"Doctor Strange","Eben Young","Dr. Weiss","Supporting","21","Unknown"
"Doctor Strange","Kobna Holdbrook-Smith","Physical Therapist","Supporting","22","Unknown"
"Doctor Strange","Elizabeth Healey","Concerned Doctor","Supporting","23","Female"
"Doctor Strange","Guillaume Faure","Reluctant Surgeon","Supporting","24","Male"
"Doctor Strange","Daniel Dow","Mugger","Supporting","25","Male"
"Doctor Strange","Ezra Khan","Kamar-Taj Librarian","Supporting","26","Male"
"Doctor Strange","Kimberly Van Luin","Bullet Patient’s Wife","Supporting","27","Female"
"Doctor Strange","Pat Kiernan","Himself","Cameo","28","Male"
"Doctor Strange","Stan Lee","Man on Bus","Cameo","29","Male"
"The Accountant","Ben Affleck","Christian Wolff","Leading","1","Male"
"The Accountant","Anna Kendrick","Dana Cummings","Supporting","2","Female"
"The Accountant","J.K. Simmons","Ray King","Supporting","3","Male"
"The Accountant","Jon Bernthal","Brax","Supporting","4","Male"
"The Accountant","Jeffrey Tambor","Francis Silverberg","Supporting","5","Male"
"The Accountant","John Lithgow","Lamar Blackburn","Supporting","6","Male"
"The Accountant","Cynthia Addai-Robinson","Marybeth Medina","Supporting","7","Female"
"The Accountant","Jean Smart","Rita Blackburn","Supporting","8","Female"
"The Accountant","Andy Umberger","Ed Chilton","Supporting","9","Male"
"The Accountant","Alison Wright","Justine","Supporting","10","Female"
"The Accountant","Jason Davis","Neurologist","Supporting","11","Unknown"
"The Accountant","Robert Treveiler","Young Chris' Father","Supporting","12","Male"
"The Accountant","Mary Kraft","Young Chris' Mother","Supporting","13","Female"
"The Accountant","Seth Lee","Young Chris","Supporting","14","Male"
"The Accountant","Jake Presley","Little Brother","Supporting","15","Male"
"The Accountant","Izzy Fenech","Young Justine","Supporting","16","Female"
"The Accountant","Ron Prather","Frank Rice","Supporting","17","Male"
"The Accountant","Susan Williams","Dolores Rice","Supporting","18","Female"
"The Accountant","Gary Basaraba","Don","Supporting","19","Male"
"The Accountant","Fernando Chien","Sorkis","Supporting","20","Male"
"The Accountant","Alex Collins","Simon Dewey","Supporting","21","Unknown"
"The Accountant","Tait Fletcher","Thug #1","Supporting","22","Unknown"
"The Accountant","Curtis Lyons","Thug #2","Supporting","23","Male"
"The Accountant","Buster Reeves","Alpha Merc","Supporting","24","Male"
"The Accountant","Ron Yuan","Pencak Silat Master","Supporting","25","Unknown"
"The Accountant","Sheila Maddox","ZZZ Receptionist","Supporting","26","Female"
"The Accountant","Malachi Malik","Detention Center Guard","Supporting","27","Male"
"The Accountant","Greg Alan Williams","Treasury Secretary","Supporting","28","Male"
"The Accountant","Kelly Collins Lintz","Helen/Reporter #1","Supporting","29","Female"
"The Accountant","Jason McDonald","Reporter #2","Supporting","30","Male"
"The Accountant","Victor McCay","IRS Agent","Supporting","31","Male"
"The Accountant","Michael Beasley","FBI Agent in Charge","Supporting","32","Unknown"
"The Accountant","Viviana Chavez","FBI Agent #1","Supporting","33","Female"
"The Accountant","Greg Sproles","Sniper #1","Supporting","34","Male"
"The Accountant","Alex Huynh","Bobby/Sniper #2","Supporting","35","Unknown"
"The Accountant","Jade Halley Bartlett","Harbor Neuroscience Nurse","Supporting","36","Female"
"The Accountant","Joe Hardy Jr","Autistic Boy's Father","Supporting","37","Male"
"The Accountant","Carrie Walrond","Autistic Boy's Mother","Supporting","38","Female"
"The Accountant","Roman Spink","6 Year Old Boy","Supporting","39","Male"
"The Accountant","David Buglione","Little Tony Bazzano","Supporting","40","Male"
"The Accountant","Rick Moose","Dying Mobster","Supporting","41","Male"
"The Accountant","Nick Arapoglou","Tech #1 Homeland Security","Supporting","42","Male"
"The Accountant","Angela Davis","Reporter #3","Supporting","43","Female"
"The Accountant","Johnny Giacalone","FBI Agent #2","Supporting","44","Male"
"The Accountant","Richard Pearson","Gordon Amundson (FBI Language Services)","Supporting","45","Male"
"The Accountant","Eric Goins","UPS Delivery Man","Supporting","46","Male"
"The Accountant","David DeVries","Widower","Supporting","47","Male"
"The Accountant","Randall Taylor","Funeral Director","Supporting","48","Male"
"The Accountant","Scott Poythress","Deputy","Supporting","49","Male"
"The Accountant","Nicholas Martin","French Teen Bully","Supporting","50","Male"
"The Accountant","Samantha Janco","Reporter #4","Supporting","51","Female"
"The Accountant","Joseph Levine","Mafia Enforcer #3","Supporting","52","Male"
"The Accountant","Christian Mendoza","Maintenance Worker","Supporting","53","Male"
"The Accountant","Zachary James Rukavina","Robotics Lab Patient","Supporting","54","Male"
"The Accountant","Robert T. McKight II","Robitics Lab Patient #2","Supporting","55","Male"
"The Accountant","Angel Giuffria","Robotics Lab Patient #3","Supporting","56","Unknown"
"The Accountant","Robert Kistenberg","Robotics Lab Tech","Supporting","57","Male"
"The Accountant","Robert Hatch","Funeral Home Attendee","Supporting","58","Male"
"Suicide Squad","Will Smith","Deadshot","Lead Ensemble Member","1","Male"
"Suicide Squad","Jared Leto","Joker","Lead Ensemble Member","2","Male"
"Suicide Squad","Margot Robbie","Harley Quinn","Lead Ensemble Member","3","Female"
"Suicide Squad","Joel Kinnaman","Rick Flag","Lead Ensemble Member","4","Male"
"Suicide Squad","Viola Davis","Amanda Waller","Lead Ensemble Member","5","Female"
"Suicide Squad","Jai Courtney","Boomerang","Lead Ensemble Member","6","Male"
"Suicide Squad","Jay Hernandez","Diablo","Lead Ensemble Member","7","Male"
"Suicide Squad","Adewale Akinnuoye-Agbaje","Killer Croc","Lead Ensemble Member","8","Male"
"Suicide Squad","Ike Barinholtz","Griggs","Lead Ensemble Member","9","Unknown"
"Suicide Squad","Scott Eastwood","Lieutenant GQ Edwards","Lead Ensemble Member","10","Male"
"Suicide Squad","Cara Delevingne","June Moone/Enchantress","Lead Ensemble Member","11","Female"
"Suicide Squad","Karen Fukuhara","Katana","Lead Ensemble Member","12","Female"
"Suicide Squad","Adam Beach","Slipknot","Lead Ensemble Member","13","Male"
"Suicide Squad","Jaime Fitzsimons","Sergeant Ames Bravo 14","Supporting","14","Male"
"Suicide Squad","Christopher Dyson","Missing Hand Guard","Supporting","15","Male"
"Suicide Squad","Bambadjan Bamba","T-Shirt Vendor","Supporting","16","Male"
"Suicide Squad","Ted Whittall","Admiral Olsen","Supporting","17","Male"
"Suicide Squad","David Harbour","Dexter Tolliver","Supporting","18","Unknown"
"Suicide Squad","Robin Atkin Downes","Angelo","Supporting","19","Female"
"Suicide Squad","Robert B. Kennedy","U.S. Marshal","Supporting","20","Male"
"Suicide Squad","Billy Otis","Mafia Snitch","Supporting","21","Male"
"Suicide Squad","Shailyn Pierre-Dixon","Zoe","Supporting","22","Female"
"Suicide Squad","James McGowan","Panda Man","Supporting","23","Male"
"Suicide Squad","Jim Parrack","Frost","Supporting","24","Male"
"Suicide Squad","Derek Perks","Psych Patient","Supporting","25","Male"
"Suicide Squad","Common","Monster T","Supporting","26","Male"
"Suicide Squad","Ezra Miller","The Flash","Supporting","27","Male"
"Suicide Squad","Aidan Devine","Chairman","Supporting","28","Unknown"
"Suicide Squad","Andrew Bee","Navy One-Star Admiral","Supporting","29","Male"
"Suicide Squad","Clive McLean","Air Force Two-Star General","Supporting","30","Male"
"Suicide Squad","Frank J. Zupancic","Army One-Star General","Supporting","31","Male"
"Suicide Squad","Kent Sheridan","National Security Council","Supporting","32","Male"
"Suicide Squad","Roger Shank","National Security Council","Supporting","33","Male"
"Suicide Squad","Dwight Ireland","National Security Council","Supporting","34","Male"
"Suicide Squad","Amanda Brugel","National Security Council","Supporting","35","Female"
"Suicide Squad","Tufford Kennedy","National Security Council","Supporting","36","Unknown"
"Suicide Squad","Rosemary De Los Santos","Hot Girl Patron","Supporting","37","Female"
"Suicide Squad","Kevin Hanchard","Casino Boss","Supporting","38","Male"
"Suicide Squad","Alain Chanoine","Businessman/Incubus","Supporting","39","Male"
"Suicide Squad","Joel Lacoursiere","Cop at Rail Terminal","Supporting","40","Male"
"Suicide Squad","Jameson Kraemer","Doctor at Rail Terminal","Supporting","41","Male"
"Suicide Squad","Ho Chow","Gate Guard","Supporting","42","Unknown"
"Suicide Squad","Matt Baram","Dr. Van Criss","Supporting","43","Unknown"
"Suicide Squad","Birgitte Solem","Dr. Van Criss' Wife","Supporting","44","Unknown"
"Suicide Squad","Kevin Vance","Kowalski—Seal Team A","Supporting","45","Male"
"Suicide Squad","Alex Meraz","Gomez—Seal Team A","Supporting","46","Unknown"
"Suicide Squad","Tyler Grey","Grey—Seal Team Member","Supporting","47","Male"
"Suicide Squad","Nathan Brown","Seal Team A #1 member","Supporting","48","Male"
"Suicide Squad","Kenneth Choi","Yakuza Boss","Supporting","49","Male"
"Suicide Squad","Nicolas Van Burek","Technician","Supporting","50","Male"
"Suicide Squad","Agueda Cardenas","Technician 2","Supporting","51","Unknown"
"Suicide Squad","Corina Calderon","Grace—Diablo's Wife","Supporting","52","Female"
"Suicide Squad","Daniela Uruena","Diablo's Daughter","Supporting","53","Female"
"Suicide Squad","Nicolas Uruena","Diablo's Son","Supporting","54","Male"
"Now You See Me 2","Jesse Eisenberg","J. Daniel Atlas","Lead Ensemble Member","1","Male"
"Now You See Me 2","Mark Ruffalo","Dylan Rhodes","Lead Ensemble Member","2","Male"
"Now You See Me 2","Woody Harrelson","Merritt McKinney/Chase McKinney","Lead Ensemble Member","3","Male"
"Now You See Me 2","Dave Franco","Jack Wilder","Lead Ensemble Member","4","Male"
"Now You See Me 2","Daniel Radcliffe","Walter Mabry","Lead Ensemble Member","5","Male"
"Now You See Me 2","Lizzy Caplan","Lula","Lead Ensemble Member","6","Female"
"Now You See Me 2","Jay Chou","Li","Lead Ensemble Member","7","Unknown"
"Now You See Me 2","Michael Caine","Arthur Tressler","Lead Ensemble Member","8","Male"
"Now You See Me 2","Morgan Freeman","Thaddeus Bradley","Lead Ensemble Member","9","Male"
"Now You See Me 2","Sanaa Lathan","Deputy Director Natalie Austin","Supporting","10","Female"
"Now You See Me 2","David Warshofsky","Agent Cowan","Supporting","11","Unknown"
"Now You See Me 2","Tsai Chin","Bu Bu","Supporting","12","Unknown"
"Now You See Me 2","William Henderson","Young Dylan","Supporting","13","Male"
"Now You See Me 2","Richard Laing","Lionel Shrike","Supporting","14","Male"
"Now You See Me 2","Henry Lloyd-Hughes","Allen Scott-Frank","Supporting","15","Male"
"Now You See Me 2","Brick Patrick","Chase McKinney","Supporting","16","Male"
"Now You See Me 2","Zach Gregory","Hannes Pike","Supporting","17","Male"
"Now You See Me 2","Ben Lamb","Owen Case","Supporting","18","Male"
"Now You See Me 2","Fenfen Huang","Lab Tech","Supporting","19","Unknown"
"Now You See Me 2","Aaron Ly","Head Security Guard","Supporting","20","Male"
"Now You See Me 2","Cyd Casados","Case Advisor","Supporting","21","Unknown"
"Now You See Me 2","Jem Wilner","Agent Dore","Supporting","22","Male"
"Now You See Me 2","James Richard Marshall","Agent UK","Supporting","23","Male"
"Now You See Me 2","Alexa Brown","Agent 2 UK","Supporting","24","Female"
"Now You See Me 2","Karl McMillian","Prison Guard 2 (US)","Supporting","25","Male"
"Now You See Me 2","Jim Pirri","Eye Voice","Supporting","26","Male"
"Now You See Me 2","Christopher Logan","Chef","Supporting","27","Unknown"
"Now You See Me 2","Varada Sethu","Tressler Assistant","Supporting","28","Female"
"Now You See Me 2","Michael Walters","Prison Guard US","Supporting","29","Male"
"Now You See Me 2","Justine Wachsberger","Zoey Taylor","Supporting","30","Female"
"Now You See Me 2","Simon Connolly","Octa Guard","Supporting","31","Male"
"Now You See Me 2","Dino Fetscher","Octa Guard","Supporting","32","Male"
"Now You See Me 2","Martin Delaney","Bo Walsh","Supporting","33","Male"
"Now You See Me 2","Nichole Bird","Disappearing Lady 1","Supporting","34","Female"
"Now You See Me 2","Danielle Bird","Disappearing Lady 2","Supporting","35","Female"
"Now You See Me 2","Michael Cooke","Jack Stooge 1A","Supporting","36","Male"
"Now You See Me 2","John Cooke","Jack Stooge 1B","Supporting","37","Male"
"Now You See Me 2","Greg McKenzie","Jack Stooge 2A","Supporting","38","Male"
"Now You See Me 2","Michael McKenzie","Jack Stooge 2B","Supporting","39","Male"
"Now You See Me 2","Tai Yin Chan","Science Lab Guard","Supporting","40","Unknown"
"Now You See Me 2","Bruce Chong","Science Lab Guard 2","Supporting","41","Male"
"Now You See Me 2","Marianne Malek","Case Assistant","Supporting","42","Female"
"Now You See Me 2","Krystal Ellsworth","Casino Dancer","Supporting","43","Female"
"Now You See Me 2","Jessica Keller","Casino Dancer","Supporting","44","Female"
"Now You See Me 2","Krysada Phounsiri","Casino Dancer","Supporting","45","Female"
"Now You See Me 2","Luis Rosado","Casino Dancer","Supporting","46","Male"
"Now You See Me 2","Karl Hussain","Street Drummer","Supporting","47","Male"
"Now You See Me 2","Savannah Guthrie","Herself","Cameo","48","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Megan Fox","April O'Neil","Leading","1","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Will Arnett","Vern Fenwick","Leading","2","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Laura Linney","Rebecca Vincent","Supporting","3","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Stephen Amell","Casey Jones","Supporting","4","Unknown"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Tyler Perry","Baxter Stockman","Supporting","5","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Noel Fisher","Michelangelo","Supporting","6","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Jeremy Howard","Donatello","Supporting","7","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Pete Ploszek","Leonardo","Supporting","8","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Alan Ritchson","Raphael","Supporting","9","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Brian Tee","Shredder","Supporting","10","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Stephen Farrelly","Rocksteady","Supporting","11","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Gary Anthony Williams","Bebop","Supporting","12","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Alessandra Ambrosio","Vernon's Girlfriend","Cameo","13","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Brad Garrett","Kraang","Supporting","14","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Tony Shalhoub","Splinter","Supporting","15","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Brittany Ishibashi","Karai","Supporting","16","Unknown"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Judith Hoag","Herself","Cameo","17","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Carmelo Anthony","Himself","Cameo","18","Female"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Deandre Jordan","Himself","Cameo","19","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","J.J. Redick","Himself","Cameo","20","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Austin Rivers","Himself","Cameo","21","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Matt Barnes","Himself","Cameo","22","Male"
"Teenage Mutant Ninja Turtles: Out of the Shadows","Spencer Hawes","Himself","Cameo","23","Male"
"Lights Out","Teresa Palmer","Rebecca","Leading","1","Female"
"Lights Out","Gabriel Bateman","Martin","Leading","2","Male"
"Lights Out","Billy Burke","Paul","Leading","3","Unknown"
"Lights Out","Maria Bello","Sophie","Leading","4","Female"
"Lights Out","Alexander Dipersia","Bret","Supporting","5","Male"
"Lights Out","Alicia Vela-Bailey","Diana","Supporting","6","Female"
"Lights Out","Andi Osho","Emma","Supporting","7","Female"
"Lights Out","Rolando Boyce","Officer Brian Andrews","Supporting","8","Male"
"Lights Out","Maria Russell","Officer Gomez","Supporting","9","Female"
"Lights Out","Elizabeth Pan","Nurse","Supporting","10","Female"
"Lights Out","Lotta Losten","Esther","Supporting","11","Female"
"Lights Out","Amiah Miller","Young Rebecca","Supporting","12","Female"
"Lights Out","Ava Cantrell","Teen Diana","Supporting","13","Female"
"Lights Out","Emily Alyn Lind","Teen Sophie","Supporting","14","Female"
"Rogue One: A Star Wars Story","Felicity Jones","Jyn Erso","Lead Ensemble Member","1","Female"
"Rogue One: A Star Wars Story","Diego Luna","Captain Cassian Andor","Lead Ensemble Member","2","Male"
"Rogue One: A Star Wars Story","Ben Mendelsohn","Director Orson Krennic","Lead Ensemble Member","3","Unknown"
"Rogue One: A Star Wars Story","Donnie Yen","Chirrut Imwe","Lead Ensemble Member","4","Male"
"Rogue One: A Star Wars Story","Mads Mikkelsen","Galen Erso","Lead Ensemble Member","5","Male"
"Rogue One: A Star Wars Story","Alan Tudyk","K-2SO","Lead Ensemble Member","6","Male"
"Rogue One: A Star Wars Story","Jiang Wen","Baze Malbus","Supporting","7","Male"
"Rogue One: A Star Wars Story","Forest Whitaker","Saw Gerrera","Supporting","8","Male"
"Rogue One: A Star Wars Story","Riz Ahmed","Bodhi Rook","Lead Ensemble Member","9","Male"
"Rogue One: A Star Wars Story","Jimmy Smits","Bail Organa","Supporting","10","Male"
"Rogue One: A Star Wars Story","James Earl Jones","Darth Vader","Supporting","11","Male"
"Rogue One: A Star Wars Story","Genevieve O'Reilly","Mon Mothma","Supporting","12","Female"
"Rogue One: A Star Wars Story","Valene Kane","Lyra Erso","Supporting","13","Female"
"Rogue One: A Star Wars Story","Alistair Petrie","General Draven","Supporting","14","Unknown"
"Rogue One: A Star Wars Story","Ben Daniels","General Merrick","Supporting","15","Unknown"
"Rogue One: A Star Wars Story","Stephen Stanton","General Raddus","Supporting","16","Male"
"Rogue One: A Star Wars Story","Ian McElhinney","General Dodonna","Supporting","17","Unknown"
"Rogue One: A Star Wars Story","Fares Fares","Senator Vaspar","Supporting","18","Male"
"Rogue One: A Star Wars Story","Jonathan Aris","Senator Jebel","Supporting","19","Unknown"
"Rogue One: A Star Wars Story","Beau Gadsdon","Young Jyn","Supporting","20","Female"
"Rogue One: A Star Wars Story","Dolly Gadsdon","Younger Jyn","Supporting","21","Female"
"Rogue One: A Star Wars Story","Sharon Duncan-Brewster","Senator Pamlo","Supporting","22","Female"
"Rogue One: A Star Wars Story","Warwick Davis","Weeteef Cyubee","Supporting","23","Male"
"Rogue One: A Star Wars Story","Aidan Cook","Edrio Two Tubes","Supporting","24","Male"
"Rogue One: A Star Wars Story","Derek Arnold","Pao","Supporting","25","Male"
"Rogue One: A Star Wars Story","Nick Kellington","Bistan","Supporting","26","Male"
"Rogue One: A Star Wars Story","Richard Cunningham","General Ramda","Supporting","27","Male"
"Rogue One: A Star Wars Story","Jack Roth","Lieutenant Adema","Supporting","28","Male"
"Rogue One: A Star Wars Story","Michael Gould","Admiral Gorin","Supporting","29","Male"
"Rogue One: A Star Wars Story","Michael Shaeffer","General Corssin","Supporting","30","Male"
"Rogue One: A Star Wars Story","Daniel Mays","Tivik","Supporting","31","Unknown"
"Rogue One: A Star Wars Story","Andy de la Tour","General Hurst Romodi","Supporting","32","Unknown"
"Rogue One: A Star Wars Story","Tony Pitts","Captain Pterro","Supporting","33","Male"
"Fantastic Beasts and Where to Find Them","Eddie Redmayne","Newt Scamander","Lead Ensemble Member","1","Male"
"Fantastic Beasts and Where to Find Them","Ezra Miller","Credence Barebone","Lead Ensemble Member","2","Male"
"Fantastic Beasts and Where to Find Them","Ron Perlman","Gnarlak","Lead Ensemble Member","3","Male"
"Fantastic Beasts and Where to Find Them","Colin Farrell","Percival Graves","Lead Ensemble Member","4","Male"
"Fantastic Beasts and Where to Find Them","Dan Fogler","Jacob Kowalski","Lead Ensemble Member","5","Male"
"Fantastic Beasts and Where to Find Them","Samantha Morton","Mary Lou","Lead Ensemble Member","6","Female"
"Fantastic Beasts and Where to Find Them","Alison Sudol","Queenie Goldstein","Lead Ensemble Member","7","Female"
"Fantastic Beasts and Where to Find Them","Carmen Ejogo","Seraphina Picquery","Lead Ensemble Member","8","Unknown"
"Fantastic Beasts and Where to Find Them","Katherine Waterston","Tina","Lead Ensemble Member","9","Unknown"
"Fantastic Beasts and Where to Find Them","Sam Redford","Customs Official","Supporting","10","Unknown"
"Fantastic Beasts and Where to Find Them","Scott Goldman","Customs Official (Voice)","Supporting","11","Male"
"Fantastic Beasts and Where to Find Them","Tim Bentinck","Witness","Supporting","12","Male"
"Fantastic Beasts and Where to Find Them","Tristan Tait","Reporter","Supporting","13","Male"
"Fantastic Beasts and Where to Find Them","Tom Clarke-Hill","Photographer 2","Supporting","14","Male"
"Fantastic Beasts and Where to Find Them","Matthew Sim","Photographer","Supporting","15","Male"
"Fantastic Beasts and Where to Find Them","Faith Wood-Blagrove","Modesty Barebone","Supporting","16","Female"
"Fantastic Beasts and Where to Find Them","Jenn Murray","Chastity Barebone","Supporting","17","Female"
"Fantastic Beasts and Where to Find Them","Cory Peterson","Bank Employee","Supporting","18","Male"
"Fantastic Beasts and Where to Find Them","Lucie Pohl","Secretary","Supporting","19","Female"
"Fantastic Beasts and Where to Find Them","Peter Breitmayer","Mr. Bingley","Supporting","20","Male"
"Fantastic Beasts and Where to Find Them","Jake Samuels","Bank Guard","Supporting","21","Male"
"Fantastic Beasts and Where to Find Them","Max Cazier","Young Man","Supporting","22","Male"
"Fantastic Beasts and Where to Find Them","Dan Hedaya","Red","Supporting","23","Male"
"Fantastic Beasts and Where to Find Them","Christy Meyer","Guide-Inside Macusa","Supporting","24","Female"
"Fantastic Beasts and Where to Find Them","Guy Paul","Auror 2","Supporting","25","Male"
"Fantastic Beasts and Where to Find Them","Andreea Paduraru","Auror 9","Supporting","26","Female"
"Fantastic Beasts and Where to Find Them","Walles Hamonde","Auror 10","Supporting","27","Male"
"Fantastic Beasts and Where to Find Them","Dominique Tipper","Auror 1","Supporting","28","Female"
"Fantastic Beasts and Where to Find Them","Kevin Guthrie","Mr. Abernathy","Supporting","29","Male"
"Fantastic Beasts and Where to Find Them","Leo Heller","Boy with Birthmark","Supporting","30","Male"
"Fantastic Beasts and Where to Find Them","Miles Roughley","Poor Boy","Supporting","31","Male"
"Fantastic Beasts and Where to Find Them","Anne Wittman","Housewife","Supporting","32","Female"
"Fantastic Beasts and Where to Find Them","Erick Hayden","Policeman","Supporting","33","Male"
"Fantastic Beasts and Where to Find Them","Paul Birchard","Hobo","Supporting","34","Male"
"Fantastic Beasts and Where to Find Them","Ronan Raftery","Langdon Shaw","Supporting","35","Male"
"Fantastic Beasts and Where to Find Them","Tom Hodgkins","Barker","Supporting","36","Male"
"Fantastic Beasts and Where to Find Them","Jon Voight","Shaw Senior","Cameo","37","Male"
"Fantastic Beasts and Where to Find Them","Josh Cowdery","Henry Shaw Jnr/Senator Shaw","Supporting","38","Male"
"Fantastic Beasts and Where to Find Them","Ellie Haddington","Mrs. Esposito","Supporting","39","Unknown"
"Fantastic Beasts and Where to Find Them","Joseph MacNab","Police Officer 1","Supporting","40","Male"
"Fantastic Beasts and Where to Find Them","Bart Edwards","Police Officer 2","Supporting","41","Male"
"Fantastic Beasts and Where to Find Them","Todd Boyce","Announcer","Supporting","42","Male"
"Fantastic Beasts and Where to Find Them","Martin Oelbermann","Heinrich Eberstadt","Supporting","43","Male"
"Fantastic Beasts and Where to Find Them","Gemma Chan","Madam Ya Zhou","Supporting","44","Female"
"Fantastic Beasts and Where to Find Them","Richard Clothier","British Envoy","Supporting","45","Male"
"Fantastic Beasts and Where to Find Them","Christian Dixon","Momolu Wotorson","Supporting","46","Male"
"Fantastic Beasts and Where to Find Them","Akin Gazi","Auror 3","Supporting","47","Male"
"Fantastic Beasts and Where to Find Them","Rich Hardisty","Auror 4","Supporting","48","Male"
"Fantastic Beasts and Where to Find Them","Elizabeth Moynihan","Executioner 1","Supporting","49","Female"
"Fantastic Beasts and Where to Find Them","Miquel Brown","Executioner 2","Supporting","50","Unknown"
"Fantastic Beasts and Where to Find Them","Wunmi Mosaku","Beryl","Supporting","51","Female"
"Fantastic Beasts and Where to Find Them","Cristian Solimeno","Executioner 3","Supporting","52","Male"
"Fantastic Beasts and Where to Find Them","Matthew Wilson","Sam the Obliviator","Supporting","53","Male"
"Fantastic Beasts and Where to Find Them","Brian F. Mulvey","Watchman","Supporting","54","Male"
"Fantastic Beasts and Where to Find Them","Aretha Ayeh","Singer-The Blind Pig Speakeasy","Supporting","55","Female"
"Fantastic Beasts and Where to Find Them","Emmi","Singer-The Blind Pig Speakeasy","Supporting","56","Female"
"Fantastic Beasts and Where to Find Them","Nicholas McGaughey","Australian Wizard","Supporting","57","Male"
"Fantastic Beasts and Where to Find Them","Sean Cronin","Nearby Criminal","Supporting","58","Male"
"Fantastic Beasts and Where to Find Them","Zoe Kravitz","Lestrange","Supporting","59","Female"
"Fantastic Beasts and Where to Find Them","Arinze Kene","Auror 6","Supporting","60","Male"
"Fantastic Beasts and Where to Find Them","Jane Perry","Female Customer in Bakery","Supporting","61","Female"
"Sausage Party","Seth Rogen","Frank/Sergeant Pepper","Leading","1","Male"
"Sausage Party","Kristen Wiig","Brenda","Leading","2","Female"
"Sausage Party","Jonah Hill","Carl","Supporting","3","Male"
"Sausage Party","Bill Hader","Firewater/Tequila/El Guaco","Supporting","4","Male"
"Sausage Party","Michael Cera","Barry","Supporting","5","Male"
"Sausage Party","James Franco","Druggie","Supporting","6","Male"
"Sausage Party","Danny McBride","Honey Mustard","Supporting","7","Male"
"Sausage Party","Craig Robinson","Grits","Supporting","8","Male"
"Sausage Party","Paul Rudd","Darren","Supporting","9","Male"
"Sausage Party","Nick Kroll","Douche","Supporting","10","Unknown"
"Sausage Party","David Krumholtz","Lavash","Supporting","11","Male"
"Sausage Party","Edward Norton","Sammy","Supporting","12","Male"
