congress,chamber,bioguide,firstname,lastname,birthday,state,party,incumbent,termstart,age
99,house,H000340,Charles,Hatcher,1939-07-01,GA,D,Yes,1985-01-03,45.5
99,house,R000436,Charles,Rose,1939-08-10,NC,D,Yes,1985-01-03,45.4
99,house,W000215,Henry,Waxman,1939-09-12,CA,D,Yes,1985-01-03,45.3
99,house,W000426,Robert,Whittaker,1939-09-18,KS,R,Yes,1985-01-03,45.3
99,house,W000647,Timothy,Wirth,1939-09-22,CO,D,Yes,1985-01-03,45.3
99,house,M000923,William,Moore,1939-10-04,LA,R,Yes,1985-01-03,45.3
99,house,B000403,Douglas,Bereuter,1939-10-06,NE,R,Yes,1985-01-03,45.2
99,house,L000556,John,LaFalce,1939-10-06,NY,D,Yes,1985-01-03,45.2
99,house,W000682,Howard,Wolpe,1939-11-03,MI,D,Yes,1985-01-03,45.2
99,house,R000146,Harry,Reid,1939-12-02,NV,D,Yes,1985-01-03,45.1
99,house,M000195,Lynn,Martin,1939-12-26,IL,R,Yes,1985-01-03,45.0
99,house,Z000014,Edwin,Zschau,1940-01-06,CA,R,Yes,1985-01-03,45.0
99,house,B000919,George,Brown,1940-02-12,CO,R,Yes,1985-01-03,44.9
99,house,O000001,Mary,Oakar,1940-03-05,OH,D,Yes,1985-01-03,44.8
99,house,F000339,Barney,Frank,1940-03-31,MA,D,Yes,1985-01-03,44.8
99,house,P000265,Thomas,Petri,1940-05-28,WI,R,Yes,1985-01-03,44.6
99,house,A000217,Richard,Armey,1940-07-07,TX,R,No,1985-01-03,44.5
99,house,C000079,Carroll,Campbell,1940-07-24,SC,R,Yes,1985-01-03,44.4
99,house,S000142,Patricia,Schroeder,1940-07-30,CO,D,Yes,1985-01-03,44.4
99,house,S000673,Stephen,Solarz,1940-09-12,NY,D,Yes,1985-01-03,44.3
99,house,D000359,Joseph,DioGuardi,1940-09-20,NY,R,No,1985-01-03,44.3
99,house,F000329,Wyche,Fowler,1940-10-06,GA,D,Yes,1985-01-03,44.2
99,house,S000785,Richard,Stallings,1940-10-07,ID,D,No,1985-01-03,44.2
99,house,V000087,Bruce,Vento,1940-10-07,MN,D,Yes,1985-01-03,44.2
99,house,R000277,Donald,Ritter,1940-10-21,PA,R,Yes,1985-01-03,44.2
99,house,M000019,Connie,Mack,1940-10-29,FL,R,Yes,1985-01-03,44.2
99,house,B000711,Barbara,Boxer,1940-11-11,CA,D,Yes,1985-01-03,44.1
99,house,E000184,Glenn,English,1940-11-30,OK,D,Yes,1985-01-03,44.1
99,house,D000327,Norman,Dicks,1940-12-16,WA,D,Yes,1985-01-03,44.0
99,house,W000044,Douglas,Walgren,1940-12-28,PA,D,Yes,1985-01-03,44.0
99,house,C000344,Richard,Cheney,1941-01-30,WY,R,Yes,1985-01-03,43.9
99,house,G000132,Richard,Gephardt,1941-01-31,MO,D,Yes,1985-01-03,43.9
99,house,P000097,Charles,Pashayan,1941-03-27,CA,R,Yes,1985-01-03,43.8
99,house,S000606,Robert,Smith,1941-03-30,NH,R,No,1985-01-03,43.8
99,house,B000410,Howard,Berman,1941-04-15,CA,D,Yes,1985-01-03,43.7
99,house,D000065,Harold,Daub,1941-04-23,NE,R,Yes,1985-01-03,43.7
99,house,S000586,Lawrence,Smith,1941-04-25,FL,D,Yes,1985-01-03,43.7
99,house,E000033,Fred,Eckert,1941-05-06,NY,R,No,1985-01-03,43.7
99,house,T000350,James,Traficant,1941-05-08,OH,D,No,1985-01-03,43.7
99,house,H000901,Thomas,Huckaby,1941-07-19,LA,D,Yes,1985-01-03,43.5
99,house,B000236,Jim,Bates,1941-07-21,CA,D,Yes,1985-01-03,43.5
99,house,H000302,Thomas,Hartnett,1941-08-07,SC,R,Yes,1985-01-03,43.4
99,house,G000402,William,Gray,1941-08-20,PA,D,Yes,1985-01-03,43.4
99,house,M000249,Robert,Matsui,1941-09-17,CA,D,Yes,1985-01-03,43.3
99,house,L000447,Trent,Lott,1941-10-09,MS,R,Yes,1985-01-03,43.2
99,house,C000809,James,Courter,1941-10-14,NJ,R,Yes,1985-01-03,43.2
99,house,C000621,Ronald,Coleman,1941-11-29,TX,D,Yes,1985-01-03,43.1
99,house,T000188,William,Thomas,1941-12-06,CA,R,Yes,1985-01-03,43.1
99,house,F000347,William,Franklin,1941-12-13,MS,R,Yes,1985-01-03,43.1
99,house,F000392,Jonas,Frost,1942-01-01,TX,D,Yes,1985-01-03,43.0
99,house,H000074,Tony,Hall,1942-01-16,OH,D,Yes,1985-01-03,43.0
99,house,K000322,Kenneth,Kramer,1942-02-19,CO,R,Yes,1985-01-03,42.9
99,house,B000666,Eldon,Boulter,1942-02-23,TX,R,No,1985-01-03,42.9
99,house,R000354,Tommy,Robinson,1942-03-07,AR,D,No,1985-01-03,42.8
99,house,M000458,Raymond,McGrath,1942-03-27,NY,R,Yes,1985-01-03,42.8
99,house,D000432,Byron,Dorgan,1942-05-14,ND,D,Yes,1985-01-03,42.6
99,house,C000581,Anthony,Coelho,1942-06-15,CA,D,Yes,1985-01-03,42.6
99,house,K000306,James,Kolbe,1942-06-28,AZ,R,No,1985-01-03,42.5
99,house,C000165,William,Carney,1942-07-01,NY,R,Yes,1985-01-03,42.5
99,house,H000514,Paul,Henry,1942-07-09,MI,R,No,1985-01-03,42.5
99,house,C000293,Rodney,Chandler,1942-07-13,WA,R,Yes,1985-01-03,42.5
99,house,S000294,Philip,Sharp,1942-07-15,IN,D,Yes,1985-01-03,42.5
99,house,N000032,Bill,Nelson,1942-09-29,FL,D,Yes,1985-01-03,42.3
99,house,F000053,Victor,Fazio,1942-10-11,CA,D,Yes,1985-01-03,42.2
99,house,L000169,James,Leach,1942-10-15,IA,R,Yes,1985-01-03,42.2
99,house,A000337,Les,AuCoin,1942-10-21,OR,D,Yes,1985-01-03,42.2
99,house,S000749,John,Spratt,1942-11-01,SC,D,Yes,1985-01-03,42.2
99,house,A000022,Gary,Ackerman,1942-11-19,NY,D,Yes,1985-01-03,42.1
99,house,W000068,Robert,Walker,1942-12-23,PA,R,Yes,1985-01-03,42.0
99,house,S000097,H.,Saxton,1943-01-22,NJ,R,Yes,1985-01-03,41.9
99,house,C000178,Milton,Carr,1943-03-27,MI,D,Yes,1985-01-03,41.8
99,house,L000371,Robert,Livingston,1943-04-30,LA,R,Yes,1985-01-03,41.7
99,house,M000844,Alan,Mollohan,1943-05-14,WV,D,Yes,1985-01-03,41.6
99,house,C000542,Daniel,Coats,1943-05-16,IN,R,Yes,1985-01-03,41.6
99,house,C000618,Earl,Coleman,1943-05-29,MO,R,Yes,1985-01-03,41.6
99,house,E000043,Robert,Edgar,1943-05-29,PA,D,Yes,1985-01-03,41.6
99,house,L000264,Meldon,Levine,1943-06-07,CA,D,Yes,1985-01-03,41.6
99,house,T000058,William,Tauzin,1943-06-14,LA,D,Yes,1985-01-03,41.6
99,house,S000244,F.,Sensenbrenner,1943-06-14,WI,R,Yes,1985-01-03,41.6
99,house,G000225,Newton,Gingrich,1943-06-17,GA,R,Yes,1985-01-03,41.5
99,house,D000466,Charles,Dowdy,1943-07-27,MS,D,Yes,1985-01-03,41.4
99,house,B000160,Michael,Barnes,1943-09-03,MD,D,Yes,1985-01-03,41.3
99,house,R000384,Charles,Roemer,1943-10-04,LA,D,Yes,1985-01-03,41.3
99,house,T000184,Robert,Thomas,1943-11-20,GA,D,Yes,1985-01-03,41.1
99,house,D000051,George,Darden,1943-11-22,GA,D,Yes,1985-01-03,41.1
99,house,K000259,Gerald,Kleczka,1943-11-26,WI,D,Yes,1985-01-03,41.1
99,house,R000543,Martin,Russo,1944-01-23,IL,D,Yes,1985-01-03,40.9
99,house,M000688,Daniel,Mica,1944-02-04,FL,D,Yes,1985-01-03,40.9
99,house,A000209,Michael,Andrews,1944-02-07,TX,D,Yes,1985-01-03,40.9
99,house,O000163,Michael,Oxley,1944-02-11,OH,R,Yes,1985-01-03,40.9
99,house,B000780,John,Breaux,1944-03-01,LA,D,Yes,1985-01-03,40.8
99,house,B000971,Terry,Bruce,1944-03-25,IL,D,No,1985-01-03,40.8
99,house,M000174,David,Martin,1944-04-26,NY,R,Yes,1985-01-03,40.7
99,house,M000350,Bill,McCollum,1944-07-12,FL,R,Yes,1985-01-03,40.5
99,house,M000992,Bruce,Morrison,1944-10-08,CT,D,Yes,1985-01-03,40.2
99,house,H000490,William,Hendon,1944-11-09,NC,R,No,1985-01-03,40.2
99,house,D000563,Richard,Durbin,1944-11-21,IL,D,Yes,1985-01-03,40.1
99,house,G000240,Daniel,Glickman,1944-11-24,KS,D,Yes,1985-01-03,40.1
99,house,L000237,George,Leland,1944-11-27,TX,D,Yes,1985-01-03,40.1
99,house,B000615,William,Boner,1945-02-14,TN,D,Yes,1985-01-03,39.9
99,house,C000312,Jim,Chapman,1945-03-08,TX,D,No,1985-01-03,39.8
99,house,C000653,Larry,Combest,1945-03-20,TX,R,No,1985-01-03,39.8
99,house,M000725,George,Miller,1945-05-17,CA,D,Yes,1985-01-03,39.6
99,house,F000261,Harold,Ford,1945-05-20,TN,D,Yes,1985-01-03,39.6
99,house,B000619,David,Bonior,1945-06-06,MI,D,Yes,1985-01-03,39.6
99,house,M000860,David,Monson,1945-06-20,UT,R,No,1985-01-03,39.5
99,house,C000858,Larry,Craig,1945-07-20,ID,R,Yes,1985-01-03,39.5
99,house,R000243,Thomas,Ridge,1945-08-26,PA,R,Yes,1985-01-03,39.4
99,house,M001057,Robert,Mrazek,1945-11-06,NY,D,Yes,1985-01-03,39.2
99,house,D000416,Brian,Donnelly,1946-03-02,MA,D,Yes,1985-01-03,38.8
99,house,K000009,Marcy,Kaptur,1946-06-17,OH,D,Yes,1985-01-03,38.5
99,house,M000133,Edward,Markey,1946-07-11,MA,D,Yes,1985-01-03,38.5
99,house,B000648,Douglas,Bosco,1946-07-28,CA,D,Yes,1985-01-03,38.4
99,house,L000396,Thomas,Loeffler,1946-08-01,TX,R,Yes,1985-01-03,38.4
99,house,B000657,Frederick,Boucher,1946-08-01,VA,D,Yes,1985-01-03,38.4
99,house,T000034,Robert,Tallon,1946-08-08,SC,D,Yes,1985-01-03,38.4
99,house,L000517,Daniel,Lungren,1946-09-22,CA,R,Yes,1985-01-03,38.3
99,house,K000319,Peter,Kostmayer,1946-09-27,PA,D,Yes,1985-01-03,38.3
99,house,D000294,Michael,DeWine,1947-01-05,OH,R,Yes,1985-01-03,38.0
99,house,C000174,Thomas,Carper,1947-01-23,DE,D,Yes,1985-01-03,37.9
99,house,G000445,Judd,Gregg,1947-02-14,NH,R,Yes,1985-01-03,37.9
99,house,S000663,Olympia,Snowe,1947-02-21,ME,R,Yes,1985-01-03,37.9
99,house,B000997,John,Bryant,1947-02-22,TX,D,Yes,1985-01-03,37.9
99,house,S000136,Claudine,Schneider,1947-03-25,RI,R,Yes,1985-01-03,37.8
99,house,D000217,Thomas,DeLay,1947-04-08,TX,R,No,1985-01-03,37.7
99,house,L000479,William,Lowery,1947-05-02,CA,R,Yes,1985-01-03,37.7
99,house,B000204,Harry,Bartlett,1947-09-19,TX,R,Yes,1985-01-03,37.3
99,house,F000059,Edward,Feighan,1947-10-22,OH,D,Yes,1985-01-03,37.2
99,house,R000229,William,Richardson,1947-11-15,NM,D,Yes,1985-01-03,37.1
99,house,D000064,Thomas,Daschle,1947-12-09,SD,D,Yes,1985-01-03,37.1
99,house,W000654,Robert,Wise,1948-01-06,WV,D,Yes,1985-01-03,37.0
99,house,A000226,Chester,Atkins,1948-04-14,MA,D,No,1985-01-03,36.7
99,house,S000407,Gerald,Sikorski,1948-04-26,MN,D,Yes,1985-01-03,36.7
99,house,G000120,Sam,Gejdenson,1948-05-20,CT,D,Yes,1985-01-03,36.6
99,house,M000512,John,McKernan,1948-05-20,ME,R,Yes,1985-01-03,36.6
99,house,H000981,Duncan,Hunter,1948-05-31,CA,R,Yes,1985-01-03,36.6
99,house,L000225,Richard,Lehman,1948-07-20,CA,D,Yes,1985-01-03,36.5
99,house,S000477,James,Slattery,1948-08-04,KS,D,Yes,1985-01-03,36.4
99,house,B000644,Robert,Borski,1948-10-20,PA,D,Yes,1985-01-03,36.2
99,house,D000593,Royden,Dyson,1948-11-15,MD,D,Yes,1985-01-03,36.1
99,house,H000547,Dennis,Hertel,1948-12-07,MI,D,Yes,1985-01-03,36.1
99,house,G000309,Barton,Gordon,1949-01-24,TN,D,No,1985-01-03,35.9
99,house,D000471,Thomas,Downey,1949-01-28,NY,D,Yes,1985-01-03,35.9
99,house,W000779,Ron,Wyden,1949-05-03,OR,D,Yes,1985-01-03,35.7
99,house,R000011,Nick,Rahall,1949-05-20,WV,D,Yes,1985-01-03,35.6
99,house,V000108,Peter,Visclosky,1949-08-13,IN,D,No,1985-01-03,35.4
99,house,B000213,Joe,Barton,1949-09-15,TX,R,No,1985-01-03,35.3
99,house,M000432,Bob,McEwen,1950-01-12,OH,R,Yes,1985-01-03,35.0
99,house,M000398,David,McCurdy,1950-03-30,OK,D,Yes,1985-01-03,34.8
99,house,E000031,Dennis,Eckart,1950-04-06,OH,D,Yes,1985-01-03,34.7
99,house,T000053,Thomas,Tauke,1950-10-11,IA,R,Yes,1985-01-03,34.2
99,house,S001139,Michael,Synar,1950-10-17,OK,D,Yes,1985-01-03,34.2
99,house,S001122,Patrick,Swindall,1950-10-18,GA,R,No,1985-01-03,34.2
99,house,S000148,Charles,Schumer,1950-11-23,NY,D,Yes,1985-01-03,34.1
99,house,S000779,Harley,Staggers,1951-02-22,WV,D,Yes,1985-01-03,33.9
99,house,G000524,Steven,Gunderson,1951-05-10,WI,R,Yes,1985-01-03,33.7
99,house,S000409,Mark,Siljander,1951-06-11,MI,R,Yes,1985-01-03,33.6
99,house,E000250,Lane,Evans,1951-08-04,IL,D,Yes,1985-01-03,33.4
99,house,T000317,Robert,Torricelli,1951-08-27,NJ,D,Yes,1985-01-03,33.4
99,house,W000326,Alan,Wheat,1951-10-16,MO,D,Yes,1985-01-03,33.2
99,house,P000215,Timothy,Penny,1951-11-19,MN,D,Yes,1985-01-03,33.1
99,house,F000111,Jack,Fields,1952-02-03,TX,R,Yes,1985-01-03,32.9
99,house,K000016,John,Kasich,1952-05-13,OH,R,Yes,1985-01-03,32.6
99,house,D000492,David,Dreier,1952-07-05,CA,R,Yes,1985-01-03,32.5
99,house,W000237,John,Weber,1952-07-24,MN,R,Yes,1985-01-03,32.4
99,house,S000522,Christopher,Smith,1953-03-04,NJ,R,Yes,1985-01-03,31.8
99,house,H000586,John,Hiler,1953-04-24,IN,R,Yes,1985-01-03,31.7
99,house,S000143,Bill,Schuette,1953-10-13,MI,R,No,1985-01-03,31.2
99,house,C000754,Jim,Cooper,1954-06-19,TN,D,Yes,1985-01-03,30.5
99,house,P000229,Carl,Perkins,1954-08-06,KY,D,Yes,1985-01-03,30.4
99,house,S001101,David,Sweeney,1955-09-15,TX,R,No,1985-01-03,29.3
99,house,R000482,John,Rowland,1957-05-24,CT,R,No,1985-01-03,27.6
99,senate,S000852,John,Stennis,1901-08-03,MS,D,Yes,1985-01-03,83.4
99,senate,T000254,Strom,Thurmond,1902-12-05,SC,R,Yes,1985-01-03,82.1
99,senate,B001077,Quentin,Burdick,1908-06-19,ND,D,Yes,1985-01-03,76.5
99,senate,G000267,Barry,Goldwater,1909-01-01,AZ,R,Yes,1985-01-03,76.0
99,senate,S000776,Robert,Stafford,1913-08-08,VT,R,Yes,1985-01-03,71.4
99,senate,C000877,Alan,Cranston,1914-06-19,CA,D,Yes,1985-01-03,70.5
99,senate,P000553,William,Proxmire,1915-11-11,WI,D,Yes,1985-01-03,69.1
99,senate,M000250,Spark,Matsunaga,1916-10-08,HI,D,Yes,1985-01-03,68.2
99,senate,M000678,Howard,Metzenbaum,1917-06-04,OH,D,Yes,1985-01-03,67.6
99,senate,B001210,Robert,Byrd,1917-11-20,WV,D,Yes,1985-01-03,67.1
99,senate,L000428,Russell,Long,1918-11-03,LA,D,Yes,1985-01-03,66.2
99,senate,P000193,Claiborne,Pell,1918-11-22,RI,D,Yes,1985-01-03,66.1
99,senate,C000322,Eugene,Chappie,1920-03-28,WA,R,Yes,1985-01-03,64.8
99,senate,B000401,Lloyd,Bentsen,1921-02-11,TX,D,Yes,1985-01-03,63.9
99,senate,H000445,Howell,Heflin,1921-06-19,AL,D,Yes,1985-01-03,63.5
99,senate,G000236,John,Glenn Jr.,1921-07-18,OH,D,Yes,1985-01-03,63.5
99,senate,R000460,William,Roth Jr.,1921-07-22,DE,R,Yes,1985-01-03,63.5
99,senate,E000284,J. James,Exon,1921-08-09,NE,D,Yes,1985-01-03,63.4
99,senate,H000463,Jesse,Helms,1921-10-18,NC,R,Yes,1985-01-03,63.2
99,senate,H000725,Ernest,Hollings,1922-01-01,SC,D,Yes,1985-01-03,63.0
99,senate,H000343,Mark,Hatfield,1922-07-12,OR,R,Yes,1985-01-03,62.5
99,senate,M000241,Charles,Mathias,1922-07-24,MD,R,Yes,1985-01-03,62.4
99,senate,L000148,Paul,Laxalt,1922-08-02,NV,R,Yes,1985-01-03,62.4
99,senate,C000269,John,Chafee,1922-10-22,RI,R,Yes,1985-01-03,62.2
99,senate,A000009,James,Abdnor,1923-02-13,SD,R,Yes,1985-01-03,61.9
99,senate,D000401,Robert,Dole,1923-07-22,KS,R,Yes,1985-01-03,61.5
99,senate,S000888,Ted,Stevens,1923-11-18,AK,R,Yes,1985-01-03,61.1
99,senate,L000123,Frank,Lautenberg,1924-01-23,NJ,D,Yes,1985-01-03,60.9
99,senate,D000259,Jeremiah,Denton,1924-07-15,AL,R,Yes,1985-01-03,60.5
99,senate,M000635,John,Melcher,1924-09-06,MT,D,Yes,1985-01-03,60.3
99,senate,I000025,Daniel,Inouye,1924-09-07,HI,D,Yes,1985-01-03,60.3
99,senate,F000268,Wendell,Ford,1924-09-08,KY,D,Yes,1985-01-03,60.3
99,senate,M000346,James,McClure,1924-12-27,ID,R,Yes,1985-01-03,60.0
99,senate,B001057,Dale,Bumpers,1925-08-12,AR,D,Yes,1985-01-03,59.4
99,senate,E000236,Daniel,Evans,1925-10-16,WA,R,Yes,1985-01-03,59.2
99,senate,A000208,Mark,Andrews,1926-05-19,ND,R,Yes,1985-01-03,58.6
99,senate,H000374,Paula,Hawkins,1927-01-24,FL,R,Yes,1985-01-03,57.9
99,senate,W000154,John,Warner,1927-02-18,VA,R,Yes,1985-01-03,57.9
99,senate,M001054,Daniel,Moynihan,1927-03-16,NY,D,Yes,1985-01-03,57.8
99,senate,D000366,Alan,Dixon,1927-07-07,IL,D,Yes,1985-01-03,57.5
99,senate,B000966,James,Broyhill,1927-08-19,NC,R,Yes,1985-01-03,57.4
99,senate,G000333,Slade,Gorton,1928-01-08,WA,R,Yes,1985-01-03,57.0
99,senate,Z000013,Edward,Zorinsky,1928-11-11,NE,D,Yes,1985-01-03,56.1
99,senate,S000423,Paul,Simon,1928-11-29,IL,D,Yes,1985-01-03,56.1
99,senate,H000439,Jacob,Hecht,1928-11-30,NV,R,Yes,1985-01-03,56.1
99,senate,E000004,Thomas,Eagleton,1929-09-04,MO,D,Yes,1985-01-03,55.3
99,senate,S000709,Arlen,Specter,1930-02-12,PA,R,Yes,1985-01-03,54.9
99,senate,C000356,Lawton,Chiles,1930-04-03,FL,D,Yes,1985-01-03,54.8
99,senate,R000497,Warren,Rudman,1930-05-18,NH,R,Yes,1985-01-03,54.6
99,senate,B000647,Rudolph,Boschwitz,1930-11-07,MN,R,Yes,1985-01-03,54.2
99,senate,M000257,Mack,Mattingly,1931-01-07,GA,R,Yes,1985-01-03,54.0
99,senate,E000017,John,East,1931-05-05,NC,R,Yes,1985-01-03,53.7
99,senate,W000253,Lowell,Weicker,1931-05-16,CT,R,Yes,1985-01-03,53.6
99,senate,S000429,Alan,Simpson,1931-09-02,WY,R,Yes,1985-01-03,53.3
99,senate,K000105,Edward,Kennedy,1932-02-22,MA,D,Yes,1985-01-03,52.9
99,senate,L000504,Richard,Lugar,1932-04-04,IN,R,Yes,1985-01-03,52.8
99,senate,D000407,Pete,Domenici,1932-05-07,NM,R,Yes,1985-01-03,52.7
99,senate,J000189,John,Johnston,1932-06-10,LA,D,Yes,1985-01-03,52.6
99,senate,K000017,Nancy,Kassebaum,1932-07-29,KS,R,Yes,1985-01-03,52.4
99,senate,P000009,Robert,Packwood,1932-09-11,OR,R,Yes,1985-01-03,52.3
99,senate,G000072,Edwin,Garn,1932-10-12,UT,R,Yes,1985-01-03,52.2
99,senate,S000064,Paul,Sarbanes,1933-02-03,MD,D,Yes,1985-01-03,51.9
99,senate,W000092,Malcolm,Wallop,1933-02-27,WY,R,Yes,1985-01-03,51.8
99,senate,M001085,Frank,Murkowski,1933-03-28,AK,R,Yes,1985-01-03,51.8
99,senate,M000811,George,Mitchell,1933-08-20,ME,D,Yes,1985-01-03,51.4
99,senate,W000607,Pete,Wilson,1933-08-23,CA,R,Yes,1985-01-03,51.4
99,senate,G000386,Charles,Grassley,1933-09-17,IA,R,Yes,1985-01-03,51.3
99,senate,H000338,Orrin,Hatch,1934-03-22,UT,R,Yes,1985-01-03,50.8
99,senate,L000261,Carl,Levin,1934-06-28,MI,D,Yes,1985-01-03,50.5
99,senate,D000566,David,Durenberger,1934-08-19,MN,R,Yes,1985-01-03,50.4
99,senate,P000556,David,Pryor,1934-08-29,AR,D,Yes,1985-01-03,50.3
99,senate,D000030,John,Danforth,1936-09-05,MO,R,Yes,1985-01-03,48.3
99,senate,S000068,James,Sasser,1936-09-30,TN,D,Yes,1985-01-03,48.3
99,senate,H000287,Gary,Hart,1936-11-28,CO,D,Yes,1985-01-03,48.1
99,senate,A000219,William,Armstrong,1937-03-16,CO,R,Yes,1985-01-03,47.8
99,senate,D000185,Dennis,DeConcini,1937-05-08,AZ,D,Yes,1985-01-03,47.7
99,senate,R000361,John,Rockefeller IV,1937-06-18,WV,D,No,1985-01-03,47.5
99,senate,D000018,Alfonse,D&#x27;Amato,1937-08-01,NY,R,Yes,1985-01-03,47.4
99,senate,C000567,Thad,Cochran,1937-12-07,MS,R,Yes,1985-01-03,47.1
99,senate,R000249,Donald,Riegle,1938-02-04,MI,D,Yes,1985-01-03,46.9
99,senate,S001138,Steven,Symms,1938-04-23,ID,R,Yes,1985-01-03,46.7
99,senate,N000171,Samuel,Nunn,1938-09-08,GA,D,Yes,1985-01-03,46.3
99,senate,H000456,Henry,Heinz,1938-10-23,PA,R,Yes,1985-01-03,46.2
99,senate,H000206,Tom,Harkin,1939-11-19,IA,D,Yes,1985-01-03,45.1
99,senate,L000174,Patrick,Leahy,1940-03-31,VT,D,Yes,1985-01-03,44.8
99,senate,C000598,William,Cohen,1940-08-28,ME,R,Yes,1985-01-03,44.4
99,senate,H000951,Gordon,Humphrey,1940-10-09,NH,R,Yes,1985-01-03,44.2
99,senate,B000639,David,Boren,1941-04-21,OK,D,Yes,1985-01-03,43.7
99,senate,B000243,Max,Baucus,1941-12-11,MT,D,Yes,1985-01-03,43.1
99,senate,M000355,Mitch,McConnell,1942-02-20,KY,R,No,1985-01-03,42.9
99,senate,P000513,Larry,Pressler,1942-03-29,SD,R,Yes,1985-01-03,42.8
99,senate,K000019,Robert,Kasten,1942-06-19,WI,R,Yes,1985-01-03,42.5
99,senate,G000365,Phil,Gramm,1942-07-08,TX,R,Yes,1985-01-03,42.5
99,senate,B000444,Joseph,Biden Jr.,1942-11-20,DE,D,Yes,1985-01-03,42.1
99,senate,B001225,William,Bradley,1943-07-28,NJ,D,Yes,1985-01-03,41.4
99,senate,B000468,Jeff,Bingaman,1943-10-03,NM,D,Yes,1985-01-03,41.3
99,senate,K000148,John,Kerry,1943-12-11,MA,D,No,1985-01-03,41.1
99,senate,D000388,Christopher,Dodd,1944-05-27,CT,D,Yes,1985-01-03,40.6
99,senate,T000367,Paul,Trible,1946-12-29,VA,R,Yes,1985-01-03,38.0
99,senate,Q000007,James,Quayle,1947-02-04,IN,R,Yes,1985-01-03,37.9
99,senate,G000321,Albert,Gore,1948-03-31,TN,D,Yes,1985-01-03,36.8
99,senate,N000102,Don,Nickles,1948-12-06,OK,R,Yes,1985-01-03,36.1
100,house,P000218,Claude,Pepper,1900-09-08,FL,D,Yes,1987-01-06,86.3
100,house,P000522,Charles,Price,1905-01-01,IL,D,Yes,1987-01-06,82.0
100,house,H000367,Augustus,Hawkins,1907-08-31,CA,D,Yes,1987-01-06,79.4
100,house,R000374,Peter,Rodino,1909-06-07,NJ,D,Yes,1987-01-06,77.6
100,house,C000919,George,Crockett,1909-08-10,MI,D,Yes,1987-01-06,77.4
100,house,Y000013,Sidney,Yates,1909-08-27,IL,D,Yes,1987-01-06,77.4
100,house,N000009,William,Natcher,1909-09-11,KY,D,Yes,1987-01-06,77.3
100,house,W000428,Jamie,Whitten,1910-04-18,MS,D,Yes,1987-01-06,76.7
100,house,B000371,Charles,Bennett,1910-12-02,FL,D,Yes,1987-01-06,76.1
100,house,S000622,Virginia,Smith,1911-06-30,NE,R,Yes,1987-01-06,75.5
100,house,B000600,Edward,Boland,1911-10-01,MA,D,Yes,1987-01-06,75.3
100,house,J000216,Ed,Jones,1912-04-20,TN,D,Yes,1987-01-06,74.7
100,house,A000189,Glenn,Anderson,1913-02-21,CA,D,Yes,1987-01-06,73.9
100,house,J000256,Walter,Jones,1913-08-19,NC,D,Yes,1987-01-06,73.4
100,house,L000226,William,Lehman,1913-10-05,FL,D,Yes,1987-01-06,73.3
100,house,P000328,James,Pickle,1913-10-11,TX,D,Yes,1987-01-06,73.2
100,house,D000038,Wilbur,Daniel,1914-05-12,VA,D,Yes,1987-01-06,72.7
100,house,E000064,William,Edwards,1915-01-06,CA,D,Yes,1987-01-06,72.0
100,house,A000212,Frank,Annunzio,1915-01-12,IL,D,Yes,1987-01-06,72.0
100,house,Q000013,James,Quillen,1916-01-11,TN,R,Yes,1987-01-06,71.0
100,house,R000485,Edward,Roybal,1916-02-10,CA,D,Yes,1987-01-06,70.9
100,house,B000592,Corinne,Boggs,1916-03-13,LA,D,Yes,1987-01-06,70.8
100,house,G000272,Henry,Gonzíçlez,1916-05-03,TX,D,Yes,1987-01-06,70.7
100,house,S000997,Samuel,Stratton,1916-09-27,NY,D,Yes,1987-01-06,70.3
100,house,F000041,Dante,Fascell,1917-03-09,FL,D,Yes,1987-01-06,69.8
100,house,C000462,James,Clarke,1917-06-12,NC,D,No,1987-01-06,69.6
100,house,B000432,Mario,Biaggi,1917-10-26,NY,D,Yes,1987-01-06,69.2
100,house,M000718,Clarence,Miller,1917-11-01,OH,R,Yes,1987-01-06,69.2
100,house,H000388,Charles,Hayes,1918-02-17,IL,D,Yes,1987-01-06,68.9
100,house,N000095,William,Nichols,1918-10-16,AL,D,Yes,1987-01-06,68.2
100,house,D000534,John,Duncan,1919-03-24,TN,R,Yes,1987-01-06,67.8
100,house,H000797,Frank,Horton,1919-12-12,NY,R,Yes,1987-01-06,67.1
100,house,G000153,Sam,Gibbons,1920-01-20,FL,D,Yes,1987-01-06,67.0
100,house,S000124,James,Scheuer,1920-02-06,NY,D,Yes,1987-01-06,66.9
100,house,O000069,James,Olin,1920-02-28,VA,D,Yes,1987-01-06,66.9
100,house,L000116,Delbert,Latta,1920-03-05,OH,R,Yes,1987-01-06,66.8
100,house,B000918,George,Brown,1920-03-06,CA,D,Yes,1987-01-06,66.8
100,house,S000596,Neal,Smith,1920-03-23,IA,D,Yes,1987-01-06,66.8
100,house,M000865,Gillespie,Montgomery,1920-08-05,MS,D,Yes,1987-01-06,66.4
100,house,W000781,Chalmers,Wylie,1920-11-23,OH,R,Yes,1987-01-06,66.1
100,house,D000586,Bernard,Dwyer,1921-01-24,NJ,D,Yes,1987-01-06,65.9
100,house,B000431,Tom,Bevill,1921-03-27,AL,D,Yes,1987-01-06,65.8
