congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
91,senate,M000445,Gale,William,McGee,,1915-03-17,WY,D,Yes,1969-01-03,53.8
91,senate,D000409,Peter,Hoyt,Dominick,,1915-07-07,CO,R,Yes,1969-01-03,53.5
91,senate,M000876,Joseph,Manuel,Montoya,,1915-09-24,NM,D,Yes,1969-01-03,53.3
91,senate,S000602,Ralph,Tyler,Smith,,1915-10-06,IL,R,No,1969-01-03,53.2
91,senate,P000553,William,,Proxmire,,1915-11-11,WI,D,Yes,1969-01-03,53.1
91,senate,M000311,Eugene,Joseph,McCarthy,,1916-03-29,MN,I,Yes,1969-01-03,52.8
91,senate,N000033,Gaylord,Anton,Nelson,,1916-06-04,WI,D,Yes,1969-01-03,52.6
91,senate,M000730,Jack,Richard,Miller,,1916-06-06,IA,R,Yes,1969-01-03,52.6
91,senate,S000096,William,Bart,Saxbe,,1916-06-24,OH,R,No,1969-01-03,52.5
91,senate,B001210,Robert,C.,Byrd,,1917-11-20,WV,D,Yes,1969-01-03,51.1
91,senate,L000428,Russell,Billiu,Long,,1918-11-03,LA,D,Yes,1969-01-03,50.2
91,senate,P000193,Claiborne,de Borda,Pell,,1918-11-22,RI,D,Yes,1969-01-03,50.1
91,senate,H000297,Rupert,Vance,Hartke,,1919-05-31,IN,D,Yes,1969-01-03,49.6
91,senate,P000222,Charles,Harting,Percy,,1919-09-27,IL,R,Yes,1969-01-03,49.3
91,senate,B000871,Edward,William,Brooke,III,1919-10-26,MA,R,Yes,1969-01-03,49.2
91,senate,W000502,Harrison,Arlington,Williams,Jr.,1919-12-10,NJ,D,Yes,1969-01-03,49.1
91,senate,P000166,James,Blackwood,Pearson,,1920-05-07,KS,R,Yes,1969-01-03,48.7
91,senate,S000739,William,Belser,Spong,Jr.,1920-09-29,VA,D,Yes,1969-01-03,48.3
91,senate,R000460,William,V.,Roth,Jr.,1921-07-22,DE,R,Yes,1969-01-03,47.5
91,senate,B000351,Henry,Louis,Bellmon,,1921-09-03,OK,R,No,1969-01-03,47.3
91,senate,H000725,Ernest,F.,Hollings,,1922-01-01,SC,D,Yes,1969-01-03,47.0
91,senate,H000922,Harold,Everett,Hughes,,1922-02-10,IA,D,No,1969-01-03,46.9
91,senate,H000343,Mark,Odom,Hatfield,,1922-07-12,OR,R,Yes,1969-01-03,46.5
91,senate,M000452,George,Stanley,McGovern,,1922-07-19,SD,D,Yes,1969-01-03,46.5
91,senate,M000241,Charles,McCurdy,Mathias,Jr.,1922-07-24,MD,R,Yes,1969-01-03,46.4
91,senate,D000401,Robert,Joseph,Dole,,1923-07-22,KS,R,Yes,1969-01-03,45.5
91,senate,G000465,Robert,Paul,Griffin,,1923-11-06,MI,R,Yes,1969-01-03,45.2
91,senate,S000888,Ted,F.,Stevens,,1923-11-18,AK,R,Yes,1969-01-03,45.1
91,senate,C000388,Frank,Forrester,Church,,1924-07-25,ID,D,Yes,1969-01-03,44.4
91,senate,I000025,Daniel,K.,Inouye,,1924-09-07,HI,D,Yes,1969-01-03,44.3
91,senate,T000322,John,Goodwin,Tower,,1925-09-29,TX,R,Yes,1969-01-03,43.3
91,senate,B000063,Howard,Henry,Baker,Jr.,1925-11-15,TN,R,Yes,1969-01-03,43.1
91,senate,G000282,Charles,Ellsworth,Goodell,,1926-03-16,NY,R,Yes,1969-01-03,42.8
91,senate,S000159,Richard,Schultz,Schweiker,,1926-06-01,PA,R,Yes,1969-01-03,42.6
91,senate,C000721,Marlow,Webster,Cook,,1926-07-27,KY,R,Yes,1969-01-03,42.4
91,senate,M000851,Walter,Frederick,Mondale,,1928-01-05,MN,I,Yes,1969-01-03,41.0
91,senate,B000254,Birch,Evans,Bayh,,1928-01-22,IN,D,Yes,1969-01-03,41.0
91,senate,T000445,Joseph,Davies,Tydings,,1928-05-04,MD,D,Yes,1969-01-03,40.7
91,senate,E000004,Thomas,Francis,Eagleton,,1929-09-04,MO,D,Yes,1969-01-03,39.3
91,senate,G000388,Maurice,Robert,Gravel,,1930-05-13,AK,D,No,1969-01-03,38.6
91,senate,S000890,Adlai,Ewing,Stevenson,III,1930-10-10,IL,D,No,1969-01-03,38.2
91,senate,H000237,Fred,Roy,Harris,,1930-11-13,OK,D,Yes,1969-01-03,38.1
91,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,1969-01-03,36.9
91,senate,P000009,Robert,William,Packwood,,1932-09-11,OR,R,No,1969-01-03,36.3
91,senate,T000410,John,Varick,Tunney,,1934-06-26,CA,D,Yes,1969-01-03,34.5
92,house,C000264,Emanuel,,Celler,,1888-05-06,NY,D,Yes,1971-01-21,82.7
92,house,C000645,William,Meyers,Colmer,,1890-02-11,MS,D,Yes,1971-01-21,80.9
92,house,M000727,George,Paul,Miller,,1891-01-15,CA,D,Yes,1971-01-21,80.0
92,house,M000039,Ray,John,Madden,,1892-02-25,IN,D,Yes,1971-01-21,78.9
92,house,P000103,John,William Wright,Patman,,1893-08-06,TX,D,Yes,1971-01-21,77.5
92,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1971-01-21,75.3
92,house,K000273,John,Carl,Kluczynski,,1896-02-15,IL,D,Yes,1971-01-21,74.9
92,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,Yes,1971-01-21,74.8
92,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,Yes,1971-01-21,74.4
92,house,G000290,George,Atlee,Goodling,,1896-09-26,PA,R,Yes,1971-01-21,74.3
92,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1971-01-21,72.8
92,house,N000113,Robert,Nelson Cornelius,Nix,Sr.,1898-08-09,PA,D,Yes,1971-01-21,72.4
92,house,H000041,James,Andrew,Haley,,1899-01-04,FL,D,Yes,1971-01-21,72.0
92,house,B000323,Page,Henry,Belcher,,1899-04-21,OK,R,Yes,1971-01-21,71.8
92,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,Yes,1971-01-21,71.6
92,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1971-01-21,71.1
92,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,Yes,1971-01-21,70.6
92,house,P000218,Claude,Denson,Pepper,,1900-09-08,FL,D,Yes,1971-01-21,70.4
92,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1971-01-21,70.3
92,house,B000676,Frank,Townsend,Bow,,1901-02-20,OH,R,Yes,1971-01-21,69.9
92,house,D000211,James,Joseph,Delaney,,1901-03-19,NY,D,Yes,1971-01-21,69.8
92,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,Yes,1971-01-21,69.6
92,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1971-01-21,69.3
92,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,Yes,1971-01-21,69.2
92,house,D000587,Florence,Price,Dwyer,,1902-07-04,NJ,R,Yes,1971-01-21,68.6
92,house,W000212,John,Clarence,Watts,,1902-07-09,KY,D,Yes,1971-01-21,68.5
92,house,S001057,Leonor,Kretzer,Sullivan,,1902-08-21,MO,D,Yes,1971-01-21,68.4
92,house,P000196,Thomas,Minor,Pelly,,1902-08-22,WA,R,Yes,1971-01-21,68.4
92,house,W000320,John,Irving,Whalley,,1902-09-14,PA,R,Yes,1971-01-21,68.4
92,house,G000071,Edward,Alexander,Garmatz,,1903-02-07,MD,D,Yes,1971-01-21,68.0
92,house,F000422,James,Grove,Fulton,,1903-03-01,PA,R,Yes,1971-01-21,67.9
92,house,P000366,Alexander,,Pirnie,,1903-04-16,NY,R,Yes,1971-01-21,67.8
92,house,A000016,Thomas,Gerstle,Abernethy,,1903-05-16,MS,D,Yes,1971-01-21,67.7
92,house,B000778,William,Gilmer,Bray,,1903-06-17,IN,R,Yes,1971-01-21,67.6
92,house,F000152,Ovie,Clark,Fisher,,1903-11-22,TX,D,Yes,1971-01-21,67.2
92,house,F000209,Daniel,John,Flood,,1903-11-26,PA,D,Yes,1971-01-21,67.2
92,house,R000424,John,James,Rooney,,1903-11-29,NY,D,Yes,1971-01-21,67.1
92,house,H000713,Chester,Earl,Holifield,,1903-12-03,CA,D,Yes,1971-01-21,67.1
92,house,S000829,Thomas,Jefferson,Steed,,1904-03-02,OK,D,Yes,1971-01-21,66.9
92,house,B000426,Jackson,Edward,Betts,,1904-05-26,OH,R,Yes,1971-01-21,66.7
92,house,O000058,Alvin,Edward,O'Konski,,1904-05-26,WI,R,Yes,1971-01-21,66.7
92,house,K000195,Carleton,James,King,,1904-06-15,NY,R,Yes,1971-01-21,66.6
92,house,N000028,Ancher,,Nelsen,,1904-10-11,MN,R,Yes,1971-01-21,66.3
92,house,J000206,Charles,Raper,Jonas,,1904-12-09,NC,R,Yes,1971-01-21,66.1
92,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1971-01-21,66.1
92,house,D000462,John,Goodchild,Dow,,1905-05-06,NY,D,No,1971-01-21,65.7
92,house,P000106,Edward,James,Patten,,1905-08-22,NJ,D,Yes,1971-01-21,65.4
92,house,C000772,Robert,James,Corbett,,1905-08-25,PA,R,Yes,1971-01-21,65.4
92,house,T000233,Vernon,Wallace,Thomson,,1905-11-05,WI,R,Yes,1971-01-21,65.2
92,house,W000445,William,Beck,Widnall,,1906-03-17,NJ,R,Yes,1971-01-21,64.8
92,house,B001111,Omar,Truman,Burleson,,1906-03-19,TX,D,Yes,1971-01-21,64.8
92,house,H000947,William,Raleigh,Hull,Jr.,1906-04-17,MO,D,Yes,1971-01-21,64.8
92,house,J000115,Albert,Walter,Johnson,,1906-04-17,PA,R,Yes,1971-01-21,64.8
92,house,S000472,Joe,,Skubitz,,1906-05-06,KS,R,Yes,1971-01-21,64.7
92,house,M001031,Charles,Adams,Mosher,,1906-05-07,OH,R,Yes,1971-01-21,64.7
92,house,S000161,Frederick,Delbert,Schwengel,,1906-05-28,IA,R,Yes,1971-01-21,64.7
92,house,S000406,Robert,Lee Fulton,Sikes,,1906-06-03,FL,D,Yes,1971-01-21,64.6
92,house,B001212,James,Aloysius,Byrne,,1906-06-22,PA,D,Yes,1971-01-21,64.6
92,house,L000240,Alton,Asa,Lennon,,1906-08-17,NC,D,Yes,1971-01-21,64.4
92,house,M000958,Thomas,Ellsworth,Morgan,,1906-10-13,PA,D,Yes,1971-01-21,64.3
92,house,C000002,Earle,,Cabell,,1906-10-27,TX,D,Yes,1971-01-21,64.2
92,house,A000206,George,William,Andrews,,1906-12-12,AL,D,Yes,1971-01-21,64.1
92,house,Z000016,John,Matthew,Zwach,,1907-02-08,MN,R,Yes,1971-01-21,64.0
92,house,S001037,Frank,Albert,Stubblefield,,1907-04-05,KY,D,Yes,1971-01-21,63.8
92,house,H000174,Julia,Butler,Hansen,,1907-06-14,WA,D,Yes,1971-01-21,63.6
92,house,S000135,Herman,Theodore,Schneebeli,,1907-07-07,PA,R,Yes,1971-01-21,63.5
92,house,M000175,David,Thomas,Martin,,1907-07-09,NE,R,Yes,1971-01-21,63.5
92,house,S000778,Harley,Orrin,Staggers,,1907-08-03,WV,D,Yes,1971-01-21,63.5
92,house,H000367,Augustus,Freeman,Hawkins,,1907-08-31,CA,D,Yes,1971-01-21,63.4
92,house,L000054,Phillip,Mitchell,Landrum,,1907-09-10,GA,D,Yes,1971-01-21,63.4
92,house,J000135,Harold,Terry,Johnson,,1907-12-02,CA,D,Yes,1971-01-21,63.1
92,house,M000340,Robert,,McClory,,1908-01-31,IL,R,Yes,1971-01-21,63.0
92,house,D000255,John,Herman,Dent,,1908-03-10,PA,D,Yes,1971-01-21,62.9
92,house,A000073,Carl,Bert,Albert,,1908-05-10,OK,D,Yes,1971-01-21,62.7
92,house,C000073,John,Newbold Happy,Camp,,1908-05-11,OK,R,Yes,1971-01-21,62.7
92,house,A000002,Watkins,Moorman,Abbitt,,1908-05-21,VA,D,Yes,1971-01-21,62.7
92,house,S000102,John,Phillips,Saylor,,1908-07-23,PA,R,Yes,1971-01-21,62.5
92,house,W000147,John,Haines,Ware,III,1908-08-29,PA,R,Yes,1971-01-21,62.4
92,house,D000041,Dominick,Vincent,Daniels,,1908-10-18,NJ,D,Yes,1971-01-21,62.3
92,house,H000972,John,Edmund,Hunt,,1908-11-25,NJ,R,Yes,1971-01-21,62.2
92,house,L000413,Clarence,Dickinson,Long,,1908-12-11,MD,D,Yes,1971-01-21,62.1
92,house,S000756,William,Lee,Springer,,1909-04-12,IL,R,Yes,1971-01-21,61.8
92,house,M000778,Wilbur,Daigh,Mills,,1909-05-24,AR,D,Yes,1971-01-21,61.7
92,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,Yes,1971-01-21,61.6
92,house,R000041,William,Joseph,Randall,,1909-07-16,MO,D,Yes,1971-01-21,61.5
92,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1971-01-21,61.4
92,house,N000009,William,Huston,Natcher,,1909-09-11,KY,D,Yes,1971-01-21,61.4
92,house,T000109,Charles,McKevett,Teague,,1909-09-18,CA,R,Yes,1971-01-21,61.3
92,house,M000845,Robert,Homer,Mollohan,,1909-09-18,WV,D,Yes,1971-01-21,61.3
92,house,S000545,H.,Allen,Smith,,1909-10-08,CA,R,Yes,1971-01-21,61.3
92,house,G000407,Edith,Starrett,Green,,1910-01-17,OR,D,Yes,1971-01-21,61.0
92,house,T000099,Roy,Arthur,Taylor,,1910-01-31,NC,D,Yes,1971-01-21,61.0
92,house,B001092,James,Anthony,Burke,,1910-03-30,MA,D,Yes,1971-01-21,60.8
92,house,T000110,Olin,Earl,Teague,,1910-04-06,TX,D,Yes,1971-01-21,60.8
92,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1971-01-21,60.8
92,house,M000675,Ralph,Harold,Metcalfe,,1910-05-29,IL,D,No,1971-01-21,60.6
92,house,C000201,Tim,Lee,Carter,,1910-09-02,KY,R,Yes,1971-01-21,60.4
92,house,H000049,Durward,Gorham,Hall,,1910-09-14,MO,R,Yes,1971-01-21,60.4
92,house,E000273,Joseph,Landon,Evins,,1910-10-24,TN,D,Yes,1971-01-21,60.2
92,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,Yes,1971-01-21,60.1
92,house,S000454,Bernice,Frederic,Sisk,,1910-12-14,CA,D,Yes,1971-01-21,60.1
92,house,A000205,Elizabeth,Bullock,Andrews,,1911-02-12,AL,D,No,1971-01-21,59.9
92,house,H000408,Wayne,Levere,Hays,,1911-05-13,OH,D,Yes,1971-01-21,59.7
92,house,B000550,John,Anton,Blatnik,,1911-08-17,MN,D,Yes,1971-01-21,59.4
92,house,B000141,Walter,Stephan,Baring,Jr.,1911-09-09,NV,D,Yes,1971-01-21,59.4
92,house,S000548,Henry,P.,Smith,III,1911-09-29,NY,R,Yes,1971-01-21,59.3
92,house,B000600,Edward,Patrick,Boland,,1911-10-01,MA,D,Yes,1971-01-21,59.3
92,house,M000799,William,Edwin,Minshall,Jr.,1911-10-24,OH,R,Yes,1971-01-21,59.2
92,house,M000847,John,Stephen,Monagan,,1911-12-23,CT,D,Yes,1971-01-21,59.1
92,house,G000471,Martha,Wright,Griffiths,,1912-01-29,MI,D,Yes,1971-01-21,59.0
92,house,D000467,John,Vernard,Dowdy,,1912-02-11,TX,D,Yes,1971-01-21,58.9
92,house,R000165,Henry,Schoellkopf,Reuss,,1912-02-22,WI,D,Yes,1971-01-21,58.9
92,house,J000216,Ed,,Jones,,1912-04-20,TN,D,Yes,1971-01-21,58.8
92,house,D000241,David,Worth,Dennis,,1912-06-07,IN,R,Yes,1971-01-21,58.6
92,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,Yes,1971-01-21,58.6
92,house,G000144,Thomas,Smithwick,Gettys,,1912-06-19,SC,D,Yes,1971-01-21,58.6
92,house,S000388,Garner,E.,Shriver,,1912-07-06,KS,R,Yes,1971-01-21,58.5
92,house,P000230,Carl,Dewey,Perkins,,1912-10-15,KY,D,Yes,1971-01-21,58.3
92,house,Z000001,Clement,John,Zablocki,,1912-11-18,WI,D,Yes,1971-01-21,58.2
92,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,Yes,1971-01-21,58.1
92,house,B001091,J.,Herbert,Burke,,1913-01-14,FL,R,Yes,1971-01-21,58.0
92,house,A000189,Glenn,Malcolm,Anderson,,1913-02-21,CA,D,Yes,1971-01-21,57.9
92,house,R000312,Herbert,Ray,Roberts,,1913-03-28,TX,D,Yes,1971-01-21,57.8
92,house,V000047,Charles,Albert,Vanik,,1913-04-07,OH,D,Yes,1971-01-21,57.8
92,house,C000164,Charles,Joseph,Carney,,1913-04-17,OH,D,Yes,1971-01-21,57.8
92,house,F000319,Lawrence,H.,Fountain,,1913-04-23,NC,D,Yes,1971-01-21,57.7
92,house,B001216,John,William,Byrnes,,1913-06-12,WI,R,Yes,1971-01-21,57.6
92,house,F000260,Gerald,Rudolph,Ford,Jr.,1913-07-14,MI,R,Yes,1971-01-21,57.5
92,house,E000035,Robert,Christian,Eckhardt,,1913-07-16,TX,D,Yes,1971-01-21,57.5
92,house,S000776,Robert,Theodore,Stafford,,1913-08-08,VT,R,Yes,1971-01-21,57.5
92,house,S000860,Robert,Grier,Stephens,Jr.,1913-08-14,GA,D,Yes,1971-01-21,57.4
92,house,J000256,Walter,Beaman,Jones,Sr.,1913-08-19,NC,D,Yes,1971-01-21,57.4
92,house,W000525,Lawrence,Gordon,Williams,,1913-09-15,PA,R,Yes,1971-01-21,57.3
92,house,R000143,Charlotte,Thompson,Reid,,1913-09-27,IL,R,Yes,1971-01-21,57.3
92,house,P000328,James,Jarrell,Pickle,,1913-10-11,TX,D,Yes,1971-01-21,57.3
92,house,H000085,Seymour,,Halpern,,1913-11-19,NY,R,Yes,1971-01-21,57.2
92,house,C000476,Delwin,Morgan,Clawson,,1914-01-11,CA,R,Yes,1971-01-21,57.0
92,house,L000382,Sherman,Parkinson,Lloyd,,1914-01-11,UT,R,Yes,1971-01-21,57.0
92,house,B000594,Thomas,Hale,Boggs,Sr.,1914-02-15,LA,D,Yes,1971-01-21,56.9
92,house,U000004,Albert,Conrad,Ullman,,1914-03-09,OR,D,Yes,1971-01-21,56.9
92,house,B000472,Jonathan,Brewster,Bingham,,1914-04-24,NY,D,Yes,1971-01-21,56.7
92,house,D000038,Wilbur,Clarence,Daniel,,1914-05-12,VA,D,Yes,1971-01-21,56.7
92,house,L000333,Arthur,Albert,Link,,1914-05-24,ND,D,No,1971-01-21,56.7
92,house,H000164,Richard,Thomas,Hanna,,1914-06-09,CA,D,Yes,1971-01-21,56.6
92,house,V000024,Lionel,,Van Deerlin,,1914-07-25,CA,D,Yes,1971-01-21,56.5
92,house,B000330,Alphonzo,,Bell,,1914-09-19,CA,R,Yes,1971-01-21,56.3
92,house,M001021,Rogers,Clark Ballard,Morton,,1914-09-19,MD,R,Yes,1971-01-21,56.3
92,house,H000438,Kenneth,William,Hechler,,1914-09-20,WV,D,Yes,1971-01-21,56.3
92,house,H001011,J.,Edward,Hutchinson,,1914-10-13,MI,R,Yes,1971-01-21,56.3
92,house,D000102,Glenn,Robert,Davis,,1914-10-28,WI,R,Yes,1971-01-21,56.2
92,house,F000229,John,James,Flynt,Jr.,1914-11-08,GA,D,Yes,1971-01-21,56.2
92,house,E000064,William,Donlon,Edwards,,1915-01-06,CA,D,Yes,1971-01-21,56.0
92,house,A000212,Frank,,Annunzio,,1915-01-12,IL,D,Yes,1971-01-21,56.0
92,house,D000043,George,Elmore,Danielson,,1915-02-20,CA,D,No,1971-01-21,55.9
92,house,S000473,John,Mark,Slack,Jr.,1915-03-18,WV,D,Yes,1971-01-21,55.8
92,house,M001035,John,Emerson,Moss,,1915-04-13,CA,D,Yes,1971-01-21,55.8
92,house,V000093,Victor,Vincent,Veysey,,1915-04-14,CA,R,No,1971-01-21,55.8
92,house,H000802,Craig,,Hosmer,,1915-05-06,CA,R,Yes,1971-01-21,55.7
92,house,H000563,Floyd,Verne,Hicks,,1915-05-29,WA,D,Yes,1971-01-21,55.6
92,house,S000189,William,Lloyd,Scott,,1915-07-01,VA,R,Yes,1971-01-21,55.6
92,house,J000057,John,,Jarman,,1915-07-17,OK,D,Yes,1971-01-21,55.5
92,house,C000228,Robert,Randolph,Casey,,1915-07-27,TX,D,Yes,1971-01-21,55.5
92,house,D000523,Thaddeus,Joseph,Dulski,,1915-09-27,NY,D,Yes,1971-01-21,55.3
92,house,R000357,Howard,Winfield,Robison,,1915-10-30,NY,R,Yes,1971-01-21,55.2
92,house,K000053,Hastings,,Keith,,1915-11-22,MA,R,Yes,1971-01-21,55.2
92,house,C000629,Harold,Reginald,Collier,,1915-12-12,IL,R,Yes,1971-01-21,55.1
92,house,D000279,Samuel,Leeper,Devine,,1915-12-21,OH,R,Yes,1971-01-21,55.1
92,house,C000431,Frank,Monroe,Clark,,1915-12-24,PA,D,Yes,1971-01-21,55.1
92,house,B000069,LaMar,,Baker,,1915-12-29,TN,R,No,1971-01-21,55.1
92,house,C000153,Cliffard,Dale,Carlson,,1915-12-30,IL,R,No,1971-01-21,55.1
92,house,Q000013,James,Henry,Quillen,,1916-01-11,TN,R,Yes,1971-01-21,55.0
92,house,F000371,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916-01-17,NJ,R,Yes,1971-01-21,55.0
92,house,F000286,Edwin,Bell,Forsythe,,1916-01-17,NJ,R,Yes,1971-01-21,55.0
92,house,L000049,Earl,Fredrick,Landgrebe,,1916-01-21,IN,R,Yes,1971-01-21,55.0
92,house,G000512,Charles,Samuel,Gubser,,1916-02-01,CA,R,Yes,1971-01-21,55.0
92,house,R000545,Earl,Baker,Ruth,,1916-02-07,NC,R,Yes,1971-01-21,55.0
92,house,R000485,Edward,Ross,Roybal,,1916-02-10,CA,D,Yes,1971-01-21,54.9
92,house,R000421,Teno,,Roncalio,,1916-03-23,WY,D,No,1971-01-21,54.8
92,house,W000610,Robert,Carlton,Wilson,,1916-04-05,CA,R,Yes,1971-01-21,54.8
92,house,D000434,William,Jennings Bryan,Dorn,,1916-04-14,SC,D,Yes,1971-01-21,54.8
92,house,C000638,James,Mitchell,Collins,,1916-04-29,TX,R,Yes,1971-01-21,54.7
92,house,G000272,Henry,Barbosa,González,,1916-05-03,TX,D,Yes,1971-01-21,54.7
92,house,R000337,James,Kenneth,Robinson,,1916-05-14,VA,R,No,1971-01-21,54.7
92,house,B000605,Richard,Walker,Bolling,,1916-05-17,MO,D,Yes,1971-01-21,54.7
92,house,H000010,George,Elliott,Hagan,,1916-05-24,GA,D,Yes,1971-01-21,54.7
92,house,P000272,Jerry,Lyle,Pettis,,1916-07-18,CA,R,Yes,1971-01-21,54.5
92,house,M000796,Joseph,George,Minish,,1916-09-01,NJ,D,Yes,1971-01-21,54.4
92,house,S000217,Keith,George,Sebelius,,1916-09-10,KS,R,Yes,1971-01-21,54.4
92,house,D000122,John,William,Davis,,1916-09-12,GA,D,Yes,1971-01-21,54.4
92,house,R000188,John,Jacob,Rhodes,,1916-09-18,AZ,R,Yes,1971-01-21,54.3
92,house,S000997,Samuel,Studdiford,Stratton,,1916-09-27,NY,D,Yes,1971-01-21,54.3
92,house,M000250,Spark,Masayuki,Matsunaga,,1916-10-08,HI,D,Yes,1971-01-21,54.3
92,house,H000566,Louise,Day,Hicks,,1916-10-16,MA,D,No,1971-01-21,54.3
92,house,Y000043,John,Andrew,Young,,1916-11-10,TX,D,Yes,1971-01-21,54.2
92,house,M000286,Wiley,,Mayne,,1917-01-19,IA,R,Yes,1971-01-21,54.0
92,house,W000571,Charles,Herbert,Wilson,,1917-02-15,CA,D,Yes,1971-01-21,53.9
92,house,F000041,Dante,Bruno,Fascell,,1917-03-09,FL,D,Yes,1971-01-21,53.9
92,house,W000782,Louis,Crosby,Wyman,,1917-03-16,NH,R,Yes,1971-01-21,53.9
92,house,K000038,James,,Kee,,1917-04-15,WV,D,Yes,1971-01-21,53.8
92,house,M000005,Torbert,Hart,Macdonald,,1917-06-06,MA,D,Yes,1971-01-21,53.6
92,house,M000070,William,Somers,Mailliard,,1917-06-10,CA,R,Yes,1971-01-21,53.6
92,house,W000778,Wendell,,Wyatt,,1917-06-15,OR,R,Yes,1971-01-21,53.6
92,house,C000275,Charles,Ernest,Chamberlain,,1917-07-22,MI,R,Yes,1971-01-21,53.5
92,house,B000432,Mario,,Biaggi,,1917-10-26,NY,D,Yes,1971-01-21,53.2
92,house,M000718,Clarence,E.,Miller,,1917-11-01,OH,R,Yes,1971-01-21,53.2
92,house,M000436,John,Joseph,McFall,,1918-02-20,CA,D,Yes,1971-01-21,52.9
92,house,C000263,Elford,Albin,Cederberg,,1918-03-06,MI,R,Yes,1971-01-21,52.9
92,house,T000200,Frank,,Thompson,Jr.,1918-07-26,NJ,D,Yes,1971-01-21,52.5
92,house,W000018,Joseph,David,Waggonner,Jr.,1918-09-07,LA,D,Yes,1971-01-21,52.4
92,house,S000230,John,Frederick,Seiberling,,1918-09-08,OH,D,No,1971-01-21,52.4
92,house,N000095,William,Flynt,Nichols,,1918-10-16,AL,D,Yes,1971-01-21,52.3
92,house,D000220,John,Richard,Dellenback,,1918-11-06,OR,R,Yes,1971-01-21,52.2
92,house,V000098,Joseph,Phillip,Vigorito,,1918-11-10,PA,D,Yes,1971-01-21,52.2
92,house,W000680,Lester,Lionel,Wolff,,1919-01-04,NY,D,Yes,1971-01-21,52.0
92,house,P000520,Lunsford,Richardson,Preyer,,1919-01-11,NC,D,Yes,1971-01-21,52.0
92,house,K000025,Abraham,,Kazen,Jr.,1919-01-17,TX,D,Yes,1971-01-21,52.0
92,house,D000474,Thomas,Nelms,Downing,,1919-02-01,VA,D,Yes,1971-01-21,52.0
92,house,G000504,James,Russell,Grover,Jr.,1919-03-05,NY,R,Yes,1971-01-21,51.9
92,house,D000534,John,James,Duncan,,1919-03-24,TN,R,Yes,1971-01-21,51.8
92,house,E000054,Edmond,Augustus,Edmondson,,1919-04-07,OK,D,Yes,1971-01-21,51.8
92,house,C000143,Hugh,Leo,Carey,,1919-04-11,NY,D,Yes,1971-01-21,51.8
92,house,P000569,Graham,Boynton,Purcell,Jr.,1919-05-05,TX,D,Yes,1971-01-21,51.7
92,house,K000351,John,Henry,Kyl,,1919-05-09,IA,R,Yes,1971-01-21,51.7
92,house,G000387,Ella,Tambussi,Grasso,,1919-05-10,CT,D,No,1971-01-21,51.7
92,house,P000559,Roman,Conrad,Pucinski,,1919-05-13,IL,D,Yes,1971-01-21,51.7
92,house,W000636,Edward,Lawrence,Winn,Jr.,1919-08-22,KS,R,Yes,1971-01-21,51.4
92,house,G000151,Robert,Nicholas,Giaimo,,1919-10-15,CT,D,Yes,1971-01-21,51.3
92,house,B000967,Joel,Thomas,Broyhill,,1919-11-04,VA,R,Yes,1971-01-21,51.2
92,house,H000797,Frank,Jefferson,Horton,,1919-12-12,NY,R,Yes,1971-01-21,51.1
92,house,M000433,Robert,Cameron,McEwen,,1920-01-05,NY,R,Yes,1971-01-21,51.0
92,house,G000153,Sam,Melville,Gibbons,,1920-01-20,FL,D,Yes,1971-01-21,51.0
92,house,S000124,James,Haas,Scheuer,,1920-02-06,NY,D,Yes,1971-01-21,51.0
92,house,T000022,Burt,Lacklen,Talcott,,1920-02-22,CA,R,Yes,1971-01-21,50.9
92,house,L000116,Delbert,Leroy,Latta,,1920-03-05,OH,R,Yes,1971-01-21,50.9
92,house,S000596,Neal,Edward,Smith,,1920-03-23,IA,D,Yes,1971-01-21,50.8
92,house,M000105,James,Robert,Mann,,1920-04-27,SC,D,Yes,1971-01-21,50.7
92,house,C000512,James,Colgate,Cleveland,,1920-06-13,NH,R,Yes,1971-01-21,50.6
