page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
466962,Cache (Earth-616),\/Cache_(Earth-616),,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,3,Sep-00,2000
16400,Delphos (Earth-616),\/Delphos_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,3,Aug-00,2000
16417,Elysia (Earth-616),\/Elysia_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3,Jun-00,2000
3911,Fletcher Traynor (Earth-616),\/Fletcher_Traynor_(Earth-616),Secret Identity,,Purple Eyes,No Hair,Male Characters,,Living Characters,3,Feb-00,2000
704147,Francis Smith (Earth-616),\/Francis_Smith_(Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Aug-00,2000
16436,Jack Farley (Earth-616),\/Jack_Farley_(Earth-616),,,,,Male Characters,,Living Characters,3,Jun-00,2000
81543,Jacob Shaw (Earth-616),\/Jacob_Shaw_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3,Mar-00,2000
1879,Jaeger (Earth-616),\/Jaeger_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3,Apr-00,2000
24753,Joan Eaton (Earth-616),\/Joan_Eaton_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Nov-00,2000
35420,Kenny Kramer (Earth-616),\/Kenny_Kramer_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Feb-00,2000
4524,Liberty Girl (Beverly) (Earth-616),\/Liberty_Girl_(Beverly)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,3,Nov-00,2000
682148,Lightning Fist (Earth-616),\/Lightning_Fist_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000
564789,Lucy Ryker (Earth-616),\/Lucy_Ryker_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,3,Nov-00,2000
16378,Mzungu (Earth-616),\/Mzungu_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,3,May-00,2000
682146,Ogre (Wicked Brigade) (Earth-616),\/Ogre_(Wicked_Brigade)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000
671084,Peliali (Earth-616),\/Peliali_(Earth-616),,Good Characters,White Eyes,,Female Characters,,Living Characters,3,Jun-00,2000
279979,Pentigaar (Earth-616),\/Pentigaar_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,3,Dec-00,2000
454398,Rand (Earth-616),\/Rand_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,3,Oct-00,2000
16932,Randall Shire (Earth-616),\/Randall_Shire_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,3,May-00,2000
682144,Razor Wire (Earth-616),\/Razor_Wire_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000
410004,Rouler Marceaux (Earth-616),\/Rouler_Marceaux_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Feb-00,2000
16987,Sanguine (Earth-616),\/Sanguine_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-00,2000
24752,Sayuri Kyota (Earth-616),\/Sayuri_Kyota_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Nov-00,2000
41982,Sea Dogs,\/Sea_Dogs,Secret Identity,Bad Characters,,,,,Living Characters,3,Sep-00,2000
703795,Shakati (Earth-616),\/Shakati_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3,Jul-00,2000
79802,Stronghold (Heavy Mettle) (Earth-616),\/Stronghold_(Heavy_Mettle)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Jan-00,2000
9018,Sun Tao (Earth-616),\/Sun_Tao_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Oct-00,2000
18756,Ten-Thirtifor (Earth-616),\/Ten-Thirtifor_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Nov-00,2000
89802,Weisse Kreuz (Earth-616),\/Weisse_Kreuz_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,Dec-00,2000
1334,William Knoblach (Earth-616),\/William_Knoblach_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,3,Jul-00,2000
555146,Yoshida (Gauntlet member) (Earth-616),\/Yoshida_(Gauntlet_member)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3,May-00,2000
16357,Zuhn (Earth-616),\/Zuhn_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Nov-00,2000
49833,A (Earth-616),\/A_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3,Feb-01,2001
16234,Bryson Bale (Earth-616),\/Bryson_Bale_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,3,Oct-01,2001
16280,Burning Puddle (Earth-616),\/Burning_Puddle_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3,Aug-01,2001
24741,Burstarr (Earth-616),\/Burstarr_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,3,Dec-01,2001
484551,Callie (James puppy) (Earth-616),\/Callie_(James_puppy)_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Nov-01,2001
33918,Catherine Saccharine (Earth-616),\/Catherine_Saccharine_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,3,Aug-01,2001
16405,Double Helix (Earth-616),\/Double_Helix_(Earth-616),Secret Identity,Good Characters,,,,,Living Characters,3,Aug-01,2001
492609,Dulpus (Earth-616),\/Dulpus_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Jul-01,2001
410740,Gina Anderson (Earth-616),\/Gina_Anderson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3,Jun-01,2001
16479,Harmony (Mutant) (Earth-616),\/Harmony_(Mutant)_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,3,Aug-01,2001
555176,Hope (London Morlock) (Earth-616),\/Hope_(London_Morlock)_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,3,Aug-01,2001
642889,Katie Sawyer (Earth-616),\/Katie_Sawyer_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,3,Oct-01,2001
4364,Kenneth Tennyson (Earth-616),\/Kenneth_Tennyson_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,May-01,2001
743555,Kofi Annan (Earth-616),\/Kofi_Annan_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3,Jul-01,2001
16901,Malcolm Reeves (Earth-616),\/Malcolm_Reeves_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Oct-01,2001
1217,Mickey Tork (Earth-616),\/Mickey_Tork_(Earth-616),Public Identity,Good Characters,White Eyes,Variable Hair,Male Characters,Homosexual Characters,Deceased Characters,3,Aug-01,2001
60070,Misses Hopkins (Earth-616),\/Misses_Hopkins_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3,Nov-01,2001
116738,Molly Stanwick (Earth-616),\/Molly_Stanwick_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Oct-01,2001
12142,Paco Perez (Earth-616),\/Paco_Perez_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Sep-01,2001
2575,Smoke (Earth-616),\/Smoke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Oct-01,2001
2620,Succubus (Earth-616),\/Succubus_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Deceased Characters,3,Oct-01,2001
49871,T (Earth-616),\/T_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3,Feb-01,2001
280040,Tom Morgan (Earth-616),\/Tom_Morgan_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Oct-01,2001
590395,Aaron Rosenberg (Earth-616),\/Aaron_Rosenberg_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Dec-02,2002
332752,Cookie Malone (Earth-616),\/Cookie_Malone_(Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,3,Feb-02,2002
590387,Danny Zucco (Earth-616),\/Danny_Zucco_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3,Dec-02,2002
244815,Dogma (Earth-616),\/Dogma_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Aug-02,2002
474738,Driver (Earth-616),\/Driver_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3,May-02,2002
419636,Eric Bondi (Earth-616),\/Eric_Bondi_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,3,Sep-02,2002
511820,Gabriel (Angel) (Earth-616),\/Gabriel_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,Jun-02,2002
16979,Gary Walsh (Earth-616),\/Gary_Walsh_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Jul-02,2002
336702,Gremlin (Synthozoid) (Earth-616),\/Gremlin_(Synthozoid)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,3,Nov-02,2002
419225,Gro (Earth-616),\/Gro_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,3,Jul-02,2002
474783,Henry Dobbs (Earth-616),\/Henry_Dobbs_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3,May-02,2002
81852,Jack Mead (Earth-616),\/Jack_Mead_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Oct-02,2002
587426,Jeffrey Holloway (Earth-616),\/Jeffrey_Holloway_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,,Living Characters,3,Jul-02,2002
63744,Jesse Metuchen (Earth-616),\/Jesse_Metuchen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Nov-02,2002
590416,Jun Ho Kim (Earth-616),\/Jun_Ho_Kim_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Dec-02,2002
697759,Lubyev (Earth-616),\/Lubyev_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,3,Jun-02,2002
590412,Martin Hanover (Earth-616),\/Martin_Hanover_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Dec-02,2002
474795,Mr. Ingersol (Earth-616),\/Mr._Ingersol_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3,Nov-02,2002
474800,Mr. Rosenthal (Earth-616),\/Mr._Rosenthal_(Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,3,Nov-02,2002
16794,Neosaurus (Earth-616),\/Neosaurus_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,3,May-02,2002
96415,Orbit (O-Force) (Earth-616),\/Orbit_(O-Force)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3,Sep-02,2002
29903,Overkill (O-Force) (Earth-616),\/Overkill_(O-Force)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-02,2002
41583,Papahanau-Moku (Earth-616),\/Papahanau-Moku_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,May-02,2002
727341,Paul Swanson (Earth-616),\/Paul_Swanson_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,3,Jun-02,2002
590389,Pauline Shimizu (Earth-616),\/Pauline_Shimizu_(Earth-616),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,3,Dec-02,2002
697760,Petra (Black Widow) (Earth-616),\/Petra_(Black_Widow)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,3,Jun-02,2002
697763,Pyotr Vasilievich Starkovsky (Earth-616),\/Pyotr_Vasilievich_Starkovsky_(Earth-616),Public Identity,Good Characters,White Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jun-02,2002
40679,Robinson Knight (Earth-616),\/Robinson_Knight_(Earth-616),,,,,,,Living Characters,3,Sep-02,2002
15593,Rot (Earth-616),\/Rot_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,3,Mar-02,2002
586773,Simon Benes (Earth-616),\/Simon_Benes_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,3,Jul-02,2002
16975,Skullbuster (female Reaver) (Earth-616),\/Skullbuster_(female_Reaver)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,3,Feb-02,2002
590414,Sondra Burgos (Earth-616),\/Sondra_Burgos_(Earth-616),Public Identity,Good Characters,Brown Eyes,Auburn Hair,Female Characters,,Living Characters,3,Dec-02,2002
16092,Staak (Earth-616),\/Staak_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,3,Oct-02,2002
63745,Stuart Welles (Earth-616),\/Stuart_Welles_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,3,Nov-02,2002
16958,Supreme Pontiff (Earth-616),\/Supreme_Pontiff_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3,Jan-02,2002
606881,Wright (Earth-616),\/Wright_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,3,Apr-02,2002
18552,Zippo (Earth-616),\/Zippo_(Earth-616),,,,,Male Characters,,Living Characters,3,Apr-02,2002
445527,Bad Guy (Earth-616),\/Bad_Guy_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Feb-03,2003
26396,Bailey Mathius (Earth-616),\/Bailey_Mathius_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,3,Dec-03,2003
13227,Brad Bentley (Earth-616),\/Brad_Bentley_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Oct-03,2003
484642,Damon Larsen (Earth-616),\/Damon_Larsen_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,3,Feb-03,2003
59412,Daniel Axum (Earth-616),\/Daniel_Axum_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Apr-03,2003
244814,Edward Brecker (Earth-616),\/Edward_Brecker_(Earth-616),Public Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Living Characters,3,Nov-03,2003
726820,Erik Lonnroth (Earth-616),\/Erik_Lonnroth_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,3,Nov-03,2003
282496,Evangelina Rivera (Earth-616),\/Evangelina_Rivera_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,3,Aug-03,2003
499949,Homer Tully (Earth-616),\/Homer_Tully_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3,Jan-03,2003
654912,Jen Baker (Earth-616),\/Jen_Baker_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,Jun-03,2003
498885,Larry Pitts (Earth-616),\/Larry_Pitts_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,3,Feb-03,2003
689409,Lucy Braddock (Earth-616),\/Lucy_Braddock_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,3,Jul-03,2003
729908,Magnus (Earth-616),\/Magnus_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3,Nov-03,2003
282465,Marylin (Mutant) (Earth-616),\/Marylin_(Mutant)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3,Oct-03,2003
52090,Mister Code (Earth-616),\/Mister_Code_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Dec-03,2003
16882,Prudence Leighton (Earth-616),\/Prudence_Leighton_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3,Jun-03,2003
280438,Razorhead (Earth-616),\/Razorhead_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,3,Jan-03,2003
558196,Senschi (Earth-616),\/Senschi_(Earth-616),Public Identity,Neutral Characters,,No Hair,,,Living Characters,3,Jul-03,2003
19288,Shiva Nataraja (Earth-616),\/Shiva_Nataraja_(Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Male Characters,,Living Characters,3,May-03,2003
495305,Uber-Machine (Earth-616),\/Uber-Machine_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jan-03,2003
21494,Zebra Daddy (Earth-616),\/Zebra_Daddy_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Nov-03,2003
92849,Appraiser (Earth-616),\/Appraiser_(Earth-616),,Bad Characters,Brown Eyes,Pink Hair,Female Characters,,Living Characters,3,Dec-04,2004
279961,Carol Campbell (Earth-616),\/Carol_Campbell_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,3,Dec-04,2004
454679,Carrie (Earth-616),\/Carrie_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,,Living Characters,3,Oct-04,2004
31643,Clarence Ward (Earth-616),\/Clarence_Ward_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,3,Oct-04,2004
549088,Crimson Dynamo IX (Earth-616),\/Crimson_Dynamo_IX_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Oct-04,2004
244486,Daniel Jermain (Earth-616),\/Daniel_Jermain_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,3,Jun-04,2004
555282,Franz (DermaFree) (Earth-616),\/Franz_(DermaFree)_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Jul-04,2004
422799,Fukuko (Earth-616),\/Fukuko_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,3,Dec-04,2004
555281,Hans (DermaFree) (Earth-616),\/Hans_(DermaFree)_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Jul-04,2004
63148,Hans (Sinister) (Earth-616),\/Hans_(Sinister)_(Earth-616),Secret Identity,,Red Eyes,Blond Hair,Male Characters,,Living Characters,3,Sep-04,2004
239046,Hobgoblin V (Earth-616),\/Hobgoblin_V_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Oct-04,2004
422798,Ichiro (Earth-616),\/Ichiro_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Dec-04,2004
561021,Jean-Claude Lauziere (Earth-616),\/Jean-Claude_Lauziere_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Jul-04,2004
687391,Joey Chambers (Earth-616),\/Joey_Chambers_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3,Sep-04,2004
660177,Kalyx (Earth-616),\/Kalyx_(Earth-616),,Good Characters,,,,,Living Characters,3,Sep-04,2004
83224,Lefty (Earth-616),\/Lefty_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3,Nov-04,2004
344174,Leo Zelinsky (Earth-616),\/Leo_Zelinsky_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,3,Feb-04,2004
561017,Lonnie Shakespeare (Earth-616),\/Lonnie_Shakespeare_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3,Aug-04,2004
555287,Luc (Earth-616),\/Luc_(Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,3,Aug-04,2004
157250,Michiyo Watanabe (Earth-616),\/Michiyo_Watanabe_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Dec-04,2004
242131,Mikhail Smerdyakov (Earth-616),\/Mikhail_Smerdyakov_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,3,Jul-04,2004
242120,Mitya Smerdyakov (Earth-616),\/Mitya_Smerdyakov_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3,Jul-04,2004
34684,Moloka Dar (Earth-616),\/Moloka_Dar_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jun-04,2004
157225,Noah van Helsing (Earth-616),\/Noah_van_Helsing_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,3,Dec-04,2004
555332,Ralf (DermaFree guinea pig) (Earth-616),\/Ralf_(DermaFree_guinea_pig)_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Aug-04,2004
432510,Raymond Keyes (Earth-616),\/Raymond_Keyes_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Jul-04,2004
697365,Rita (Waitress) (Earth-616),\/Rita_(Waitress)_(Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,3,Dec-04,2004
715443,Rojas (Earth-616),\/Rojas_(Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,3,Feb-04,2004
555351,Sasha (Earth-616),\/Sasha_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Aug-04,2004
446537,Stringer (Earth-616),\/Stringer_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Dec-04,2004
242210,Sylvette Lauziere (Earth-616),\/Sylvette_Lauziere_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Jul-04,2004
20705,Tarquin Berdeaux (Earth-616),\/Tarquin_Berdeaux_(Earth-616),,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3,Aug-04,2004
19218,Terri Kidder (Earth-616),\/Terri_Kidder_(Earth-616),,,,,Female Characters,,Deceased Characters,3,Apr-04,2004
507301,Tess Black (Earth-616),\/Tess_Black_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,Mar-04,2004
352075,Zed (Earth-616),\/Zed_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,3,Oct-04,2004
591916,Zelda (District X) (Earth-616),\/Zelda_(District_X)_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3,Jun-04,2004
697137,Zius (Earth-616),\/Zius_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,3,Nov-04,2004
557491,Abu-Jamal Rodriguez (Earth-616),\/Abu-Jamal_Rodriguez_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Jun-05,2005
352798,Antoinelle Arceneaux (Earth-616),\/Antoinelle_Arceneaux_(Earth-616),,,Brown Eyes,Black Hair,Female Characters,,Living Characters,3,Apr-05,2005
93349,Book (Annika) (Earth-616),\/Book_(Annika)_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Feb-05,2005
719767,Daniel Shawcross (Earth-616),\/Daniel_Shawcross_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Apr-05,2005
45209,Doug Taggert (Earth-616),\/Doug_Taggert_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,3,Jun-05,2005
56128,Edward Vance (Earth-616),\/Edward_Vance_(Earth-616),,,,,Male Characters,,Living Characters,3,Jan-05,2005
39770,Father Lantom (Earth-616),\/Father_Lantom_(Earth-616),,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Dec-05,2005
27113,Gene Lorrene (Earth-616),\/Gene_Lorrene_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jun-05,2005
577288,General (Earth-616),\/General_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Sep-05,2005
33294,Halphas (Earth-616),\/Halphas_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,3,Nov-05,2005
706239,Hyun Rahman (Earth-616),\/Hyun_Rahman_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jun-05,2005
569970,Jean Bradley (Earth-616),\/Jean_Bradley_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,3,Jan-05,2005
400779,Jill Kincaid (Earth-616),\/Jill_Kincaid_(Earth-616),,,Green Eyes,Red Hair,Female Characters,,Living Characters,3,Aug-05,2005
93642,Jono Baraka (Earth-616),\/Jono_Baraka_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,May-05,2005
561062,Laline Ortega (Earth-616),\/Laline_Ortega_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Jan-05,2005
557485,Lars Branco (Earth-616),\/Lars_Branco_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,Sep-05,2005
19450,Martha Gomes (Earth-616),\/Martha_Gomes_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3,Nov-05,2005
21490,Martin Sutter (Earth-616),\/Martin_Sutter_(Earth-616),Public Identity,,Amber Eyes,Bald,Male Characters,,Deceased Characters,3,Mar-05,2005
706235,Njeri Damphousse (Earth-616),\/Njeri_Damphousse_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3,Jun-05,2005
703462,The Entity (Earth-616),\/The_Entity_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,3,Oct-05,2005
307742,Vegas (Earth-616),\/Vegas_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Dec-05,2005
21422,Zombie (Howling Commandos) (Earth-616),\/Zombie_(Howling_Commandos)_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,3,Dec-05,2005
198583,Aftaab Lemar (Earth-616),\/Aftaab_Lemar_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Aug-06,2006
490506,Andreas Vadas (Earth-616),\/Andreas_Vadas_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-06,2006
