page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
211589,Craig Windrow (New Earth),\/wiki\/Craig_Windrow_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"1997, October",1997
344581,Eudia (New Earth),\/wiki\/Eudia_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,4,"1997, May",1997
184502,Francis Beauvedere (New Earth),\/wiki\/Francis_Beauvedere_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4,"1997, August",1997
61656,Nicholas Kotero (New Earth),\/wiki\/Nicholas_Kotero_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1997, September",1997
56432,Nora Fries (New Earth),\/wiki\/Nora_Fries_(New_Earth),,,,Blond Hair,Female Characters,,Living Characters,4,"1997, May",1997
292394,Twelfth Knight (New Earth),\/wiki\/Twelfth_Knight_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,"1997, July",1997
113340,Wiley Dalbert (New Earth),\/wiki\/Wiley_Dalbert_(New_Earth),,Neutral Characters,,,Male Characters,,Living Characters,4,"1997, October",1997
287996,Archer Braun (New Earth),\/wiki\/Archer_Braun_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"1996, September",1996
261109,Dalkriig-Hath (New Earth),\/wiki\/Dalkriig-Hath_(New_Earth),Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1996, June",1996
310618,Deadfall I (New Earth),\/wiki\/Deadfall_I_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,"1996, July",1996
199148,Eldon Adams (New Earth),\/wiki\/Eldon_Adams_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1996, February",1996
2001,Floyd Barstow (New Earth),\/wiki\/Floyd_Barstow_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,4,"1996, October",1996
332087,Guardian of Hy-Brasil (New Earth),\/wiki\/Guardian_of_Hy-Brasil_(New_Earth),Public Identity,Good Characters,,Green Hair,Female Characters,,Living Characters,4,"1996, February",1996
140675,Johnny Navarone (New Earth),\/wiki\/Johnny_Navarone_(New_Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1996, August",1996
314374,JT Burns (New Earth),\/wiki\/JT_Burns_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4,"1996, December",1996
61273,Jugular (New Earth),\/wiki\/Jugular_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,4,"1996, November",1996
14620,Know Man (New Earth),\/wiki\/Know_Man_(New_Earth),Secret Identity,Bad Characters,,Purple Hair,Male Characters,,Living Characters,4,"1996, October",1996
328441,Longshadow (New Earth),\/wiki\/Longshadow_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,"1996, March",1996
392454,Mattie Harcourt (New Earth),\/wiki\/Mattie_Harcourt_(New_Earth),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"1996, September",1996
314381,Mr. Feekle (New Earth),\/wiki\/Mr._Feekle_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1996, December",1996
310600,Nathaniel (New Earth),\/wiki\/Nathaniel_(New_Earth),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,4,"1996, July",1996
140700,Nicky Lincoln (New Earth),\/wiki\/Nicky_Lincoln_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1996, August",1996
291626,Phat-Boy (New Earth),\/wiki\/Phat-Boy_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,4,"1996, September",1996
310610,Sureshot (New Earth),\/wiki\/Sureshot_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,"1996, July",1996
229451,Alan Armstrong (New Earth),\/wiki\/Alan_Armstrong_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4,"1995, October",1995
183081,Barbarian (New Earth),\/wiki\/Barbarian_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"1995, March",1995
183101,Battleax (New Earth),\/wiki\/Battleax_(New_Earth),,Good Characters,,,Female Characters,,Deceased Characters,4,"1995, August",1995
119419,Bomber (New Earth),\/wiki\/Bomber_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1995, June",1995
269371,Devlin (New Earth),\/wiki\/Devlin_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1995, March",1995
119421,Highkick (New Earth),\/wiki\/Highkick_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"1995, June",1995
130382,Jacob Bernstein (New Earth),\/wiki\/Jacob_Bernstein_(New_Earth),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"1995, December",1995
256602,Jacob Freeman (New Earth),\/wiki\/Jacob_Freeman_(New_Earth),Public Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,4,"1995, May",1995
310830,Joshua Wayne (New Earth),\/wiki\/Joshua_Wayne_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,4,"1995, December",1995
197680,Julie Caesar (New Earth),\/wiki\/Julie_Caesar_(New_Earth),,Bad Characters,,Red Hair,Male Characters,,Living Characters,4,"1995, August",1995
71092,Madolyn Corbett (New Earth),\/wiki\/Madolyn_Corbett_(New_Earth),,Neutral Characters,Auburn Hair,,Female Characters,,Deceased Characters,4,"1995, April",1995
130377,Paul Christian (New Earth),\/wiki\/Paul_Christian_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"1995, September",1995
384026,Rafael Harris (New Earth),\/wiki\/Rafael_Harris_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1995, February",1995
323423,Rollo (New Earth),\/wiki\/Rollo_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1995, March",1995
193240,Shiv II (New Earth),\/wiki\/Shiv_II_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"1995, April",1995
193634,Spindoc (New Earth),\/wiki\/Spindoc_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4,"1995, August",1995
44170,Technician (New Earth),\/wiki\/Technician_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1995, June",1995
119422,Traxx (New Earth),\/wiki\/Traxx_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"1995, June",1995
194355,Uptown (New Earth),\/wiki\/Uptown_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,4,"1995, August",1995
180246,Veronica Dale (New Earth),\/wiki\/Veronica_Dale_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,4,"1995, June",1995
344286,William Baker (New Earth),\/wiki\/William_Baker_(New_Earth),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,4,"1995, March",1995
144371,Zharan Pel (New Earth),\/wiki\/Zharan_Pel_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,4,1995,1995
9244,Bocor (New Earth),\/wiki\/Bocor_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,,Deceased Characters,4,"1994, December",1994
52641,Brontes (New Earth),\/wiki\/Brontes_(New_Earth),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,4,"1994, March",1994
128213,Carlton Slater (New Earth),\/wiki\/Carlton_Slater_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4,"1994, May",1994
275822,Cricket Kelly (New Earth),\/wiki\/Cricket_Kelly_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4,"1994, July",1994
52644,Daedalus (New Earth),\/wiki\/Daedalus_(New_Earth),,Neutral Characters,,,Male Characters,,Living Characters,4,"1994, March",1994
10222,Jeven Ognats (Post-Zero Hour),\/wiki\/Jeven_Ognats_(Post-Zero_Hour),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"1994, October",1994
131431,Madeline Giles (New Earth),\/wiki\/Madeline_Giles_(New_Earth),,Bad Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,4,"1994, April",1994
131507,Madison Claiborne (New Earth),\/wiki\/Madison_Claiborne_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1994, July",1994
130716,Njara Kattuah (New Earth),\/wiki\/Njara_Kattuah_(New_Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1994, March",1994
243621,Radiant (New Earth),\/wiki\/Radiant_(New_Earth),,Good Characters,,,Genderless Characters,,Deceased Characters,4,"1994, May",1994
128039,Raymond Kessler (New Earth),\/wiki\/Raymond_Kessler_(New_Earth),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,"1994, December",1994
192640,Redzone (New Earth),\/wiki\/Redzone_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1994, June",1994
192762,Rockface (New Earth),\/wiki\/Rockface_(New_Earth),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,4,"1994, June",1994
52647,Scylla (New Earth),\/wiki\/Scylla_(New_Earth),,Good Characters,Blue Eyes,,Female Characters,,Deceased Characters,4,"1994, March",1994
5288,Sidearm (New Earth),\/wiki\/Sidearm_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,4,"1994, February",1994
130880,Terrence Pritchard (New Earth),\/wiki\/Terrence_Pritchard_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1994, August",1994
194129,Troll (New Earth),\/wiki\/Troll_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1994, May",1994
199552,Avery Twombey (New Earth),\/wiki\/Avery_Twombey_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1993, March",1993
145421,Cassidy (New Earth),\/wiki\/Cassidy_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1993, November",1993
282123,Cross Williams (New Earth),\/wiki\/Cross_Williams_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,4,"1993, September",1993
67223,Face (New Earth),\/wiki\/Face_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,4,"1993, August",1993
112487,Jillian Conway (New Earth),\/wiki\/Jillian_Conway_(New_Earth),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4,"1993, August",1993
134375,John Oakes (New Earth),\/wiki\/John_Oakes_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4,"1993, July",1993
140653,Moe and Joe Dubelz (New Earth),\/wiki\/Moe_and_Joe_Dubelz_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,4,1993,1993
121884,Pax (New Earth),\/wiki\/Pax_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4,"1993, September",1993
82444,Peter Cranick (New Earth),\/wiki\/Peter_Cranick_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,4,1993,1993
3644,Razer (New Earth),\/wiki\/Razer_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1993, November",1993
8133,Roger Goldman (New Earth),\/wiki\/Roger_Goldman_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4,"1993, April",1993
119901,Sanjeet Bhatia (New Earth),\/wiki\/Sanjeet_Bhatia_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,1993,1993
83399,Taker (New Earth),\/wiki\/Taker_(New_Earth),,Bad Characters,,,,,Deceased Characters,4,"1993, December",1993
97233,Tiffany Evans (Dakotaverse),\/wiki\/Tiffany_Evans_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"1993, November",1993
151699,Abraxis (New Earth),\/wiki\/Abraxis_(New_Earth),,Bad Characters,Purple Eyes,,Male Characters,,Living Characters,4,"1992, April",1992
210211,Calamari (New Earth),\/wiki\/Calamari_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1992, February",1992
128591,Edwardo Guzman (New Earth),\/wiki\/Edwardo_Guzman_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1992, April",1992
4828,Fel Andar (New Earth),\/wiki\/Fel_Andar_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1992, April",1992
187533,Jocasta (New Earth),\/wiki\/Jocasta_(New_Earth),,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,4,"1992, July",1992
253426,Keerg (New Earth),\/wiki\/Keerg_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,4,"1992, February",1992
210195,Knockwurst (New Earth),\/wiki\/Knockwurst_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1992, March",1992
403761,Knowbuddy (New Earth),\/wiki\/Knowbuddy_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,"1992, November",1992
295113,Kondor (New Earth),\/wiki\/Kondor_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1992, January",1992
199134,Kworri (New Earth),\/wiki\/Kworri_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,4,"1992, January",1992
253993,Master Blaster (New Earth),\/wiki\/Master_Blaster_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4,"1992, August",1992
148534,Percival (New Earth),\/wiki\/Percival_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,4,1992,1992
192257,Piston (New Earth),\/wiki\/Piston_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"1992, July",1992
295109,Ronzin Daark (New Earth),\/wiki\/Ronzin_Daark_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1992, January",1992
193323,Sidewinder (New Earth),\/wiki\/Sidewinder_(New_Earth),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Deceased Characters,4,"1992, April",1992
295112,Wreeth (New Earth),\/wiki\/Wreeth_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,4,"1992, January",1992
295110,Yatini (New Earth),\/wiki\/Yatini_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,"1992, January",1992
295114,Zyn (New Earth),\/wiki\/Zyn_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1992, January",1992
171036,Agent ! (New Earth),\/wiki\/Agent_!_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1991, November",1991
171044,Alias the Blur (New Earth),\/wiki\/Alias_the_Blur_(New_Earth),,Bad Characters,,,Female Characters,,Deceased Characters,4,"1991, November",1991
131111,Anatoli Kalunnin (New Earth),\/wiki\/Anatoli_Kalunnin_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,4,"1991, June",1991
253408,Minkis (New Earth),\/wiki\/Minkis_(New_Earth),Public Identity,,,Red Hair,Female Characters,,Living Characters,4,"1991, December",1991
129709,Mrs. Gradenko (New Earth),\/wiki\/Mrs._Gradenko_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,4,"1991, June",1991
191807,Number None (New Earth),\/wiki\/Number_None_(New_Earth),Public Identity,Bad Characters,,,,,Living Characters,4,"1991, November",1991
155318,Piscator (New Earth),\/wiki\/Piscator_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1991, December",1991
129396,Robert Carmichael (New Earth),\/wiki\/Robert_Carmichael_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4,"1991, November",1991
254183,Alan Hallman (New Earth),\/wiki\/Alan_Hallman_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1990, December",1990
261108,Andromeda Strange (New Earth),\/wiki\/Andromeda_Strange_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,4,"1990, January",1990
162928,Antonia (New Earth),\/wiki\/Antonia_(New_Earth),,,,,Female Characters,,Living Characters,4,"1990, March",1990
87041,Bug-Eyed Bandit II (New Earth),\/wiki\/Bug-Eyed_Bandit_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1990, October",1990
126243,Carrie Donahue (New Earth),\/wiki\/Carrie_Donahue_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Living Characters,4,"1990, December",1990
198590,Catherine Klass (New Earth),\/wiki\/Catherine_Klass_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,4,"1990, November",1990
342365,Grant Morrison (New Earth),\/wiki\/Grant_Morrison_(New_Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1990, July",1990
2603,Gregor Dosynski (New Earth),\/wiki\/Gregor_Dosynski_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1990, March",1990
280051,Johanna Constantine (New Earth),\/wiki\/Johanna_Constantine_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4,"1990, February",1990
166804,Mark Nagoya (New Earth),\/wiki\/Mark_Nagoya_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,4,"1990, August",1990
286910,Morax (New Earth),\/wiki\/Morax_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,4,"1990, July",1990
193544,Necromina (New Earth),\/wiki\/Necromina_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,4,"1990, June",1990
161142,Regin (New Earth),\/wiki\/Regin_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,4,"1990, June",1990
364530,Robert Gadling (New Earth),\/wiki\/Robert_Gadling_(New_Earth),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"1990, February",1990
100156,Shalako (New Earth),\/wiki\/Shalako_(New_Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,,Deceased Characters,4,"1990, March",1990
227637,Tsunami II (New Earth),\/wiki\/Tsunami_II_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1990, May",1990
47120,Alexander Burgess (New Earth),\/wiki\/Alexander_Burgess_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,4,"1989, January",1989
149795,Eleanor Poole (New Earth),\/wiki\/Eleanor_Poole_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,4,"1989, February",1989
49242,Forager II (New Earth),\/wiki\/Forager_II_(New_Earth),Secret Identity,,Red Eyes,Green Hair,Female Characters,,Living Characters,4,"1989, March",1989
15093,Jacob Finlay (New Earth),\/wiki\/Jacob_Finlay_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,4,"1989, February",1989
150900,Joseph Potato (New Earth),\/wiki\/Joseph_Potato_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,4,"1989, January",1989
146770,La Bruja (New Earth),\/wiki\/La_Bruja_(New_Earth),Secret Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,4,"1989, June",1989
153891,Mark Felps (New Earth),\/wiki\/Mark_Felps_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,"1989, May",1989
283319,Maya (New Earth),\/wiki\/Maya_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4,"1989, June",1989
148940,Mrs. Levy (New Earth),\/wiki\/Mrs._Levy_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4,"1989, January",1989
133098,Ouranos (New Earth),\/wiki\/Ouranos_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,4,"1989, January",1989
128551,Richard Redditch (New Earth),\/wiki\/Richard_Redditch_(New_Earth),,Bad Characters,,Red Hair,Male Characters,,Living Characters,4,"1989, March",1989
343841,Ronnie Sarasky (New Earth),\/wiki\/Ronnie_Sarasky_(New_Earth),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,4,"1989, December",1989
353050,Sarah Moss (New Earth),\/wiki\/Sarah_Moss_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"1989, January",1989
282086,Tracker (New Earth),\/wiki\/Tracker_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,4,"1989, September",1989
289079,Urzkartaga (New Earth),\/wiki\/Urzkartaga_(New_Earth),Secret Identity,Neutral Characters,,,,,Living Characters,4,"1989, March",1989
101755,Victor Gover (New Earth),\/wiki\/Victor_Gover_(New_Earth),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1989, September",1989
118766,Zeep (New Earth),\/wiki\/Zeep_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,4,"1989, May",1989
129273,Ada LaBostrie (New Earth),\/wiki\/Ada_LaBostrie_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"1988, November",1988
359152,Arthur Gordon Pym (New Earth),\/wiki\/Arthur_Gordon_Pym_(New_Earth),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Deceased Characters,4,"1988, September",1988
199934,Carrie Phillips (New Earth),\/wiki\/Carrie_Phillips_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"1988, June",1988
383544,David Kapatelis (New Earth),\/wiki\/David_Kapatelis_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,4,1988,1988
28262,Death Mayhew (New Earth),\/wiki\/Death_Mayhew_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4,"1988, March",1988
83567,Derek Mitchell (New Earth),\/wiki\/Derek_Mitchell_(New_Earth),Public Identity,Bad Characters,Green Eyes,,Male Characters,,Living Characters,4,"1988, June",1988
209454,Derek Trevor (New Earth),\/wiki\/Derek_Trevor_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, March",1988
4728,Fidel Castro (New Earth),\/wiki\/Fidel_Castro_(New_Earth),,,,,Male Characters,,Living Characters,4,"1988, Holiday",1988
213295,Frank Keller (New Earth),\/wiki\/Frank_Keller_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,"1988, January",1988
196523,Garth McGarth (New Earth),\/wiki\/Garth_McGarth_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, June",1988
205339,Incinderella (New Earth),\/wiki\/Incinderella_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"1988, September",1988
222200,Ixion (New Earth),\/wiki\/Ixion_(New_Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Deceased Characters,4,"1988, December",1988
342371,James Buchanan Sawyer (New Earth),\/wiki\/James_Buchanan_Sawyer_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, March",1988
209440,Joachim Hesse (New Earth),\/wiki\/Joachim_Hesse_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, December",1988
342348,Keng Quan Chee (New Earth),\/wiki\/Keng_Quan_Chee_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,"1988, November",1988
189024,Lord Malvolio (New Earth),\/wiki\/Lord_Malvolio_(New_Earth),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,4,"1988, December",1988
190713,Mind Games (New Earth),\/wiki\/Mind_Games_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,"1988, July",1988
261290,Nabih Salari (New Earth),\/wiki\/Nabih_Salari_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1988, March",1988
46737,Ritter Hendricksen (New Earth),\/wiki\/Ritter_Hendricksen_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,4,"1988, April",1988
28376,Shadrack Hightower (New Earth),\/wiki\/Shadrack_Hightower_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,4,"1988, March",1988
28373,Stanislaus Drozdowski (New Earth),\/wiki\/Stanislaus_Drozdowski_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4,"1988, March",1988
193741,Stasis (New Earth),\/wiki\/Stasis_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, September",1988
155814,Strobe (New Earth),\/wiki\/Strobe_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,"1988, October",1988
4311,Trudy Powell (New Earth),\/wiki\/Trudy_Powell_(New_Earth),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4,"1988, May",1988
346660,Vincent Meekins (New Earth),\/wiki\/Vincent_Meekins_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,"1988, December",1988
348396,Wellman LeGros (New Earth),\/wiki\/Wellman_LeGros_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,"1988, September",1988
139025,Wolfgang Schmidt (New Earth),\/wiki\/Wolfgang_Schmidt_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"1988, January",1988
151266,Angela Adam (New Earth),\/wiki\/Angela_Adam_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4,"1987, March",1987
12136,Arnold Flass (New Earth),\/wiki\/Arnold_Flass_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4,"1987, February",1987
37978,Ashok Desai (New Earth),\/wiki\/Ashok_Desai_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1987, October",1987
117413,Godiva II (New Earth),\/wiki\/Godiva_II_(New_Earth),,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,4,1987,1987
156943,Jaculi I (New Earth),\/wiki\/Jaculi_I_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1987, May",1987
85958,Jefferson Skeevers (New Earth),\/wiki\/Jefferson_Skeevers_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,"1987, March",1987
16088,Josef Denisovich (New Earth),\/wiki\/Josef_Denisovich_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4,"1987, January",1987
24135,Mackenzie Garrison (New Earth),\/wiki\/Mackenzie_Garrison_(New_Earth),Public Identity,,,Brown Hair,Female Characters,,Living Characters,4,"1987, October",1987
