pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5384142,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Suffolk University,323,10/25/2008,600,Democrat,49,Republican,44,,5,11/4/2008,51.03,48.22,2.81,2.19,2.19,1,,
5384143,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,YouGov,391,10/25/2008,1001,Democrat,49,Republican,47,,2,11/4/2008,51.03,48.22,2.81,.8100000000000001,-.8100000000000001,1,,
5384144,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,603,Democrat,47.2,Republican,46.9,,.3,11/4/2008,51.03,48.22,2.81,2.51,-2.51,1,"previously listed as Zogby Analytics, telephone",
5384145,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,YouGov,391,10/25/2008,910,Democrat,47,Republican,50,,-3,11/4/2008,46.99,52.2,-5.21,2.21,2.21,1,,
5384146,2008_Pres-G_HI,2008,HI,Pres-G,Pres-G,YouGov,391,10/25/2008,337,Democrat,56,Republican,34,,22,11/4/2008,71.85000000000001,26.58,45.27,23.27,-23.27,1,,
5384147,2008_Pres-G_IA,2008,IA,Pres-G,Pres-G,YouGov,391,10/25/2008,795,Democrat,52,Republican,41,,11,11/4/2008,53.93,44.39,9.540000000000001,1.46,1.46,1,,
5384148,2008_Pres-G_ID,2008,ID,Pres-G,Pres-G,YouGov,391,10/25/2008,372,Democrat,36,Republican,59,,-23,11/4/2008,36.09,61.52,-25.43,2.43,2.43,1,,
5384149,2008_Pres-G_IL,2008,IL,Pres-G,Pres-G,YouGov,391,10/25/2008,783,Democrat,58,Republican,39,,19,11/4/2008,61.92,36.78,25.14,6.140000000000001,-6.140000000000001,1,,
5384150,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,YouGov,391,10/25/2008,789,Democrat,45,Republican,53,,-8,11/4/2008,49.77,48.74,1.03,9.029999999999999,-9.029999999999999,0,,
5384151,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,601,Democrat,44,Republican,50.2,,-6.2,11/4/2008,49.77,48.74,1.03,7.23,-7.23,0,"previously listed as Zogby Analytics, telephone",
5384152,2008_Pres-G_KS,2008,KS,Pres-G,Pres-G,YouGov,391,10/25/2008,499,Democrat,41,Republican,52,,-11,11/4/2008,41.65,56.61,-14.96,3.96,3.96,1,,
5384153,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,YouGov,391,10/25/2008,486,Democrat,41,Republican,53,,-12,11/4/2008,41.17,57.4,-16.23,4.23,4.23,1,,
5384154,2008_Pres-G_LA,2008,LA,Pres-G,Pres-G,Ed Renwick/Loyola University New Orleans,85,10/25/2008,475,Democrat,40,Republican,43,,-3,11/4/2008,39.93,58.56,-18.63,15.63,15.63,1,previously listed as Loyola University (New Orleans),
5384155,2008_Pres-G_LA,2008,LA,Pres-G,Pres-G,YouGov,391,10/25/2008,436,Democrat,45,Republican,52,,-7,11/4/2008,39.93,58.56,-18.63,11.63,11.63,1,,
5384156,2008_Pres-G_MA,2008,MA,Pres-G,Pres-G,YouGov,391,10/25/2008,705,Democrat,57,Republican,39,,18,11/4/2008,61.8,35.99,25.81,7.81,-7.81,1,,
5384157,2008_Pres-G_MD,2008,MD,Pres-G,Pres-G,YouGov,391,10/25/2008,475,Democrat,60,Republican,35,,25,11/4/2008,61.92,36.47,25.45,.45,-.45,1,,
5384158,2008_Pres-G_ME,2008,ME,Pres-G,Pres-G,YouGov,391,10/25/2008,486,Democrat,51,Republican,42,,9,11/4/2008,57.71,40.38,17.33,8.33,-8.33,1,,
5384159,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,YouGov,391,10/25/2008,973,Democrat,55,Republican,42,,13,11/4/2008,57.43,40.96,16.47,3.47,-3.47,1,,
5384160,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,YouGov,391,10/25/2008,699,Democrat,51,Republican,45,,6,11/4/2008,54.06,43.82,10.24,4.24,-4.24,1,,
5384161,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,YouGov,391,10/25/2008,684,Democrat,47,Republican,49,,-2,11/4/2008,49.29,49.43,-.14,1.86,-1.86,1,,
5384162,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,600,Democrat,48.2,Republican,45.7,,2.5,11/4/2008,49.29,49.43,-.14,2.64,2.64,0,"previously listed as Zogby Analytics, telephone",
5384163,2008_Pres-G_MS,2008,MS,Pres-G,Pres-G,YouGov,391,10/25/2008,417,Democrat,42,Republican,55,,-13,11/4/2008,43,56.18,-13.18,.18,.18,1,,
5384164,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,YouGov,391,10/25/2008,368,Democrat,44,Republican,54,,-10,11/4/2008,47.25,49.51,-2.26,7.74,-7.74,1,,
5384165,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,National Journal,224,10/25/2008,402,Democrat,47,Republican,43,,4,11/4/2008,49.7,49.37,.33,3.67,3.67,1,,
5384166,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,YouGov,391,10/25/2008,955,Democrat,51,Republican,47,,4,11/4/2008,49.7,49.37,.33,3.67,3.67,1,,
5384167,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,600,Democrat,49.7,Republican,46.4,,3.3,11/4/2008,49.7,49.37,.33,2.97,2.97,1,"previously listed as Zogby Analytics, telephone",
5384168,2008_Pres-G_ND,2008,ND,Pres-G,Pres-G,YouGov,391,10/25/2008,271,Democrat,43,Republican,50,,-7,11/4/2008,44.62,53.25,-8.630000000000001,1.63,1.63,1,,
5384169,2008_Pres-G_NE,2008,NE,Pres-G,Pres-G,YouGov,391,10/25/2008,407,Democrat,38,Republican,57,,-19,11/4/2008,41.6,56.53,-14.93,4.07,-4.07,1,,
5384170,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,YouGov,391,10/25/2008,516,Democrat,54,Republican,40,,14,11/4/2008,54.13,44.52,9.609999999999999,4.39,4.39,1,,
5384171,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,Strategic Vision LLC,320,10/25/2008,800,Democrat,53,Republican,38,,15,11/4/2008,57.27,41.7,15.57,.5700000000000001,-.5700000000000001,1,,
5384172,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,YouGov,391,10/25/2008,777,Democrat,55,Republican,40,,15,11/4/2008,57.27,41.7,15.57,.5700000000000001,-.5700000000000001,1,,
5384173,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,YouGov,391,10/25/2008,457,Democrat,53,Republican,43,,10,11/4/2008,56.91,41.78,15.13,5.13,-5.13,1,,
5384174,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Suffolk University,323,10/25/2008,450,Democrat,50,Republican,40,,10,11/4/2008,55.15,42.65,12.5,2.5,-2.5,1,,
5384175,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,YouGov,391,10/25/2008,494,Democrat,51,Republican,46,,5,11/4/2008,55.15,42.65,12.5,7.5,-7.5,1,,
5384176,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,601,Democrat,48.2,Republican,44,,4.2,11/4/2008,55.15,42.65,12.5,8.300000000000001,-8.300000000000001,1,"previously listed as Zogby Analytics, telephone",
5384177,2008_Pres-G_NY,2008,NY,Pres-G,Pres-G,YouGov,391,10/25/2008,988,Democrat,58,Republican,38,,20,11/4/2008,62.91,36.04,26.87,6.87,-6.87,1,,
5384178,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Marist College,183,10/25/2008,661,Democrat,48,Republican,45,,3,11/4/2008,50.62,46.1,4.52,1.52,-1.52,1,,
5384179,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,National Journal,224,10/25/2008,404,Democrat,48,Republican,41,,7,11/4/2008,50.62,46.1,4.52,2.48,2.48,1,,
5384180,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,YouGov,391,10/25/2008,990,Democrat,51,Republican,45,,6,11/4/2008,50.62,46.1,4.52,1.48,1.48,1,,
5384181,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,601,Democrat,49.7,Republican,45.1,,4.600000000000001,11/4/2008,50.62,46.1,4.52,.08,.08,1,"previously listed as Zogby Analytics, telephone",
5384182,2008_Pres-G_OK,2008,OK,Pres-G,Pres-G,SoonerPoll.com,308,10/25/2008,720,Democrat,34.8,Republican,61.6,,-26.8,11/4/2008,34.35,65.65000000000001,-31.3,4.5,4.5,1,,
5384183,2008_Pres-G_OK,2008,OK,Pres-G,Pres-G,YouGov,391,10/25/2008,491,Democrat,39,Republican,58,,-19,11/4/2008,34.35,65.65000000000001,-31.3,12.3,12.3,1,,
5384184,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,YouGov,391,10/25/2008,698,Democrat,54,Republican,43,,11,11/4/2008,56.75,40.4,16.35,5.350000000000001,-5.350000000000001,1,,
5384185,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,YouGov,391,10/25/2008,1009,Democrat,51,Republican,44,,7,11/4/2008,54.56,44.23,10.33,3.33,-3.33,1,,
5384186,2008_Pres-G_RI,2008,RI,Pres-G,Pres-G,YouGov,391,10/25/2008,365,Democrat,58,Republican,37,,21,11/4/2008,62.86,35.06,27.8,6.8,-6.8,1,,
5384187,2008_Pres-G_SC,2008,SC,Pres-G,Pres-G,YouGov,391,10/25/2008,728,Democrat,44,Republican,52,,-8,11/4/2008,44.9,53.87,-8.970000000000001,.97,.97,1,,
5384188,2008_Pres-G_SD,2008,SD,Pres-G,Pres-G,YouGov,391,10/25/2008,352,Democrat,43,Republican,52,,-9,11/4/2008,44.75,53.16,-8.41,.59,-.59,1,,
5384189,2008_Pres-G_TN,2008,TN,Pres-G,Pres-G,YouGov,391,10/25/2008,653,Democrat,44,Republican,53,,-9,11/4/2008,40.28,54.79,-14.51,5.51,5.51,1,,
5384190,2008_Pres-G_TX,2008,TX,Pres-G,Pres-G,YouGov,391,10/25/2008,972,Democrat,43,Republican,54,,-11,11/4/2008,43.68,55.45,-11.77,.77,.77,1,,
5384191,2008_Pres-G_US,2008,US,Pres-G,Pres-G,ABC News/Washington Post,3,10/25/2008,1314,Democrat,52,Republican,45,,7,11/4/2008,52.92,45.66,7.26,.26,-.26,1,,
5384192,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Ipsos,154,10/25/2008,831,Democrat,48,Republican,42,,6,11/4/2008,52.92,45.66,7.26,1.26,-1.26,1,"previously listed as Ipsos, telephone",
5384193,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Pew Research Center,253,10/25/2008,1198,Democrat,53,Republican,38,,15,11/4/2008,52.92,45.66,7.26,7.74,7.74,1,,
5384194,2008_Pres-G_UT,2008,UT,Pres-G,Pres-G,YouGov,391,10/25/2008,395,Democrat,34,Republican,61,,-27,11/4/2008,34.41,62.58,-28.17,1.17,1.17,1,,
5384195,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,National Journal,224,10/25/2008,404,Democrat,48,Republican,44,,4,11/4/2008,52.63,46.33,6.3,2.3,-2.3,1,,
5384196,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,YouGov,391,10/25/2008,772,Democrat,52,Republican,45,,7,11/4/2008,52.63,46.33,6.3,.7000000000000001,.7000000000000001,1,,
5384197,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,600,Democrat,52,Republican,44.8,,7.2,11/4/2008,52.63,46.33,6.3,.9,.9,1,"previously listed as Zogby Analytics, telephone",
5384198,2008_Pres-G_VT,2008,VT,Pres-G,Pres-G,Research 2000,281,10/25/2008,400,Democrat,57,Republican,36,,21,11/4/2008,67.46000000000001,30.45,37.01,16.01,-16.01,1,,
5384199,2008_Pres-G_VT,2008,VT,Pres-G,Pres-G,YouGov,391,10/25/2008,275,Democrat,62,Republican,32,,30,11/4/2008,67.46000000000001,30.45,37.01,7.01,-7.01,1,,
5384200,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,YouGov,391,10/25/2008,797,Democrat,53,Republican,43,,10,11/4/2008,57.65,40.48,17.17,7.17,-7.17,1,,
5384201,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,Strategic Vision LLC,320,10/25/2008,800,Democrat,50,Republican,41,,9,11/4/2008,56.34,42.41,13.93,4.93,-4.93,1,,
5384202,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,University of Wisconsin (Badger Poll),365,10/25/2008,538,Democrat,52,Republican,42,,10,11/4/2008,56.34,42.41,13.93,3.93,-3.93,1,,
5384203,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,YouGov,391,10/25/2008,976,Democrat,53,Republican,41,,12,11/4/2008,56.34,42.41,13.93,1.93,-1.93,1,,
5384204,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,YouGov,391,10/25/2008,404,Democrat,43,Republican,52,,-9,11/4/2008,42.59,55.71,-13.12,4.12,4.12,1,,
5384205,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/25/2008,600,Democrat,40.4,Republican,50.3,,-9.9,11/4/2008,42.59,55.71,-13.12,3.22,3.22,1,"previously listed as Zogby Analytics, telephone",
5384206,2008_Pres-G_WY,2008,WY,Pres-G,Pres-G,YouGov,391,10/25/2008,246,Democrat,29,Republican,67,,-38,11/4/2008,31.31,62.33,-31.02,6.98,-6.98,1,,
5384245,2008_Sen-GS_MS,2008,MS,Sen-G,Sen-GS,YouGov,391,10/25/2008,417,Democrat,40,Republican,48,,-8,11/4/2008,45.04,54.96,-9.92,1.92,1.92,1,,
5384246,2008_Sen-GS_WY,2008,WY,Sen-G,Sen-GS,YouGov,391,10/25/2008,246,Democrat,29,Republican,63,,-34,11/4/2008,25.86,71.5,-45.64,11.64,11.64,1,,
5384207,2008_Sen-G_AK,2008,AK,Sen-G,Sen-G,YouGov,391,10/25/2008,358,Democrat,44,Republican,42,,2,11/4/2008,47.77,46.52,1.25,.75,.75,1,,
5384208,2008_Sen-G_AL,2008,AL,Sen-G,Sen-G,YouGov,391,10/25/2008,452,Democrat,26,Republican,54,,-28,11/4/2008,36.52,63.36,-26.84,1.16,-1.16,1,,
5384209,2008_Sen-G_CO,2008,CO,Sen-G,Sen-G,National Journal,224,10/25/2008,409,Democrat,51,Republican,36,,15,11/4/2008,52.8,42.49,10.31,4.69,4.69,1,,
5384210,2008_Sen-G_CO,2008,CO,Sen-G,Sen-G,YouGov,391,10/25/2008,685,Democrat,51,Republican,36,,15,11/4/2008,52.8,42.49,10.31,4.69,4.69,1,,
5384211,2008_Sen-G_DE,2008,DE,Sen-G,Sen-G,YouGov,391,10/25/2008,346,Democrat,58,Republican,31,,27,11/4/2008,64.69,35.31,29.38,2.38,-2.38,1,,
5384212,2008_Sen-G_GA,2008,GA,Sen-G,Sen-G,YouGov,391,10/25/2008,910,Democrat,37,Republican,43,,-6,11/4/2008,46.8,49.8,-3,3,-3,1,,
5384213,2008_Sen-G_IA,2008,IA,Sen-G,Sen-G,YouGov,391,10/25/2008,795,Democrat,56,Republican,36,,20,11/4/2008,62.66,37.26,25.4,5.4,-5.4,1,,
5384214,2008_Sen-G_ID,2008,ID,Sen-G,Sen-G,YouGov,391,10/25/2008,372,Democrat,31,Republican,56,,-25,11/4/2008,34.11,57.65,-23.54,1.46,-1.46,1,,
5384215,2008_Sen-G_IL,2008,IL,Sen-G,Sen-G,YouGov,391,10/25/2008,783,Democrat,54,Republican,31,,23,11/4/2008,67.84,28.53,39.31,16.31,-16.31,1,,
5384216,2008_Sen-G_KS,2008,KS,Sen-G,Sen-G,YouGov,391,10/25/2008,499,Democrat,32,Republican,56,,-24,11/4/2008,36.46,60.06,-23.6,.4,-.4,1,,
5384217,2008_Sen-G_KY,2008,KY,Sen-G,Sen-G,YouGov,391,10/25/2008,486,Democrat,42,Republican,49,,-7,11/4/2008,47.03,52.97,-5.94,1.06,-1.06,1,,
5384218,2008_Sen-G_LA,2008,LA,Sen-G,Sen-G,Ed Renwick/Loyola University New Orleans,85,10/25/2008,475,Democrat,49,Republican,34,,15,11/4/2008,52.11,45.72,6.390000000000001,8.609999999999999,8.609999999999999,1,previously listed as Loyola University (New Orleans),
5384219,2008_Sen-G_LA,2008,LA,Sen-G,Sen-G,YouGov,391,10/25/2008,436,Democrat,52,Republican,39,,13,11/4/2008,52.11,45.72,6.390000000000001,6.61,6.61,1,,
5384220,2008_Sen-G_MA,2008,MA,Sen-G,Sen-G,YouGov,391,10/25/2008,705,Democrat,55,Republican,32,,23,11/4/2008,65.86,30.93,34.93,11.93,-11.93,1,,
5384221,2008_Sen-G_ME,2008,ME,Sen-G,Sen-G,YouGov,391,10/25/2008,486,Democrat,35,Republican,55,,-20,11/4/2008,38.58,61.33,-22.75,2.75,2.75,1,,
5384222,2008_Sen-G_MI,2008,MI,Sen-G,Sen-G,YouGov,391,10/25/2008,793,Democrat,52,Republican,29,,23,11/4/2008,62.66,33.85,28.81,5.81,-5.81,1,,
5384223,2008_Sen-G_MN,2008,MN,Sen-G,Sen-G,YouGov,391,10/25/2008,699,Democrat,40,Republican,39,,1,11/4/2008,41.99,41.98,.01,.99,.99,1,,
5384224,2008_Sen-G_MS,2008,MS,Sen-G,Sen-G,YouGov,391,10/25/2008,417,Democrat,28,Republican,56,,-28,11/4/2008,38.56,61.44,-22.88,5.12,-5.12,1,,
5384225,2008_Sen-G_MT,2008,MT,Sen-G,Sen-G,YouGov,391,10/25/2008,368,Democrat,60,Republican,32,,28,11/4/2008,72.92,27.08,45.84,17.84,-17.84,1,,
5384226,2008_Sen-G_NC,2008,NC,Sen-G,Sen-G,National Journal,224,10/25/2008,402,Democrat,45,Republican,43,,2,11/4/2008,52.65,44.18,8.470000000000001,6.47,-6.47,1,,
5384227,2008_Sen-G_NC,2008,NC,Sen-G,Sen-G,YouGov,391,10/25/2008,955,Democrat,48,Republican,42,,6,11/4/2008,52.65,44.18,8.470000000000001,2.47,-2.47,1,,
5384228,2008_Sen-G_NE,2008,NE,Sen-G,Sen-G,YouGov,391,10/25/2008,407,Democrat,34,Republican,53,,-19,11/4/2008,40.06,57.52,-17.46,1.54,-1.54,1,,
5384229,2008_Sen-G_NH,2008,NH,Sen-G,Sen-G,YouGov,391,10/25/2008,516,Democrat,49,Republican,41,,8,11/4/2008,51.59,45.25,6.34,1.66,1.66,1,,
5384230,2008_Sen-G_NJ,2008,NJ,Sen-G,Sen-G,Strategic Vision LLC,320,10/25/2008,800,Democrat,49,Republican,41,,8,11/4/2008,56.03,41.95,14.08,6.08,-6.08,1,,
5384231,2008_Sen-G_NJ,2008,NJ,Sen-G,Sen-G,YouGov,391,10/25/2008,777,Democrat,48,Republican,34,,14,11/4/2008,56.03,41.95,14.08,.08,-.08,1,,
5384232,2008_Sen-G_NM,2008,NM,Sen-G,Sen-G,YouGov,391,10/25/2008,457,Democrat,54,Republican,33,,21,11/4/2008,61.33,38.67,22.66,1.66,-1.66,1,,
5384233,2008_Sen-G_OK,2008,OK,Sen-G,Sen-G,SoonerPoll.com,308,10/25/2008,720,Democrat,41,Republican,51.3,,-10.3,11/4/2008,39.18,56.68,-17.5,7.2,7.2,1,,
5384234,2008_Sen-G_OK,2008,OK,Sen-G,Sen-G,YouGov,391,10/25/2008,491,Democrat,39,Republican,50,,-11,11/4/2008,39.18,56.68,-17.5,6.5,6.5,1,,
5384235,2008_Sen-G_OR,2008,OR,Sen-G,Sen-G,YouGov,391,10/25/2008,698,Democrat,44,Republican,43,,1,11/4/2008,48.9,45.55,3.35,2.35,-2.35,1,,
5384236,2008_Sen-G_RI,2008,RI,Sen-G,Sen-G,YouGov,391,10/25/2008,365,Democrat,64,Republican,25,,39,11/4/2008,73.07000000000001,26.47,46.6,7.600000000000001,-7.600000000000001,1,,
5384237,2008_Sen-G_SC,2008,SC,Sen-G,Sen-G,YouGov,391,10/25/2008,728,Democrat,31,Republican,47,,-16,11/4/2008,42.25,57.52,-15.27,.73,-.73,1,,
5384238,2008_Sen-G_SD,2008,SD,Sen-G,Sen-G,YouGov,391,10/25/2008,352,Democrat,60,Republican,35,,25,11/4/2008,62.49,37.51,24.98,.02,.02,1,,
5384239,2008_Sen-G_TN,2008,TN,Sen-G,Sen-G,YouGov,391,10/25/2008,653,Democrat,30,Republican,53,,-23,11/4/2008,31.64,65.14,-33.5,10.5,10.5,1,,
5384240,2008_Sen-G_TX,2008,TX,Sen-G,Sen-G,YouGov,391,10/25/2008,972,Democrat,35,Republican,47,,-12,11/4/2008,42.84,54.82,-11.98,.02,-.02,1,,
5384241,2008_Sen-G_VA,2008,VA,Sen-G,Sen-G,National Journal,224,10/25/2008,404,Democrat,60,Republican,31,,29,11/4/2008,65.03,33.73,31.3,2.3,-2.3,1,,
5384242,2008_Sen-G_VA,2008,VA,Sen-G,Sen-G,YouGov,391,10/25/2008,773,Democrat,58,Republican,33,,25,11/4/2008,65.03,33.73,31.3,6.3,-6.3,1,,
5384243,2008_Sen-G_WV,2008,WV,Sen-G,Sen-G,YouGov,391,10/25/2008,404,Democrat,55,Republican,37,,18,11/4/2008,63.73,36.26,27.47,9.470000000000001,-9.470000000000001,1,,
5384244,2008_Sen-G_WY,2008,WY,Sen-G,Sen-G,YouGov,391,10/25/2008,246,Democrat,25,Republican,68,,-43,11/4/2008,24.26,75.63,-51.37,8.370000000000001,8.370000000000001,1,,
5384247,2008_Gov-G_IN,2008,IN,Gov-G,Gov-G,Research 2000,281,10/26/2008,800,Democrat,40,Republican,54,,-14,11/4/2008,40.1,57.8,-17.7,3.7,3.7,1,,
5384248,2008_Gov-G_MO,2008,MO,Gov-G,Gov-G,SurveyUSA,325,10/26/2008,672,Democrat,55,Republican,38,3,17,11/4/2008,58.4,39.5,18.9,1.9,-1.9,1,,
5384249,2008_Gov-G_NC,2008,NC,Gov-G,Gov-G,Public Policy Polling,263,10/26/2008,1038,Democrat,47,Republican,44,5,3,11/4/2008,50.3,46.9,3.4,.4,-.4,1,,
5384250,2008_Gov-G_WA,2008,WA,Gov-G,Gov-G,Strategic Vision LLC,320,10/26/2008,800,Democrat,49,Republican,47,,2,11/4/2008,53.3,46.7,6.600000000000001,4.600000000000001,-4.600000000000001,1,,
5384251,2008_House-G_GA-8,2008,GA-8,House-G,House-G,SurveyUSA,325,10/26/2008,634,Democrat,49,Republican,45,,4,11/4/2008,57.24,42.76,14.48,10.48,-10.48,1,,
5384252,2008_House-G_IN-7,2008,IN-7,House-G,House-G,Research 2000,281,10/26/2008,400,Democrat,53,Republican,38,,15,11/4/2008,65.08,34.92,30.16,15.16,-15.16,1,,
5384253,2008_House-G_IN-9,2008,IN-9,House-G,House-G,Research 2000,281,10/26/2008,400,Democrat,53,Republican,40,,13,11/4/2008,57.77,38.41,19.36,6.36,-6.36,1,,
5384254,2008_House-G_KS-3,2008,KS-3,House-G,House-G,SurveyUSA,325,10/26/2008,635,Democrat,53,Republican,42,,11,11/4/2008,56.44,39.66,16.78,5.78,-5.78,1,,
5384255,2008_House-G_NC-8,2008,NC-8,House-G,House-G,Public Policy Polling,263,10/26/2008,1589,Democrat,51,Republican,46,,5,11/4/2008,55.38,44.62,10.76,5.76,-5.76,1,,
5384256,2008_House-G_OH-15,2008,OH-15,House-G,House-G,SurveyUSA,325,10/26/2008,632,Democrat,47,Republican,41,6,6,11/4/2008,45.94,45.18,.76,5.24,5.24,1,,
5384257,2008_House-G_SC-1,2008,SC-1,House-G,House-G,SurveyUSA,325,10/26/2008,600,Democrat,45,Republican,50,,-5,11/4/2008,47.89,51.93,-4.04,.96,-.96,1,,
5384258,2008_House-G_US,2008,US,House-G,House-G,Financial Dynamics,95,10/26/2008,725,Democrat,46,Republican,38,,8,11/4/2008,53.29,42.25,11.04,3.04,-3.04,1,aka Hotline/Diageo,
5384259,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,807,Democrat,43,Republican,49,,-6,11/4/2008,45.12,53.64,-8.52,2.52,2.52,1,,
5384260,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/26/2008,500,Democrat,46,Republican,51,,-5,11/4/2008,45.12,53.64,-8.52,3.52,3.52,1,,
5384261,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,774,Democrat,50,Republican,43,,7,11/4/2008,53.66,44.71,8.950000000000001,1.95,-1.95,1,,
5384262,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,243,10/26/2008,636,Democrat,51,Republican,42,,9,11/4/2008,53.66,44.71,8.950000000000001,.05,.05,1,previously listed as InsiderAdvantage,
5384263,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/26/2008,1000,Democrat,50,Republican,46,,4,11/4/2008,53.66,44.71,8.950000000000001,4.95,-4.95,1,,
5384264,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,747,Democrat,50,Republican,45,,5,11/4/2008,51.03,48.22,2.81,2.19,2.19,1,,
5384265,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Datamar,75,10/26/2008,630,Democrat,49.2,Republican,44.4,,4.8,11/4/2008,51.03,48.22,2.81,1.99,1.99,1,,
5384266,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Los Angeles Times,172,10/26/2008,639,Democrat,50,Republican,43,,7,11/4/2008,51.03,48.22,2.81,4.19,4.19,1,,
5384267,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/26/2008,1000,Democrat,51,Republican,47,,4,11/4/2008,51.03,48.22,2.81,1.19,1.19,1,,
5384268,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,690,Democrat,46,Republican,50,,-4,11/4/2008,46.99,52.2,-5.21,1.21,1.21,1,,
5384269,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Research 2000,281,10/26/2008,800,Democrat,47,Republican,47,,0,11/4/2008,49.77,48.74,1.03,1.03,-1.03,.5,,
5384270,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Humphrey Institute,143,10/26/2008,451,Democrat,56,Republican,37,,19,11/4/2008,54.06,43.82,10.24,8.76,8.76,1,,
5384271,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,825,Democrat,46,Republican,48,,-2,11/4/2008,49.29,49.43,-.14,1.86,-1.86,1,,
5384272,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/26/2008,1000,Democrat,48,Republican,47,,1,11/4/2008,49.29,49.43,-.14,1.14,1.14,0,,
5384273,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,SurveyUSA,325,10/26/2008,672,Democrat,48,Republican,48,,0,11/4/2008,49.29,49.43,-.14,.14,.14,.5,,
5384274,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,CNN/Opinion Research Corp.,37,10/26/2008,667,Democrat,52,Republican,46,,6,11/4/2008,49.7,49.37,.33,5.67,5.67,1,,
