Player,Position,ID,Draft Year,Projected SPM,Superstar,Starter,Role Player,Bust
Jodie Meeks,SG,jodie-meeks,2009,-1.126367342,0.000470732,0.035030749,0.434043249,0.53045527
Ronald Steele,PG,ronald-steele,2009,-1.130176574,0,0.031065424,0.403399965,0.565534611
Toney Douglas,SG,toney-douglas,2009,-1.135763383,0.000376679,0.093248406,0.317836893,0.588538023
Daniel Hackett,PG,daniel-hackett,2009,-1.141442631,0.000334449,0.055402307,0.376279074,0.567984169
Dionte Christmas,SG,dionte-christmas,2009,-1.155008392,0.000223044,0.021599355,0.440053246,0.538124355
Lee Cummard,SG,lee-cummard,2009,-1.163952731,8.27509E-05,0.040164022,0.388486631,0.571266596
Dante Cunningham,PF,dante-cunningham,2009,-1.165609419,0.000479618,0.037291431,0.402311703,0.559917248
Tony Gaffney,PF,tony-gaffney,2009,-1.167545252,0.000111734,0.032078959,0.388800177,0.57900913
Wesley Matthews,SF,23-wesley-matthews,2009,-1.170636117,0.00073021,0.063149342,0.361823476,0.574296973
Jeremy Pargo,PG,jeremy-pargo,2009,-1.191382719,0.000916568,0.035607013,0.372763354,0.590713066
Taj Gibson,PF,taj-gibson,2009,-1.191729732,0,0.06286482,0.351510874,0.585624306
Alade Aminu,PF,alade-aminu,2009,-1.194768524,0,0.02983381,0.389339654,0.580826537
Marcus Thornton,SG,marcus-thornton,2009,-1.200840893,0.000949911,0.049597252,0.368527606,0.58092523
Robert Vaden,SG,robert-vaden,2009,-1.219868835,0,0.020289887,0.401835765,0.577874348
Ben Woodside,PG,ben-woodside,2009,-1.23381005,0.000239821,0.010817879,0.400978075,0.587964225
Anthony Goods,SG,anthony-goods,2009,-1.235640746,0,0.017385808,0.398500359,0.584113833
Ahmad Nivins,PF,ahmad-nivins,2009,-1.23689697,0.001435249,0.045319125,0.351969057,0.601276569
Curtis Jerrells,PG,curtis-jerrells,2009,-1.24767364,0.00016929,0.026310141,0.371661012,0.601859557
John Bryant,C,john-bryant,2009,-1.251160689,0.000863936,0.020860783,0.360776692,0.617498588
Paul Delaney III,PG,paul-delaney,2009,-1.259403283,0.000542509,0.030685167,0.357608262,0.611164062
Paul Harris,SG,paul-harris,2009,-1.26740764,0.000368837,0.029703974,0.3582301,0.611697088
Leo Lyons,PF,leo-lyons,2009,-1.272805629,0.001285189,0.031248941,0.332828953,0.634636916
Bryan Mullins,PG,bryan-mullins,2009,-1.278985942,0.001555018,0.036378002,0.327711467,0.634355513
Courtney Fells,SG,courtney-fells,2009,-1.283806904,0,0.015639361,0.38248006,0.60188058
Jermaine Taylor,SG,jermaine-taylor,2009,-1.289605058,0.000273791,0.020647379,0.376656058,0.602422772
Jeff Adrien,PF,jeff-adrien,2009,-1.289708761,0,0.027940573,0.350565802,0.621493625
Jeff Pendergraph,PF,jeff-pendergraph,2009,-1.311856438,0.000524091,0.042853528,0.30343505,0.653187331
Kevin Rogers,PF,kevin-rogers,2009,-1.327541269,0,0.012972364,0.355828074,0.631199562
Dominic James,PG,dominic-james,2009,-1.331332445,0.00068388,0.032078096,0.309113579,0.658124445
Chris Johnson,C,21-chris-johnson,2009,-1.342311602,0,0.017125397,0.336075547,0.646799056
Josh Heytvelt,PF,josh-heytvelt,2009,-1.358348396,0,0.037205437,0.305337223,0.65745734
Jack McClinton,SG,jack-mcclinton,2009,-1.368058261,0,0.024756245,0.318503842,0.656739913
Taylor Griffin,SF,taylor-griffin,2009,-1.368544914,0,0.019771761,0.318837216,0.661391023
Luke Nevill,C,luke-nevill,2009,-1.387269572,0.001734331,0.019831207,0.301651377,0.676783085
Michael Beasley,PF,michael-beasley,2008,0.846981643,0.146477495,0.421324201,0.108675799,0.323522505
Russell Westbrook,PG,russell-westbrook,2008,0.772029843,0.142845458,0.386064356,0.169641495,0.301448691
Kevin Love,PF,kevin-love,2008,0.701868383,0.124772313,0.394285064,0.182695811,0.298246812
Eric Gordon,SG,23-eric-gordon,2008,0.571408185,0.18197888,0.251469238,0.190725436,0.375826446
Derrick Rose,PG,derrick-rose,2008,0.370977534,0.117009804,0.307279412,0.160294118,0.415416667
Brook Lopez,C,brook-lopez,2008,0.277650471,0.080688429,0.311318281,0.257076023,0.350917266
DeAndre Jordan,C,deandre-jordan,2008,0.175456557,0.021919771,0.365186246,0.367502388,0.245391595
Roy Hibbert,C,roy-hibbert,2008,0.030653331,0.009763837,0.38544127,0.308611101,0.296183791
Ryan Anderson,PF,ryan-anderson,2008,-0.14599499,0.010848848,0.2701932,0.395168925,0.323789028
Jerryd Bayless,PG,jerryd-bayless,2008,-0.197040332,0.046471861,0.278917749,0.254978355,0.419632035
J.J. Hickson,PF,jj-hickson,2008,-0.215940603,0.010678392,0.236599665,0.414907873,0.33781407
O.J. Mayo,SG,oj-mayo,2008,-0.26733938,0.072511416,0.226917808,0.212054795,0.488515982
Darrell Arthur,PF,darrell-arthur,2008,-0.295700055,0.007831243,0.204242438,0.479907338,0.308018981
Kosta Koufos,C,kosta-koufos,2008,-0.353931926,0.00433145,0.208757062,0.456120527,0.33079096
Robin Lopez,C,robin-lopez,2008,-0.385682568,0.010060837,0.21869652,0.426457594,0.344785049
Anthony Randolph,PF,anthony-randolph,2008,-0.425511294,0.014825581,0.25746124,0.294597868,0.43311531
Brandon Rush,SG,brandon-rush,2008,-0.477081716,0.002876426,0.176832836,0.458819326,0.361471413
Marreese Speights,C,marreese-speights,2008,-0.515967129,0.014006946,0.153577238,0.442504313,0.389911502
Mario Chalmers,PG,mario-chalmers,2008,-0.577428749,0.0114728,0.200073055,0.331394101,0.457060044
George Hill,PG,george-hill,2008,-0.66127188,0.001529382,0.160321914,0.426091244,0.41205746
Bill Walker,SF,bill-walker,2008,-0.775438915,0.007277987,0.130949944,0.385948603,0.475823466
Courtney Lee,SG,courtney-lee,2008,-0.807903032,0.005284049,0.111096042,0.40234613,0.481273779
JaVale McGee,C,javale-mcgee,2008,-0.808564185,0.00324924,0.129806799,0.403048654,0.463895306
Luc Richard Mbah a Moute,SF,luc-richard-mbah-a-moute,2008,-0.830799888,0.000973251,0.113358673,0.432241837,0.453426238
Bo McCalebb,PG,bo-mccalebb,2008,-0.842206232,0.003747739,0.039741949,0.535168134,0.421342178
Donte Greene,SF,donte-greene,2008,-0.861152814,0.002412281,0.148815789,0.351929825,0.496842105
D.J. Augustin,PG,dj-augustin,2008,-0.88945043,0.006242151,0.178705528,0.215808665,0.599243656
Joey Dorsey,PF,joey-dorsey,2008,-0.892621592,0.000842604,0.075713174,0.444320873,0.479123348
Malik Hairston,SG,malik-hairston,2008,-0.93788657,0.003675691,0.060182022,0.48016583,0.455976456
Mike Taylor,PG,mike-taylor,2008,-0.943786222,0,0.080278527,0.393845463,0.525876011
Joe Alexander,SF,joe-alexander,2008,-0.944380701,0.002319691,0.076967295,0.443911855,0.476801159
Jamont Gordon,SG,jamont-gordon,2008,-0.980782258,0.003404463,0.061128409,0.417733526,0.517733602
Marcus Dove,SF,marcus-dove,2008,-0.992405106,8.04808E-05,0.062775953,0.411566177,0.525577389
Darnell Jackson,PF,darnell-jackson,2008,-0.997641926,0,0.075217555,0.429994899,0.494787546
Josh Duncan,SF,josh-duncan,2008,-1.010999661,0,0.047927506,0.460188929,0.491883564
Chris Lofton,SG,chris-lofton,2008,-1.031019051,0.000922638,0.046547065,0.447099388,0.50543091
Joe Crawford,SG,joe-crawford,2008,-1.037005378,0,0.026220088,0.503200778,0.470579134
Chris Douglas-Roberts,SG,chris-douglas-roberts,2008,-1.037290462,0.002609553,0.073049005,0.41502612,0.509315322
Jawann McClellan,SG,jawann-mcclellan,2008,-1.044038892,0,0.025453521,0.49107715,0.483469328
Kyle Weaver,PG,kyle-weaver,2008,-1.056623149,0.001547841,0.069087263,0.371474735,0.557890161
Mickell Gladness,PF,mickell-gladness,2008,-1.070205359,0,0.041737969,0.418841334,0.539420697
Reggie Williams,SG,reggie-williams,2008,-1.07265197,0.000479011,0.045502156,0.444792513,0.50922632
Othello Hunter,PF,othello-hunter,2008,-1.095802318,0.000372025,0.039953366,0.4469725,0.512702109
Longar Longar,C,longar-longar,2008,-1.104147076,0,0.038092232,0.419631631,0.542276137
Patrick Ewing Jr.,SF,patrick-ewing-jr,2008,-1.12507373,0,0.034737872,0.408048341,0.557213787
Walter Sharpe,PF,walter-sharpe,2008,-1.128185543,0.000540176,0.035090743,0.406681761,0.557687319
Richard Hendrix,PF,richard-hendrix,2008,-1.129893634,0.000549552,0.048082634,0.388611358,0.562756456
Sasha Kaun,C,sasha-kaun,2008,-1.153571467,0.000551242,0.062724281,0.367184857,0.569539619
DeMarcus Nelson,SG,demarcus-nelson,2008,-1.156377959,0,0.050831801,0.391511974,0.557656225
Jamar Butler,PG,jamar-butler,2008,-1.159283845,0,0.032854111,0.396792209,0.57035368
Bryce Taylor,SG,bryce-taylor,2008,-1.160663274,0.000429662,0.027373635,0.455786539,0.516410165
Shawn James,PF,shawn-james,2008,-1.17474957,0,0.026489927,0.403015475,0.570494598
Drew Neitzel,PG,drew-neitzel,2008,-1.194098238,0,0.031552375,0.382981988,0.585465637
Shan Foster,SG,shan-foster,2008,-1.20277047,0,0.029972987,0.398565125,0.571461888
David Padgett,C,david-padgett,2008,-1.206137644,0,0.041702291,0.374067527,0.584230182
J.R. Giddens,SG,jr-giddens,2008,-1.212790993,0,0.026419841,0.403695361,0.569884798
James Mays,PF,james-mays,2008,-1.212861536,0.000754249,0.033138049,0.346204941,0.619902761
Aleks Maric,C,aleks-maric,2008,-1.233054229,0.000201092,0.025461239,0.36127327,0.613064399
Marcelus Kemp,SG,marcelus-kemp,2008,-1.244614514,0.000615393,0.012974095,0.408243199,0.578167314
C.J. Giles,C,cj-giles,2008,-1.260817974,0,0.03027509,0.340396423,0.629328487
D.J. White,PF,dj-white,2008,-1.26138559,0.000310542,0.047855396,0.336165574,0.615668488
Kentrell Gransberry,PF,kentrell-gransberry,2008,-1.265477115,0.000329292,0.03676358,0.322699588,0.640207541
Davon Jefferson,SF,davon-jefferson,2008,-1.271617811,0,0.046392694,0.3143379,0.639269406
Pat Calathes,SF,pat-calathes,2008,-1.271920418,0,0.03409069,0.338731924,0.627177387
Joseph Jones,PF,joseph-jones,2008,-1.28269015,0.000690756,0.021732945,0.355880873,0.621695427
Sonny Weems,SG,sonny-weems,2008,-1.284670711,0.0003511,0.037380132,0.337716135,0.624552634
Tyrone Brazelton,PG,tyrone-brazelton,2008,-1.290246751,0,0.035077507,0.321818806,0.643103687
Trent Plaisted,C,trent-plaisted,2008,-1.325366026,0.001000007,0.033831417,0.308200972,0.656967605
James Gist,PF,james-gist,2008,-1.334622166,0.000183631,0.019171784,0.342616683,0.638027902
DeVon Hardin,C,devon-hardin,2008,-1.344424433,8.47282E-05,0.031545715,0.294198249,0.674171308
Will Daniels,SF,will-daniels,2008,-1.38331535,0.0003185,0.013982913,0.326457676,0.659240911
Richard Roby,SG,richard-roby,2008,-1.418729044,0,0.012165814,0.315138756,0.67269543
Sean Singletary,PG,sean-singletary,2008,-1.448808722,0,0.021486277,0.268218792,0.710294932
Gary Forbes,SF,gary-forbes,2008,-1.522391895,0,0.005825426,0.26656472,0.727609854
Mike Conley Jr.,PG,mike-conley-jr,2007,1.003192572,0.167324561,0.404758772,0.126162281,0.301754386
Greg Oden,C,greg-oden,2007,0.822607728,0.126145553,0.38251829,0.16426967,0.327066487
Al Horford,PF,al-horford,2007,0.707756205,0.088973525,0.440303555,0.19413306,0.27658986
Joakim Noah,PF,joakim-noah,2007,0.422872969,0.079411998,0.387551261,0.197950034,0.335086707
Kevin Durant,SF,kevin-durant,2007,0.375088048,0.08179702,0.39641527,0.129143389,0.39264432
Thaddeus Young,SF,thaddeus-young,2007,0.23558509,0.057339574,0.398453398,0.210754986,0.333452042
Rodney Stuckey,SG,rodney-stuckey,2007,0.102143221,0.09202755,0.270807367,0.217030878,0.420134204
Jeff Green,SF,jeff-green,2007,0.077181143,0.043752093,0.324311358,0.256275342,0.375661208
Julian Wright,SF,julian-wright,2007,0.070925932,0.020599201,0.347806889,0.328754671,0.302839239
Corey Brewer,SG,corey-brewer,2007,0.030124876,0.034446562,0.268219041,0.382653147,0.31468125
Brandan Wright,PF,brandan-wright,2007,0.019708441,0.011444142,0.302588556,0.441825613,0.244141689
Spencer Hawes,C,spencer-hawes,2007,0.001760075,0.014423923,0.330386983,0.412181179,0.243007916
Javaris Crittenton,PG,javaris-crittenton,2007,-0.151552861,0.046666667,0.300974359,0.262564103,0.389794872
Wilson Chandler,SF,wilson-chandler,2007,-0.379371445,0.01280846,0.231717946,0.361419076,0.394054518
Daequan Cook,SG,daequan-cook,2007,-0.501947414,0.010837887,0.174134791,0.451775956,0.363251366
Sean Williams,C,sean-williams,2007,-0.560511843,0.006712721,0.183916618,0.396789924,0.412580737
Josh McRoberts,PF,josh-mcroberts,2007,-0.586086222,0.004396267,0.174482602,0.401204839,0.419916292
Jared Dudley,SF,jared-dudley,2007,-0.596161229,0.001211272,0.173232802,0.430848921,0.394707004
Glen Davis,PF,glen-davis,2007,-0.633933768,0.00268721,0.157226742,0.409084991,0.431001056
Taurean Green,PG,taurean-green,2007,-0.638724598,0.005701675,0.176848916,0.353878362,0.463571048
Gabe Pruitt,PG,gabe-pruitt,2007,-0.778987149,0.007583099,0.164344641,0.308926692,0.519145567
Reyshawn Terry,SF,reyshawn-terry,2007,-0.827142098,0.000498817,0.091555341,0.476973297,0.430972545
Ramon Sessions,PG,ramon-sessions,2007,-0.896731202,0.000494475,0.139291981,0.322416324,0.53779722
Blake Schilb,SF,blake-schilb,2007,-0.940592063,0.000890772,0.024305601,0.536346241,0.438457386
Carl Landry,PF,carl-landry,2007,-0.952895349,0.002045092,0.126780838,0.348472083,0.522701987
Aaron Gray,C,aaron-gray,2007,-0.988117752,0.003082401,0.077197758,0.414327094,0.505392747
Arron Afflalo,SG,arron-afflalo,2007,-0.989001289,0.002536551,0.087766561,0.407585638,0.50211125
Jared Jordan,PG,jared-jordan,2007,-1.001417117,0,0.0504095,0.439857541,0.509732959
Aaron Brooks,PG,aaron-brooks,2007,-1.002141462,0.000226926,0.112653988,0.342658981,0.544460105
Trey Johnson,SG,trey-johnson,2007,-1.016300094,0.000227294,0.037940873,0.486145205,0.475686628
Marcus Williams,SF,marcus-williams,2007,-1.036945497,0.001629615,0.088421201,0.393028007,0.516921176
Jeremy Hunt,SG,jeremy-hunt,2007,-1.050169298,0.000148497,0.03620393,0.458491518,0.505156055
Dominic McGuire,SF,dominic-mcguire,2007,-1.063704576,0.000356641,0.05666692,0.408822862,0.534153576
Alando Tucker,SF,alando-tucker,2007,-1.067313339,0.001979317,0.068654419,0.409033204,0.52033306
Coleman Collins,PF,coleman-collins,2007,-1.080813096,0.006000826,0.092893098,0.294143218,0.606962858
JamesOn Curry,SG,jameson-curry,2007,-1.091330806,0.0009741,0.063075371,0.393008873,0.542941657
Ron Lewis,SG,ron-lewis,2007,-1.093157647,0.000524503,0.046044288,0.428624622,0.524806587
Al Thornton,SF,al-thornton,2007,-1.122221451,0.002371322,0.112758214,0.262559545,0.622310919
Stephane Lasme,PF,stephane-lasme,2007,-1.126446842,0,0.033650267,0.420805601,0.545544131
Nick Young,SG,nick-young,2007,-1.127632903,0.001375957,0.063868301,0.378346412,0.55640933
Chris Richard,C,chris-richard,2007,-1.137437383,0.000914445,0.051526787,0.395376057,0.552182711
Justin Cage,SF,justin-cage,2007,-1.141748891,0.000157846,0.042355281,0.411841792,0.545645081
Nick Fazekas,PF,nick-fazekas,2007,-1.142440065,0,0.055473133,0.378605491,0.565921376
Russell Carter,SG,russell-carter,2007,-1.146738625,0.000683171,0.035898946,0.454586197,0.508831687
Larry Blair,PG,larry-blair,2007,-1.173959325,0,0.025654447,0.41797305,0.556372503
Dashaun Wood,PG,dashaun-wood,2007,-1.18766108,0.000536057,0.04801094,0.357982541,0.593470462
Kyle Visser,C,kyle-visser,2007,-1.192887647,0.002247541,0.06275572,0.318028969,0.61696777
Demetris Nichols,SF,demetris-nichols,2007,-1.193795757,0.000357952,0.037778369,0.380294105,0.581569575
Morris Almond,SG,morris-almond,2007,-1.200478712,0.002363498,0.029448476,0.385681847,0.582506179
Adam Haluska,SG,adam-haluska,2007,-1.20706148,0,0.022658589,0.40247889,0.574862521
Derrick Byars,SF,derrick-byars,2007,-1.221014622,0,0.036271297,0.377515503,0.586213199
Terrence Roberts,PF,terrence-roberts,2007,-1.233405112,0.000174937,0.014956939,0.387399768,0.597468356
Curtis Sumpter,SF,curtis-sumpter,2007,-1.253315231,0,0.022962755,0.373655826,0.603381419
Acie Law IV,PG,acie-law-iv,2007,-1.270554708,0.000223877,0.054207711,0.309945261,0.635623152
James Hughes,C,james-hughes,2007,-1.274591698,0,0.015792051,0.368221146,0.615986803
Darryl Watkins,C,darryl-watkins,2007,-1.290061988,0,0.024029775,0.36200974,0.613960485
Ian Vouyoukas,C,ian-vouyoukas,2007,-1.292037373,0,0.01920418,0.346150794,0.634645026
Coby Karl,SG,coby-karl,2007,-1.293094473,0,0.022468615,0.354340352,0.623191033
Herbert Hill,PF,herbert-hill,2007,-1.303318001,0,0.038268486,0.330349186,0.631382327
Mustafa Shakur,PG,mustafa-shakur,2007,-1.304223835,0.000728318,0.027577209,0.328554759,0.643139714
Jermareo Davidson,PF,jermareo-davidson,2007,-1.305091185,9.76795E-05,0.02812819,0.348322602,0.623451528
Ekene Ibekwe,PF,ekene-ibekwe,2007,-1.313001978,0.000348561,0.018529256,0.33419173,0.646930453
Cartier Martin,SF,cartier-martin,2007,-1.315786942,0.00020631,0.01747079,0.363320914,0.619001986
Ivan Radenovic,PF,ivan-radenovic,2007,-1.327384266,8.95414E-05,0.026357204,0.341745847,0.631807407
Sammy Mejia,SG,sammy-mejia,2007,-1.341460216,0.000689575,0.013929536,0.349743728,0.635637161
Quinton Hosley,SG,quinton-hosley,2007,-1.350532878,0,0.017552802,0.321870254,0.660576945
D.J. Strawberry,SG,dj-strawberry,2007,-1.362045295,0.000974698,0.031569322,0.308657066,0.658798913
Brandon Heath,PG,brandon-heath,2007,-1.422842426,0,0.013547162,0.307966577,0.678486261
Mario Boggan,PF,mario-boggan,2007,-1.431512218,0,0.011855878,0.291606389,0.696537734
Mohamed Abukar,C,mohamed-abukar,2007,-1.446777065,0,0.015200467,0.28348395,0.701315583
Zabian Dowdell,PG,zabian-dowdell,2007,-1.462475829,0.000268062,0.023533727,0.258410449,0.717787762
Rajon Rondo,PG,rajon-rondo,2006,0.894834871,0.122587515,0.43248579,0.141469393,0.303457302
Tyrus Thomas,PF,tyrus-thomas,2006,0.865400995,0.124712644,0.412997347,0.135411141,0.326878868
LaMarcus Aldridge,PF,lamarcus-aldridge,2006,0.658653714,0.101638437,0.425575478,0.170277587,0.302508499
Rudy Gay,SF,rudy-gay,2006,0.462126908,0.083618277,0.42863719,0.160119071,0.327625462
Ronnie Brewer,SG,ronnie-brewer,2006,0.4266451,0.089043239,0.356336544,0.165396502,0.389223715
Kyle Lowry,PG,kyle-lowry,2006,0.329211101,0.049197722,0.383973635,0.232291565,0.334537078
Brandon Roy,SG,brandon-roy,2006,0.286436152,0.079167494,0.368801918,0.207120703,0.344909885
Paul Millsap,PF,paul-millsap,2006,-0.03897581,0.006100948,0.315098923,0.326262406,0.352537723
Patrick O'Bryant,C,patrick-o-bryant,2006,-0.053936217,0.018479873,0.29454603,0.398548083,0.288426013
Randy Foye,SG,randy-foye,2006,-0.300179995,0.036798019,0.230454942,0.287249231,0.445497809
Daniel Gibson,PG,daniel-gibson,2006,-0.457124904,0.010676808,0.250537607,0.309795436,0.428990149
P.J. Tucker,SF,pj-tucker,2006,-0.460092589,0.006508848,0.19409026,0.416743394,0.382657499
Jordan Farmar,PG,jordan-farmar,2006,-0.50403332,0.045649987,0.224285388,0.228155188,0.501909437
J.J. Redick,SG,jj-redick,2006,-0.534230627,0.008943795,0.225057833,0.324098921,0.441899451
Marcus Williams,PG,2-5-marcus-williams,2006,-0.581940486,0.006370245,0.213813254,0.309843927,0.469972574
Adam Morrison,SF,adam-morrison,2006,-0.627188565,0.017599666,0.134757221,0.504097281,0.343545832
Cedric Simmons,PF,cedric-simmons,2006,-0.637550356,0.009219395,0.160887594,0.402180693,0.427712319
Shawne Williams,SF,shawne-williams,2006,-0.687987567,0.001300578,0.191979769,0.344653179,0.462066474
Shannon Brown,SG,shannon-brown,2006,-0.713098249,0.01003574,0.154995876,0.378290503,0.456677881
Jose Juan Barea,PG,jose-juan-barea,2006,-0.791446178,0,0.070324346,0.479742202,0.449933452
Steve Novak,SF,steve-novak,2006,-0.794232211,0,0.074972173,0.51266365,0.412364177
Hilton Armstrong,C,hilton-armstrong,2006,-0.799960611,0.002485121,0.104489141,0.464946189,0.428079549
Shelden Williams,PF,shelden-williams,2006,-0.829957516,0.001680307,0.141285663,0.394105962,0.462928068
Renaldo Balkman,SF,renaldo-balkman,2006,-0.838138856,0.002656744,0.111817105,0.38767753,0.497848622
Marcus Slaughter,SF,marcus-slaughter,2006,-0.898807172,0.005847171,0.096684538,0.381072507,0.516395784
Josh Boone,C,josh-boone,2006,-0.924881748,0.001184168,0.073858516,0.473112234,0.451845082
Thomas Gardner,SG,thomas-gardner,2006,-0.952953993,0.002046359,0.067722995,0.439567367,0.490663279
J.P. Batista,PF,jp-batista,2006,-0.96178314,0,0.060529314,0.447289582,0.492181104
Rashad Anderson,SG,rashad-anderson,2006,-0.975748574,0.000236334,0.055220209,0.474162292,0.470381164
Leon Powe,PF,leon-powe,2006,-0.97880805,0.001077039,0.08933676,0.393369237,0.516216963
James Augustine,PF,james-augustine,2006,-0.98198068,0.001059535,0.080348111,0.420657049,0.497935305
Taquan Dean,SG,taquan-dean,2006,-1.009152563,0.000446063,0.047023768,0.460872631,0.491657538
Taj Gray,PF,taj-gray,2006,-1.009360186,0,0.063238309,0.419585073,0.517176618
Dee Brown,PG,dee-brown,2006,-1.009604074,0.000579799,0.104696193,0.342278218,0.552445791
James White,SG,james-white,2006,-1.012832448,0.000102612,0.081280709,0.398965043,0.519651636
Hassan Adams,SG,hassan-adams,2006,-1.016680524,0.003368882,0.06200404,0.421001814,0.513625264
Rodney Carney,SF,rodney-carney,2006,-1.023898826,0.000416127,0.083631202,0.384290607,0.531662064
Craig Smith,PF,craig-smith,2006,-1.037524885,0.000227113,0.088244221,0.366627129,0.544901537
Eric Williams,PF,eric-williams,2006,-1.045904093,0.0013917,0.058778529,0.403884795,0.535944976
Will Blalock,PG,will-blalock,2006,-1.061063412,0,0.119371704,0.295854051,0.584774245
Chris Quinn,PG,chris-quinn,2006,-1.069937202,0.000358041,0.035697513,0.435931512,0.528012933
Terrell Everett,PG,terrell-everett,2006,-1.079333551,0.000409872,0.066332713,0.382465488,0.550791927
Mike Gansey,SG,mike-gansey,2006,-1.086715179,0,0.04958843,0.408894383,0.541517187
Marco Killingsworth,PF,marco-killingsworth,2006,-1.112231555,0.000314251,0.036822866,0.405351034,0.55751185
Sean Dockery,PG,sean-dockery,2006,-1.114393299,0.002325354,0.041794534,0.399629259,0.556250853
Denham Brown,SG,denham-brown,2006,-1.121864202,0,0.041736569,0.429479697,0.528783734
Gerry McNamara,PG,gerry-mcnamara,2006,-1.125502548,0,0.029358673,0.419732105,0.550909222
Maurice Ager,SG,maurice-ager,2006,-1.130726183,0.000156328,0.061634747,0.402958574,0.535250351
Ryan Hollins,C,ryan-hollins,2006,-1.140327196,0,0.046265129,0.404903695,0.548831176
Paul Davis,C,paul-davis,2006,-1.147575938,0.002096473,0.049802501,0.368068074,0.580032951
Guillermo Diaz,SG,guillermo-diaz,2006,-1.17029603,0.000656052,0.051492409,0.364697217,0.583154322
Carl Krauser,PG,carl-krauser,2006,-1.171553955,0.000112384,0.033148385,0.394388889,0.572350343
Mike Hall,SF,mike-hall,2006,-1.188284397,0.000792365,0.040088415,0.366909214,0.592210006
Allan Ray,SG,allan-ray,2006,-1.19479775,0.000452551,0.036683888,0.408591856,0.554271705
Quincy Douby,SG,quincy-douby,2006,-1.233756825,0.001640896,0.029929447,0.384203285,0.584226372
Kevin Pittsnogle,C,kevin-pittsnogle,2006,-1.249727784,0,0.035165329,0.364870001,0.59996467
Bobby Jones,SF,bobby-jones,2006,-1.252051567,0.000385708,0.029009357,0.383398083,0.587206851
Curtis Stinson,SG,curtis-stinson,2006,-1.259074405,0.001586909,0.017321857,0.378356469,0.602734765
Brandon Bowman,SF,brandon-bowman,2006,-1.270896704,0.000461789,0.029096183,0.364547723,0.605894306
Eric Hicks,PF,eric-hicks,2006,-1.287549793,0.000322246,0.03841218,0.333340142,0.627925432
Justin Williams,C,2-justin-williams,2006,-1.298783989,0,0.026794395,0.315803717,0.657401888
Daniel Horton,PG,daniel-horton,2006,-1.302865336,0.000530699,0.025745074,0.340479443,0.633244784
Dwayne Mitchell,SG,dwayne-mitchell,2006,-1.307420949,0,0.027806266,0.332754988,0.639438746
Mardy Collins,PG,mardy-collins,2006,-1.31052618,0.000682911,0.028480343,0.324515133,0.646321614
Alexander Johnson,PF,alexander-johnson,2006,-1.310845492,0.000342648,0.025417757,0.33552235,0.638717245
Marcellus Sommerville,SF,marcellus-sommerville,2006,-1.332386361,0,0.013930256,0.345213389,0.640856355
Yemi Nicholson,C,yemi-nicholson,2006,-1.33638633,0.000463321,0.013870777,0.334836467,0.650829435
Kenny Adeleke,PF,kenny-adeleke,2006,-1.338024761,0.000231108,0.024555578,0.300708636,0.674504678
Solomon Jones,C,solomon-jones,2006,-1.358493614,0,0.033607649,0.277170314,0.689222037
Matt Haryasz,PF,matt-haryasz,2006,-1.365337656,0,0.011389256,0.323808303,0.664802441
Steven Smith,SF,steven-smith,2006,-1.365488034,0.000763748,0.008598138,0.339355465,0.651282649
Christian Maraker,PF,christian-maraker,2006,-1.369054128,0.000170104,0.00611271,0.337850939,0.655866247
Terence Dials,PF,terence-dials,2006,-1.372742082,0.000493327,0.022085591,0.306931328,0.670489753
Nik Caner-Medley,SF,nik-caner-medley,2006,-1.384968817,0.000377481,0.025429712,0.305453664,0.668739143
Danilo Pinnock,SG,danilo-pinnock,2006,-1.393336168,0.000764545,0.022109106,0.307882068,0.669244282
Pops Mensah-Bonsu,PF,pops-mensah-bonsu,2006,-1.489407128,0,0.013397888,0.270303033,0.716299079
Louis Amundson,PF,louis-amundson,2006,-1.515200728,0,0.010102224,0.246133561,0.743764216
Chris Paul,PG,chris-paul,2005,1.516427425,0.163318627,0.48997168,0.099132824,0.247576869
Marvin Williams,SF,24-marvin-williams,2005,0.971451805,0.109619048,0.464428571,0.176428571,0.24952381
Deron Williams,PG,deron-williams,2005,0.435942694,0.068499308,0.401545283,0.173836541,0.356118868
Raymond Felton,PG,raymond-felton,2005,0.329183515,0.050032359,0.3878886,0.187466559,0.374612483
Andrew Bogut,C,andrew-bogut,2005,0.292890937,0.071469166,0.320787449,0.237761143,0.369982242
Danny Granger,SF,danny-granger,2005,0.210018054,0.065360607,0.31451764,0.245216653,0.374905099
Brandon Bass,PF,brandon-bass,2005,-0.196150629,0.010712641,0.282192702,0.356845661,0.350248995
Sean May,PF,sean-may,2005,-0.242284638,0.023464762,0.238113376,0.401014733,0.33740713
Charlie Villanueva,PF,charlie-villanueva,2005,-0.24409248,0.006957318,0.285927428,0.370911109,0.336204145
David Lee,PF,david-lee,2005,-0.283373496,0.006339022,0.295078413,0.337241606,0.361340959
Randolph Morris,C,randolph-morris,2005,-0.362571159,0.01409176,0.215168539,0.393071161,0.377668539
Channing Frye,C,channing-frye,2005,-0.398153409,0.007390003,0.301804693,0.294953135,0.395852168
Rashad McCants,SG,rashad-mccants,2005,-0.416804664,0.016141689,0.206559706,0.386430919,0.390867686
