Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
223,Southern Media & Opinion Research,310,7,no,no,.5266091678016338,B/C,.0930673670065113,1,.2857142857142857,6.942311150687082,5.298149337056105,1.649016154237565,.345261579985275,.0647984239819264,7,.4958853040422712,.4604760669526599,,0
224,Edgewater Research/My People Vote,530,2,no,no,.5280291468967028,B/C,-.0622989158976114,1,0,1.700000762939453,5.328922781218676,-3.624067677672634,-1.380189154171575,-.1292624283363107,2,-.665191650390625,.6833324432373047,1.23333485921224,1.027081012971852
225,The Polling Company Inc./National Research Inc.,644,1,no,no,.5292794977249156,B/C,-.1123074703570687,0,0,2.625537872314453,5.513608298180296,-2.883216085259253,-3.702385581933174,-.1583696671748479,1,-2.625537872314453,1.806111229790582,3.55000114440918,.8307405767476224
226,Dixie Strategies,81,11,no,no,.5298564900697459,B/C,-1.115235573972929,.9545454545454546,.5454545454545454,6.573435003107244,5.957171311888197,.6211180318256374,.6577821430093992,.2149729736070278,8,-4.019611358642578,-3.992251247054335,7.151050894272147,0
227,Personal Marketing Research,252,3,no,no,.530340999794168,B/C,,.6666666666666666,.3333333333333333,5.411446253458659,9.377282965354292,-3.960982371289043,-3.530717722236241,-.1498001733881424,0,,,6.100505063388336,.027413447753404
228,Ethridge & Associates LLC,89,6,no,no,.5308744366044175,B/C,-.055599642064223,.8333333333333334,0,2.664740244547526,4.98668521896212,-2.317090633808005,-1.87322592458754,-.1461447971745971,6,-.7126541137695313,-3.704166666666667,1.945446689463193,1.274145774244554
229,Bendixen & Amandi International,29,2,no,no,.5315842228214828,B/C,.1210308213228181,1,0,3.005687713623047,4.984013891347866,-1.97347183711823,-.6174179684120591,-.0473797997596811,2,1.577182769775391,3.181666628519694,,0
230,Forward Strategies,102,2,no,no,.5325782279628469,B/C,.0664861010956853,1,0,1.30284309387207,4.886251782915052,-3.578554348436392,-2.347493426889205,-.119796225681907,2,1.30284309387207,3.616071428571428,4,.9065719204133242
231,CSP Polling,39,1,no,yes,.5348104598229051,F,.1097464575157897,1,0,2.565666198730469,5.441342618051372,-2.870822078714313,-2.766629486439672,-.1183426688731848,1,2.565666198730469,-2.554444630940755,4.166666666666667,.8959329994868166
232,Market Decisions Research,184,4,no,no,.5366016543782307,B/C,-.0691058240412036,1,.25,4.664346694946289,5.005561781468037,-.3363607459151585,-1.297582604298548,-.0942474546031129,4,-.9514369964599609,-.3999999999999999,5.5,.654655589746167
233,Targeted Persuasion,579,1,no,no,.5380648282103843,B/C,,1,0,.9474029541015625,9.672130421329964,-8.719873126621811,-10.15794896327855,-.4053047290142406,0,,,,0
234,University of Houston,351,1,no,no,.5380648282103843,B/C,,1,0,2.005395889282227,9.546341300288688,-7.536091070399872,-8.858919949950904,-.3534731433140437,0,,,,0
235,Singularis Group,306,1,no,no,.5380648282103843,B/C,-.0318606585104297,1,0,.7985076904296875,5.294739482378556,-4.491377451342279,-4.471793064531674,-.1784256726214928,1,-.7985076904296875,2,,0
236,Change Research,48,109,yes,no,.5429569259997251,B-,2.87662266524397,.7477064220183486,.3486238532110092,6.361464404184884,5.119239181516076,1.247079563275397,.5089871793837869,.4322299068123009,101,3.433526256296894,.8843236647144364,4.25586283905743,.2042655012436705
237,Valley Research,368,8,no,no,.543939611598199,B/C,.4143418875818117,.875,.125,5.055089473724365,4.956138550299345,.1038052640316096,-.1034487324724526,-.0120083683019043,8,3.56943941116333,3.237499713897705,2,.1596209649877704
238,University of Wisconsin-Milwaukee,366,3,no,no,.5472114288863595,B/C,-.0600707773696393,1,0,1.627614339192708,6.21254154765672,-4.580072867857422,-4.605856013381849,-.1699895021284382,3,-1.627614339192708,3.361111111111111,,0
239,Tufts University,666,1,no,no,.5475642325774921,B/C,.1340538827996505,1,0,2.547023773193359,3.799137245215796,-1.247259131415847,-1.337384828697161,-.0703886751945874,1,2.547023773193359,-1.293440993114185,3.034583250681559,.2571052476695102
240,Mercyhurst University,422,1,no,no,.5539666948301877,B/C,-.0256045861832137,1,0,.7379531860351563,6.010215435191023,-5.267407908549278,-6.730360836853476,-.2335217292267797,1,-.7379531860351563,,,0
241,Odney,524,1,no,no,.5539666948301877,B/C,.0714600242176442,1,0,2.059558868408203,6.073717909854865,-4.009304700840073,-5.155234784676257,-.1788699552178043,1,2.059558868408203,-8,8,0
242,Diamond State Consulting Group,78,1,no,no,.5539666948301877,B/C,.1311797930771222,1,0,3.780750274658203,5.635256578671561,-1.849651963406769,-2.870160877203463,-.0995852893255796,1,3.780750274658203,-5.400001525878906,5.400001525878906,.4194975189688179
243,University of Tennessee,362,2,no,no,.5572493027700784,B/C,-.091661963825131,1,0,2.726200103759766,4.856763059162516,-2.125708614796161,-3.986092255272814,-.1340228267186099,2,-2.726200103759766,-5.439999389648438,,0
244,Jim Meader (KELOLAND-TV),159,4,no,no,.5587163216241517,B/C,.2520143302391507,1,.25,4.569961547851563,5.400266969587797,-.8254510811296456,-.780651571215634,-.0430496801362668,4,4.569961547851563,4.379166603088379,,0
245,Overtime Politics,247,12,no,yes,.5606575823109456,F,,.6666666666666666,.4166666666666667,9.819032033284506,8.8002319152952,1.023654458595894,.7574553550038076,.2520475497343417,0,,,6.634753052243117,0
246,Reconnect Research/Probolsky Research,651,2,no,no,.5612857184847847,B/C,-.1652378082275391,.5,0,1.652378082275391,5.308732091518542,-3.651499668636562,-1.94561455137911,-.194561455137911,2,-1.652378082275391,-1.215624690055847,2.200000762939453,2.014471736226958
247,KG Polling,502,2,no,yes,.5629580963561331,F,.1902591516344927,1,0,2.170063018798828,5.563354060502096,-3.388436701096678,-1.625743500085212,-.1425362196498393,2,2.170063018798828,.5,1,1.574900309824624
248,DHM Research,76,14,no,no,.5642438083247361,B/C,-.0778338840348906,.8571428571428571,.0714285714285714,4.376786095755441,5.490767137210339,-1.109126700848309,.1861249118860822,.0541392592911868,12,-.3195734024047852,.3325756911075473,4.497297898437283,.5406756684793275
249,Richmond Times-Dispatch,288,4,no,no,.5651237642740335,B/C,.1608213861396819,1,0,3.31916332244873,4.581592794419672,-1.257575131364352,-.8314425452721331,-.0458175309691152,4,2.918396949768066,2.411111111111111,4.964109123704968,.1657404533149993
250,Manhattanville College,181,3,no,no,.5663975253264174,B/C,-.1715809583025112,1,.3333333333333333,6.246330261230469,6.767597272395764,-.5164126705587059,-1.659693474538157,-.0572050630429813,2,-8.190769195556641,.1535353323425901,7.177654338522139,0
251,War Room Logistics,374,1,no,no,.5678598845666973,B/C,,1,1,4.470468521118164,7.490421217887829,-3.015098356163076,-2.561214517790606,-.0772220554053263,0,,,11.55555555555556,0
252,IMGE Insights,145,2,no,no,.569244618947208,B/C,-.5264236856242678,1,.5,6.416610717773438,5.028467100058508,1.392997958321519,-.050222927770391,-.0041203276780526,2,-6.416610717773438,-.539500045776367,6.877749860236933,0
253,Franklin Pierce University,107,17,no,no,.5729475581501563,B/C,.7443353315476624,.8529411764705882,.4705882352941176,6.727921429802389,5.895960444249671,.8368153261593081,.5520588097406083,.1153434623410852,12,4.465128262837728,5.21357908574944,5.853875597785531,.0872893362468564
254,Alaska Survey Research,155,9,no,no,.5740976421836099,B/C,1.864177303236265,.4444444444444444,.4444444444444444,7.410337236192492,5.666928752451221,1.748262824347859,.7170276814330256,.1817091398941078,9,7.356078677707249,3.51202323247516,11.22645419647108,0
255,Crantford Research,62,1,no,no,.5799820738756363,B/C,.0644898214916852,1,0,2.462959289550781,5.432348998703429,-2.964535368546058,-3.657323993631593,-.0957629192196584,1,2.462959289550781,9,,0
256,Lincoln Institute,170,2,no,no,.5824804547828468,B/C,-.1048016342512832,.75,0,4.131523132324219,5.241303960991875,-1.104926488061066,-2.900882953570159,-.0735847929610441,2,-4.131523132324219,2.731892899104527,,0
257,Belden Russonello,28,3,no,no,.5854152596770307,B/C,.0612298840920925,1,.3333333333333333,4.136116027832031,5.484229198564642,-1.343258830126022,-.4477223734118073,-.0222070626520885,3,1.234471638997396,2.103030233672171,,0
258,PSB Research,250,19,no,no,.58657849860232,B/C,2.312793349272176,.631578947368421,.4210526315789473,7.750792453163548,6.17902469742683,1.576622096343309,.8199137789340896,.2728400172265894,19,6.950194308632298,1.048611153496636,5.391713725320113,.0154466635775686
259,Rivercity Polling,291,1,no,no,.5867095617996063,B/C,-.1747003444309101,1,0,6.67205810546875,6.567956656091599,.1089557899837401,-1.74306753384611,-.0456402647752209,1,-6.67205810546875,-11.25000095367432,,0
260,JMC Analytics/Bold Blue Campaigns,503,5,no,no,.5874416106710005,B/C,-1.070948914995215,.8,.2,6.71466293334961,5.744101656167575,.9754156177886241,.6814295843276099,.1320003689858563,5,-5.528592681884765,-6.841666539510092,26.00000000000001,0
261,AYTM,635,4,no,no,.5874428609973176,B/C,.6593147624622692,.75,0,3.62623119354248,4.288456421692077,-.6573708875430071,-.621834409146875,-.1130608016630682,4,3.62623119354248,.2269919453753536,3.051699940686654,1.278770144632121
262,Sacred Heart University,453,2,no,no,.590285521478589,B/C,-.0296161979447906,.5,0,5.240124702453613,4.791280420565943,.4536986224942599,.3169148321298133,.029893107341468,2,-.3139791488647461,-4.999999364217123,6.400001525878906,0
263,Florida International University/Univision,98,1,no,no,.5905468090816441,B/C,.0409435610025319,1,0,1.801551818847656,6.275675393553641,-4.469269234099396,-6.748338224380611,-.153368332159537,1,1.801551818847656,-13,,0
264,New Mexico State University,230,1,no,no,.5905468090816441,B/C,,0,0,7.145587921142578,8.887578428768251,-1.737136167019083,-3.246362520751393,-.0737795274685672,0,,,,0
265,Google Surveys,122,24,yes,no,.5910540989182087,B-,-.1320225189736835,.875,.375,5.395437399546306,4.042196857099917,1.358094883052978,1.673735555736507,.7880981354922491,24,-.2803848584493001,-.7534010766392506,3.622811150441299,0
266,"Drake Research & Strategy, Inc.",329,8,no,no,.5930347165011257,B/C,-.0084243407434823,.375,.25,6.763461589813232,5.462638528883079,1.305677401536743,.3030344080762783,.0302695564089603,8,-.0843377113342285,3.447916666666666,6.077265755114779,.082563133011754
267,Myers Research & Strategic Services,319,2,no,no,.5931762470380728,B/C,.14019584241651,.5,0,4.186407089233398,5.420198471970155,-1.228937042130168,-.939433161975486,-.0314600612720815,2,4.186407089233398,3.4,,0
268,Aspen Media & Market Research,17,3,no,no,.5947561192509095,B/C,-.0063020479446093,1,.6666666666666666,7.454544067382813,5.585990837842279,1.873407570147123,-.0905029317702228,-.0051502375826832,3,-.1107432047526042,,,0
269,Strategy Research,322,2,no,no,.5964185280907349,B/C,-.502543845186506,0,1,6.125537872314453,4.795572996646543,1.3348192162745,.2810015239701942,.0230535814654743,2,-6.125537872314453,-1.999411639045267,3.18333371480306,0
270,Thirty-Ninth Street Strategies,460,1,no,no,.5974059606860419,B/C,-.0930488167484266,0,0,2.029548645019531,6.352832115291105,-4.318429129664985,-2.889176387062972,-.1324602122020666,1,-2.029548645019531,-2.366666158040364,3,2.579896826126576
271,Léger,572,3,no,no,.5986432751854601,B/C,.5543367295038132,1,0,3.880357106526693,4.067416440790304,-.1822049936570226,-.2087787508579852,-.029825535836855,3,3.880357106526693,.0554211096012545,2.481682881901375,.8352816771562054
272,Jorge Benítez,600,4,no,no,.6023811895696973,B/C,,.5,0,5.131099700927734,5.297056208821066,-.1611021672867416,.7390965426333351,.1343811895696973,0,,,9.25,0
273,Morningside College,536,1,no,no,.6034162189016622,B/C,,0,0,6.407428741455078,9.729677981260473,-3.317394899198805,-1.103253928318778,-.0580659962273041,0,,,3.699999809265137,1.08416208745036
274,Strategic Research Associates,462,5,no,no,.6036641636076195,B/C,.3747894164079429,.8,.2,5.041973876953125,5.698348743882117,-.6515205263224031,.4061735327735359,.0786802590194251,5,1.934786987304687,.0516381561224897,3.249998092651368,.3590022379417611
275,Pasquines,552,1,no,no,.6050388666367741,B/C,,1,0,10.38766098022461,9.457199369386293,.9353159514449056,-.3214632953961422,-.0128264666715264,0,,,,0
276,Rhode Island College,285,5,no,no,.6052651567589953,B/C,-.1309599430563732,1,.2,6.078450393676758,5.643182177476349,.4401225568069987,-.1207338524825411,-.0132398729805376,4,-1.535097599029541,-.7666666666666666,3.899063505374267,.6776090875222862
277,Benenson Strategy Group,30,11,no,no,.605386233072347,B/C,1.073700341264608,.6818181818181818,.2727272727272727,6.616428722034801,5.982649614913623,.6386334477277672,.8050801346974074,.1752290867103117,11,4.933055530894887,6.076555563608805,9.891467459076249,0
278,Canisius College,43,1,no,no,.6077461967520814,B/C,,1,0,.0537261962890625,9.408736251272929,-9.350155714377276,-7.814129174736894,-.1336119006709826,0,,,,0
279,Central Surveys Inc.,46,1,no,no,.6077461967520814,B/C,.0285126270690753,0,0,1.667526245117188,4.926187360836865,-3.253806775113088,-2.185356381181451,-.037366879047395,1,1.667526245117188,2.2526317395662,,0
280,Clarus Research Group,53,3,no,no,.607940232459405,B/C,.3041951139593911,1,.3333333333333333,6.774649302164714,5.256346821450742,1.523156821320561,.3619302539864748,.0271471347031992,3,4.055581410725911,2.230769230769231,,0
281,ASA Marketing Group,5,1,no,no,.6092912170977801,B/C,.1091834640090221,1,0,5.53753662109375,5.337060581610748,.2053303800895914,-1.515833975783473,-.0298876586582136,1,5.53753662109375,,,0
282,Big Ten,31,10,no,no,.6096351794226076,B/C,.8017199283111563,1,.2,4.693703460693359,4.686770196983301,.0117876043166478,.7890621290033689,.1488772365018657,10,4.249184417724609,5.247590615481009,5.429372335731,0
283,Frank N. Magid Associates Inc.,105,5,no,no,.6096971367765378,B/C,.4424162741492621,.8,.4,6.323271942138672,5.399626510996111,.9284997717491503,.1270103684589344,.0088864522206397,5,6.323271942138672,-.0400000000000002,5.126399401608414,.2100317129115976
284,Purple Strategies,265,4,no,no,.610557670306633,B/C,-.3335362614200786,.875,0,3.015741348266602,4.333702658060196,-1.313106969187005,-.6859282325093059,-.0758625862941251,4,-3.015741348266602,-.151845747877509,2.240816279876927,1.294884551633112
285,Triumph Campaigns,339,1,no,no,.6113271515044195,B/C,-.1573667355033384,1,0,4.229019165039063,5.054368836402566,-.8204953307569141,-.2520172785339738,-.0093778568660047,1,-4.229019165039063,-5,,0
286,BIGresearch,19,1,no,no,.611345728047248,B/C,-.0300829916661306,1,0,1.889528274536133,4.344390565009105,-2.450007949866383,-3.720704480533952,-.0592369658546209,1,-1.889528274536133,-7.5,6.4,0
287,University of Texas at Tyler,458,5,no,no,.6146207669324337,B/C,.088754363783471,.6,.6,6.617877197265625,5.799107866113763,.8236236717584504,.8387642208673118,.1752127445093873,4,.5210199356079102,-.0544177547333733,4.951616544283369,0
288,Cooper & Secrest,60,1,no,no,.6147010430708935,B/C,-.0391345768022912,0,0,2.640132904052734,6.184046929344141,-3.539059684684817,-4.960907426329268,-.0735353180086958,1,-2.640132904052734,,,0
289,OurProgress (The Progress Campaign),561,1,no,yes,.6161654942043626,F,,1,1,9.39239501953125,8.365918202901572,1.031331157236268,.2231443898828894,.0117444415727837,0,,,,0
290,Meeting Street Insights,204,4,no,no,.6180909705289955,B/C,.7125785299598706,.5,0,4.057546138763428,5.064239196281024,-1.001838716911006,-.4478094737895041,-.0786434474488259,4,4.057546138763428,1.280954818209123,2.589868277385861,1.265172167780616
291,Analytical Group,11,1,no,no,.6184552499999836,B/C,.0598262926693221,1,0,4.036056518554688,5.176661106527053,-1.135750247365776,-1.746730230604324,-.0258917072915293,1,4.036056518554688,-1.333333333333333,6.666666666666666,0
292,The Polling Company Inc.,337,7,no,no,.6200724778436899,B/C,-1.067938553093189,.7142857142857143,.5714285714285714,6.255960191999163,5.308021553775161,.9527929788305907,.8750483814306691,.1930820730626939,7,-4.83989988054548,-3.324883065028498,6.250531052568514,0
293,Dynamics Marketing,83,1,no,no,.6207423154389612,B/C,.0387765602878785,1,0,3.018547058105469,6.154617547993511,-3.131216149281453,-4.657631660139869,-.0598324065822249,1,3.018547058105469,-7.5,,0
294,Vox Populi Communications,529,1,no,no,.6207423154389612,B/C,,1,0,3.522224426269531,7.922152820894688,-4.395074054018568,-3.978707102335895,-.0511108731623914,0,,,6,0
295,Diversified Research Inc,80,1,no,no,.6207423154389612,B/C,-.064152784522455,1,0,4.993949890136719,6.554124573829257,-1.555320343085949,-2.783166075606892,-.0357528324205367,1,-4.993949890136719,,,0
296,Gotham Research Group,576,1,no,no,.6228818480437359,B/C,-.1734449731809093,1,0,5.752628326416016,5.80416491424317,-.046682247220565,-1.563056099378912,-.047127018791067,1,-5.752628326416016,1.770000076293945,4,1.387962868760444
297,Probolsky Research,259,3,no,no,.6232981732812273,B/C,-.6900987648517687,.6666666666666666,.3333333333333333,6.959641774495442,5.243212170386674,1.721283944715357,.7459419493432793,.0882977626579074,2,-9.125648498535156,-5.579999923706055,6.167808482020772,0
298,Centre College,47,1,no,no,.6290964946878583,B/C,.1537553333945501,1,0,3.853492736816406,4.892529148884713,-1.034182071461717,-.0700566622163491,-.0027952785151694,1,3.853492736816406,2.327529164103718,4.75,.3515376219114583
299,Market Trends Pacific,190,1,no,no,.6292134302570268,B/C,.067351313773143,.5,0,4.543716430664063,5.457385416784418,-.908814645513766,-1.020951954584041,-.0151335270344861,1,4.543716430664063,2.5,,0
300,Cromer Group,65,1,no,no,.6296432233094026,B/C,-.0774360405063987,1,0,3.927379608154297,6.088251771594662,-2.156017822833776,-.4836265739348392,-.0095356524465912,1,-3.927379608154297,-3.346666463216146,,0
301,Schoen Cooperman Research,301,1,no,no,.630353747263825,B/C,-.0624973442065987,1,0,2.386863708496094,5.370243436440502,-2.978525387337819,-1.049814137594858,-.027488203568841,1,-2.386863708496094,-2.088709677419355,1.944444444444444,.9735809899756319
302,Neighborhood Research and Media,227,3,no,no,.6327207120173951,B/C,-.0597491170284171,.3333333333333333,.6666666666666666,6.965807278951009,7.017953530798856,-.0472919112412569,.8073851098372956,.0885903933980165,1,-3.422222137451172,-7.229166666666667,8.5,0
303,NRECA Market Research,223,1,no,no,.6330559026141181,B/C,.0697342213024587,1,0,6.265480041503906,5.440001734980825,.8303326471296706,-1.364873156027169,-.0151909137179756,1,6.265480041503906,,,0
304,Dartmouth College,72,3,no,no,.6342064191532407,B/C,,1,.6666666666666666,9.2988650004069,8.594980148218431,.7087391927950591,.3695070114900995,.0138834760643398,0,,,,0
305,West Chester University,377,7,no,no,.6377892709752928,B/C,.1062716401396332,1,.1428571428571428,5.193498338971819,5.097989502090199,.1003631774882107,-.0474869794047064,-.0051136258278728,7,.9868768964494977,2.293927115535686,3.691488636510464,.8972301144595187
306,Liberty Opinion Research,169,1,no,no,.6405103784070884,B/C,,1,1,6.079864501953125,9.00806824817187,-2.923349405612156,.0530148062504045,.0021153041582252,0,,,2.5,.5145265914137396
307,ALG Research,14,20,no,no,.6427516791927023,B/C,1.312342015934227,.575,.35,6.310317039489746,5.869546981792729,.4456243983036055,.9047965259224645,.3601880678847847,20,3.29661808013916,5.859090865572082,4.818246478230167,.107875495901892
308,Wick Communications,381,1,no,no,.6452559228484718,B/C,.0558979032903333,1,0,2.835014343261719,5.978589862980124,-3.138721179111816,-.8856187931012665,-.017461722465898,1,2.835014343261719,4,5,1.193832780705905
309,Zimmerman & Associates/Marketing Intelligence,394,3,no,no,.6498885803996233,B/C,.1938247030416279,1,0,4.675465901692708,5.549925218374376,-.8696049760750783,.1656563550649974,.0099340599920116,3,3.232142130533854,.652592440004702,2.19999885559082,.7217297129798763
310,Rossman Group,294,1,no,no,.6506261206815344,B/C,.1102692544733953,1,0,4.211341857910156,5.846049886685832,-1.629853688169086,.6979980298825965,.0182762941067072,1,4.211341857910156,4.666666666666668,,0
311,Victoria Research & Consulting,369,1,no,no,.6517964988250861,B/C,.1376153728243881,.5,0,8.048267364501953,6.227888794106417,1.825232911002125,.5762282315874135,.0098527868583982,1,8.048267364501953,17.5,,0
312,"University of Nevada, Las Vegas",356,1,no,no,.6523054001943108,B/C,,1,1,8.909448623657227,8.321813454871092,.5924895093927236,.8007941442703316,.0241443929618394,0,,,,0
313,Pacific Market Research,459,2,no,no,.6536851612976886,B/C,-.6555274086879038,1,.5,7.476832389831543,5.863477841794323,1.618208888643809,.9839740405660394,.0862694145592523,2,-7.476832389831543,-.9224997520446774,,0
314,Iona College,152,1,no,no,.6549196296105675,B/C,.1141930803039217,1,0,4.361198425292969,5.773430070496683,-1.407377304597125,-1.398690645469099,-.0366231429122988,1,4.361198425292969,-1.666666666666667,1.5,2.260663973420936
315,QEV Analytics,266,1,no,no,.6558623172861971,B/C,,0,0,6.367771148681641,5.673281247074294,.6993442422139364,-1.01937610592222,-.0248684132594613,0,,,3,1.905769189375852
316,West Virginia Research Center,378,2,no,no,.6575860851304089,B/C,.1635247809902922,.5,.5,6.446525573730469,5.210471722475418,1.24090819186164,.9443752408337629,.0239553465915487,2,6.446525573730469,3.8,5.333333333333333,.016462644620733
317,CallFire,42,4,no,no,.6590668814547462,B/C,-.4349172423877488,.75,0,3.932399749755859,4.244107615986392,-.3068535256239434,.0655100157837398,.0072453049604662,4,-3.932399749755859,-.4651136850381826,2.493135083803914,.9820529879874998
318,Becker Institute,26,5,no,no,.6631983552533153,B/C,.3529105264432197,.8,.4,7.657408905029297,6.29713180354484,1.365131442091047,1.103470094387338,.0743476375770897,5,5.237909698486328,.0695833524068195,9.221825406947977,0
319,Hill Research Consultants,140,5,no,no,.6635818583442351,B/C,-.2769093037745259,.6,.2,5.26837387084961,5.346716989981899,-.0734887785257006,-.1936170207842335,-.0144397222971352,5,-3.712976837158203,-2.778571428571428,2.69413628759136,1.297644865587007
320,TargetSmart/William & Mary,332,3,no,no,.6641617025639919,B/C,.59101995366542,.6666666666666666,.3333333333333333,5.331492106119792,4.375202645120252,.961143801606129,.8903581807283232,.0987002212974594,3,5.331492106119792,1.663733113547817,4.073964020321752,.2031838417200449
321,Rice University,286,2,no,no,.6686946525332566,B/C,.1726691421866744,1,0,5.910717010498047,5.082745594437103,.8328257566675332,.0576636584845435,.0016845222716952,2,5.910717010498047,-.3636363636363633,2.392080818711254,1.295967000809112
322,Independent Market Research,148,2,no,no,.6695780386486831,B/C,.1167473015497415,1,.5,5.758111953735352,5.211989089447775,.5509772048941661,1.265916119646411,.0278688837269625,2,5.303129196166992,4.178571428571429,5.5,.225156689108887
323,MarblePort,182,2,no,no,.6704891016752899,B/C,-.3989260252944092,1,1,5.559762954711914,4.593370166054036,.971247129264468,1.202184794234583,.0862595771690107,2,-5.559762954711914,-3.433333333333333,6.063945294843617,0
324,University of Maryland,575,1,no,no,.6712947422113368,B/C,.1135980314638551,0,1,6.643642425537109,5.754330458478516,.8941663076651829,1.716559233058691,.0293510302446489,1,6.643642425537109,2.28,,0
325,TMR Research,328,2,no,no,.671659373118822,B/C,.1732914738583265,0,.5,7.871591567993164,5.559130742974748,2.317315165625006,1.5856153416367,.0349069965268346,2,7.871591567993164,6.666666666666667,,0
326,University of Georgia Survey Research Center,674,1,no,no,.6756154646546773,B/C,-.1088501121320425,1,1,9.779964447021484,5.680793417310857,4.104025370317216,2.459018206919318,.0273686483225836,1,-9.779964447021484,-.75,,0
327,CrossTarget,66,2,no,no,.6762960235638725,B/C,-.3947710135020523,1,.5,7.735822677612305,4.742460412288372,2.998216605930522,1.37533233274143,.0701853392360924,2,-7.735822677612305,-13.36923261789175,15.7764521715802,0
328,The Florida Poll,99,5,no,no,.677183216588444,B/C,.2693149734219958,.6,0,4.613794708251953,4.76455661309394,-.1459075642353974,.7026583955604045,.0615774423301401,5,3.073145294189453,.5235894199184606,3.56571418155084,.5494187869550704
329,Southeastern Louisiana University,309,8,no,no,.6779255662669411,B/C,.0959017507036072,.875,.375,6.572028875350952,5.009265784658479,1.567617431299063,1.191190193309478,.1579460626838416,8,.7232673168182373,1.247499969270494,7.084589675770887,0
330,R.L. Repass & Partners,268,1,no,no,.6780316469454992,B/C,,1,1,11.57935333251953,10.00894267019912,1.575265002926999,1.50791811564035,.0601663136371989,0,,,,0
331,A&A Research,2,1,no,no,.6789533460330148,B/C,-.1488675128531222,0,1,10.04303741455078,5.738853416971225,4.309038338186145,2.334648105905419,.0346063887415019,1,-10.04303741455078,,,0
332,Old Dominion University,238,1,no,no,.6819028420972324,B/C,.1449702824038931,1,0,4.481784820556641,5.334479421661047,-.8478402604978172,-1.05008528231765,-.0339666374047057,1,4.481784820556641,-.8071428026471823,0,2.783215957726947
333,Public Strategies Inc.,264,6,no,no,.682334156134031,B/C,,1,.3333333333333333,7.979216893513997,8.299483959669688,-.3154127255491002,1.238398802681448,.1516380141134428,0,,,7.643708774087621,0
334,OpinionWorks,244,6,no,no,.6847615691802997,B/C,-.456181422922214,.9166666666666666,.5,7.287042617797852,5.311743933003283,1.980153025401157,1.222385625250664,.181915872714656,6,-3.065315882364909,3.666666666666667,9.5,0
335,SmithJohnson Research,367,1,no,no,.6866345695022391,B/C,-.1934785389033732,1,0,8.513221740722656,6.137363483796756,2.38071259753249,2.227943913916424,.0506341014426133,1,-8.513221740722656,-15,,0
336,Harper Polling/Clarity Campaign Labs,513,1,no,no,.6867256714328992,B/C,.3433280981097093,0,0,6.988388061523438,5.954941090881893,1.038301311248134,1.599996731424496,.0786052276928041,1,6.988388061523438,4.75,,0
337,Feldman Group,93,2,no,no,.6869176615049214,B/C,.2053521798327145,.5,.5,6.676515579223633,5.430618723537072,1.25075119629315,-.3912943765191685,-.0194654483744056,2,4.127988815307617,.6888893975151911,1.456275361687035,1.98839311585113
338,Capital Survey Research Center,44,13,no,no,.6905239697483623,B/C,.0296484346278982,.3461538461538461,.6153846153846154,9.670362179095928,7.339496702746938,2.335719816955579,1.182406141384232,.2855219603625364,4,.5845623016357422,.7083333333333333,9.083471842086395,0
339,Illinois Wesleyan University,147,3,no,no,.6911469816999355,B/C,-.3299533999281484,1,.3333333333333333,8.178092956542969,5.624068504011845,2.558878793137714,1.578918473873792,.0637030566211911,3,-8.178092956542969,-5.873611132303874,5,.249078152659788
340,Tulsa Surveys,341,1,no,no,.6968914434267224,B/C,-.1324139186690047,1,1,11.89712524414063,5.161915585651205,6.740063999096009,4.370622264008132,.0486446270946287,1,-11.89712524414063,,,0
341,TeleResearch Corporation,335,1,no,no,.6995370076870748,B/C,,1,1,8.888496398925781,8.694951309577576,.1983994299547951,2.795662265967504,.0635365396274491,0,,,11.25,0
342,Decision Forecasting,77,3,no,no,.701551924572994,B/C,-.0531594812427779,1,.6666666666666666,8.093864440917969,4.721564514411604,3.377154267112954,1.662619022658081,.0624695355904173,3,-1.414833068847656,.6498333613077799,3.547525734387925,.4992803500548957
343,SoonerPoll.com,308,25,yes,no,.7018398008939626,C+,2.734870707595853,.8,.48,8.682242698669434,5.727292814499123,2.959804224776899,1.686369226723537,.8567689814813217,21,5.993773687453497,2.883332824707031,5.855930044111688,.0978629027999815
344,Southern Research Group,649,1,no,no,.7024389355098376,B/C,.1238125987145376,0,1,7.7767333984375,4.689560277308869,3.09202746173522,3.721611501576032,.0592514064463907,1,7.7767333984375,5.5,5.5,0
345,Great Lakes Strategies Group,125,1,no,no,.7051103069770992,B/C,-.1972988004563895,0,1,7.535125732421875,5.33439995803765,2.205580114990815,2.778827681234298,.072760480402272,1,-7.535125732421875,-10,10,0
346,Hoffman Research Group,141,2,no,no,.7077379120484042,B/C,-.4009827442091181,1,0,5.245321273803711,4.714887431733557,.5352881826767435,-.5087761577924994,-.0388937968316032,2,-5.245321273803711,-1.262501239776611,2.060718205744823,2.189243642368037
