Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
456545,KOIPEPE,3,PEPECASH,2670
456545,PEPEHEXCHANT,2,PEPECASH,2
456545,PEPA,1,PEPECASH,4000
456546,PPPGLOBAL,1,PEPECASH,1000
456546,DANPEPERIAN,1,PEPECASH,8500
456547,PEPEONMUSK,1,PEPECASH,400
456547,PEPETOWN,2,PEPECASH,770
456547,PEPENIKOLAI,1,PEPECASH,400
456547,PEPEADDAMS,5,PEPECASH,250
456547,YOGAPEPE,5,PEPECASH,485
456547,PEPESWITCH,2,PEPECASH,250
456547,PEPETINDER,5,PEPECASH,750
456547,RPDUMPSTER,3,PEPECASH,600
456547,TOMANDPEPE,5,PEPECASH,245
456547,THREEPEPES,5,PEPECASH,250
456547,QUEGUAYPEPE,1,PEPECASH,220
456547,FAKERPEPE,4,PEPECASH,600
456547,PEPEKEN,1,PEPECASH,2774
456547,VERIFIEDPEPE,3,PEPECASH,1050
456547,SATURDAYPEPE,2,PEPECASH,700
456547,HANNIBALPEPE,2,PEPECASH,300
456548,PEPEAMD,32,PEPECASH,2486.4
456548,PEPEAMD,11,PEPECASH,610.5
456551,PEPEBOY,1,PEPECASH,8000
456551,PEPECHE,1,PEPECASH,3650
456551,PEPECASH,5000.40040675,SHITCOINCARD,5
456551,KOIPEPE,1,PEPECASH,890
456551,ZETAPEPE,1,PEPECASH,2000
456554,MARVINPEPE,2,PEPECASH,70000
456555,PEPELEPEW,5,PEPECASH,100000
456555,MARVINPEPE,1,PEPECASH,41000
456555,PEPELEPEW,2,PEPECASH,36000
456557,HANGINPEPE,1,PEPECASH,1400
456559,PEPEONMUSK,6,XCP,0.09
456559,PEPECHE,1,PEPECASH,3650
456563,YOGAPEPE,42,PEPECASH,4116
456563,YOGAPEPE,90,PEPECASH,8730
456575,PEPEPAWNSHOP,1,PEPECASH,4000
456575,KOIPEPE,4,PEPECASH,3560
456589,PEPECASH,6000,HELOPEPE,1
456620,PEPECASH,1200,FISHERPEPE,2
456622,PEPESOUP,2,PEPECASH,1700
456622,VERIFIEDPEPE,2,PEPECASH,700
456622,VONPEPEHAYEK,1,PEPECASH,3500
456622,PEPEOTHERLEG,2,PEPECASH,60
456622,ZOMBIEPEPES,1000,PEPECASH,25
456622,SNAPCHATPEPE,5,PEPECASH,50
456622,THEPEPE,2,PEPECASH,39.8
456622,PEPETIP,5,PEPECASH,50
456622,THREEPEPES,1,PEPECASH,30
456622,TESTNETPEPE,10000,PEPECASH,100
456622,PEPEPARADO,100,PEPECASH,100
456622,PEPEREPUBLIC,1000,PEPECASH,8.9
456622,GIVEKUDOS,100,PEPECASH,33.333
456622,PEPELEFTLEG,2,PEPECASH,30
456622,BLKSWANPEPE,1,PEPECASH,49
456622,JACKPOTPEPE,2,PEPECASH,1500
456622,CULTOFPEPE,5,PEPECASH,70
456622,PEPEADDAMS,2,PEPECASH,100
456622,KOIPEPE,2,PEPECASH,1780
456622,JMPEPEKEYNES,2,PEPECASH,2500
456622,BTCPEPE,1,PEPECASH,3450
456625,PEPECASH,800,PEPEJOHNS,5
456625,PEPEFREEDOM,6,PEPECASH,600
456625,PEPEANGRY,1,PEPECASH,500
456627,SMUGPEPE,1,PEPECASH,3750
456627,MYPEPELITTLE,10,PEPECASH,16000
456633,PPPGLOBAL,4,PEPECASH,4000
456633,PEPEGLOVER,1,PEPECASH,2500
456634,THREEDPEPE,1,PEPECASH,5000
456641,PEPEPAWNSHOP,1,PEPECASH,4000
456644,PEPECASH,5403,PEPEDIEPIE,3
456644,THREEDPEPE,2,PEPECASH,10000
456646,PEPEAMD,4,PEPECASH,444
456646,PEPEAMD,1,PEPECASH,77.7
456648,HAIRPEPE,10,PEPECASH,29800
456648,HAIRPEPE,9,PEPECASH,29997
456661,MYPEPELITTLE,10,PEPECASH,16000
456663,PEPELANDER,2,PEPECASH,5000
456670,MCPEPEDEBUFF,3,PEPECASH,9000
456676,FUTURESPEPE,2,PEPECASH,10000
456677,PEPECASH,3750,PEPEGOLUM,5
456677,WNPEPEPEPEPE,1,PEPECASH,1120
456677,PEPEKACHU,1,PEPECASH,19855
456690,PEPETRODOL,4,PEPECASH,2360
456695,FLAPPYPEPE,1,PEPECASH,1350
456699,MATADORPEPE,0.002,PEPECASH,1000
456699,DOSPEPES,1,PEPECASH,750
456701,XCP,3,LOVEPEPETATO,1
456713,PEPECASH,3200,PEPELANDER,4
456719,PEPECASH,1300,NICOLAPEPE,2
456719,PEPECASH,1500,NICOLAPEPE,3
456733,SHITCOINCARD,1,XCP,1.89
456733,MAGICPEPEYE,1,PEPECASH,4900
456734,SHITCOINCARD,1,PEPECASH,1750
456746,PEPECASH,1000,NICOLAPEPE,2
456751,PEPECASH,2000,PEPEWAVE,2
456752,PEPEGOLUM,4,PEPECASH,3000
456752,PEPECASH,1000,SEAMANPEPE,1
456754,PEPEFREEDOM,50,PEPECASH,1000
456754,PEPECASH,24000,SMUGGLASSES,1
456754,NICOLAPEPE,2,PEPECASH,1300
456754,TECHNOPEPE,1,PEPECASH,200000
456756,NICOLAPEPE,1,PEPECASH,700
456759,XCP,0.2,MARSPEPE,1
456759,PEPECASH,2500,PHEONIXPEPE,1
456759,XCP,0.75,MARSPEPE,5
456760,MEMETICMAGIC,2,PEPECASH,6666
456764,NICOLAPEPE,2,PEPECASH,1400
456764,PEPETRASH,2,PEPECASH,2400
456764,HANNIBALPEPE,2,PEPECASH,300
456772,NEONFROGS,1,PEPECASH,3500
456775,PEPEGOLUM,6,PEPECASH,4500
456776,PEPECASH,1000,CHOCOPEPE,1
456779,ZOETROPEPE,1,PEPECASH,4500
456781,PEPECRYSTAL,25,PEPECASH,25000
456783,PEPECASH,11000,DRSTRNGEPEPE,10
456784,PEPECASH,6800,NICOLAPEPE,10
456789,PEPECASH,750,PEPETOWN,3
456789,PEPECASH,250,PEPETOWN,1
456789,PEPECASH,750,PEPETOWN,3
456789,PEPECASH,750,PEPETOWN,3
456795,ZOETROPEPE,2,PEPECASH,9000
456796,GRANDPEPE,3,PEPECASH,6000
456796,GAUDISPEPE,2,PEPECASH,7000
456796,FAKERPEPE,20,PEPECASH,4000
456798,PEPEMORPHS,2,PEPECASH,5000
456798,PEPERETRO,2,PEPECASH,5600
456798,PEPEOLDCHAP,2,PEPECASH,7000
456799,SALVADORPEPE,1,PEPECASH,11000
456799,PLATINUMPEPE,1,PEPECASH,15000
456800,PEPECASH,1600,JINQIANSHU,1
456800,PEPECASH,350,RICHPEPE,5
456800,XCP,0.07,PEPELEFTLEG,1
456801,TODAMOONPEPE,1,PEPECASH,750
456801,GOTHICPEPE,1,PEPECASH,1300
456802,PEPECREAM,2,PEPECASH,4300
456802,PEPEPRINGLES,157,PEPECASH,1177.5
456804,SHITCOINCARD,2,PEPECASH,3500
456804,PEPA,2,PEPECASH,9800
456814,GUMMYPEPE,2,PEPECASH,48
456814,BUDDHAPEPES,1,PEPECASH,25
456814,CSAT,1,PEPECASH,50
456814,PEPEKEKCOIN,1,PEPECASH,50
456814,PEPEFREEDOM,2,PEPECASH,40
456814,RPEPELIGHTER,5,PEPECASH,25
456814,PEPEPRINGLES,5,PEPECASH,37.5
456814,JALAPEPE,1,PEPECASH,2500
456814,TOREROPEPE,1,PEPECASH,30
456814,TOMANDPEPE,1,PEPECASH,49
456814,PEPEFREEDOM,2,PEPECASH,40
456816,PEPECASH,3450,FRACTALPEPE,3
456816,LUCKYPEPE,1,PEPECASH,420
456823,PEPECASH,2000,PEPESCAVHUNT,2
456823,PEPECASH,1001,PEPERACCOON,1
456823,NEONFROGS,1,PEPECASH,3500
456823,XCP,15,PEPEPOWERONE,1
456823,PEPECASH,1500,PEPETARD,1
456823,PEPECASH,15000,RARECOINMEME,1
456824,GURUPEPE,1,PEPECASH,650
456824,SMUGGLASSES,1,PEPECASH,25000
456824,PEPEONECOIN,100,PEPECASH,6
456825,UNLUCKYPEPE,0.001,PEPECASH,60
456827,UNLUCKYPEPE,0.998,PEPECASH,59880
456833,XCP,201,RAREPEPEPRTY,268
456835,PSYCHEPEPE,10,PEPECASH,3330
456844,PEPECASH,777,PONZIPEPE,1
456850,PEPEMCLOVIN,1,PEPECASH,45
456850,SPESSMUHPEPE,1,PEPECASH,111
456850,PEPEONECOIN,1000,XCP,0.01
456850,RAREPEPENEWS,10,PEPECASH,55
456850,LORDKEK,1.0E-8,PEPECASH,7.77777777
456859,MARSPEPE,100,PEPECASH,10000
456859,BIGVERNPEPE,5,PEPECASH,10000
456871,XCP,210.3,RAREPEPEPRTY,300
456871,XCP,62.25,RAREPEPEPRTY,83
456871,XCP,100,ILLUMINATIPE,1
456881,RAREPEPEPRTY,10,PEPECASH,50000
456897,PEPEWAVE,3,PEPECASH,3333
456901,PEPEWAVE,2,PEPECASH,4000
456901,PEPEWAVE,4,PEPECASH,8888
456901,PEPECASH,1111,LEGENDOFPEPE,1
456901,PEPECASH,144.3,PEPEAMD,1
456901,PEPEWAVE,3,PEPECASH,4665
456922,PEPEPARTY,1,PEPECASH,1400
456924,MAGICPEPEYE,1,PEPECASH,4900
456924,TLCPEPE,1,PEPECASH,1250
456925,TOPCUCK,1,XCP,0.333
456929,MARSPEPE,51,PEPECASH,6375
456929,MARSPEPE,4,PEPECASH,500
456929,CULTOFPEPE,92,PEPECASH,1431.1111106
456929,CULTOFPEPE,20,PEPECASH,280
456929,PEPEPAWNSHOP,1,PEPECASH,4000
456939,PEPEHUANA,2,PEPECASH,840
456939,SMUGPEPE,1,PEPECASH,3750
456939,PEPECASH,4000,UNLUCKYPEPE,0.001
456939,RPCAGENT,2,PEPECASH,1000
456945,MARTYPEPFLY,2,PEPECASH,3980
456945,NICOLAPEPE,2,PEPECASH,1400
456945,KIDPEPE,2,PEPECASH,650
456945,OLYMPICPEPE,2,PEPECASH,998
456945,BIGGIEPEPE,1,PEPECASH,659
456945,PEPEJOHNS,3,PEPECASH,540
456945,MARSPEPE,2,PEPECASH,250
456945,PEPEFREEDOM,46,PEPECASH,920
456945,PEPELOOP,3,PEPECASH,2025
456945,CARCRASHPEPE,2,PEPECASH,720
456945,PEPECASH,3603,PEPEBERLUSCA,3
456945,KATYPEPE,5,PEPECASH,1665
456945,PEPEVINCI,2,PEPECASH,1000
456945,RPCAGENT,1,PEPECASH,500
456945,PEPEYE,1,PEPECASH,500
456945,PEPEMOON,1,PEPECASH,777
456945,SPHINXPEPE,2,PEPECASH,1000
456945,SUPAPEPE,1,PEPECASH,800
456945,PSYCHEPEPE,1,PEPECASH,333
456945,STANDINGPEPE,2,PEPECASH,600
456945,PEPEPONY,2,PEPECASH,515.55335334
456945,RAREPEPEMAG,1,PEPECASH,333
456945,WILDPEPE,2,PEPECASH,650
456946,BADHAIRDAY,2,PEPECASH,4200
456955,PEPECASH,1000,UNLUCKYPEPE,0.001
456955,XCP,2,WOLONGPEPE,1
456955,XCP,6,HAIRPEPE,2
456955,PEPEBERLUSCA,2,PEPECASH,5000
456956,THREEDPEPE,1,PEPECASH,2800
456957,PEPECASH,10000,PEPEJOBS,1
456963,SHITCOINCARD,2,PEPECASH,3500
456963,NIGHTSATPEPE,2,PEPECASH,12000
456969,EGGPLANTPEPE,10,PEPECASH,8250
456969,KOIPEPE,16,PEPECASH,14240
456970,PEPECASH,11655,EGGPLANTPEPE,21
456974,SMUGPEPE,1,PEPECASH,3500
456979,SOUNDOFPEPE,1,PEPECASH,1000
456979,RPEPELIGHTER,111,PEPECASH,555
456979,NICOLAPEPE,1,PEPECASH,700
456979,PEPEJOHNS,3,PEPECASH,540
456979,XCP,2.6,FRACTALPEPE,2
456980,THREEPEPES,20,PEPECASH,600
456980,ZOETROPEPE,1,PEPECASH,4500
456982,KOIPEPE,5,PEPECASH,6950
456982,PEPECASH,2392,PEPELOOP,4
456982,PEPECASH,597,PEPELOOP,1
456986,PEPETOWN,5,PEPECASH,1250
456986,BUDDHAPEPES,105,PEPECASH,2625
456986,FLUFFYPEPES,1,PEPECASH,3000
456986,GRANDPEPE,1,PEPECASH,2000
456987,TEAPEPE,1,PEPECASH,8000
456987,PEPECASH,100000,ILLUMINATIPE,1
456989,PEPECASH,1500,STILLPEPE,3
456989,PEPECASH,7000,MORPHEUSPEPE,1
456992,XCP,0.25,PEPETOWN,1
456994,PEPECASH,500,PEPEPASSPORT,5
456994,PEPECASH,501,PEPEJONES,1
456997,XCP,32,TROUTPEPE,1
456997,PEPECASH,350,PEPESMALLS,1
456998,PEPEKEN,1,PEPECASH,2774
456998,PEPECHE,1,PEPECASH,3650
457000,XCP,2,THOTHPEPE,1
457010,PEPECASH,501,PEPEJONES,1
457010,MARSPEPE,3,PEPECASH,375
457010,RAREPEPEMAG,1,PEPECASH,333
457010,XOBLORTPEPE,1,PEPECASH,5500
457010,PEPEBRANDO,1,PEPECASH,1351
457010,PSYCHEPEPE,1,PEPECASH,333
457010,PEPENUKES,1,PEPECASH,250
457010,PEPEMCLOVIN,1,PEPECASH,45
457010,RPDUMPSTER,1,PEPECASH,200
457010,PEPETINDER,1,PEPECASH,475
457010,RICHPEPE,4,PEPECASH,280
457010,PEPESWITCH,2,PEPECASH,250
457010,PEPEAMD,1,PEPECASH,100
457010,MINIONPEPE,1,PEPECASH,85
457010,PEPEKEKCOIN,1,PEPECASH,50
457010,MINIONPEPE,1,PEPECASH,85
457010,MARINEPEINE,1,PEPECASH,2995
457010,PEPELEO,1,PEPECASH,600
457010,RICHPEPE,4,PEPECASH,280
457010,PEPELEMMING,2,PEPECASH,200
457012,PEPECASH,6000,BITCOINPEPE,1
457016,PEPECASH,1500,PEPEMACARONI,1
457016,PEPEPUNCHOUT,6,PEPECASH,3000
457027,RPDUMPSTER,1,PEPECASH,200
457028,PEPEOUTSIDE,1,PEPECASH,1500
457028,PEPEONECOIN,160,PEPECASH,8
457029,PEPELEFTLEG,5,PEPECASH,75
457029,GUARDSPEPE,100,PEPECASH,7.9
457029,PEPECASH,500,TODAMOONPEPE,1
457029,PEPEPAMPERS,1,PEPECASH,2950
457029,PSYCHEPEPE,1,PEPECASH,333
457030,THREEPEPES,1,PEPECASH,30
457030,PEPETIP,10,PEPECASH,100
457030,PEPEADDAMS,1,PEPECASH,50
457030,PEPELEMMING,1,PEPECASH,100
457030,XCP,0.375,PEPECAMO,1
457030,PEPECASH,2100,HAIRPEPE,1
457030,PEPEREPUBLIC,676,PEPECASH,3.38
457037,PEPECASH,6400,LIAMPEPE,1
457038,PEPECASH,6800,REPOPEPE,1
457041,PEPECASH,5550,XOBLORTPEPE,1
457042,RAGZTOPEPE,1,PEPECASH,2450
457046,PEPEREQUEST,5,PEPECASH,2000
457046,DANKVADER,1,PEPECASH,2500
457047,PEPECOASTER,1,PEPECASH,1000
457047,PEPEGOLDBAR,1,PEPECASH,1000
457047,XCP,0.5,POWERTOPEPE,1
457047,PEPECASH,2000,PEPERBOY,4
457047,PEPECASH,6600,POWERTOPEPE,12
457047,PEPECASH,500,PEPEVINCI,2
457058,PEPERETRO,1,PEPECASH,2800
457058,FUTURESPEPE,1,PEPECASH,5000
457065,PPPGLOBAL,1,PEPECASH,1000
457065,PEPENIKOLAI,2,PEPECASH,800
457065,PEPEFREEDOM,30,PEPECASH,600
457076,PEPECRYSTAL,1,PEPECASH,3500
457076,PEPECRYSTAL,1,PEPECASH,5000
457085,PLINKOPEPE,2,PEPECASH,2000
457086,TRUMPRARE,1,XCP,11
457093,SMUGPEPE,1,XCP,1
457094,RAREPEPEPUMP,1,XCP,0.15
457094,RAREPEPENEWS,10,XCP,0.02
457094,PEPEFROMHELL,4,PEPECASH,2664
457095,SMUGPEPE,1,XCP,1
457096,PEPECASH,500,INNOCOINBOT,1
457096,STAMPOFKEK,2,PEPECASH,1200
457097,PEPEONECOIN,10,XCP,0.0001
457100,SNOTPEPE,2,PEPECASH,1200
457100,PEPENATION,1,PEPECASH,2000
457105,PEPEPARTY,1,XCP,1.35
457105,SHITCOINCARD,5,XCP,5
457105,PEPENUKES,1,XCP,0.3
457108,TOPCUCK,1,XCP,0.333
457109,PROUDPEPEWIN,1,PEPECASH,690
457109,PEPEZ,1,PEPECASH,777
457109,TRUMPRARE,1,XCP,11
457109,PEPEBUCKS,1,PEPECASH,500
457109,PEPEGREEN,1,PEPECASH,1999
457109,PEPEFREEZE,1,PEPECASH,444
457109,MASTROPEPE,2,PEPECASH,1600
457109,PEPEHUNGRY,1,PEPECASH,690
457110,PEPEPASSPORT,1.01010101,XCP,0.5
457111,SEAMANPEPE,1,PEPECASH,1000
457111,XCP,1.25,RAREKEKUIT,1
457112,PEPETIP,10,PEPECASH,100
457112,SEVENBITPEPE,1,XCP,1.4211
457118,SECURITYPEPE,1,PEPECASH,2995
457119,PEPEMOVIE,2,PEPECASH,6000
457127,RAIRPEPE,5,XCP,10
457133,RARESHADILAY,1,XCP,0.5
457133,PEPESOUP,1,XCP,0.555
457133,VONPEPEHAYEK,1,XCP,2.55
457133,TRUMPEPE,1,XCP,7.35
457166,PEPEBONGSPHP,1,PEPECASH,599
457166,SMUGPEPE,2,PEPECASH,7000
457166,XOBLORTPEPE,1,XCP,2.5
457168,BITCOINPEPE,1,PEPECASH,7000
457171,ZOETROPEPE,1,PEPECASH,4500
457174,PEPECASH,10000,PEPEJOBS,1
457177,PSYCHEPEPE,47,PEPECASH,23500
457177,PEPECASH,4000,PEPECOLLECT,4
457177,PEPEDRAKE,7,PEPECASH,2100
457178,PEPECASH,1500,PEPEFLATION,1
457178,PEPECASH,1500,PEPEFLATION,1
457179,THEPEPEWHALE,4,PEPECASH,8360
457179,RAREDIETIES,20,PEPECASH,10000
457179,RAREDIETIES,6,PEPECASH,2934
457181,PEPECASH,1500,PEPITCHY,1
457184,BOGDAPEPE,1,PEPECASH,3333
457184,RPDF,0.05,PEPECASH,499.95
457192,PEPECASH,400,MOAIPEPE,1
457202,SHITCOINCARD,1,PEPECASH,1750
457202,RGBPEPE,1,XCP,0.35
457202,PEPECASH,3750,MONOPEPEOLY,5
457227,PEPERAZZIS,1,PEPECASH,2500
457227,PEPELANDER,1,PEPECASH,2500
457238,CLCKWRKGREEN,4,PEPECASH,1000
457239,CLCKWRKGREEN,4,PEPECASH,1000
457241,CLCKWRKGREEN,2,PEPECASH,500
457243,PEPECASH,1375,RESERVPEPES,5
457243,PEPECASH,300,RESERVPEPES,1
457243,PEPECASH,300,RESERVPEPES,1
457243,CLCKWRKGREEN,15,PEPECASH,4500
457243,PEPECASH,1000,CLCKWRKGREEN,4
457243,PEPECASH,500,CLCKWRKGREEN,2
457247,PEPECASH,1000,HEISENPEPE,1
457247,CLCKWRKGREEN,20,PEPECASH,6500
457249,PEPECASH,975,CLCKWRKGREEN,3
457249,PEPECASH,4500,CLCKWRKGREEN,15
457252,CLCKWRKGREEN,20,PEPECASH,6500
457260,CLCKWRKGREEN,10,PEPECASH,3450
457261,CLCKWRKGREEN,10,PEPECASH,3450
457263,PEPECASH,1600,CHOCOPEPE,2
457268,PEPECASH,6900,CLCKWRKGREEN,20
457268,PEPECASH,1380,CLCKWRKGREEN,4
457269,RAREPEPE,1,PEPECASH,111111.11111111
457269,SEAPEPE,3,PEPECASH,2700
457269,CLCKWRKGREEN,20,PEPECASH,6900
457269,KOIPEPE,1,PEPECASH,1390
457273,SEAPEPE,7,PEPECASH,6300
457275,MYPEPELITTLE,3,PEPECASH,5250
457275,SEAPEPE,1,PEPECASH,900
457275,CLCKWRKGREEN,10,PEPECASH,6500
457276,CLCKWRKGREEN,25,PEPECASH,9375
457277,TESTNETPEPE,229748,PEPECASH,2297.48
457278,PEPECASH,7500,CLCKWRKGREEN,20
457281,PEPEKIDSART,2,PEPECASH,2460
457281,PEPESKELETON,1,PEPECASH,1500
457284,CLCKWRKGREEN,25,PEPECASH,10000
457288,PEPECASH,8010,CANTDRAWPEPE,10
457292,PEPESKELETON,1,PEPECASH,1500
457292,PEPEREPUBLIC,10000,PEPECASH,50
457292,PEPECASH,890,KOIPEPE,1
457292,HERNIAPEPE,1,PEPECASH,9400
457295,PEPECASH,1400,CANTDRAWPEPE,1
457295,PEPECASH,3000,CANTDRAWPEPE,3
457296,NEWYEARPEPE,5,PEPECASH,1495
457301,CLCKWRKGREEN,11,PEPECASH,4675
457301,PEPESKELETON,2,PEPECASH,3000
457301,CANTDRAWPEPE,3,PEPECASH,3000
457301,PEPEKIDSART,3,PEPECASH,3690
457302,IMWITHPEPE,2,PEPECASH,1700
457304,CHERPEPEFOIL,2,PEPECASH,49000
457304,CHERPEPEFOIL,1,PEPECASH,25000
457305,GREEDYPEPES,3,PEPECASH,1650
457305,DEBATEPEPE,1,PEPECASH,900
457305,BANEPEPE,50,PEPECASH,25000
457305,PEPEBONGSPHP,5,PEPECASH,2995
457308,GREEDYPEPES,12,PEPECASH,6600
457308,HEISENPEPE,2,PEPECASH,3500
457308,THEARCHIPEPE,3,PEPECASH,55326
457308,ZETAPEPE,6,PEPECASH,12000
457308,CIRCLEOFPEPE,5,PEPECASH,17000
457308,DANKPEPE,1,PEPECASH,3000
457310,KOIPEPE,1,PEPECASH,890
457311,PEPEPUNCHOUT,1,PEPECASH,500
457311,CLCKWRKGREEN,5,PEPECASH,2125
457312,GREEDYPEPES,2,PEPECASH,1202
457314,CIRCLEOFPEPE,1,PEPECASH,3455
457328,GREEDYPEPES,2,PEPECASH,1202
457329,PEPESKELETON,2,PEPECASH,3000
457355,PEPERREVENGE,1,PEPECASH,500
457355,GREEDYPEPES,1,PEPECASH,601
457360,SEAPEPE,1,PEPECASH,900
457365,PEPERREVENGE,4,PEPECASH,2000
457365,PEPERREVENGE,20,PEPECASH,10000
457368,PEPEPONY,30,PEPECASH,7733.3003001
457368,SEAPEPE,5,PEPECASH,4500
457368,GREEDYPEPES,7,PEPECASH,4207
457368,PEPEKIDSART,2,PEPECASH,2460
457368,PEPESKELETON,4,PEPECASH,6000
457369,PEPECASH,2200,PEPERREVENGE,4
457371,XCP,4,PEPEMILEY,1
457373,PEPECASH,1500,PEPERREVENGE,3
457373,PEPECASH,550,PEPERREVENGE,1
457374,XCP,1,WPPEPE,5
457376,PEPEANGRY,1,PEPECASH,500
457380,PEPERREVENGE,1,PEPECASH,799
457380,SEAPEPE,1,PEPECASH,900
457380,CANTDRAWPEPE,1,PEPECASH,1400
457380,PEPESKELETON,1,PEPECASH,1750
457382,THISPEPE,2,XCP,0.66666666
457382,GADGETPEPE,4,PEPECASH,8000
457382,PEPEOUTSIDE,5,PEPECASH,2500
457383,VONPEPEHAYEK,2,XCP,5.1
457383,RESERVPEPES,2,PEPECASH,710
457383,PEPECASH,500,RGBPEPE,1
457383,PEPECASH,4750,CANTDRAWPEPE,5
457386,PEPEKIDSART,1,PEPECASH,1430
457387,PEPECASH,2900,TUBBIES,1
457389,GREEDYPEPES,1,PEPECASH,800
457390,SARUTOBIPEPE,1,PEPECASH,3333
457399,CLCKWRKGREEN,5,PEPECASH,2125
457399,SEAPEPE,2,PEPECASH,1800
457399,PEPEFREEDOM,5,PEPECASH,100
457399,KATYPEPE,1,PEPECASH,333
457399,CANTDRAWPEPE,1,PEPECASH,1500
457399,CLCKWRKGREEN,1,PEPECASH,425
457404,PEPEJONES,1,PEPECASH,1500
457408,PEPEENEUMAN,1,PEPECASH,2048
457411,THINPEPE,2,XCP,3
457411,SLENDERPEPE,2,PEPECASH,12000
457411,PEPETRAIN,10,XCP,1
457411,PEPEKIDSART,2,PEPECASH,2860
457411,FIREASSPEPE,1,PEPECASH,4000
457418,PEPECASH,21630,KEKSBASILISK,3
457418,PEPECASH,7300,KEKSBASILISK,1
457421,ILOVEPEPE,2,PEPECASH,3700
457422,PEPEPARADISE,1,PEPECASH,1000
457423,CLCKWRKGREEN,3,PEPECASH,1275
457426,PEPERREVENGE,4,PEPECASH,3196
457431,RAREPEPE,1,PEPECASH,120000
457431,RAREPEPE,1,PEPECASH,112500
457431,RAREPEPE,1,PEPECASH,112000
457432,RELATEPEPE,1,PEPECASH,1995
457433,PEPEREPUBLIC,25000,PEPECASH,125
457433,THREEPEPES,1,PEPECASH,30
457433,PEPECASH,1000,DANKVADER,1
457434,PEPEPARADISE,1,PEPECASH,1000
457441,RAREPEPEPRTY,150,XCP,149.85
457441,SOGGYPEPE,1,PEPECASH,1000
457441,SOLODADPEPE,2,PEPECASH,2000
457441,PEPECASH,1000,SOLODADPEPE,1
457441,INNOCOINBOT,3,PEPECASH,1950
457441,MISSTURNPEPE,1,PEPECASH,6980
457441,HYIPPEPE,1,PEPECASH,2800
457441,GLDPEPE,1,PEPECASH,1100
457441,PEPEANON,2,PEPECASH,8888
457441,REYPEPE,10,PEPECASH,36000
457441,SLVPEPE,1,PEPECASH,4000
457441,RAREPEPEPRTY,6,XCP,5.88
457442,PEPEKACHU,1,PEPECASH,19855
457442,FOLDERPEPE,1,PEPECASH,12345.6789
457442,GRNDMSTRPEPE,10,PEPECASH,100000
457444,PEPECASH,7000,YOUCANPEPE,20
457444,PEPECASH,1400,YOUCANPEPE,4
457445,CLCKWRKGREEN,2,PEPECASH,900
457445,YOUCANPEPE,10,PEPECASH,3500
457447,RAREPEPEPRTY,10,XCP,10
457447,SOLODADPEPE,1,PEPECASH,1000
457447,YOUCANPEPE,1,PEPECASH,350
457449,PEPETHUGLIFE,1,PEPECASH,4500
457449,REYPEPE,1,XCP,2.5
457449,TRIPPYPEPE,2,XCP,8
457449,ZOOKOPEPE,1,PEPECASH,1818
457449,PRINCESSPEPE,1,XCP,5
457449,REPOPEPE,5,XCP,10
457449,ROLLINGPEPE,1,XCP,2
457449,PEPEMARLEY,1,PEPECASH,3477
457449,PEPEGATES,3,PEPECASH,15000
457449,PEPENORRIS,1,PEPECASH,3998
457449,DRATHPEPE,1,PEPECASH,10000
457449,EMPERORPEPE,1,PEPECASH,7000
457449,NEOPEPE,1,PEPECASH,10000
457449,SALTANDPEPE,10,PEPECASH,36000
457449,DANPEPERIAN,1,PEPECASH,8720
457449,PEPEMOON,2,PEPECASH,1554
457449,PEPENORRIS,1,PEPECASH,3500
457449,LONGNOSEPEPE,1,PEPECASH,4999
457451,YOUCANPEPE,10,PEPECASH,3500
457452,PEPEFLECTION,1,PEPECASH,1000
457452,MRPOTATOPEPE,1,PEPECASH,1000
457453,PEPEKIM,5,PEPECASH,1500
457454,RAREPEPEPRTY,28,XCP,28
457454,BOYSCLUBPEPE,4,PEPECASH,10000
457454,RGBPEPE,4,PEPECASH,2000
457454,JACKPOTPEPE,5,PEPECASH,2500
457454,PEPEBUCKS,5,PEPECASH,2500
457454,TIMEPEPE,1,PEPECASH,3000
457454,PEPEOUTSIDE,3,PEPECASH,1500
457456,HANGINPEPE,1,PEPECASH,1199
457456,PEPEDRAKE,3,PEPECASH,2331
457456,CNPEPE,1,PEPECASH,1333
457457,KOIPEPE,2,PEPECASH,1780
457460,PEPEPAMPERS,1,XCP,1.5
457461,PEPECASH,3000,CANTDRAWPEPE,3
457462,PEPECASH,1200,PEPEBERLUSCA,1
457462,YOUCANPEPE,2,PEPECASH,700
457462,PEPECASH,1500,PEPEMACARONI,1
457462,CLCKWRKGREEN,2,PEPECASH,900
457466,PEPERREVENGE,5,XCP,1.75
457466,PEPEADDAMS,1,PEPECASH,50
457466,PEPEGOTCHI,1,PEPECASH,200
457469,PEPEAXEGANG,5,PEPECASH,3500
457469,YOUCANPEPE,6,PEPECASH,2100
457469,MRPOTATOPEPE,4,PEPECASH,4000
457469,PEPEFLECTION,4,PEPECASH,4000
457469,KNITTEDPEPE,4,PEPECASH,8000
457469,DRATHPEPE,2,PEPECASH,20000
457470,EMPERORPEPE,2,PEPECASH,14000
457471,SOLODADPEPE,2,PEPECASH,2000
457471,MRPOTATOPEPE,2,PEPECASH,2000
457471,PEPEFLECTION,2,PEPECASH,2000
