year,month,date_of_month,day_of_week,births
2000,5,28,7,7758
2000,5,29,1,8099
2000,5,30,2,11699
2000,5,31,3,12725
2000,6,1,4,13114
2000,6,2,5,12428
2000,6,3,6,8776
2000,6,4,7,7860
2000,6,5,1,11458
2000,6,6,2,12434
2000,6,7,3,12217
2000,6,8,4,12508
2000,6,9,5,12275
2000,6,10,6,8956
2000,6,11,7,7961
2000,6,12,1,11580
2000,6,13,2,12416
2000,6,14,3,12599
2000,6,15,4,12528
2000,6,16,5,12524
2000,6,17,6,8981
2000,6,18,7,8024
2000,6,19,1,11425
2000,6,20,2,12764
2000,6,21,3,12497
2000,6,22,4,12561
2000,6,23,5,12364
2000,6,24,6,8952
2000,6,25,7,8057
2000,6,26,1,11914
2000,6,27,2,13103
2000,6,28,3,12776
2000,6,29,4,13184
2000,6,30,5,12970
2000,7,1,6,9215
2000,7,2,7,7933
2000,7,3,1,11080
2000,7,4,2,9394
2000,7,5,3,12078
2000,7,6,4,13558
2000,7,7,5,13372
2000,7,8,6,9479
2000,7,9,7,8435
2000,7,10,1,12161
2000,7,11,2,13267
2000,7,12,3,12543
2000,7,13,4,12684
2000,7,14,5,12941
2000,7,15,6,9392
2000,7,16,7,8313
2000,7,17,1,11876
2000,7,18,2,13354
2000,7,19,3,12718
2000,7,20,4,12855
2000,7,21,5,12767
2000,7,22,6,9269
2000,7,23,7,8011
2000,7,24,1,11916
2000,7,25,2,12943
2000,7,26,3,12700
2000,7,27,4,12849
2000,7,28,5,12654
2000,7,29,6,9303
2000,7,30,7,8289
2000,7,31,1,11626
2000,8,1,2,13081
2000,8,2,3,12489
2000,8,3,4,12834
2000,8,4,5,12681
2000,8,5,6,9236
2000,8,6,7,8201
2000,8,7,1,11628
2000,8,8,2,13334
2000,8,9,3,12926
2000,8,10,4,12694
2000,8,11,5,12478
2000,8,12,6,9072
2000,8,13,7,8174
2000,8,14,1,11638
2000,8,15,2,13067
2000,8,16,3,12876
2000,8,17,4,12828
2000,8,18,5,12839
2000,8,19,6,9102
2000,8,20,7,8122
2000,8,21,1,11711
2000,8,22,2,13172
2000,8,23,3,12685
2000,8,24,4,12737
2000,8,25,5,12623
2000,8,26,6,9193
2000,8,27,7,8086
2000,8,28,1,11794
2000,8,29,2,12922
2000,8,30,3,12805
2000,8,31,4,13052
2000,9,1,5,12826
2000,9,2,6,9066
2000,9,3,7,8080
2000,9,4,1,8412
2000,9,5,2,11871
2000,9,6,3,13577
2000,9,7,4,13194
2000,9,8,5,13166
2000,9,9,6,9617
2000,9,10,7,8354
2000,9,11,1,12091
2000,9,12,2,13263
2000,9,13,3,12965
2000,9,14,4,13432
2000,9,15,5,13245
2000,9,16,6,9580
2000,9,17,7,8512
2000,9,18,1,12244
2000,9,19,2,13533
2000,9,20,3,13384
2000,9,21,4,13050
2000,9,22,5,12893
2000,9,23,6,9304
2000,9,24,7,8392
2000,9,25,1,12150
2000,9,26,2,13210
2000,9,27,3,13137
2000,9,28,4,13202
2000,9,29,5,12724
2000,9,30,6,9135
2000,10,1,7,8279
2000,10,2,1,11905
2000,10,3,2,12969
2000,10,4,3,12841
2000,10,5,4,12943
2000,10,6,5,12491
2000,10,7,6,8925
2000,10,8,7,7956
2000,10,9,1,11022
2000,10,10,2,12750
2000,10,11,3,12564
2000,10,12,4,12756
2000,10,13,5,11468
2000,10,14,6,8985
2000,10,15,7,7972
2000,10,16,1,11702
2000,10,17,2,12805
2000,10,18,3,12470
2000,10,19,4,12195
2000,10,20,5,12146
2000,10,21,6,8765
2000,10,22,7,7772
2000,10,23,1,11526
2000,10,24,2,12685
2000,10,25,3,12463
2000,10,26,4,12475
2000,10,27,5,12051
2000,10,28,6,8790
2000,10,29,7,7954
2000,10,30,1,11227
2000,10,31,2,11069
2000,11,1,3,12579
2000,11,2,4,12734
2000,11,3,5,12329
2000,11,4,6,8853
2000,11,5,7,7890
2000,11,6,1,11520
2000,11,7,2,12592
2000,11,8,3,12506
2000,11,9,4,12502
2000,11,10,5,12300
2000,11,11,6,9052
2000,11,12,7,7874
2000,11,13,1,11129
2000,11,14,2,12776
2000,11,15,3,12623
2000,11,16,4,12706
2000,11,17,5,12606
2000,11,18,6,8906
2000,11,19,7,7872
2000,11,20,1,12625
2000,11,21,2,13672
2000,11,22,3,12038
2000,11,23,4,7939
2000,11,24,5,9539
2000,11,25,6,8320
2000,11,26,7,7793
2000,11,27,1,11831
2000,11,28,2,13446
2000,11,29,3,12786
2000,11,30,4,12473
2000,12,1,5,12219
2000,12,2,6,8622
2000,12,3,7,7748
2000,12,4,1,11176
2000,12,5,2,12607
2000,12,6,3,12363
2000,12,7,4,12498
2000,12,8,5,12263
2000,12,9,6,8635
2000,12,10,7,7807
2000,12,11,1,11506
2000,12,12,2,13189
2000,12,13,3,12214
2000,12,14,4,12313
2000,12,15,5,12368
2000,12,16,6,8981
2000,12,17,7,7845
2000,12,18,1,12276
2000,12,19,2,13430
2000,12,20,3,13391
2000,12,21,4,13146
2000,12,22,5,11937
2000,12,23,6,8294
2000,12,24,7,6801
2000,12,25,1,6566
2000,12,26,2,10070
2000,12,27,3,12858
2000,12,28,4,13532
2000,12,29,5,13234
2000,12,30,6,9177
2000,12,31,7,7721
2001,1,1,1,7437
2001,1,2,2,10346
2001,1,3,3,12113
2001,1,4,4,12429
2001,1,5,5,12427
2001,1,6,6,9019
2001,1,7,7,7747
2001,1,8,1,11239
2001,1,9,2,12105
2001,1,10,3,12160
2001,1,11,4,12155
2001,1,12,5,12464
2001,1,13,6,8647
2001,1,14,7,7674
2001,1,15,1,10720
2001,1,16,2,12041
2001,1,17,3,12046
2001,1,18,4,12362
2001,1,19,5,12044
2001,1,20,6,8602
2001,1,21,7,7668
2001,1,22,1,11219
2001,1,23,2,12176
2001,1,24,3,12046
2001,1,25,4,12316
2001,1,26,5,11993
2001,1,27,6,8640
2001,1,28,7,7641
2001,1,29,1,11269
2001,1,30,2,12237
2001,1,31,3,12216
2001,2,1,4,12186
2001,2,2,5,12188
2001,2,3,6,8476
2001,2,4,7,7608
2001,2,5,1,11546
2001,2,6,2,12247
2001,2,7,3,12091
2001,2,8,4,12147
2001,2,9,5,12086
2001,2,10,6,8637
2001,2,11,7,7437
2001,2,12,1,11413
2001,2,13,2,12012
2001,2,14,3,12890
2001,2,15,4,12407
2001,2,16,5,12119
2001,2,17,6,8474
2001,2,18,7,7422
2001,2,19,1,10356
2001,2,20,2,12113
2001,2,21,3,12206
2001,2,22,4,12234
2001,2,23,5,12040
2001,2,24,6,8491
2001,2,25,7,7646
2001,2,26,1,11073
2001,2,27,2,12068
2001,2,28,3,11921
2001,3,1,4,12263
2001,3,2,5,12128
2001,3,3,6,8761
2001,3,4,7,7675
2001,3,5,1,11182
2001,3,6,2,12052
2001,3,7,3,12094
2001,3,8,4,12194
2001,3,9,5,12242
2001,3,10,6,8679
2001,3,11,7,7564
2001,3,12,1,11366
2001,3,13,2,12273
2001,3,14,3,12367
2001,3,15,4,12286
2001,3,16,5,12248
2001,3,17,6,8850
2001,3,18,7,7399
2001,3,19,1,11099
2001,3,20,2,12574
2001,3,21,3,12394
2001,3,22,4,12262
2001,3,23,5,12213
2001,3,24,6,8683
2001,3,25,7,7689
2001,3,26,1,11042
2001,3,27,2,12328
2001,3,28,3,12175
2001,3,29,4,12166
2001,3,30,5,11855
2001,3,31,6,8581
2001,4,1,7,7037
2001,4,2,1,11430
2001,4,3,2,12578
2001,4,4,3,12409
2001,4,5,4,12233
2001,4,6,5,12221
2001,4,7,6,8626
2001,4,8,7,7594
2001,4,9,1,11349
2001,4,10,2,12745
2001,4,11,3,12631
2001,4,12,4,12511
2001,4,13,5,10741
2001,4,14,6,8102
2001,4,15,7,7080
2001,4,16,1,11002
2001,4,17,2,12636
2001,4,18,3,12151
2001,4,19,4,11942
2001,4,20,5,12047
2001,4,21,6,8671
2001,4,22,7,7643
2001,4,23,1,11462
2001,4,24,2,12720
2001,4,25,3,12444
2001,4,26,4,12309
2001,4,27,5,12154
2001,4,28,6,8474
2001,4,29,7,7481
2001,4,30,1,11190
2001,5,1,2,12745
2001,5,2,3,12289
2001,5,3,4,12302
2001,5,4,5,12062
2001,5,5,6,8632
2001,5,6,7,7861
2001,5,7,1,11432
2001,5,8,2,12751
2001,5,9,3,12225
2001,5,10,4,12398
2001,5,11,5,12117
2001,5,12,6,8537
2001,5,13,7,7370
2001,5,14,1,11343
2001,5,15,2,12829
2001,5,16,3,12373
2001,5,17,4,12426
2001,5,18,5,12132
2001,5,19,6,8658
2001,5,20,7,7597
2001,5,21,1,11398
2001,5,22,2,12785
2001,5,23,3,12662
2001,5,24,4,12932
2001,5,25,5,12504
2001,5,26,6,8790
2001,5,27,7,7409
2001,5,28,1,7810
2001,5,29,2,11754
2001,5,30,3,13112
2001,5,31,4,12782
2001,6,1,5,12426
2001,6,2,6,8753
2001,6,3,7,7762
2001,6,4,1,11239
2001,6,5,2,12401
2001,6,6,3,12507
2001,6,7,4,12333
2001,6,8,5,12231
2001,6,9,6,8604
2001,6,10,7,7559
2001,6,11,1,11521
2001,6,12,2,12894
2001,6,13,3,12102
2001,6,14,4,12429
2001,6,15,5,12192
2001,6,16,6,8631
2001,6,17,7,7607
2001,6,18,1,11559
2001,6,19,2,12517
2001,6,20,3,12452
2001,6,21,4,12323
2001,6,22,5,12068
2001,6,23,6,8304
2001,6,24,7,7501
2001,6,25,1,11363
2001,6,26,2,12638
2001,6,27,3,12560
2001,6,28,4,12830
2001,6,29,5,12683
2001,6,30,6,9096
2001,7,1,7,7953
2001,7,2,1,12154
2001,7,3,2,13081
2001,7,4,3,9450
2001,7,5,4,12264
2001,7,6,5,12901
2001,7,7,6,9357
2001,7,8,7,8121
2001,7,9,1,11794
2001,7,10,2,13317
2001,7,11,3,12690
2001,7,12,4,12949
2001,7,13,5,11978
2001,7,14,6,9112
2001,7,15,7,7922
2001,7,16,1,12160
2001,7,17,2,13357
2001,7,18,3,12970
2001,7,19,4,13031
2001,7,20,5,12697
2001,7,21,6,9189
2001,7,22,7,7961
2001,7,23,1,11836
2001,7,24,2,13239
2001,7,25,3,12785
2001,7,26,4,12784
2001,7,27,5,12441
2001,7,28,6,8952
2001,7,29,7,7787
2001,7,30,1,11912
2001,7,31,2,12903
2001,8,1,3,12654
2001,8,2,4,12846
2001,8,3,5,12619
2001,8,4,6,8993
2001,8,5,7,7948
2001,8,6,1,11735
2001,8,7,2,13198
2001,8,8,3,12884
2001,8,9,4,13080
2001,8,10,5,12833
2001,8,11,6,9100
2001,8,12,7,8130
2001,8,13,1,11446
2001,8,14,2,13037
2001,8,15,3,13005
2001,8,16,4,13126
2001,8,17,5,12871
2001,8,18,6,9097
2001,8,19,7,7809
2001,8,20,1,12030
2001,8,21,2,13236
2001,8,22,3,12855
2001,8,23,4,12918
2001,8,24,5,12736
2001,8,25,6,9048
2001,8,26,7,7977
2001,8,27,1,11844
2001,8,28,2,13465
2001,8,29,3,12873
2001,8,30,4,13232
2001,8,31,5,13177
2001,9,1,6,9090
2001,9,2,7,8056
2001,9,3,1,7950
2001,9,4,2,12219
2001,9,5,3,13730
2001,9,6,4,13658
2001,9,7,5,13465
2001,9,8,6,9200
2001,9,9,7,8184
2001,9,10,1,12227
2001,9,11,2,13238
2001,9,12,3,12818
2001,9,13,4,12857
2001,9,14,5,13211
2001,9,15,6,9470
2001,9,16,7,8175
2001,9,17,1,12412
2001,9,18,2,13233
2001,9,19,3,13244
2001,9,20,4,13435
2001,9,21,5,13034
2001,9,22,6,9397
2001,9,23,7,8341
2001,9,24,1,12292
2001,9,25,2,13695
2001,9,26,3,13131
2001,9,27,4,12965
2001,9,28,5,12925
2001,9,29,6,9043
2001,9,30,7,7869
2001,10,1,1,12109
2001,10,2,2,13189
2001,10,3,3,12756
2001,10,4,4,12960
2001,10,5,5,12589
2001,10,6,6,8725
2001,10,7,7,7621
2001,10,8,1,11298
2001,10,9,2,12580
2001,10,10,3,12515
2001,10,11,4,12304
2001,10,12,5,12460
2001,10,13,6,8526
2001,10,14,7,7611
2001,10,15,1,11394
2001,10,16,2,12477
2001,10,17,3,12297
2001,10,18,4,12316
2001,10,19,5,12121
2001,10,20,6,8563
2001,10,21,7,7331
2001,10,22,1,11446
2001,10,23,2,12571
2001,10,24,3,12364
2001,10,25,4,12220
2001,10,26,5,11996
2001,10,27,6,8292
2001,10,28,7,7522
2001,10,29,1,11143
2001,10,30,2,12177
2001,10,31,3,10601
2001,11,1,4,12559
2001,11,2,5,12056
2001,11,3,6,8434
2001,11,4,7,7392
2001,11,5,1,11402
2001,11,6,2,12345
2001,11,7,3,12109
2001,11,8,4,12233
2001,11,9,5,12185
2001,11,10,6,8529
2001,11,11,7,7458
2001,11,12,1,11423
2001,11,13,2,12066
2001,11,14,3,12258
2001,11,15,4,12636
2001,11,16,5,12708
2001,11,17,6,8559
2001,11,18,7,7371
2001,11,19,1,12487
2001,11,20,2,13252
2001,11,21,3,11818
2001,11,22,4,7363
2001,11,23,5,9332
2001,11,24,6,7916
2001,11,25,7,7290
2001,11,26,1,11498
2001,11,27,2,12930
2001,11,28,3,12207
2001,11,29,4,12180
2001,11,30,5,11750
2001,12,1,6,8038
2001,12,2,7,7216
2001,12,3,1,11275
2001,12,4,2,12293
2001,12,5,3,12307
2001,12,6,4,11892
2001,12,7,5,11424
2001,12,8,6,8189
2001,12,9,7,7333
2001,12,10,1,11345
2001,12,11,2,12407
2001,12,12,3,12510
2001,12,13,4,11948
2001,12,14,5,12143
2001,12,15,6,8447
2001,12,16,7,7309
2001,12,17,1,12049
2001,12,18,2,13300
2001,12,19,3,13072
2001,12,20,4,13558
2001,12,21,5,13185
2001,12,22,6,8879
2001,12,23,7,7082
2001,12,24,1,7448
2001,12,25,2,6443
2001,12,26,3,10735
2001,12,27,4,13762
2001,12,28,5,13918
2001,12,29,6,9365
2001,12,30,7,7679
2001,12,31,1,10018
2002,1,1,2,7790
2002,1,2,3,10420
2002,1,3,4,12134
2002,1,4,5,12433
2002,1,5,6,8760
2002,1,6,7,7505
2002,1,7,1,11371
2002,1,8,2,12248
2002,1,9,3,11391
2002,1,10,4,12318
2002,1,11,5,12048
2002,1,12,6,8399
2002,1,13,7,7355
2002,1,14,1,11344
2002,1,15,2,12101
2002,1,16,3,11697
2002,1,17,4,12077
2002,1,18,5,12015
2002,1,19,6,8301
2002,1,20,7,7338
2002,1,21,1,10741
2002,1,22,2,12104
2002,1,23,3,11970
2002,1,24,4,12235
2002,1,25,5,11867
2002,1,26,6,8400
2002,1,27,7,7387
2002,1,28,1,11139
2002,1,29,2,11963
2002,1,30,3,11902
2002,1,31,4,11921
2002,2,1,5,11943
2002,2,2,6,8799
2002,2,3,7,7322
2002,2,4,1,11176
2002,2,5,2,12242
2002,2,6,3,11934
2002,2,7,4,12157
2002,2,8,5,12223
2002,2,9,6,8589
2002,2,10,7,7461
2002,2,11,1,11348
2002,2,12,2,12467
2002,2,13,3,11814
2002,2,14,4,12785
2002,2,15,5,12334
2002,2,16,6,8563
2002,2,17,7,7310
2002,2,18,1,10729
2002,2,19,2,12053
2002,2,20,3,12516
2002,2,21,4,12166
2002,2,22,5,12459
2002,2,23,6,8515
2002,2,24,7,7372
2002,2,25,1,11322
2002,2,26,2,12227
2002,2,27,3,12055
2002,2,28,4,12096
2002,3,1,5,12214
2002,3,2,6,8310
2002,3,3,7,7497
2002,3,4,1,11422
2002,3,5,2,12435
2002,3,6,3,12152
2002,3,7,4,12299
2002,3,8,5,12037
2002,3,9,6,8470
2002,3,10,7,7529
2002,3,11,1,10989
2002,3,12,2,12384
2002,3,13,3,11810
2002,3,14,4,12358
2002,3,15,5,12249
2002,3,16,6,8596
2002,3,17,7,7526
2002,3,18,1,11434
2002,3,19,2,12439
2002,3,20,3,12278
2002,3,21,4,12249
2002,3,22,5,12056
2002,3,23,6,8466
2002,3,24,7,7314
2002,3,25,1,11292
2002,3,26,2,12562
2002,3,27,3,12353
2002,3,28,4,12265
2002,3,29,5,11324
2002,3,30,6,8177
2002,3,31,7,7019
2002,4,1,1,10090
2002,4,2,2,12560
2002,4,3,3,12147
2002,4,4,4,12061
2002,4,5,5,11812
2002,4,6,6,8191
2002,4,7,7,7008
2002,4,8,1,11478
2002,4,9,2,12465
2002,4,10,3,12188
2002,4,11,4,12040
2002,4,12,5,12070
2002,4,13,6,8345
2002,4,14,7,7482
2002,4,15,1,11220
2002,4,16,2,12586
2002,4,17,3,12271
2002,4,18,4,12219
2002,4,19,5,12054
2002,4,20,6,8113
2002,4,21,7,7205
2002,4,22,1,11365
2002,4,23,2,12255
2002,4,24,3,12066
2002,4,25,4,12249
2002,4,26,5,11737
2002,4,27,6,8127
2002,4,28,7,7417
2002,4,29,1,11230
2002,4,30,2,12381
2002,5,1,3,12080
2002,5,2,4,12157
2002,5,3,5,11923
2002,5,4,6,8104
2002,5,5,7,7338
2002,5,6,1,11167
2002,5,7,2,12265
2002,5,8,3,12082
2002,5,9,4,12035
2002,5,10,5,12140
2002,5,11,6,8216
2002,5,12,7,7370
2002,5,13,1,11235
2002,5,14,2,12655
2002,5,15,3,12489
2002,5,16,4,12374
2002,5,17,5,11963
2002,5,18,6,8420
2002,5,19,7,7358
2002,5,20,1,11568
2002,5,21,2,12675
2002,5,22,3,12463
2002,5,23,4,12871
2002,5,24,5,12569
2002,5,25,6,8374
2002,5,26,7,7221
2002,5,27,1,7667
2002,5,28,2,11923
2002,5,29,3,13213
2002,5,30,4,12738
2002,5,31,5,12354
2002,6,1,6,8410
2002,6,2,7,7469
2002,6,3,1,11273
2002,6,4,2,12391
2002,6,5,3,12433
2002,6,6,4,12478
2002,6,7,5,12067
2002,6,8,6,8392
2002,6,9,7,7401
2002,6,10,1,11664
2002,6,11,2,12464
2002,6,12,3,12499
2002,6,13,4,12253
2002,6,14,5,12364
2002,6,15,6,8593
2002,6,16,7,7575
2002,6,17,1,11482
2002,6,18,2,12898
2002,6,19,3,12350
2002,6,20,4,12633
2002,6,21,5,12163
2002,6,22,6,8576
2002,6,23,7,7557
2002,6,24,1,11724
2002,6,25,2,13168
2002,6,26,3,12850
2002,6,27,4,13102
2002,6,28,5,12779
2002,6,29,6,8841
2002,6,30,7,7739
2002,7,1,1,12397
2002,7,2,2,13862
2002,7,3,3,13393
2002,7,4,4,9346
2002,7,5,5,11131
2002,7,6,6,8715
2002,7,7,7,7951
2002,7,8,1,12060
2002,7,9,2,13556
2002,7,10,3,12998
2002,7,11,4,12974
2002,7,12,5,12505
2002,7,13,6,8778
2002,7,14,7,7781
2002,7,15,1,12176
2002,7,16,2,13352
2002,7,17,3,13070
2002,7,18,4,13183
2002,7,19,5,12668
2002,7,20,6,8684
2002,7,21,7,7823
2002,7,22,1,11949
2002,7,23,2,13318
2002,7,24,3,12969
2002,7,25,4,13191
2002,7,26,5,12745
2002,7,27,6,8924
2002,7,28,7,7812
2002,7,29,1,11961
2002,7,30,2,13342
2002,7,31,3,13055
2002,8,1,4,13042
2002,8,2,5,12850
2002,8,3,6,8857
2002,8,4,7,7689
2002,8,5,1,11938
2002,8,6,2,13155
2002,8,7,3,12764
2002,8,8,4,13130
2002,8,9,5,12664
2002,8,10,6,8929
2002,8,11,7,7869
2002,8,12,1,12110
2002,8,13,2,13284
2002,8,14,3,13028
2002,8,15,4,13277
2002,8,16,5,12892
2002,8,17,6,9138
2002,8,18,7,7812
2002,8,19,1,12040
2002,8,20,2,13460
2002,8,21,3,13069
2002,8,22,4,12964
2002,8,23,5,12934
2002,8,24,6,8932
2002,8,25,7,7833
2002,8,26,1,11966
2002,8,27,2,13504
2002,8,28,3,13109
2002,8,29,4,13143
2002,8,30,5,13054
2002,8,31,6,8981
2002,9,1,7,7840
2002,9,2,1,8085
2002,9,3,2,12325
2002,9,4,3,13675
2002,9,5,4,13751
2002,9,6,5,13399
2002,9,7,6,9238
2002,9,8,7,7956
2002,9,9,1,12619
2002,9,10,2,13644
2002,9,11,3,12371
2002,9,12,4,13982
2002,9,13,5,12786
2002,9,14,6,9258
2002,9,15,7,8331
2002,9,16,1,12520
2002,9,17,2,13883
2002,9,18,3,13655
2002,9,19,4,13620
2002,9,20,5,13455
2002,9,21,6,9436
2002,9,22,7,8091
2002,9,23,1,12564
2002,9,24,2,13884
2002,9,25,3,13228
2002,9,26,4,13211
2002,9,27,5,13047
2002,9,28,6,9120
2002,9,29,7,7842
2002,9,30,1,11998
2002,10,1,2,13296
2002,10,2,3,13164
2002,10,3,4,12778
2002,10,4,5,12582
2002,10,5,6,8783
2002,10,6,7,7671
2002,10,7,1,11747
2002,10,8,2,12802
2002,10,9,3,12417
2002,10,10,4,12433
2002,10,11,5,12271
2002,10,12,6,8334
2002,10,13,7,7326
2002,10,14,1,11312
2002,10,15,2,12513
2002,10,16,3,12363
2002,10,17,4,12222
2002,10,18,5,11968
2002,10,19,6,8391
2002,10,20,7,7256
2002,10,21,1,11473
2002,10,22,2,12921
2002,10,23,3,12380
2002,10,24,4,12447
2002,10,25,5,12276
2002,10,26,6,8303
2002,10,27,7,7591
2002,10,28,1,11603
2002,10,29,2,12561
2002,10,30,3,12023
2002,10,31,4,10607
2002,11,1,5,12335
2002,11,2,6,8364
2002,11,3,7,7380
2002,11,4,1,11526
2002,11,5,2,12604
2002,11,6,3,12349
2002,11,7,4,12378
2002,11,8,5,12211
2002,11,9,6,8454
2002,11,10,7,7561
2002,11,11,1,11310
2002,11,12,2,12422
2002,11,13,3,11833
2002,11,14,4,12205
2002,11,15,5,12016
2002,11,16,6,8157
2002,11,17,7,7167
2002,11,18,1,11554
2002,11,19,2,12462
2002,11,20,3,12254
2002,11,21,4,12431
2002,11,22,5,12726
2002,11,23,6,8417
2002,11,24,7,7526
2002,11,25,1,12198
2002,11,26,2,13064
2002,11,27,3,11245
2002,11,28,4,7262
2002,11,29,5,9155
2002,11,30,6,8007
2002,12,1,7,7286
2002,12,2,1,11563
2002,12,3,2,12980
2002,12,4,3,12396
2002,12,5,4,12343
2002,12,6,5,11560
2002,12,7,6,8362
2002,12,8,7,7190
2002,12,9,1,11313
2002,12,10,2,12544
2002,12,11,3,12311
2002,12,12,4,12533
2002,12,13,5,11378
2002,12,14,6,8274
2002,12,15,7,7364
2002,12,16,1,12061
2002,12,17,2,13102
2002,12,18,3,13252
2002,12,19,4,13342
2002,12,20,5,13690
2002,12,21,6,8934
2002,12,22,7,7460
2002,12,23,1,11135
2002,12,24,2,8929
2002,12,25,3,6629
2002,12,26,4,10903
2002,12,27,5,13332
2002,12,28,6,8953
2002,12,29,7,7892
2002,12,30,1,12906
2002,12,31,2,12339
2003,1,1,3,7783
2003,1,2,4,10863
2003,1,3,5,11965
2003,1,4,6,8374
2003,1,5,7,7365
2003,1,6,1,11220
2003,1,7,2,12398
2003,1,8,3,11872
2003,1,9,4,11828
2003,1,10,5,12303
2003,1,11,6,8334
2003,1,12,7,7214
2003,1,13,1,11017
2003,1,14,2,12651
2003,1,15,3,11870
2003,1,16,4,11897
2003,1,17,5,11855
2003,1,18,6,8300
2003,1,19,7,7366
2003,1,20,1,10842
2003,1,21,2,12052
2003,1,22,3,11835
2003,1,23,4,11892
2003,1,24,5,11890
2003,1,25,6,8241
2003,1,26,7,7295
2003,1,27,1,11231
2003,1,28,2,12363
2003,1,29,3,11851
2003,1,30,4,12062
2003,1,31,5,11774
2003,2,1,6,8538
2003,2,2,7,7515
2003,2,3,1,11311
2003,2,4,2,12305
2003,2,5,3,11786
2003,2,6,4,12144
2003,2,7,5,12195
2003,2,8,6,8459
2003,2,9,7,7396
2003,2,10,1,11771
2003,2,11,2,12700
2003,2,12,3,12339
2003,2,13,4,12086
2003,2,14,5,12807
2003,2,15,6,8730
2003,2,16,7,7568
2003,2,17,1,10522
2003,2,18,2,12403
2003,2,19,3,12395
2003,2,20,4,12320
2003,2,21,5,12435
2003,2,22,6,8767
2003,2,23,7,7582
2003,2,24,1,11677
2003,2,25,2,12595
2003,2,26,3,12136
2003,2,27,4,12437
2003,2,28,5,12329
2003,3,1,6,8500
2003,3,2,7,7438
2003,3,3,1,12491
2003,3,4,2,12638
2003,3,5,3,12264
2003,3,6,4,12419
2003,3,7,5,12259
2003,3,8,6,8528
2003,3,9,7,7300
2003,3,10,1,11456
2003,3,11,2,12693
2003,3,12,3,12278
2003,3,13,4,12127
2003,3,14,5,12582
2003,3,15,6,8485
2003,3,16,7,7387
2003,3,17,1,11718
2003,3,18,2,12697
2003,3,19,3,12374
2003,3,20,4,12506
2003,3,21,5,12446
2003,3,22,6,8372
2003,3,23,7,7303
2003,3,24,1,11487
2003,3,25,2,12819
2003,3,26,3,12324
2003,3,27,4,12403
2003,3,28,5,12317
2003,3,29,6,8579
2003,3,30,7,7399
2003,3,31,1,11331
2003,4,1,2,11754
2003,4,2,3,12739
2003,4,3,4,12380
2003,4,4,5,12453
2003,4,5,6,8371
2003,4,6,7,7181
2003,4,7,1,11554
2003,4,8,2,12813
2003,4,9,3,12172
2003,4,10,4,12485
2003,4,11,5,12176
2003,4,12,6,8380
2003,4,13,7,7130
2003,4,14,1,11599
2003,4,15,2,12799
2003,4,16,3,12701
2003,4,17,4,12716
2003,4,18,5,11576
2003,4,19,6,8077
2003,4,20,7,7057
2003,4,21,1,11303
2003,4,22,2,12474
2003,4,23,3,12361
2003,4,24,4,12297
2003,4,25,5,12049
2003,4,26,6,8213
2003,4,27,7,7342
2003,4,28,1,11460
2003,4,29,2,12430
2003,4,30,3,12064
2003,5,1,4,12526
2003,5,2,5,12297
2003,5,3,6,8366
2003,5,4,7,7481
2003,5,5,1,11814
2003,5,6,2,12884
2003,5,7,3,12447
2003,5,8,4,12664
2003,5,9,5,12522
2003,5,10,6,8594
2003,5,11,7,7484
2003,5,12,1,11943
2003,5,13,2,12455
2003,5,14,3,12635
2003,5,15,4,12896
2003,5,16,5,12662
2003,5,17,6,8536
2003,5,18,7,7505
2003,5,19,1,11811
2003,5,20,2,12993
2003,5,21,3,13139
2003,5,22,4,13199
2003,5,23,5,12965
2003,5,24,6,8678
2003,5,25,7,7598
2003,5,26,1,7825
2003,5,27,2,12163
2003,5,28,3,13619
2003,5,29,4,13277
2003,5,30,5,13034
2003,5,31,6,8742
2003,6,1,7,7570
2003,6,2,1,11835
2003,6,3,2,12824
2003,6,4,3,12616
2003,6,5,4,12647
2003,6,6,5,12617
2003,6,7,6,8559
2003,6,8,7,7493
2003,6,9,1,11743
2003,6,10,2,13102
2003,6,11,3,12931
2003,6,12,4,12883
2003,6,13,5,11821
2003,6,14,6,8594
2003,6,15,7,7571
2003,6,16,1,12229
2003,6,17,2,13144
2003,6,18,3,12903
2003,6,19,4,12752
2003,6,20,5,12496
2003,6,21,6,8623
2003,6,22,7,7642
2003,6,23,1,12012
2003,6,24,2,13333
2003,6,25,3,13267
2003,6,26,4,13106
2003,6,27,5,12678
2003,6,28,6,8714
2003,6,29,7,7648
2003,6,30,1,12072
2003,7,1,2,13682
2003,7,2,3,13577
2003,7,3,4,13247
2003,7,4,5,9364
2003,7,5,6,8209
2003,7,6,7,7789
2003,7,7,1,12407
2003,7,8,2,13626
2003,7,9,3,13286
2003,7,10,4,13381
2003,7,11,5,12878
2003,7,12,6,8776
2003,7,13,7,7867
2003,7,14,1,12068
2003,7,15,2,13434
2003,7,16,3,13224
2003,7,17,4,13444
2003,7,18,5,13013
2003,7,19,6,8787
2003,7,20,7,7954
2003,7,21,1,12241
2003,7,22,2,13522
2003,7,23,3,13312
2003,7,24,4,13355
2003,7,25,5,12825
2003,7,26,6,8862
2003,7,27,7,7740
2003,7,28,1,12262
2003,7,29,2,13562
2003,7,30,3,13295
2003,7,31,4,13237
2003,8,1,5,13001
2003,8,2,6,8740
2003,8,3,7,7702
2003,8,4,1,12031
2003,8,5,2,13437
