candidate,pct_estimate,lo,hi,date,election,cycle
Republicans,41.283519,37.263147,45.303892,2020-02-20,2020-11-03,2020
Democrats,47.743357,43.870783,51.615931,2020-02-21,2020-11-03,2020
Republicans,41.285857,37.269033,45.30268,2020-02-21,2020-11-03,2020
Democrats,47.749935,43.880781,51.619089,2020-02-22,2020-11-03,2020
Republicans,41.287654,37.274724,45.300585,2020-02-22,2020-11-03,2020
Democrats,47.755598,43.89022,51.620976,2020-02-23,2020-11-03,2020
Republicans,41.288806,37.27996,45.297652,2020-02-23,2020-11-03,2020
Democrats,47.746851,43.861323,51.632379,2020-02-24,2020-11-03,2020
Republicans,41.278723,37.242242,45.315205,2020-02-24,2020-11-03,2020
Democrats,47.752032,43.870285,51.633778,2020-02-25,2020-11-03,2020
Republicans,41.279978,37.248058,45.311899,2020-02-25,2020-11-03,2020
Democrats,47.756064,43.875399,51.636728,2020-02-26,2020-11-03,2020
Republicans,41.252823,37.222438,45.283207,2020-02-26,2020-11-03,2020
Democrats,47.761715,43.885176,51.638253,2020-02-27,2020-11-03,2020
Republicans,41.252794,37.227375,45.278213,2020-02-27,2020-11-03,2020
Democrats,47.766774,43.893757,51.639791,2020-02-28,2020-11-03,2020
Republicans,41.252726,37.231556,45.273897,2020-02-28,2020-11-03,2020
Democrats,47.771533,43.901779,51.641286,2020-02-29,2020-11-03,2020
Republicans,41.252905,37.235279,45.270532,2020-02-29,2020-11-03,2020
Democrats,47.77639,43.909752,51.643028,2020-03-01,2020-11-03,2020
Republicans,41.252616,37.239211,45.266021,2020-03-01,2020-11-03,2020
Democrats,47.938997,44.000999,51.876994,2020-03-02,2020-11-03,2020
Republicans,41.219459,37.200786,45.238133,2020-03-02,2020-11-03,2020
Democrats,47.945234,44.009793,51.880675,2020-03-03,2020-11-03,2020
Republicans,41.21943,37.20473,45.23413,2020-03-03,2020-11-03,2020
Democrats,48.039185,44.046728,52.031643,2020-03-04,2020-11-03,2020
Republicans,41.129145,37.070135,45.188155,2020-03-04,2020-11-03,2020
Democrats,48.048425,44.058418,52.038433,2020-03-05,2020-11-03,2020
Republicans,41.126441,37.07152,45.181363,2020-03-05,2020-11-03,2020
Democrats,48.056071,44.067741,52.044402,2020-03-06,2020-11-03,2020
Republicans,41.125092,37.073228,45.176956,2020-03-06,2020-11-03,2020
Democrats,48.064131,44.077873,52.050388,2020-03-07,2020-11-03,2020
Republicans,41.12371,37.074977,45.172444,2020-03-07,2020-11-03,2020
Democrats,48.072693,44.08882,52.056566,2020-03-08,2020-11-03,2020
Republicans,41.121941,37.076649,45.167233,2020-03-08,2020-11-03,2020
Democrats,48.841603,44.564748,53.118457,2020-03-09,2020-11-03,2020
Republicans,41.61671,37.546159,45.687261,2020-03-09,2020-11-03,2020
Democrats,48.857106,44.579268,53.134944,2020-03-10,2020-11-03,2020
Republicans,41.621713,37.5538,45.689625,2020-03-10,2020-11-03,2020
Democrats,48.778247,44.506749,53.049745,2020-03-11,2020-11-03,2020
Republicans,41.679304,37.610342,45.748266,2020-03-11,2020-11-03,2020
Democrats,48.792117,44.519628,53.064605,2020-03-12,2020-11-03,2020
Republicans,41.685283,37.619106,45.75146,2020-03-12,2020-11-03,2020
Democrats,48.807109,44.533739,53.080479,2020-03-13,2020-11-03,2020
Republicans,41.691434,37.627796,45.755072,2020-03-13,2020-11-03,2020
Democrats,48.819833,44.545722,53.093944,2020-03-14,2020-11-03,2020
Republicans,41.696707,37.635642,45.757771,2020-03-14,2020-11-03,2020
Democrats,48.83511,44.560151,53.110069,2020-03-15,2020-11-03,2020
Republicans,41.702091,37.643781,45.760402,2020-03-15,2020-11-03,2020
Democrats,48.733343,44.517591,52.949095,2020-03-16,2020-11-03,2020
Republicans,41.449765,37.401057,45.498473,2020-03-16,2020-11-03,2020
Democrats,48.746403,44.530159,52.962646,2020-03-17,2020-11-03,2020
Republicans,41.452881,37.406396,45.499365,2020-03-17,2020-11-03,2020
Democrats,48.753357,44.538452,52.968261,2020-03-18,2020-11-03,2020
Republicans,41.3933,37.337891,45.448709,2020-03-18,2020-11-03,2020
Democrats,48.766386,44.551002,52.98177,2020-03-19,2020-11-03,2020
Republicans,41.395337,37.341895,45.448779,2020-03-19,2020-11-03,2020
Democrats,48.780599,44.565343,52.995854,2020-03-20,2020-11-03,2020
Republicans,41.39636,37.345376,45.447344,2020-03-20,2020-11-03,2020
Democrats,48.795875,44.580727,53.011022,2020-03-21,2020-11-03,2020
Republicans,41.397299,37.348356,45.446241,2020-03-21,2020-11-03,2020
Democrats,48.809226,44.593692,53.02476,2020-03-22,2020-11-03,2020
Republicans,41.397999,37.351096,45.444901,2020-03-22,2020-11-03,2020
Democrats,48.825343,44.609622,53.041065,2020-03-23,2020-11-03,2020
Republicans,41.398215,37.353735,45.442695,2020-03-23,2020-11-03,2020
Democrats,48.807683,44.584207,53.031158,2020-03-24,2020-11-03,2020
Republicans,41.324251,37.230529,45.417973,2020-03-24,2020-11-03,2020
Democrats,48.723757,44.505495,52.942018,2020-03-25,2020-11-03,2020
Republicans,41.226284,37.113091,45.339477,2020-03-25,2020-11-03,2020
Democrats,48.733869,44.515853,52.951885,2020-03-26,2020-11-03,2020
Republicans,41.224512,37.112947,45.336077,2020-03-26,2020-11-03,2020
Democrats,48.725014,44.548106,52.901923,2020-03-27,2020-11-03,2020
Republicans,41.320849,37.166763,45.474936,2020-03-27,2020-11-03,2020
Democrats,48.734,44.55824,52.909761,2020-03-28,2020-11-03,2020
Republicans,41.32235,37.167838,45.476862,2020-03-28,2020-11-03,2020
Democrats,48.741608,44.56718,52.916035,2020-03-29,2020-11-03,2020
Republicans,41.323422,37.168494,45.478351,2020-03-29,2020-11-03,2020
Democrats,48.7495,44.575818,52.923182,2020-03-30,2020-11-03,2020
Republicans,41.323836,37.168527,45.479145,2020-03-30,2020-11-03,2020
Democrats,48.757274,44.584771,52.929776,2020-03-31,2020-11-03,2020
Republicans,41.32518,37.169109,45.481251,2020-03-31,2020-11-03,2020
Democrats,48.888434,44.802327,52.974541,2020-04-01,2020-11-03,2020
Republicans,41.219422,37.21493,45.223915,2020-04-01,2020-11-03,2020
Democrats,48.897455,44.814612,52.980298,2020-04-02,2020-11-03,2020
Republicans,41.21904,37.216244,45.221836,2020-04-02,2020-11-03,2020
Democrats,48.906243,44.825816,52.986669,2020-04-03,2020-11-03,2020
Republicans,41.218924,37.216802,45.221045,2020-04-03,2020-11-03,2020
Democrats,48.915219,44.837246,52.993192,2020-04-04,2020-11-03,2020
Republicans,41.218628,37.217592,45.219664,2020-04-04,2020-11-03,2020
Democrats,48.924115,44.849512,52.998718,2020-04-05,2020-11-03,2020
Republicans,41.217676,37.217502,45.21785,2020-04-05,2020-11-03,2020
Democrats,48.931903,44.860367,53.003438,2020-04-06,2020-11-03,2020
Republicans,41.216959,37.216986,45.216932,2020-04-06,2020-11-03,2020
Democrats,48.915815,44.824206,53.007424,2020-04-07,2020-11-03,2020
Republicans,41.187228,37.148949,45.225507,2020-04-07,2020-11-03,2020
Democrats,48.889828,44.802677,52.976979,2020-04-08,2020-11-03,2020
Republicans,41.150993,37.108638,45.193348,2020-04-08,2020-11-03,2020
Democrats,48.897067,44.813804,52.98033,2020-04-09,2020-11-03,2020
Republicans,41.14995,37.10884,45.191059,2020-04-09,2020-11-03,2020
Democrats,48.903579,44.823814,52.983345,2020-04-10,2020-11-03,2020
Republicans,41.148443,37.108062,45.188824,2020-04-10,2020-11-03,2020
Democrats,48.910186,44.833837,52.986535,2020-04-11,2020-11-03,2020
Republicans,41.147059,37.107092,45.187027,2020-04-11,2020-11-03,2020
Democrats,48.916677,44.844462,52.988891,2020-04-12,2020-11-03,2020
Republicans,41.145872,37.106337,45.185408,2020-04-12,2020-11-03,2020
Democrats,48.645551,44.59226,52.698841,2020-04-13,2020-11-03,2020
Republicans,40.808949,36.716524,44.901374,2020-04-13,2020-11-03,2020
Democrats,48.649368,44.59807,52.700667,2020-04-14,2020-11-03,2020
Republicans,40.805204,36.711294,44.899114,2020-04-14,2020-11-03,2020
Democrats,48.587213,44.509296,52.665131,2020-04-15,2020-11-03,2020
Republicans,40.811231,36.70518,44.917282,2020-04-15,2020-11-03,2020
Democrats,48.640028,44.599193,52.680862,2020-04-16,2020-11-03,2020
Republicans,40.758145,36.610362,44.905929,2020-04-16,2020-11-03,2020
Democrats,48.64228,44.604816,52.679743,2020-04-17,2020-11-03,2020
Republicans,40.753265,36.603477,44.903052,2020-04-17,2020-11-03,2020
Democrats,48.644616,44.609974,52.679259,2020-04-18,2020-11-03,2020
Republicans,40.748348,36.596804,44.899892,2020-04-18,2020-11-03,2020
Democrats,48.64644,44.614094,52.678787,2020-04-19,2020-11-03,2020
Republicans,40.743244,36.589903,44.896585,2020-04-19,2020-11-03,2020
Democrats,48.622901,44.573071,52.672732,2020-04-20,2020-11-03,2020
Republicans,40.783164,36.65586,44.910467,2020-04-20,2020-11-03,2020
Democrats,48.437579,44.389961,52.485198,2020-04-21,2020-11-03,2020
Republicans,40.425107,36.144763,44.705452,2020-04-21,2020-11-03,2020
Democrats,48.128604,44.058436,52.198771,2020-04-22,2020-11-03,2020
Republicans,40.51965,36.231388,44.807912,2020-04-22,2020-11-03,2020
Democrats,48.083779,43.997793,52.169766,2020-04-23,2020-11-03,2020
Republicans,40.517005,36.228109,44.805901,2020-04-23,2020-11-03,2020
Democrats,48.079047,43.992468,52.165626,2020-04-24,2020-11-03,2020
Republicans,40.509531,36.21612,44.802943,2020-04-24,2020-11-03,2020
Democrats,48.072064,43.984813,52.159315,2020-04-25,2020-11-03,2020
Republicans,40.501335,36.203466,44.799204,2020-04-25,2020-11-03,2020
Democrats,48.066043,43.977639,52.154447,2020-04-26,2020-11-03,2020
Republicans,40.493549,36.191518,44.79558,2020-04-26,2020-11-03,2020
Democrats,48.25546,44.217522,52.293399,2020-04-27,2020-11-03,2020
Republicans,40.417437,36.184306,44.650568,2020-04-27,2020-11-03,2020
Democrats,48.252385,44.214165,52.290604,2020-04-28,2020-11-03,2020
Republicans,40.408972,36.171921,44.646022,2020-04-28,2020-11-03,2020
Democrats,48.0114,43.877139,52.14566,2020-04-29,2020-11-03,2020
Republicans,40.308299,36.048186,44.568413,2020-04-29,2020-11-03,2020
Democrats,48.001074,43.868156,52.133992,2020-04-30,2020-11-03,2020
Republicans,40.317583,36.07062,44.564546,2020-04-30,2020-11-03,2020
Democrats,47.99218,43.857345,52.127015,2020-05-01,2020-11-03,2020
Republicans,40.305093,36.05428,44.555905,2020-05-01,2020-11-03,2020
Democrats,47.98047,43.842948,52.117992,2020-05-02,2020-11-03,2020
Republicans,40.291258,36.035418,44.547099,2020-05-02,2020-11-03,2020
Democrats,47.970647,43.830675,52.11062,2020-05-03,2020-11-03,2020
Republicans,40.278457,36.017806,44.539108,2020-05-03,2020-11-03,2020
Democrats,47.958005,43.810655,52.105355,2020-05-04,2020-11-03,2020
Republicans,40.259022,35.987878,44.530166,2020-05-04,2020-11-03,2020
Democrats,47.872252,43.690413,52.054092,2020-05-05,2020-11-03,2020
Republicans,40.30781,36.043286,44.572334,2020-05-05,2020-11-03,2020
Democrats,48.492997,44.232031,52.753964,2020-05-06,2020-11-03,2020
Republicans,40.574865,36.433382,44.716348,2020-05-06,2020-11-03,2020
Democrats,48.482495,44.217916,52.747073,2020-05-07,2020-11-03,2020
Republicans,40.561489,36.415763,44.707216,2020-05-07,2020-11-03,2020
Democrats,48.478791,44.210541,52.74704,2020-05-08,2020-11-03,2020
Republicans,40.553005,36.403664,44.702347,2020-05-08,2020-11-03,2020
Democrats,48.475144,44.203235,52.747052,2020-05-09,2020-11-03,2020
Republicans,40.544441,36.391783,44.697099,2020-05-09,2020-11-03,2020
Democrats,48.470679,44.195627,52.745731,2020-05-10,2020-11-03,2020
Republicans,40.535741,36.379794,44.691689,2020-05-10,2020-11-03,2020
Democrats,48.463103,44.179742,52.746464,2020-05-11,2020-11-03,2020
Republicans,40.555033,36.404459,44.705607,2020-05-11,2020-11-03,2020
Democrats,48.459356,44.173076,52.745636,2020-05-12,2020-11-03,2020
Republicans,40.547724,36.394982,44.700466,2020-05-12,2020-11-03,2020
Democrats,48.464615,44.177308,52.751922,2020-05-13,2020-11-03,2020
Republicans,40.609729,36.454904,44.764554,2020-05-13,2020-11-03,2020
Democrats,48.459802,44.171485,52.748119,2020-05-14,2020-11-03,2020
Republicans,40.587435,36.424915,44.749956,2020-05-14,2020-11-03,2020
Democrats,48.455491,44.164224,52.746757,2020-05-15,2020-11-03,2020
Republicans,40.581033,36.415566,44.7465,2020-05-15,2020-11-03,2020
Democrats,48.452613,44.158598,52.746628,2020-05-16,2020-11-03,2020
Republicans,40.575847,36.407544,44.74415,2020-05-16,2020-11-03,2020
Democrats,48.45083,44.154032,52.747629,2020-05-17,2020-11-03,2020
Republicans,40.571151,36.399849,44.742452,2020-05-17,2020-11-03,2020
Democrats,48.410846,44.088907,52.732786,2020-05-18,2020-11-03,2020
Republicans,40.527259,36.322566,44.731951,2020-05-18,2020-11-03,2020
Democrats,48.281744,44.014981,52.548507,2020-05-19,2020-11-03,2020
Republicans,40.385476,36.207435,44.563517,2020-05-19,2020-11-03,2020
Democrats,48.230639,43.960838,52.500441,2020-05-20,2020-11-03,2020
Republicans,40.294743,36.098619,44.490866,2020-05-20,2020-11-03,2020
Democrats,48.226679,43.954237,52.49912,2020-05-21,2020-11-03,2020
Republicans,40.287662,36.088475,44.486849,2020-05-21,2020-11-03,2020
Democrats,48.218035,43.948093,52.487977,2020-05-22,2020-11-03,2020
Republicans,40.263432,36.058292,44.468571,2020-05-22,2020-11-03,2020
Democrats,48.214278,43.94163,52.486927,2020-05-23,2020-11-03,2020
Republicans,40.25638,36.048481,44.46428,2020-05-23,2020-11-03,2020
Democrats,48.211066,43.935746,52.486387,2020-05-24,2020-11-03,2020
Republicans,40.249761,36.039067,44.460456,2020-05-24,2020-11-03,2020
Democrats,48.207099,43.92906,52.485138,2020-05-25,2020-11-03,2020
Republicans,40.243287,36.030151,44.456424,2020-05-25,2020-11-03,2020
Democrats,48.228407,43.953983,52.502832,2020-05-26,2020-11-03,2020
Republicans,40.271519,36.070612,44.472427,2020-05-26,2020-11-03,2020
Democrats,48.172142,43.933712,52.410572,2020-05-27,2020-11-03,2020
Republicans,40.478305,36.175168,44.781442,2020-05-27,2020-11-03,2020
Democrats,48.172359,43.938048,52.406669,2020-05-28,2020-11-03,2020
Republicans,40.494459,36.195613,44.793305,2020-05-28,2020-11-03,2020
Democrats,48.188221,43.951143,52.4253,2020-05-29,2020-11-03,2020
Republicans,40.501704,36.204518,44.79889,2020-05-29,2020-11-03,2020
Democrats,48.183955,43.945115,52.422795,2020-05-30,2020-11-03,2020
Republicans,40.503553,36.200652,44.806454,2020-05-30,2020-11-03,2020
Democrats,48.179205,43.939265,52.419144,2020-05-31,2020-11-03,2020
Republicans,40.503586,36.195585,44.811588,2020-05-31,2020-11-03,2020
Democrats,48.167358,43.918785,52.41593,2020-06-01,2020-11-03,2020
Republicans,40.461502,36.131364,44.791641,2020-06-01,2020-11-03,2020
Democrats,48.160301,43.908565,52.412036,2020-06-02,2020-11-03,2020
Republicans,40.459069,36.12214,44.795997,2020-06-02,2020-11-03,2020
Democrats,48.681952,44.353823,53.010081,2020-06-03,2020-11-03,2020
Republicans,40.915374,36.654163,45.176585,2020-06-03,2020-11-03,2020
Democrats,48.684529,44.35905,53.010009,2020-06-04,2020-11-03,2020
Republicans,40.890045,36.615447,45.164643,2020-06-04,2020-11-03,2020
Democrats,48.685475,44.35566,53.01529,2020-06-05,2020-11-03,2020
Republicans,40.893158,36.612268,45.174048,2020-06-05,2020-11-03,2020
Democrats,48.68578,44.351324,53.020236,2020-06-06,2020-11-03,2020
Republicans,40.896836,36.610661,45.183011,2020-06-06,2020-11-03,2020
Democrats,49.025669,44.760585,53.290754,2020-06-07,2020-11-03,2020
Republicans,40.602917,36.469038,44.736796,2020-06-07,2020-11-03,2020
Democrats,49.044328,44.780506,53.308151,2020-06-08,2020-11-03,2020
Republicans,40.604624,36.46784,44.741408,2020-06-08,2020-11-03,2020
Democrats,48.589891,44.261548,52.918234,2020-06-09,2020-11-03,2020
Republicans,40.60264,36.552283,44.652997,2020-06-09,2020-11-03,2020
Democrats,48.547652,44.230552,52.864752,2020-06-10,2020-11-03,2020
Republicans,40.573652,36.532247,44.615057,2020-06-10,2020-11-03,2020
Democrats,48.538525,44.22008,52.85697,2020-06-11,2020-11-03,2020
Republicans,40.608859,36.583884,44.633835,2020-06-11,2020-11-03,2020
Democrats,48.534884,44.211828,52.857941,2020-06-12,2020-11-03,2020
Republicans,40.608041,36.58258,44.633503,2020-06-12,2020-11-03,2020
Democrats,48.531725,44.203766,52.859684,2020-06-13,2020-11-03,2020
Republicans,40.607167,36.581114,44.63322,2020-06-13,2020-11-03,2020
Democrats,48.528778,44.195894,52.861662,2020-06-14,2020-11-03,2020
Republicans,40.60604,36.578275,44.633805,2020-06-14,2020-11-03,2020
Democrats,48.522442,44.183091,52.861794,2020-06-15,2020-11-03,2020
Republicans,40.595917,36.560074,44.63176,2020-06-15,2020-11-03,2020
Democrats,48.518575,44.175002,52.862148,2020-06-16,2020-11-03,2020
Republicans,40.594035,36.556513,44.631557,2020-06-16,2020-11-03,2020
Democrats,48.555617,44.242662,52.868572,2020-06-17,2020-11-03,2020
Republicans,40.730403,36.626206,44.834599,2020-06-17,2020-11-03,2020
Democrats,48.391472,44.156946,52.625997,2020-06-18,2020-11-03,2020
Republicans,40.412644,36.279791,44.545497,2020-06-18,2020-11-03,2020
Democrats,48.385537,44.147839,52.623235,2020-06-19,2020-11-03,2020
Republicans,40.410742,36.274636,44.546849,2020-06-19,2020-11-03,2020
Democrats,48.379775,44.138771,52.620778,2020-06-20,2020-11-03,2020
Republicans,40.409175,36.269376,44.548974,2020-06-20,2020-11-03,2020
Democrats,48.375082,44.131334,52.618829,2020-06-21,2020-11-03,2020
Republicans,40.408266,36.266068,44.550464,2020-06-21,2020-11-03,2020
Democrats,48.370825,44.124357,52.617293,2020-06-22,2020-11-03,2020
Republicans,40.407552,36.263467,44.551637,2020-06-22,2020-11-03,2020
Democrats,48.723496,44.433383,53.013609,2020-06-23,2020-11-03,2020
Republicans,40.527627,36.480518,44.574735,2020-06-23,2020-11-03,2020
Democrats,48.717098,44.441235,52.992961,2020-06-24,2020-11-03,2020
Republicans,40.592799,36.557495,44.628102,2020-06-24,2020-11-03,2020
Democrats,48.716028,44.43714,52.994917,2020-06-25,2020-11-03,2020
Republicans,40.593687,36.557811,44.629564,2020-06-25,2020-11-03,2020
Democrats,48.619761,44.408409,52.831113,2020-06-26,2020-11-03,2020
Republicans,40.717432,36.718157,44.716707,2020-06-26,2020-11-03,2020
Democrats,48.618302,44.405712,52.830891,2020-06-27,2020-11-03,2020
Republicans,40.720938,36.721897,44.719979,2020-06-27,2020-11-03,2020
Democrats,48.617534,44.404318,52.830749,2020-06-28,2020-11-03,2020
Republicans,40.725793,36.72765,44.723936,2020-06-28,2020-11-03,2020
Democrats,48.497889,44.221918,52.77386,2020-06-29,2020-11-03,2020
Republicans,40.759681,36.767747,44.751614,2020-06-29,2020-11-03,2020
Democrats,48.985499,44.800606,53.170392,2020-06-30,2020-11-03,2020
Republicans,39.95465,35.934525,43.974774,2020-06-30,2020-11-03,2020
Democrats,49.208073,45.081001,53.335145,2020-07-01,2020-11-03,2020
Republicans,40.264892,36.308571,44.221214,2020-07-01,2020-11-03,2020
Democrats,49.183145,45.155068,53.211222,2020-07-02,2020-11-03,2020
Republicans,40.39281,36.505499,44.280121,2020-07-02,2020-11-03,2020
Democrats,49.186876,45.160255,53.213497,2020-07-03,2020-11-03,2020
Republicans,40.391628,36.504155,44.279101,2020-07-03,2020-11-03,2020
Democrats,49.191612,45.166623,53.216602,2020-07-04,2020-11-03,2020
Republicans,40.389912,36.502391,44.277433,2020-07-04,2020-11-03,2020
Democrats,49.19484,45.171104,53.218575,2020-07-05,2020-11-03,2020
Republicans,40.389521,36.502533,44.276508,2020-07-05,2020-11-03,2020
Democrats,49.200003,45.178409,53.221597,2020-07-06,2020-11-03,2020
Republicans,40.388789,36.501971,44.275606,2020-07-06,2020-11-03,2020
Democrats,49.204179,45.183493,53.224864,2020-07-07,2020-11-03,2020
Republicans,40.389393,36.502507,44.276278,2020-07-07,2020-11-03,2020
Democrats,49.386494,45.366495,53.406494,2020-07-08,2020-11-03,2020
Republicans,40.425462,36.570776,44.280148,2020-07-08,2020-11-03,2020
Democrats,49.394983,45.376457,53.413509,2020-07-09,2020-11-03,2020
Republicans,40.425854,36.5717,44.280009,2020-07-09,2020-11-03,2020
Democrats,49.405422,45.388551,53.422293,2020-07-10,2020-11-03,2020
Republicans,40.4264,36.572542,44.280258,2020-07-10,2020-11-03,2020
Democrats,49.414373,45.398993,53.429753,2020-07-11,2020-11-03,2020
Republicans,40.427519,36.574235,44.280802,2020-07-11,2020-11-03,2020
Democrats,49.423282,45.409839,53.436726,2020-07-12,2020-11-03,2020
Republicans,40.428088,36.575655,44.280522,2020-07-12,2020-11-03,2020
Democrats,49.42873,45.416591,53.440869,2020-07-13,2020-11-03,2020
Republicans,40.428529,36.577341,44.279717,2020-07-13,2020-11-03,2020
Democrats,49.434422,45.423724,53.44512,2020-07-14,2020-11-03,2020
Republicans,40.428702,36.579122,44.278282,2020-07-14,2020-11-03,2020
Democrats,48.908908,44.926549,52.891267,2020-07-15,2020-11-03,2020
Republicans,40.677764,36.801139,44.55439,2020-07-15,2020-11-03,2020
Democrats,49.026897,45.079291,52.974503,2020-07-16,2020-11-03,2020
Republicans,40.699742,36.888087,44.511397,2020-07-16,2020-11-03,2020
Democrats,49.025587,45.079807,52.971367,2020-07-17,2020-11-03,2020
Republicans,40.704005,36.893984,44.514025,2020-07-17,2020-11-03,2020
Democrats,49.023981,45.079555,52.968406,2020-07-18,2020-11-03,2020
Republicans,40.707314,36.898982,44.515647,2020-07-18,2020-11-03,2020
Democrats,49.023169,45.080101,52.966236,2020-07-19,2020-11-03,2020
Republicans,40.710472,36.903785,44.517159,2020-07-19,2020-11-03,2020
Democrats,49.0206,45.079197,52.962004,2020-07-20,2020-11-03,2020
Republicans,40.713831,36.909694,44.517969,2020-07-20,2020-11-03,2020
Democrats,49.019443,45.079634,52.959251,2020-07-21,2020-11-03,2020
Republicans,40.717528,36.915631,44.519426,2020-07-21,2020-11-03,2020
Democrats,49.017934,45.073947,52.961921,2020-07-22,2020-11-03,2020
Republicans,40.592595,36.71765,44.467541,2020-07-22,2020-11-03,2020
Democrats,49.42541,45.407087,53.443732,2020-07-23,2020-11-03,2020
Republicans,41.247581,37.152953,45.34221,2020-07-23,2020-11-03,2020
Democrats,49.519887,45.537621,53.502153,2020-07-24,2020-11-03,2020
Republicans,40.987855,36.862245,45.113464,2020-07-24,2020-11-03,2020
Democrats,49.525941,45.544315,53.507568,2020-07-25,2020-11-03,2020
Republicans,40.996097,36.867431,45.124764,2020-07-25,2020-11-03,2020
Democrats,49.532732,45.551464,53.514,2020-07-26,2020-11-03,2020
Republicans,41.004967,36.871998,45.137937,2020-07-26,2020-11-03,2020
Democrats,49.538327,45.55847,53.518183,2020-07-27,2020-11-03,2020
Republicans,41.011581,36.87551,45.147652,2020-07-27,2020-11-03,2020
Democrats,49.54347,45.565636,53.521303,2020-07-28,2020-11-03,2020
Republicans,41.018374,36.878228,45.158521,2020-07-28,2020-11-03,2020
Democrats,49.152781,45.13386,53.171702,2020-07-29,2020-11-03,2020
Republicans,40.780685,36.692082,44.869288,2020-07-29,2020-11-03,2020
Democrats,49.149695,45.130411,53.168978,2020-07-30,2020-11-03,2020
Republicans,40.783661,36.692196,44.875126,2020-07-30,2020-11-03,2020
Democrats,48.489839,44.484197,52.495482,2020-07-31,2020-11-03,2020
Republicans,40.420418,36.429095,44.411741,2020-07-31,2020-11-03,2020
Democrats,48.47047,44.464753,52.476186,2020-08-01,2020-11-03,2020
Republicans,40.413806,36.419986,44.407625,2020-08-01,2020-11-03,2020
Democrats,48.45168,44.446584,52.456776,2020-08-02,2020-11-03,2020
Republicans,40.405973,36.41024,44.401707,2020-08-02,2020-11-03,2020
Democrats,48.260693,44.340973,52.180413,2020-08-03,2020-11-03,2020
Republicans,40.472521,36.612842,44.332199,2020-08-03,2020-11-03,2020
Democrats,48.248775,44.327749,52.169801,2020-08-04,2020-11-03,2020
Republicans,40.471739,36.624763,44.318715,2020-08-04,2020-11-03,2020
Democrats,48.219029,44.300569,52.137488,2020-08-05,2020-11-03,2020
Republicans,40.452426,36.634382,44.27047,2020-08-05,2020-11-03,2020
Democrats,48.207078,44.291214,52.122941,2020-08-06,2020-11-03,2020
Republicans,40.447426,36.629565,44.265288,2020-08-06,2020-11-03,2020
Democrats,48.19194,44.285824,52.098056,2020-08-07,2020-11-03,2020
Republicans,40.443875,36.631221,44.256528,2020-08-07,2020-11-03,2020
Democrats,48.178858,44.276163,52.081554,2020-08-08,2020-11-03,2020
Republicans,40.438891,36.627256,44.250527,2020-08-08,2020-11-03,2020
Democrats,48.164466,44.265414,52.063519,2020-08-09,2020-11-03,2020
Republicans,40.43358,36.622672,44.244488,2020-08-09,2020-11-03,2020
Democrats,48.507939,44.667646,52.348233,2020-08-10,2020-11-03,2020
Republicans,40.886481,37.055451,44.717511,2020-08-10,2020-11-03,2020
Democrats,48.500023,44.664289,52.335757,2020-08-11,2020-11-03,2020
Republicans,40.890414,37.059009,44.721818,2020-08-11,2020-11-03,2020
Democrats,48.517509,44.652647,52.382371,2020-08-12,2020-11-03,2020
Republicans,40.870825,37.013126,44.728524,2020-08-12,2020-11-03,2020
Democrats,48.513222,44.652889,52.373555,2020-08-13,2020-11-03,2020
Republicans,40.87273,37.013793,44.731667,2020-08-13,2020-11-03,2020
Democrats,48.744629,45.006864,52.482395,2020-08-14,2020-11-03,2020
Republicans,41.27248,37.456816,45.088145,2020-08-14,2020-11-03,2020
Democrats,48.746124,45.012616,52.479632,2020-08-15,2020-11-03,2020
Republicans,41.280376,37.463258,45.097494,2020-08-15,2020-11-03,2020
Democrats,48.515427,44.814699,52.216156,2020-08-16,2020-11-03,2020
Republicans,41.29224,37.524932,45.059547,2020-08-16,2020-11-03,2020
Democrats,48.52678,44.809168,52.244391,2020-08-17,2020-11-03,2020
Republicans,41.233845,37.434389,45.033301,2020-08-17,2020-11-03,2020
Democrats,48.525074,44.813317,52.236832,2020-08-18,2020-11-03,2020
Republicans,41.239123,37.439268,45.038978,2020-08-18,2020-11-03,2020
Democrats,48.54058,44.825833,52.255327,2020-08-19,2020-11-03,2020
Republicans,41.181013,37.361335,45.000691,2020-08-19,2020-11-03,2020
Democrats,48.360214,44.68482,52.035608,2020-08-20,2020-11-03,2020
Republicans,40.963756,37.120997,44.806516,2020-08-20,2020-11-03,2020
Democrats,48.357776,44.686658,52.028893,2020-08-21,2020-11-03,2020
Republicans,40.960206,37.117136,44.803277,2020-08-21,2020-11-03,2020
Democrats,48.356027,44.688637,52.023417,2020-08-22,2020-11-03,2020
Republicans,40.955208,37.111757,44.798659,2020-08-22,2020-11-03,2020
Democrats,48.351133,44.688231,52.014035,2020-08-23,2020-11-03,2020
Republicans,40.955735,37.112066,44.799404,2020-08-23,2020-11-03,2020
Democrats,48.345099,44.687077,52.003121,2020-08-24,2020-11-03,2020
Republicans,40.95653,37.112404,44.800656,2020-08-24,2020-11-03,2020
Democrats,48.385732,44.68768,52.083784,2020-08-25,2020-11-03,2020
Republicans,40.943746,37.074822,44.812669,2020-08-25,2020-11-03,2020
Democrats,48.313623,44.632705,51.994541,2020-08-26,2020-11-03,2020
Republicans,40.890335,37.032912,44.747758,2020-08-26,2020-11-03,2020
