RespondentID,"Generally speaking, how would you rate your level of knowledgeÊof cuisines from different parts of the world?","How much, if at all, are you interested in cuisines from different parts of the world?",Please rate how much you like the traditional cuisine of Algeria:,Please rate how much you like the traditional cuisine of Argentina.,Please rate how much you like the traditional cuisine ofÊAustralia.,Please rate how much you like the traditional cuisine of Belgium.,Please rate how much you like the traditional cuisine of Bosnia and Herzegovina.,Please rate how much you like the traditional cuisine of Brazil.,Please rate how much you like the traditional cuisine of Cameroon.,Please rate how much you like the traditional cuisine of Chile.,Please rate how much you like the traditional cuisine of Colombia.,Please rate how much you like the traditional cuisine of Costa Rica.,Please rate how much you like the traditional cuisine of Croatia.,Please rate how much you like the traditional cuisine of Ecuador.,Please rate how much you like the traditional cuisine of England.,Please rate how much you like the traditional cuisine of France.,Please rate how much you like the traditional cuisine of Germany.,Please rate how much you like the traditional cuisine of Ghana.,Please rate how much you like the traditional cuisine of Greece.,Please rate how much you like the traditional cuisine of Honduras.,Please rate how much you like the traditional cuisine of Iran.,Please rate how much you like the traditional cuisine of Italy.,Please rate how much you like the traditional cuisine of Ivory Coast.,Please rate how much you like the traditional cuisine of Japan.,Please rate how much you like the traditional cuisine of Mexico.,Please rate how much you like the traditional cuisine of the Netherlands.,Please rate how much you like the traditional cuisine of Nigeria.,Please rate how much you like the traditional cuisine of Portugal.,Please rate how much you like the traditional cuisine of Russia.,Please rate how much you like the traditional cuisine of South Korea.,Please rate how much you like the traditional cuisine of Spain.,Please rate how much you like the traditional cuisine of Switzerland.,Please rate how much you like the traditional cuisine of United States.,Please rate how much you like the traditional cuisine of Uruguay.,Please rate how much you like the traditional cuisine of China.,Please rate how much you like the traditional cuisine of India.,Please rate how much you like the traditional cuisine of Thailand.,Please rate how much you like the traditional cuisine of Turkey.,Please rate how much you like the traditional cuisine of Cuba.,Please rate how much you like the traditional cuisine of Ethiopia.,Please rate how much you like the traditional cuisine of Vietnam.,Please rate how much you like the traditional cuisine of Ireland.,Gender,Age,Household Income,Education,Location (Census Region)
3307914481,Novice,Some,N/A,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,4,3,N/A,4,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,N/A,N/A,3,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain
3307863707,Novice,Not at allÊ,N/A,N/A,4,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,N/A,N/A,2,N/A,N/A,2,5,2,3,2,4,2,1,3,2,2,4,1,2,3,3,4,3,3,1,Male,18-29,"$150,000+",Graduate degree,Mountain
3307860945,Novice,A lot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N/A,5,3,3,3,4,2,4,5,4,4,N/A,3,4,4,3,4,3,4,3,Male,18-29,"$100,000 - $149,999",Bachelor degree,South Atlantic
3307846693,Advanced,A lot,3,N/A,5,4,3,5,5,4,3,4,4,4,4,4,4,4,5,N/A,4,5,N/A,5,5,4,3,N/A,4,4,4,4,4,N/A,4,5,5,N/A,4,N/A,4,5,Male,18-29,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
3307838179,Intermediate,Some,N/A,N/A,2,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,3,3,N/A,N/A,5,N/A,N/A,4,N/A,1,5,N/A,N/A,N/A,N/A,N/A,4,N/A,2,N/A,4,3,4,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3307835945,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,N/A,N/A,N/A,5,N/A,N/A,2,N/A,N/A,N/A,N/A,3,4,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
3307826381,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,3,N/A,3,N/A,N/A,4,N/A,4,5,N/A,N/A,N/A,N/A,3,3,N/A,5,N/A,3,3,4,N/A,5,2,4,3,Male,18-29,,High school degree,Pacific
3307782479,Intermediate,A lot,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,3,N/A,N/A,3,4,5,N/A,3,N/A,N/A,4,N/A,4,5,N/A,N/A,3,N/A,N/A,3,5,3,N/A,4,5,5,N/A,N/A,N/A,N/A,4,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain
3307732771,Advanced,A lot,N/A,3,N/A,4,N/A,4,N/A,3,N/A,N/A,N/A,N/A,2,4,3,N/A,4,4,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,4,4,4,N/A,3,4,4,3,Male,18-29,"$100,000 - $149,999",High school degree,South Atlantic
3307729966,Intermediate,Some,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,3,4,N/A,4,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,N/A,3,2,N/A,N/A,N/A,N/A,N/A,3,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Pacific
3307727946,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,4,5,N/A,5,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,5,5,N/A,N/A,N/A,N/A,N/A,5,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3307709708,Intermediate,Some,3,3,N/A,3,N/A,3,2,3,1,5,2,3,4,3,3,2,3,5,3,5,5,3,4,3,2,3,4,3,5,1,N/A,1,N/A,3,3,3,4,2,3,5,Male,30-44,"$50,000 - $99,999",,East North Central
3307707910,Intermediate,A lot,N/A,5,5,4,N/A,4,N/A,4,4,4,4,3,3,5,5,N/A,4,4,N/A,5,N/A,5,5,4,N/A,3,4,3,4,4,3,N/A,5,4,5,N/A,5,N/A,2,4,Male,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
3307703583,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,,Some college or Associate degree,West North Central
3307698060,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,4,4,N/A,4,N/A,4,4,4,N/A,N/A,N/A,4,N/A,Male,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3307694297,Advanced,A lot,N/A,N/A,3,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,5,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,4,4,N/A,4,N/A,4,4,5,N/A,4,3,4,3,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3307688562,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,N/A,5,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3307666678,Intermediate,A lot,N/A,N/A,N/A,4,N/A,N/A,N/A,3,N/A,1,N/A,N/A,2,4,3,N/A,4,N/A,N/A,5,N/A,4,3,3,N/A,N/A,3,N/A,3,N/A,3,N/A,4,2,3,N/A,3,N/A,3,4,Male,18-29,"$0 - $24,999",High school degree,Pacific
3307663456,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,N/A,3,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,1,N/A,N/A,3,N/A,N/A,4,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3307657004,Intermediate,Some,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,5,N/A,3,N/A,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,5,3,N/A,N/A,N/A,N/A,N/A,4,Male,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
3307651647,Novice,Some,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,3,N/A,N/A,3,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3307648206,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,4,4,N/A,N/A,3,3,N/A,Male,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
3307642326,Intermediate,Some,N/A,3,4,4,2,2,N/A,3,2,2,2,3,4,3,4,2,4,3,1,5,2,4,4,3,2,3,2,4,4,4,5,2,5,4,4,2,2,2,2,3,Male,18-29,,High school degree,West North Central
3307635268,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,2,N/A,3,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,4,3,N/A,N/A,N/A,N/A,2,Male,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
3307632665,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,3,N/A,4,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,2,N/A,N/A,N/A,N/A,4,Male,18-29,,Some college or Associate degree,South Atlantic
3307632639,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$25,000 - $49,999",Graduate degree,Mountain
3307613821,Intermediate,A lot,N/A,4,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,3,N/A,3,N/A,4,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,4,4,N/A,N/A,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3307606679,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,N/A,5,4,N/A,N/A,N/A,2,N/A,3,N/A,4,N/A,3,5,4,N/A,N/A,N/A,N/A,2,,,,,
3307602138,Novice,Some,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,3,5,3,N/A,4,N/A,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,4,4,2,N/A,5,5,5,N/A,3,4,4,3,Male,18-29,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
3307584591,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,4,N/A,4,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,N/A,4,5,4,4,4,N/A,N/A,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3307575838,Novice,A lot,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,3,N/A,4,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,3,N/A,N/A,N/A,5,N/A,4,N/A,4,N/A,3,N/A,N/A,3,,,,,
3307575474,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,,Some college or Associate degree,East North Central
3307574625,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,N/A,N/A,N/A,N/A,5,N/A,3,5,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,3,N/A,3,N/A,N/A,N/A,N/A,4,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
3307573237,Intermediate,Some,N/A,N/A,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,4,N/A,5,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,3,N/A,3,3,5,N/A,3,N/A,4,N/A,4,N/A,3,3,Male,30-44,"$0 - $24,999",High school degree,Middle Atlantic
3307564079,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,4,4,4,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,3,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3307563964,Novice,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307555228,Intermediate,Not muchÊ,1,3,5,3,1,5,1,4,3,1,1,1,5,3,5,1,1,1,1,5,1,1,3,3,1,5,3,1,3,3,3,1,4,1,1,1,3,1,1,4,Male,18-29,"$100,000 - $149,999",Bachelor degree,South Atlantic
3307530701,Intermediate,Some,N/A,4,4,3,N/A,N/A,N/A,4,3,N/A,N/A,N/A,2,5,2,N/A,4,N/A,N/A,5,N/A,5,4,N/A,N/A,3,2,2,4,4,4,N/A,2,3,4,N/A,4,N/A,1,2,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,New England
3307521872,Advanced,A lot,N/A,4,N/A,4,N/A,4,N/A,4,3,4,N/A,3,4,5,4,N/A,4,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,4,N/A,4,3,4,N/A,4,4,3,N/A,4,3,3,3,Male,30-44,"$150,000+",Graduate degree,Middle Atlantic
3307517066,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,N/A,5,N/A,4,5,N/A,N/A,5,5,N/A,5,N/A,5,N/A,5,3,5,N/A,N/A,N/A,3,4,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,New England
3307508331,Novice,Not muchÊ,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,4,N/A,3,3,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,3,3,N/A,N/A,3,N/A,N/A,3,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3307502806,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,5,4,N/A,N/A,N/A,3,4,4,N/A,3,N/A,4,4,4,N/A,4,4,4,3,Male,30-44,,Bachelor degree,East North Central
3307475605,Intermediate,Some,2,2,3,4,2,3,2,4,2,4,2,2,3,5,3,1,3,2,2,5,3,5,5,2,3,2,2,3,3,3,3,2,4,3,3,2,3,2,3,2,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3307471252,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,N/A,3,N/A,N/A,4,N/A,4,5,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,4,3,4,N/A,N/A,3,N/A,N/A,Male,30-44,"$25,000 - $49,999",Graduate degree,East North Central
3307459657,Novice,Some,N/A,3,N/A,N/A,N/A,5,N/A,N/A,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,4,4,3,N/A,5,N/A,3,4,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3307453618,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$0 - $24,999",Some college or Associate degree,East South Central
3307436982,Expert,A lot,3,4,3,5,N/A,3,N/A,N/A,4,N/A,N/A,3,3,4,5,3,4,N/A,N/A,5,N/A,4,4,4,N/A,3,2,4,4,4,4,N/A,5,4,4,N/A,3,3,4,4,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3307381565,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,5,N/A,2,5,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$150,000+",Some college or Associate degree,Mountain
3307360976,Expert,A lot,3,5,3,4,3,4,3,3,4,3,3,3,3,3,5,4,5,3,4,5,4,2,5,4,3,2,4,2,4,5,5,3,2,5,4,4,3,4,2,2,Male,30-44,"$25,000 - $49,999",Graduate degree,Middle Atlantic
3307357027,Expert,Some,3,5,5,4,3,4,5,3,5,3,4,4,4,5,4,3,5,4,4,4,5,3,4,2,4,4,4,4,5,5,5,3,3,3,4,2,4,3,5,2,Male,30-44,"$150,000+",Some college or Associate degree,South Atlantic
3307342928,Advanced,A lot,N/A,N/A,3,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,2,1,2,N/A,3,N/A,3,5,N/A,5,5,N/A,N/A,N/A,1,3,4,2,4,N/A,4,5,4,N/A,N/A,4,2,2,Male,30-44,,Bachelor degree,Pacific
3307323611,Intermediate,A lot,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,5,Male,30-44,"$25,000 - $49,999",Graduate degree,
3307322641,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$0 - $24,999",High school degree,Middle Atlantic
3307315319,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,3,N/A,N/A,5,N/A,3,3,N/A,N/A,N/A,2,N/A,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,Male,30-44,"$0 - $24,999",Some college or Associate degree,West North Central
3307301938,Intermediate,A lot,N/A,4,N/A,4,N/A,4,N/A,3,3,4,N/A,N/A,2,5,3,2,4,N/A,N/A,4,3,4,4,N/A,N/A,4,N/A,4,4,N/A,4,N/A,4,4,4,N/A,4,3,4,3,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central
3307301017,Intermediate,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
3307294585,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,5,4,N/A,4,N/A,5,5,N/A,5,5,N/A,N/A,3,N/A,5,4,N/A,4,N/A,5,5,5,3,3,5,5,N/A,Male,18-29,,Bachelor degree,Pacific
3307278839,Expert,A lot,N/A,4,N/A,3,3,4,N/A,4,4,4,N/A,4,3,3,3,N/A,3,N/A,3,4,N/A,5,4,3,N/A,3,2,4,4,3,3,N/A,5,5,5,3,4,N/A,5,5,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3307272958,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3307270138,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,4,N/A,3,N/A,N/A,4,N/A,2,4,3,N/A,N/A,N/A,N/A,3,N/A,4,N/A,2,1,N/A,N/A,N/A,N/A,N/A,3,Male,30-44,"$150,000+",Bachelor degree,East North Central
3307266737,Intermediate,A lot,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,2,4,4,3,4,4,3,4,Male,30-44,"$150,000+",Graduate degree,Pacific
3307247979,Expert,A lot,N/A,4,N/A,3,N/A,3,N/A,3,3,3,3,3,2,4,4,N/A,4,N/A,N/A,4,N/A,3,3,2,3,5,N/A,3,5,2,3,3,3,4,5,3,4,4,3,3,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
3307245634,Advanced,A lot,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,3,3,4,3,N/A,4,N/A,2,5,N/A,5,4,N/A,N/A,N/A,2,3,4,3,4,N/A,5,1,2,4,4,N/A,2,3,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
3307240533,Advanced,Some,3,4,5,4,3,3,4,4,4,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,4,2,3,4,3,2,4,4,4,4,3,4,3,3,2,,,,,
3307239882,Intermediate,Some,3,3,3,4,2,3,5,4,4,4,2,2,4,2,3,2,3,3,2,3,3,4,3,3,4,3,3,4,3,3,4,5,3,4,2,3,4,4,5,4,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3307233552,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,2,N/A,2,N/A,N/A,3,N/A,5,3,N/A,N/A,N/A,N/A,2,N/A,N/A,3,N/A,4,3,N/A,N/A,4,1,2,N/A,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
3307222078,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,5,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,4,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
3307221429,Advanced,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,2,3,4,N/A,N/A,3,4,4,4,3,3,3,4,N/A,3,2,3,N/A,3,4,4,2,N/A,4,N/A,3,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3307212175,Novice,Not muchÊ,N/A,5,N/A,5,N/A,5,N/A,N/A,5,5,N/A,N/A,4,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,5,N/A,N/A,5,N/A,5,N/A,5,2,N/A,N/A,5,N/A,N/A,5,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3307212143,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,5,4,5,N/A,5,N/A,N/A,5,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Pacific
3307211811,Advanced,A lot,4,4,3,3,3,5,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,5,3,3,5,3,3,4,4,4,4,4,5,3,5,4,Male,30-44,"$50,000 - $99,999",Graduate degree,New England
3307201979,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,2,3,N/A,N/A,5,2,N/A,5,N/A,4,5,N/A,N/A,4,N/A,N/A,5,N/A,5,N/A,5,5,4,N/A,4,N/A,N/A,4,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3307192535,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,5,N/A,N/A,5,N/A,4,4,4,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,4,5,4,N/A,N/A,4,N/A,N/A,Male,18-29,"$0 - $24,999",High school degree,West North Central
3307190437,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307188720,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,,Bachelor degree,Mountain
3307187401,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3307158081,Advanced,A lot,4,4,4,N/A,4,2,N/A,4,4,3,N/A,2,1,1,3,N/A,4,4,3,3,2,1,4,3,4,3,3,3,4,3,1,4,3,4,3,5,4,4,3,2,Male,18-29,"$150,000+",High school degree,East North Central
3307157659,Intermediate,Some,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,4,N/A,5,N/A,3,3,N/A,5,N/A,2,4,N/A,N/A,3,3,N/A,5,N/A,3,N/A,2,4,5,N/A,N/A,3,3,3,Male,18-29,"$0 - $24,999",Bachelor degree,West South Central
3307130866,Advanced,A lot,N/A,5,5,5,3,5,N/A,5,5,N/A,5,N/A,5,5,5,5,5,N/A,5,5,N/A,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,N/A,4,5,Male,30-44,,Bachelor degree,South Atlantic
3307113969,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,N/A,4,4,N/A,N/A,N/A,3,4,3,4,3,N/A,3,4,3,N/A,1,N/A,3,3,,,,,
