pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5384189	2008_Pres-G_TN	2008	TN	Pres-G	Pres-G	YouGov		10/25/2008	653	Democrat	44	Republican	53		-9	11/4/2008	40.27918892	54.78946376	-14.51027484	5.510274844	5.510274844	1	
5384190	2008_Pres-G_TX	2008	TX	Pres-G	Pres-G	YouGov		10/25/2008	972	Democrat	43	Republican	54		-11	11/4/2008	43.68312145	55.45236045	-11.76923901	0.769239006	0.769239006	1	
5384191	2008_Pres-G_US	2008	US	Pres-G	Pres-G	ABC News/Washington Post		10/25/2008	1314	Democrat	52	Republican	45		7	11/4/2008	52.92	45.66	7.26	0.26	-0.26	1	
5384192	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Ipsos, telephone		10/25/2008	831	Democrat	48	Republican	42		6	11/4/2008	52.92	45.66	7.26	1.26	-1.26	1	
5384193	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Pew Research Center		10/25/2008	1198	Democrat	53	Republican	38		15	11/4/2008	52.92	45.66	7.26	7.74	7.74	1	
5384194	2008_Pres-G_UT	2008	UT	Pres-G	Pres-G	YouGov		10/25/2008	395	Democrat	34	Republican	61		-27	11/4/2008	34.40574567	62.58386971	-28.17812405	1.178124048	1.178124048	1	
5384195	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	National Journal		10/25/2008	404	Democrat	48	Republican	44		4	11/4/2008	52.62946987	46.33050069	6.298969183	2.298969183	-2.298969183	1	
5384196	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	YouGov		10/25/2008	772	Democrat	52	Republican	45		7	11/4/2008	52.62946987	46.33050069	6.298969183	0.701030817	0.701030817	1	
5384197	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	Zogby Analytics, telephone		10/25/2008	600	Democrat	52	Republican	44.8		7.2	11/4/2008	52.62946987	46.33050069	6.298969183	0.901030817	0.901030817	1	
5384198	2008_Pres-G_VT	2008	VT	Pres-G	Pres-G	Research 2000		10/25/2008	400	Democrat	57	Republican	36		21	11/4/2008	67.4556832	30.44922872	37.00645447	16.00645447	-16.00645447	1	
5384199	2008_Pres-G_VT	2008	VT	Pres-G	Pres-G	YouGov		10/25/2008	275	Democrat	62	Republican	32		30	11/4/2008	67.4556832	30.44922872	37.00645447	7.006454471	-7.006454471	1	
5384200	2008_Pres-G_WA	2008	WA	Pres-G	Pres-G	YouGov		10/25/2008	797	Democrat	53	Republican	43		10	11/4/2008	57.65289221	40.47630494	17.17658727	7.176587272	-7.176587272	1	
5384201	2008_Pres-G_WI	2008	WI	Pres-G	Pres-G	Strategic Vision, LLC		10/25/2008	800	Democrat	50	Republican	41		9	11/4/2008	56.34093364	42.40635212	13.93458152	4.934581524	-4.934581524	1	
5384202	2008_Pres-G_WI	2008	WI	Pres-G	Pres-G	University of Wisconsin (Badger Poll)		10/25/2008	538	Democrat	52	Republican	42		10	11/4/2008	56.34093364	42.40635212	13.93458152	3.934581524	-3.934581524	1	
5384203	2008_Pres-G_WI	2008	WI	Pres-G	Pres-G	YouGov		10/25/2008	976	Democrat	53	Republican	41		12	11/4/2008	56.34093364	42.40635212	13.93458152	1.934581524	-1.934581524	1	
5384204	2008_Pres-G_WV	2008	WV	Pres-G	Pres-G	YouGov		10/25/2008	404	Democrat	43	Republican	52		-9	11/4/2008	42.58975038	55.71034311	-13.12059272	4.120592725	4.120592725	1	
5384205	2008_Pres-G_WV	2008	WV	Pres-G	Pres-G	Zogby Analytics, telephone		10/25/2008	600	Democrat	40.4	Republican	50.3		-9.9	11/4/2008	42.58975038	55.71034311	-13.12059272	3.220592725	3.220592725	1	
5384206	2008_Pres-G_WY	2008	WY	Pres-G	Pres-G	YouGov		10/25/2008	246	Democrat	29	Republican	67		-38	11/4/2008	31.31135276	62.32874124	-31.01738848	6.982611521	-6.982611521	1	
5384207	2008_Sen-G_AK	2008	AK	Sen-G	Sen-G	YouGov		10/25/2008	358	Democrat	44	Republican	42		2	11/4/2008	47.76708013	46.52291461	1.244165515	0.755834485	0.755834485	1	
5384208	2008_Sen-G_AL	2008	AL	Sen-G	Sen-G	YouGov		10/25/2008	452	Democrat	26	Republican	54		-28	11/4/2008	36.52044883	63.36223195	-26.84178312	1.158216884	-1.158216884	1	
5384209	2008_Sen-G_CO	2008	CO	Sen-G	Sen-G	National Journal		10/25/2008	409	Democrat	51	Republican	36		15	11/4/2008	52.79563016	42.49211171	10.30351845	4.696481547	4.696481547	1	
5384210	2008_Sen-G_CO	2008	CO	Sen-G	Sen-G	YouGov		10/25/2008	685	Democrat	51	Republican	36		15	11/4/2008	52.79563016	42.49211171	10.30351845	4.696481547	4.696481547	1	
5384211	2008_Sen-G_DE	2008	DE	Sen-G	Sen-G	YouGov		10/25/2008	346	Democrat	58	Republican	31		27	11/4/2008	64.68651258	35.31348742	29.37302516	2.373025162	-2.373025162	1	
5384212	2008_Sen-G_GA	2008	GA	Sen-G	Sen-G	YouGov		10/25/2008	910	Democrat	37	Republican	43		-6	11/4/2008	46.8	49.8	-3	3	-3	1	
5384213	2008_Sen-G_IA	2008	IA	Sen-G	Sen-G	YouGov		10/25/2008	795	Democrat	56	Republican	36		20	11/4/2008	62.65578029	37.26124779	25.3945325	5.394532503	-5.394532503	1	
5384214	2008_Sen-G_ID	2008	ID	Sen-G	Sen-G	YouGov		10/25/2008	372	Democrat	31	Republican	56		-25	11/4/2008	34.10512113	57.65439375	-23.54927262	1.45072738	-1.45072738	1	
5384215	2008_Sen-G_IL	2008	IL	Sen-G	Sen-G	YouGov		10/25/2008	783	Democrat	54	Republican	31		23	11/4/2008	67.84095114	28.53009559	39.31085555	16.31085555	-16.31085555	1	
5384216	2008_Sen-G_KS	2008	KS	Sen-G	Sen-G	YouGov		10/25/2008	499	Democrat	32	Republican	56		-24	11/4/2008	36.45846583	60.05839645	-23.59993062	0.400069382	-0.400069382	1	
5384217	2008_Sen-G_KY	2008	KY	Sen-G	Sen-G	YouGov		10/25/2008	486	Democrat	42	Republican	49		-7	11/4/2008	47.03438043	52.96561957	-5.93123914	1.06876086	-1.06876086	1	
5384218	2008_Sen-G_LA	2008	LA	Sen-G	Sen-G	Loyola University (New Orleans)		10/25/2008	475	Democrat	49	Republican	34		15	11/4/2008	52.10964613	45.72334114	6.38630499	8.61369501	8.61369501	1	
5384219	2008_Sen-G_LA	2008	LA	Sen-G	Sen-G	YouGov		10/25/2008	436	Democrat	52	Republican	39		13	11/4/2008	52.10964613	45.72334114	6.38630499	6.61369501	6.61369501	1	
5384220	2008_Sen-G_MA	2008	MA	Sen-G	Sen-G	YouGov		10/25/2008	705	Democrat	55	Republican	32		23	11/4/2008	65.85876182	30.92744186	34.93131996	11.93131996	-11.93131996	1	
5384221	2008_Sen-G_ME	2008	ME	Sen-G	Sen-G	YouGov		10/25/2008	486	Democrat	35	Republican	55		-20	11/4/2008	38.58343801	61.33097746	-22.74753944	2.747539445	2.747539445	1	
5384222	2008_Sen-G_MI	2008	MI	Sen-G	Sen-G	YouGov		10/25/2008	793	Democrat	52	Republican	29		23	11/4/2008	62.66496446	33.84612529	28.81883917	5.818839175	-5.818839175	1	
5384223	2008_Sen-G_MN	2008	MN	Sen-G	Sen-G	YouGov		10/25/2008	699	Democrat	40	Republican	39		1	11/4/2008	41.99368621	41.98288156	0.010804648	0.989195352	0.989195352	1	
5384224	2008_Sen-G_MS	2008	MS	Sen-G	Sen-G	YouGov		10/25/2008	417	Democrat	28	Republican	56		-28	11/4/2008	38.56495374	61.43504626	-22.87009252	5.129907476	-5.129907476	1	
5384225	2008_Sen-G_MT	2008	MT	Sen-G	Sen-G	YouGov		10/25/2008	368	Democrat	60	Republican	32		28	11/4/2008	72.92	27.08	45.84	17.84	-17.84	1	
5384226	2008_Sen-G_NC	2008	NC	Sen-G	Sen-G	National Journal		10/25/2008	402	Democrat	45	Republican	43		2	11/4/2008	52.6527808	44.18359679	8.469184006	6.469184006	-6.469184006	1	
5384227	2008_Sen-G_NC	2008	NC	Sen-G	Sen-G	YouGov		10/25/2008	955	Democrat	48	Republican	42		6	11/4/2008	52.6527808	44.18359679	8.469184006	2.469184006	-2.469184006	1	
5384228	2008_Sen-G_NE	2008	NE	Sen-G	Sen-G	YouGov		10/25/2008	407	Democrat	34	Republican	53		-19	11/4/2008	40.06	57.52	-17.46	1.54	-1.54	1	
5384229	2008_Sen-G_NH	2008	NH	Sen-G	Sen-G	YouGov		10/25/2008	516	Democrat	49	Republican	41		8	11/4/2008	51.58962387	45.25171024	6.337913634	1.662086366	1.662086366	1	
5384230	2008_Sen-G_NJ	2008	NJ	Sen-G	Sen-G	Strategic Vision, LLC		10/25/2008	800	Democrat	49	Republican	41		8	11/4/2008	56.03011677	41.95400071	14.07611606	6.076116062	-6.076116062	1	
5384231	2008_Sen-G_NJ	2008	NJ	Sen-G	Sen-G	YouGov		10/25/2008	777	Democrat	48	Republican	34		14	11/4/2008	56.03011677	41.95400071	14.07611606	0.076116062	-0.076116062	1	
5384232	2008_Sen-G_NM	2008	NM	Sen-G	Sen-G	YouGov		10/25/2008	457	Democrat	54	Republican	33		21	11/4/2008	61.32799126	38.67200874	22.65598252	1.655982517	-1.655982517	1	
5384233	2008_Sen-G_OK	2008	OK	Sen-G	Sen-G	SoonerPoll.com		10/25/2008	720	Democrat	41	Republican	51.3		-10.3	11/4/2008	39.1838844	56.67985082	-17.49596642	7.195966422	7.195966422	1	
5384234	2008_Sen-G_OK	2008	OK	Sen-G	Sen-G	YouGov		10/25/2008	491	Democrat	39	Republican	50		-11	11/4/2008	39.1838844	56.67985082	-17.49596642	6.495966422	6.495966422	1	
5384235	2008_Sen-G_OR	2008	OR	Sen-G	Sen-G	YouGov		10/25/2008	698	Democrat	44	Republican	43		1	11/4/2008	48.90467009	45.55344712	3.351222968	2.351222968	-2.351222968	1	
5384236	2008_Sen-G_RI	2008	RI	Sen-G	Sen-G	YouGov		10/25/2008	365	Democrat	64	Republican	25		39	11/4/2008	73.07092787	26.47466341	46.59626446	7.596264459	-7.596264459	1	
5384237	2008_Sen-G_SC	2008	SC	Sen-G	Sen-G	YouGov		10/25/2008	728	Democrat	31	Republican	47		-16	11/4/2008	42.24686884	57.52464291	-15.27777407	0.722225933	-0.722225933	1	
5384238	2008_Sen-G_SD	2008	SD	Sen-G	Sen-G	YouGov		10/25/2008	352	Democrat	60	Republican	35		25	11/4/2008	62.49169234	37.50830766	24.98338469	0.01661531	0.01661531	1	
5384239	2008_Sen-G_TN	2008	TN	Sen-G	Sen-G	YouGov		10/25/2008	653	Democrat	30	Republican	53		-23	11/4/2008	31.64401331	65.14422056	-33.50020725	10.50020725	10.50020725	1	
5384240	2008_Sen-G_TX	2008	TX	Sen-G	Sen-G	YouGov		10/25/2008	972	Democrat	35	Republican	47		-12	11/4/2008	42.83787755	54.82087821	-11.98300067	0.016999333	-0.016999333	1	
5384241	2008_Sen-G_VA	2008	VA	Sen-G	Sen-G	National Journal		10/25/2008	404	Democrat	60	Republican	31		29	11/4/2008	65.03255021	33.72854346	31.30400676	2.304006759	-2.304006759	1	
5384242	2008_Sen-G_VA	2008	VA	Sen-G	Sen-G	YouGov		10/25/2008	773	Democrat	58	Republican	33		25	11/4/2008	65.03255021	33.72854346	31.30400676	6.304006759	-6.304006759	1	
5384243	2008_Sen-G_WV	2008	WV	Sen-G	Sen-G	YouGov		10/25/2008	404	Democrat	55	Republican	37		18	11/4/2008	63.72702575	36.25603012	27.47099563	9.470995632	-9.470995632	1	
5384244	2008_Sen-G_WY	2008	WY	Sen-G	Sen-G	YouGov		10/25/2008	246	Democrat	25	Republican	68		-43	11/4/2008	24.25763965	75.6347371	-51.37709745	8.377097453	8.377097453	1	
5384245	2008_Sen-GS_MS	2008	MS	Sen-G	Sen-GS	YouGov		10/25/2008	417	Democrat	40	Republican	48		-8	11/4/2008	45.04	54.96	-9.92	1.92	1.92	1	
5384246	2008_Sen-GS_WY	2008	WY	Sen-G	Sen-GS	YouGov		10/25/2008	246	Democrat	29	Republican	63		-34	11/4/2008	25.86	71.5	-45.64	11.64	11.64	1	
5384247	2008_Gov-G_IN	2008	IN	Gov-G	Gov-G	Research 2000		10/26/2008	800	Democrat	40	Republican	54		-14	11/4/2008	40.1	57.8	-17.7	3.7	3.7	1	
5384248	2008_Gov-G_MO	2008	MO	Gov-G	Gov-G	SurveyUSA		10/26/2008	672	Democrat	55	Republican	38	3	17	11/4/2008	58.4	39.5	18.9	1.9	-1.9	1	
5384249	2008_Gov-G_NC	2008	NC	Gov-G	Gov-G	Public Policy Polling		10/26/2008	1038	Democrat	47	Republican	44	5	3	11/4/2008	50.3	46.9	3.4	0.4	-0.4	1	
5384250	2008_Gov-G_WA	2008	WA	Gov-G	Gov-G	Strategic Vision, LLC		10/26/2008	800	Democrat	49	Republican	47		2	11/4/2008	53.3	46.7	6.6	4.6	-4.6	1	
5384251	2008_House-G_GA-8	2008	GA-8	House-G	House-G	SurveyUSA		10/26/2008	634	Democrat	49	Republican	45		4	11/4/2008	57.24369919	42.75630081	14.48739838	10.48739838	-10.48739838	1	
5384252	2008_House-G_IN-7	2008	IN-7	House-G	House-G	Research 2000		10/26/2008	400	Democrat	53	Republican	38		15	11/4/2008	65.07751631	34.92097596	30.15654036	15.15654036	-15.15654036	1	
5384253	2008_House-G_IN-9	2008	IN-9	House-G	House-G	Research 2000		10/26/2008	400	Democrat	53	Republican	40		13	11/4/2008	57.76886209	38.4090069	19.3598552	6.359855196	-6.359855196	1	
5384254	2008_House-G_KS-3	2008	KS-3	House-G	House-G	SurveyUSA		10/26/2008	635	Democrat	53	Republican	42		11	11/4/2008	56.44043048	39.65551834	16.78491214	5.784912138	-5.784912138	1	
5384255	2008_House-G_NC-8	2008	NC-8	House-G	House-G	Public Policy Polling		10/26/2008	1589	Democrat	51	Republican	46		5	11/4/2008	55.38212734	44.61787266	10.76425468	5.764254683	-5.764254683	1	
5384256	2008_House-G_OH-15	2008	OH-15	House-G	House-G	SurveyUSA		10/26/2008	632	Democrat	47	Republican	41	6	6	11/4/2008	45.9402708	45.17933899	0.760931812	5.239068188	5.239068188	1	
5384257	2008_House-G_SC-1	2008	SC-1	House-G	House-G	SurveyUSA		10/26/2008	600	Democrat	45	Republican	50		-5	11/4/2008	47.88945797	51.93065383	-4.041195862	0.958804138	-0.958804138	1	
5384258	2008_House-G_US	2008	US	House-G	House-G	Financial Dynamics		10/26/2008	725	Democrat	46	Republican	38		8	11/4/2008	53.29203699	42.24617442	11.04586258	3.045862576	-3.045862576	1	aka Hotline/Diageo
5384259	2008_Pres-G_AZ	2008	AZ	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	807	Democrat	43	Republican	49		-6	11/4/2008	45.11525087	53.63524782	-8.519996948	2.519996948	2.519996948	1	
5384260	2008_Pres-G_AZ	2008	AZ	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	500	Democrat	46	Republican	51		-5	11/4/2008	45.11525087	53.63524782	-8.519996948	3.519996948	3.519996948	1	
5384261	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	774	Democrat	50	Republican	43		7	11/4/2008	53.66023684	44.70752211	8.952714731	1.952714731	-1.952714731	1	
5384262	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	InsiderAdvantage		10/26/2008	636	Democrat	51	Republican	42		9	11/4/2008	53.66023684	44.70752211	8.952714731	0.047285269	0.047285269	1	
5384263	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	50	Republican	46		4	11/4/2008	53.66023684	44.70752211	8.952714731	4.952714731	-4.952714731	1	
5384264	2008_Pres-G_FL	2008	FL	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	747	Democrat	50	Republican	45		5	11/4/2008	51.03330527	48.21531917	2.817986105	2.182013895	2.182013895	1	
5384265	2008_Pres-G_FL	2008	FL	Pres-G	Pres-G	Datamar		10/26/2008	630	Democrat	49.2	Republican	44.4		4.8	11/4/2008	51.03330527	48.21531917	2.817986105	1.982013895	1.982013895	1	
5384266	2008_Pres-G_FL	2008	FL	Pres-G	Pres-G	Los Angeles Times		10/26/2008	639	Democrat	50	Republican	43		7	11/4/2008	51.03330527	48.21531917	2.817986105	4.182013895	4.182013895	1	
5384267	2008_Pres-G_FL	2008	FL	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	51	Republican	47		4	11/4/2008	51.03330527	48.21531917	2.817986105	1.182013895	1.182013895	1	
5384268	2008_Pres-G_GA	2008	GA	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	690	Democrat	46	Republican	50		-4	11/4/2008	46.9901791	52.20451799	-5.214338897	1.214338897	1.214338897	1	
5384269	2008_Pres-G_IN	2008	IN	Pres-G	Pres-G	Research 2000		10/26/2008	800	Democrat	47	Republican	47		0	11/4/2008	49.76501727	48.73675053	1.028266742	1.028266742	-1.028266742	0.5	
5384270	2008_Pres-G_MN	2008	MN	Pres-G	Pres-G	Humphrey Institute		10/26/2008	451	Democrat	56	Republican	37		19	11/4/2008	54.0602927	43.82293104	10.23736165	8.762638346	8.762638346	1	
5384271	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	825	Democrat	46	Republican	48		-2	11/4/2008	49.29264787	49.42607441	-0.133426546	1.866573454	-1.866573454	1	
5384272	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	48	Republican	47		1	11/4/2008	49.29264787	49.42607441	-0.133426546	1.133426546	1.133426546	0	
5384273	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	SurveyUSA		10/26/2008	672	Democrat	48	Republican	48		0	11/4/2008	49.29264787	49.42607441	-0.133426546	0.133426546	0.133426546	0.5	
5384274	2008_Pres-G_NC	2008	NC	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	667	Democrat	52	Republican	46		6	11/4/2008	49.7036664	49.37479862	0.32886778	5.67113222	5.67113222	1	
5384275	2008_Pres-G_NC	2008	NC	Pres-G	Pres-G	Public Policy Polling		10/26/2008	1038	Democrat	49	Republican	48		1	11/4/2008	49.7036664	49.37479862	0.32886778	0.67113222	0.67113222	1	
5384276	2008_Pres-G_NC	2008	NC	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	48	Republican	49		-1	11/4/2008	49.7036664	49.37479862	0.32886778	1.32886778	-1.32886778	0	
5384277	2008_Pres-G_NH	2008	NH	Pres-G	Pres-G	University of New Hampshire		10/26/2008	652	Democrat	58	Republican	33		25	11/4/2008	54.12689706	44.52142847	9.605468585	15.39453141	15.39453141	1	
5384278	2008_Pres-G_NJ	2008	NJ	Pres-G	Pres-G	Fairleigh Dickinson University (PublicMind)		10/26/2008	852	Democrat	53	Republican	35		18	11/4/2008	57.27213715	41.70393386	15.56820329	2.431796707	2.431796707	1	
5384279	2008_Pres-G_NV	2008	NV	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	684	Democrat	50	Republican	43		7	11/4/2008	55.14667592	42.65411511	12.49256082	5.492560815	-5.492560815	1	
5384280	2008_Pres-G_OH	2008	OH	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	779	Democrat	50	Republican	43		7	11/4/2008	50.61754199	46.10293801	4.514603975	2.485396025	2.485396025	1	
5384281	2008_Pres-G_OH	2008	OH	Pres-G	Pres-G	Los Angeles Times		10/26/2008	644	Democrat	49	Republican	40		9	11/4/2008	50.61754199	46.10293801	4.514603975	4.485396025	4.485396025	1	
5384282	2008_Pres-G_OH	2008	OH	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	49	Republican	45		4	11/4/2008	50.61754199	46.10293801	4.514603975	0.514603975	-0.514603975	1	
5384283	2008_Pres-G_OR	2008	OR	Pres-G	Pres-G	SurveyUSA		10/26/2008	672	Democrat	57	Republican	38		19	11/4/2008	56.74880626	40.40098169	16.34782456	2.652175435	2.652175435	1	
5384284	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	768	Democrat	53	Republican	41		12	11/4/2008	54.55974696	44.22721584	10.33253113	1.667468875	1.667468875	1	
5384285	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	InsiderAdvantage		10/26/2008	588	Democrat	53	Republican	45		8	11/4/2008	54.55974696	44.22721584	10.33253113	2.332531125	-2.332531125	1	
5384286	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	Muhlenberg College		10/26/2008	610	Democrat	53	Republican	42		11	11/4/2008	54.55974696	44.22721584	10.33253113	0.667468875	0.667468875	1	
5384287	2008_Pres-G_US	2008	US	Pres-G	Pres-G	American Research Group		10/26/2008	1200	Democrat	50	Republican	45		5	11/4/2008	52.92	45.66	7.26	2.26	-2.26	1	
5384288	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Financial Dynamics		10/26/2008	878	Democrat	50	Republican	42		8	11/4/2008	52.92	45.66	7.26	0.74	0.74	1	aka Hotline/Diageo
5384289	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Gallup		10/26/2008	2343	Democrat	51	Republican	44		7	11/4/2008	52.92	45.66	7.26	0.26	-0.26	1	
5384290	2008_Pres-G_US	2008	US	Pres-G	Pres-G	George Washington University (Battleground)		10/26/2008	1000	Democrat	49	Republican	46		3	11/4/2008	52.92	45.66	7.26	4.26	-4.26	1	
5384291	2008_Pres-G_US	2008	US	Pres-G	Pres-G	YouGov		10/26/2008	1000	Democrat	49	Republican	42		7	11/4/2008	52.92	45.66	7.26	0.26	-0.26	1	
5384292	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/26/2008	721	Democrat	51	Republican	42		9	11/4/2008	52.62946987	46.33050069	6.298969183	2.701030817	2.701030817	1	
5384293	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/26/2008	1000	Democrat	51	Republican	47		4	11/4/2008	52.62946987	46.33050069	6.298969183	2.298969183	-2.298969183	1	
5384294	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	SurveyUSA		10/26/2008	671	Democrat	52	Republican	43		9	11/4/2008	52.62946987	46.33050069	6.298969183	2.701030817	2.701030817	1	
5384295	2008_Pres-G_WA	2008	WA	Pres-G	Pres-G	Strategic Vision, LLC		10/26/2008	800	Democrat	54	Republican	42		12	11/4/2008	57.65289221	40.47630494	17.17658727	5.176587272	-5.176587272	1	
5384296	2008_Sen-G_CO	2008	CO	Sen-G	Sen-G	CNN/Opinion Research Corp.		10/26/2008	774	Democrat	53	Republican	43		10	11/4/2008	52.79563016	42.49211171	10.30351845	0.303518453	-0.303518453	1	
5384297	2008_Sen-G_GA	2008	GA	Sen-G	Sen-G	CNN/Opinion Research Corp.		10/26/2008	690	Democrat	44	Republican	53		-9	11/4/2008	46.8	49.8	-3	6	-6	1	
5384298	2008_Sen-G_MN	2008	MN	Sen-G	Sen-G	Humphrey Institute		10/26/2008	451	Democrat	41	Republican	37		4	11/4/2008	41.99368621	41.98288156	0.010804648	3.989195352	3.989195352	1	
5384299	2008_Sen-G_NC	2008	NC	Sen-G	Sen-G	CNN/Opinion Research Corp.		10/26/2008	667	Democrat	53	Republican	44		9	11/4/2008	52.6527808	44.18359679	8.469184006	0.530815994	0.530815994	1	
5384300	2008_Sen-G_NC	2008	NC	Sen-G	Sen-G	Public Policy Polling		10/26/2008	1038	Democrat	48	Republican	45		3	11/4/2008	52.6527808	44.18359679	8.469184006	5.469184006	-5.469184006	1	
5384301	2008_Sen-G_NH	2008	NH	Sen-G	Sen-G	University of New Hampshire		10/26/2008	652	Democrat	50	Republican	36		14	11/4/2008	51.58962387	45.25171024	6.337913634	7.662086366	7.662086366	1	
5384302	2008_Sen-G_NJ	2008	NJ	Sen-G	Sen-G	Fairleigh Dickinson University (PublicMind)		10/26/2008	852	Democrat	52	Republican	32		20	11/4/2008	56.03011677	41.95400071	14.07611606	5.923883938	5.923883938	1	
5384303	2008_Sen-G_OR	2008	OR	Sen-G	Sen-G	SurveyUSA		10/26/2008	672	Democrat	49	Republican	42		7	11/4/2008	48.90467009	45.55344712	3.351222968	3.648777032	3.648777032	1	
5384304	2008_Sen-G_VA	2008	VA	Sen-G	Sen-G	ABC News/Washington Post		10/26/2008	671	Democrat	63	Republican	32		31	11/4/2008	65.03255021	33.72854346	31.30400676	0.304006759	-0.304006759	1	
5384305	2008_Sen-G_VA	2008	VA	Sen-G	Sen-G	SurveyUSA		10/26/2008	671	Democrat	63	Republican	32		31	11/4/2008	65.03255021	33.72854346	31.30400676	0.304006759	-0.304006759	1	
5384306	2008_Sen-G_VA	2008	VA	Sen-G	Sen-G	Virginia Commonwealth University		10/26/2008	671	Democrat	61	Republican	27		34	11/4/2008	65.03255021	33.72854346	31.30400676	2.695993241	2.695993241	1	
5384307	2008_Gov-G_IN	2008	IN	Gov-G	Gov-G	Selzer & Company		10/27/2008	600	Democrat	36	Republican	54		-18	11/4/2008	40.1	57.8	-17.7	0.3	-0.3	1	
5384308	2008_Gov-G_UT	2008	UT	Gov-G	Gov-G	Dan Jones & Associates		10/27/2008	1205	Democrat	16	Republican	77	2	-61	11/4/2008	19.7	77.7	-58	3	-3	1	
5384309	2008_Gov-G_WA	2008	WA	Gov-G	Gov-G	SurveyUSA		10/27/2008	630	Democrat	50	Republican	48		2	11/4/2008	53.3	46.7	6.6	4.6	-4.6	1	
5384310	2008_House-G_KY-4	2008	KY-4	House-G	House-G	SurveyUSA		10/27/2008	591	Democrat	37	Republican	58		-21	11/4/2008	36.96625453	63.03374547	-26.06749094	5.067490945	5.067490945	1	
5384311	2008_House-G_MN-3	2008	MN-3	House-G	House-G	SurveyUSA		10/27/2008	643	Democrat	44	Republican	45		-1	11/4/2008	40.85217175	48.47739391	-7.62522216	6.62522216	6.62522216	1	
5384312	2008_House-G_NV-2	2008	NV-2	House-G	House-G	Research 2000		10/27/2008	400	Democrat	44	Republican	47		-3	11/4/2008	41.43845594	51.82416849	-10.38571255	7.385712552	7.385712552	1	
5384313	2008_House-G_US	2008	US	House-G	House-G	CBS News/New York Times		10/27/2008	900	Democrat	48	Republican	36		12	11/4/2008	53.29203699	42.24617442	11.04586258	0.954137424	0.954137424	1	
5384314	2008_House-G_US	2008	US	House-G	House-G	George Washington University (Battleground)		10/27/2008	1000	Democrat	45	Republican	41		4	11/4/2008	53.29203699	42.24617442	11.04586258	7.045862576	-7.045862576	1	
5384315	2008_House-G_US	2008	US	House-G	House-G	Research 2000		10/27/2008	1100	Democrat	48	Republican	38		10	11/4/2008	53.29203699	42.24617442	11.04586258	1.045862576	-1.045862576	1	
5384316	2008_House-G_UT-1	2008	UT-1	House-G	House-G	Dan Jones & Associates		10/27/2008	377	Democrat	27	Republican	60		-33	11/4/2008	30.47306761	64.85491605	-34.38184844	1.38184844	1.38184844	1	
5384317	2008_House-G_UT-2	2008	UT-2	House-G	House-G	Dan Jones & Associates		10/27/2008	445	Democrat	65	Republican	26		39	11/4/2008	63.35060647	34.47441326	28.87619321	10.12380679	10.12380679	1	
5384318	2008_House-G_UT-3	2008	UT-3	House-G	House-G	Dan Jones & Associates		10/27/2008	383	Democrat	24	Republican	58		-34	11/4/2008	28.2829771	65.61043116	-37.32745405	3.327454055	3.327454055	1	
