"","SMITH","JOHNSON","WILLIAMS","BROWN","JONES","GARCIA","RODRIGUEZ","MILLER","MARTINEZ","DAVIS","HERNANDEZ","LOPEZ","GONZALEZ","WILSON","ANDERSON","THOMAS","TAYLOR","LEE","MOORE","JACKSON","PEREZ","MARTIN","THOMPSON","WHITE","SANCHEZ","HARRIS","RAMIREZ","CLARK","LEWIS","ROBINSON","WALKER","YOUNG","HALL","ALLEN","TORRES","NGUYEN","WRIGHT","FLORES","KING","SCOTT","RIVERA","GREEN","HILL","ADAMS","BAKER","NELSON","MITCHELL","CAMPBELL","GOMEZ","CARTER","ROBERTS","DIAZ","PHILLIPS","EVANS","TURNER","REYES","CRUZ","PARKER","EDWARDS","COLLINS","STEWART","MORRIS","MORALES","ORTIZ","GUTIERREZ","MURPHY","ROGERS","COOK","KIM","MORGAN","COOPER","RAMOS","PETERSON","GONZALES","BELL","REED","BAILEY","CHAVEZ","KELLY","HOWARD","RICHARDSON","WARD","COX","RUIZ","BROOKS","WATSON","WOOD","JAMES","MENDOZA","GRAY","BENNETT","ALVAREZ","CASTILLO","PRICE","HUGHES","VASQUEZ","SANDERS","JIMENEZ","LONG","FOSTER"
"Michelle",6099.60434064548,4839.00786116598,4064.03551705736,3601.94921713102,3565.84559987121,3098.56922810325,2911.46893836409,2844.98230207629,2797.81082286252,2782.71039196647,2566.87752456706,2246.47350690444,2170.89943300566,2021.60850416578,1947.41638495164,1876.65262193083,1863.31426370219,1849.30765602414,1803.00866135503,1779.27128961126,1766.63802453985,1735.21551897547,1657.67968228067,1653.27273954822,1595.41353195338,1561.75005564903,1414.65686108225,1401.9870450089,1331.58070207987,1328.45503781084,1306.65145733982,1217.0857187148,1212.6697953389,1195.24373927584,1175.34689000979,1160.52708003955,1137.73905518873,1131.78310137748,1130.37469413338,1094.38911507676,1081.76339571492,1080.47596356367,1066.50929546318,1057.68870630828,1049.11356738136,1049.09306463586,956.112196853597,951.84365695697,951.678011410442,946.175647437509,933.440150963728,909.278190918257,897.62609769463,881.478875768054,868.144663024455,843.125447822941,835.919919790614,834.120656375869,823.020872894443,815.437446020273,805.06102980859,798.648236187673,787.816104372818,776.93142740813,772.154013732177,758.816893535993,752.035676473947,746.361677108954,722.475537763565,705.991347793463,696.03507333417,695.887590585496,693.874330569316,690.473536336959,688.281875701301,686.17746149942,681.127481539259,671.584193090929,662.139841334872,659.492584724677,650.063222986604,648.729664910175,641.721098102655,633.893284310915,626.750205854516,626.375051915365,621.493012917464,615.68945717298,612.469069304207,609.413677938169,609.300275405508,608.465308184477,598.301724329289,584.879225447626,583.098911195035,579.250634373776,574.389052919797,572.654359523322,569.611603027136,569.160321579382
"Kimberly",6049.1433092978,4798.9755387829,4030.4144144134,3572.15087904092,3536.34594111514,3072.93527051843,2887.38283094436,2821.44622774897,2774.66499048507,2759.68948298966,2545.64216568161,2227.88879817206,2152.9399362541,2004.88406690652,1931.30572698761,1861.12738103071,1847.89936886307,1834.00863556468,1788.09266492318,1764.55166858226,1752.02291645123,1720.86036414772,1643.96596877723,1639.59548396286,1582.2149361507,1548.82995229245,1402.95363572096,1390.38863496846,1320.56475222525,1317.46494606665,1295.84174305886,1207.01696717371,1202.63757601129,1185.35568286637,1165.62343698744,1150.92622888672,1128.32672564683,1122.42004446954,1121.02328874874,1085.33541251536,1072.81414366947,1071.53736223432,1057.68623809988,1048.93862023968,1040.43442203776,1040.41408890813,948.202436671967,943.969209709345,943.804934521392,938.348090707705,925.717952918013,901.755880825135,890.200183467302,874.186544872745,860.962643895233,836.150408578326,829.004490703579,827.220112301451,816.212155517452,808.691465096312,798.400891282675,792.041149656914,781.298630300925,770.504000492551,765.766109580339,752.539325203123,745.81420804324,740.187148749083,716.498615536644,700.150796580197,690.276888754794,690.130626106832,688.134021462232,684.761361445602,682.587832060738,680.50082733414,675.49262503411,666.028286653794,656.66206647864,654.036710190389,644.685356023247,643.362830255169,636.412244177156,628.649188611534,621.565203677564,621.193153325732,616.351502639787,610.595958764924,607.402212639472,604.372098027611,604.259633655598,603.431573982133,593.352071797637,580.040615058875,578.275029055575,574.458588400478,569.637226016531,567.916883455451,564.899299187225,564.451751117247
"Nancy",5944.48280571537,4715.94507134517,3960.68136616341,3510.34657209084,3475.161120701,3019.76824562842,2837.42617994927,2772.63039252597,2726.65855051028,2711.94214485388,2501.59821145897,2189.3425195306,2115.69040084225,1970.19615072766,1897.89084166865,1828.92670087319,1815.92755589286,1802.27715598844,1757.15561000579,1734.02191307999,1721.70992974419,1691.08654278198,1615.52255169036,1611.22768372257,1554.8399173214,1522.03255066348,1378.68014334202,1366.33253854776,1297.71672814741,1294.67055392593,1273.42146923542,1186.13351357413,1181.82989335332,1164.84700645555,1145.45616210819,1131.01324079196,1108.80474752966,1103.00026201792,1101.627672555,1066.55725749048,1054.25262796621,1052.99793702903,1039.38646098242,1030.79019184113,1022.43313078259,1022.4131494508,931.796916179894,927.636931268754,927.475498321928,922.113067219646,909.701452370112,886.153965021534,874.798200950595,859.061625634885,846.066520714082,821.683579416261,814.66129811699,812.907792506694,802.090292162809,794.699722521838,784.587193198539,778.337485957347,767.780830520934,757.172966231902,752.517048918832,739.51911048606,732.910349331088,727.380647766663,704.101966609032,688.036992822053,678.33392045425,678.19018839973,676.228128423173,672.913821181094,670.777897564243,668.727001581396,663.805449728869,654.504860555724,645.300691975328,642.720758831672,633.531199051977,632.231555236898,625.401226160897,617.7724847061,610.811064802028,610.445451556277,605.68756969065,600.031606548056,596.893117681477,593.915429224028,593.804910677598,592.991177849769,583.086068256182,570.004922438233,568.269884086191,564.51947436811,559.781529782231,558.090952083639,555.125577173494,554.685772448976
"Justin",5785.63395774445,4589.92528692304,3854.84378655261,3416.54286751638,3382.29764399854,2939.07380632479,2761.60429693295,2698.5399866662,2653.7966071395,2639.47345421192,2434.75034479607,2130.83876934617,2059.15478726224,1917.54844376164,1847.17528177439,1780.05400513965,1767.40222413904,1754.11659108988,1710.20078593149,1687.68526912768,1675.70228739438,1645.89722052812,1572.35245521698,1568.17235498445,1513.2913860668,1481.36069994929,1341.83896478234,1329.82131346947,1263.03905912285,1260.07428496284,1239.39301966618,1154.43757831298,1150.24895970569,1133.71989059276,1114.84720962251,1100.79023296916,1079.17519647765,1073.52581879728,1072.18990775736,1038.05664655684,1026.08082212605,1024.85965911997,1011.61190980281,1003.24535071277,995.111607571861,995.092160182492,906.897379665847,902.848558136335,902.691439010991,897.472303134007,885.392352246628,862.474102354055,851.421787733548,836.105726185243,823.457877285426,799.726498497227,792.891867045887,791.18521872414,780.656784313106,773.463705944579,763.621404273639,757.538702107214,747.264142289428,736.939742025244,732.408240431018,719.757633736519,713.325472317856,707.943535790666,685.286909032893,669.651224498174,660.207438247899,660.067547010491,658.157917325536,654.932175212574,652.853327882589,650.85723607276,646.067198242152,637.015140004983,628.056925803347,625.545933797399,616.601938019161,615.337023368846,608.689214781245,601.264329041263,594.488932643044,594.133089337721,589.502347894204,583.997523758775,580.94290179149,578.044783314566,577.93721805177,577.145229844369,567.50480521992,554.773214613287,553.084540066545,549.434349035708,544.823012106679,543.177610132974,540.29147615996,539.863423925289
"Sandra",5747.67145822251,4559.80844272184,3829.55018753253,3394.12518469682,3360.1046615819,2919.78904189233,2743.48400059762,2680.83348748185,2636.38369212178,2622.15452071638,2418.77470418772,2116.85724781311,2045.64362094962,1904.96642899693,1835.05502126993,1768.37416161469,1755.80539541137,1742.60693618654,1698.97928505665,1676.61150405883,1664.70714878922,1635.09764819019,1562.03544764868,1557.88277518884,1503.36190833978,1471.6407357631,1333.03447396403,1321.09567659968,1254.75161473416,1251.80629397173,1231.26072902004,1146.86272371021,1142.70158876901,1126.28097532108,1107.53212765026,1093.56738600061,1072.09417680382,1066.48186757594,1065.1547221307,1031.24542669114,1019.34818176133,1018.13503142946,1004.97420736212,996.662545539649,988.582172041956,988.562852256842,900.946762742368,896.924507598925,896.768419412415,891.583528951694,879.582840792158,856.814969243072,845.835174503975,830.619609458465,818.054749555415,794.479084464709,787.689298521242,785.993848390838,775.534496415578,768.388615508232,758.610894205702,752.568103755049,742.36096057216,732.104303971497,727.602535873783,715.03493627135,708.644979549107,703.298356656401,680.790391599099,665.257300776843,655.875480031753,655.736506692206,653.839407062994,650.634830691646,648.569623740805,646.586629308883,641.828021363086,632.835358303526,623.93592352085,621.441407415991,612.556097762374,611.29948286316,604.6952939432,597.319126670962,590.588187109178,590.234678673535,585.63432188987,580.165617717289,577.13103868494,574.251936243613,574.145076771447,573.358285203199,563.781116328745,551.13306419099,549.455469900473,545.829229637395,541.248150045288,539.613544394353,536.746347820485,536.321104255161
"Amanda",5698.20197140538,4520.5627437835,3796.58972973763,3364.91237524859,3331.18466250601,2894.65878408853,2719.87117815516,2657.75989014215,2613.69266859159,2599.58596587849,2397.95661390331,2098.63772318029,2028.03702306477,1888.570622046,1819.26093303033,1753.15398716464,1740.69339875445,1727.60853701155,1684.35638359897,1662.18111928469,1650.3792233067,1621.02456796286,1548.59120461095,1544.47427368174,1490.42266109042,1458.97450866461,1321.56121356356,1309.72517192961,1243.95212507734,1241.03215432103,1220.66342246808,1136.99182019666,1132.86649962162,1116.58721633259,1097.9997376404,1084.15518876932,1062.86679678886,1057.30279200207,1055.98706913111,1022.36962674124,1010.57477990525,1009.37207100602,996.324520499531,988.084396107122,980.073569369909,980.05441586776,893.19242703853,889.20479094025,889.05004618517,883.909781425859,872.012381683035,849.440470346644,838.555177322728,823.470570735771,811.013855004817,787.641102704428,780.90975559635,779.228897992413,768.859568346789,761.775191139491,752.081625456954,746.090844545244,735.971552962571,725.803174117897,721.340152173158,708.88072032307,702.545761156294,697.24515597574,674.93091414858,659.531514689382,650.230442097879,650.092664884422,648.211893353602,645.034898368858,642.987466395026,641.021539347282,636.303888142794,627.388623805467,618.565785340945,616.092739223099,607.283904314424,606.038104941922,599.490757447066,592.178075920715,585.505068710899,585.154602877991,580.593840787745,575.172205065569,572.163744274063,569.309421906076,569.203482159974,568.423462407999,558.928723023961,546.389531083425,544.726375636402,541.131345968118,536.589695153061,534.969158347796,532.12663937496,531.705055827629
"Brandon",5685.85058620144,4510.76400164217,3788.36026675112,3357.61861326319,3323.96400848944,2888.38434070171,2713.97560323608,2651.99894724342,2608.02724551314,2593.95112039628,2392.75881888143,2094.08872982193,2023.64106332073,1884.47696875769,1815.31751496914,1749.35386208554,1736.92028316503,1723.86378408259,1680.70538375394,1658.57818639708,1646.80187213138,1617.51084574585,1545.23448847706,1541.12648138032,1487.19203070979,1455.81204509282,1318.69660614859,1306.88622024082,1241.25574261333,1238.34210116647,1218.01752044304,1134.52728418768,1130.41090563045,1114.16690920906,1095.61972061372,1081.80518109593,1060.56293369424,1055.01098940772,1053.69811848902,1020.15354504669,1008.38426464331,1007.184162728,994.164894006373,985.942630853528,977.949168331787,977.930056346644,891.256348994447,887.277356470008,887.122947138644,881.993824383497,870.122213366289,847.599228756803,836.737530622621,821.685621329923,809.255906694252,785.933817018386,779.217060734132,777.539846546108,767.192993391385,760.123972233636,750.451418260467,744.473622926152,734.376265853516,724.229927920105,719.776579992448,707.344155125085,701.022927574232,695.733811950686,673.467938327694,658.101918505719,648.821006858135,648.683528289662,646.806833506872,643.63672495561,641.593730981891,639.632065264716,634.924640010023,626.028700341175,617.224986203417,614.757300644109,605.967559708182,604.724460722225,598.191305214838,590.894474608981,584.235931765807,583.886225600339,579.335349388074,573.925465567915,570.92352589628,568.075390538729,567.969680426926,567.191351440647,557.717192791397,545.205180721035,543.545630318845,539.958393213282,535.426586850731,533.809562710412,530.97320516305,530.552535437449
"Stephanie",5639.13889026193,4473.7061448967,3757.23726585496,3330.03433939496,3296.6562216026,2864.6550272008,2691.67913215517,2630.21164091564,2586.60118553365,2572.64070180879,2373.10128115516,2076.88489469914,2007.01598592775,1868.99518395961,1800.40390468211,1734.98217143742,1722.65073968893,1709.70150533425,1666.8976697348,1644.95225677401,1633.27268996991,1604.22230190182,1532.53972584011,1528.46546777978,1474.97411170384,1443.85192609841,1307.8629491664,1296.14959063336,1231.05829546745,1228.16859083203,1208.01098523756,1125.20665700436,1121.12409625866,1105.01355121982,1086.61873571643,1072.91768855299,1051.84995530475,1046.34362261661,1045.04153749437,1011.77254707895,1000.09995635098,998.90971378651,985.997403929292,977.842690187131,969.914897380968,969.895942408963,883.934296656416,879.987993258456,879.834852465831,874.747867649229,862.973786997222,840.635838345466,829.863373709938,814.935122293846,802.607523083452,779.477034355431,772.815459098622,771.15202394295,760.890174615036,753.879228491428,744.286138688713,738.357453501386,728.343050538468,718.280069113509,713.863307344978,701.533020168606,695.263724207379,690.018060932264,667.935110990212,652.695329597271,643.490664610825,643.354315487628,641.493038555648,638.348973802846,636.322763898961,634.377214105187,629.708462363599,620.885606646326,612.154218787936,609.706806321593,600.989276869201,599.756390473423,593.276907634524,586.040023614919,579.436183550859,579.089350371204,574.575861554662,569.210422245354,566.233144792862,563.40840808619,563.303566428196,562.531631747641,553.135307366351,540.726086829913,539.080170344515,535.522403927004,531.027828293199,529.42408869823,526.611033041996,526.193819298225
"Emily",5621.69924776963,4459.87072830192,3745.61760619586,3319.73585065471,3286.46095827542,2855.79577395126,2683.35482543348,2622.07742901037,2578.6018436441,2564.68453421409,2365.76221064338,2070.46190516722,2000.80907349802,1863.21511567926,1794.83596229757,1729.61655278727,1717.32325731549,1704.4140698584,1661.7426097164,1639.86506530146,1628.22161881174,1599.26107218789,1527.80018218921,1523.73852420938,1470.41259589547,1439.38665899061,1303.8182425709,1292.14110885678,1227.25111551003,1224.37034759646,1204.27508156161,1121.72683460417,1117.65689961592,1101.5961781674,1083.25825060601,1069.599575402,1048.59699638088,1043.10769261779,1041.80963433359,1008.64353184312,997.007039855264,995.820478243721,982.948101091131,974.818606676789,966.915331421086,966.896435069367,881.200634936009,877.266535905022,877.11386871674,872.042615946873,860.304947903465,838.036081756339,827.296932124336,812.414847928594,800.125373142373,777.066417934262,770.425444314188,768.767153510338,758.537040053286,751.54777603333,741.984353890839,736.074003799017,726.090571452508,716.058710878068,711.655608419533,699.363453980156,693.113546489824,687.884105991614,665.869449943303,650.676799210615,641.500600638944,641.36467319005,639.509152456827,636.374811061852,634.354867429649,632.415334457506,627.761021331962,618.965451243305,610.261066139355,607.821222558843,599.130653002284,597.90157944006,591.442135097542,584.227631918791,577.644214939184,577.298454378376,572.798924010612,567.450077898455,564.482007996155,561.66600709104,561.56148966713,560.791942277458,551.4246770382,539.053833348649,537.413007036704,533.866243393836,529.385567717762,527.786787859683,524.982431880104,524.566508414632
"Melissa",5592.99467286312,4437.09848671594,3726.49236373632,3302.78517396513,3269.68018424316,2841.21399002826,2669.6535304704,2608.68901837962,2565.43542073303,2551.58917352699,2353.68255365829,2059.89006092074,1990.59287882225,1853.70148012215,1785.67147286937,1720.78507573542,1708.55455022077,1695.71127748484,1653.25769917358,1631.49186219527,1619.90786751312,1591.09519436013,1519.99918593541,1515.95826691023,1462.90462247994,1432.03710499431,1297.16090521455,1285.54339531604,1220.98473233625,1218.11867371515,1198.1260147469,1115.99926176019,1111.95010798926,1095.97139309454,1077.7270995737,1064.13816599909,1043.2428268135,1037.78155160977,1036.4901212524,1003.49336593461,991.916290244423,990.735787254154,977.929136868137,969.84115191047,961.978231029234,961.959431162887,876.701196506743,872.787185110356,872.635297445587,867.589938653428,855.912203515843,833.757042906532,823.072727713629,808.266631912452,796.039907574807,773.098692124351,766.491627526501,764.841804008164,754.663925835335,747.710349219447,738.195758214154,732.315586557616,722.383129933746,712.402492358015,708.021872280477,695.792481972072,689.574486707885,684.371747898948,662.469499383614,647.354422808092,638.225078197767,638.089844798745,636.243798413318,633.125461065053,631.11583132919,629.186201674003,624.555653619102,615.804993990667,607.145053753514,604.717668091814,596.071472859426,594.848674985847,588.422212771296,581.244547074912,574.694745231494,574.350750135092,569.874194512292,564.552659778265,561.599744935154,558.798122620098,558.694138865474,557.928520809214,548.609085123776,536.301407355007,534.668959154324,531.140305399263,526.682508195498,525.091891758153,522.301854909273,521.888055162226
"Gary",5507.03042704889,4368.90034827239,3669.21623094553,3252.02141444576,3219.42524792864,2797.54457281342,2628.62099499424,2568.59350655713,2526.00471606985,2512.3712854796,2317.50648744584,2028.22958099816,1959.99749556873,1825.21011565213,1758.22572860969,1694.3366344448,1682.29409192732,1669.64822010434,1627.84715266697,1606.4158562827,1595.00990742834,1566.6400846377,1496.63682081621,1492.65801065697,1440.41979996083,1410.02671576471,1277.22356119069,1265.78461224836,1202.21821496851,1199.39620762623,1179.71083553211,1098.84636953022,1094.85945119315,1079.12632891122,1061.16244991331,1047.78237804777,1027.20819991795,1021.83086443373,1020.55928334195,988.069687667816,976.670551460614,975.508192783932,962.898380425883,954.934707677991,947.192639774987,947.174128862309,863.226312018152,859.372458919328,859.222905765732,854.255094063959,842.756845543587,820.942209426801,810.422112001181,795.843585674578,783.804785910072,761.216176603481,754.71066249127,753.08619673613,743.064752401038,736.218052155406,726.849700273845,721.059906769134,711.280111857405,701.452876534336,697.139586522924,685.098161763589,678.975736995106,673.852964205098,652.287352927127,637.404594856134,628.415568138121,628.282413274451,626.464740594802,623.394332045689,621.415590289293,619.515619013509,614.956242414067,606.340080295346,597.813243212195,595.423166432394,586.909863093489,585.705859605231,579.378172020345,572.310826940087,565.861695454614,565.522987557781,561.115236529026,555.875493705548,552.96796512012,550.209403698817,550.107018172971,549.353167654969,540.176971558869,528.058462616283,526.451105120422,522.976686721648,518.587405795303,517.021237109192,514.274083085621,513.866643434596
"Edward",5490.94518223274,4356.13941792885,3658.49897740209,3242.52272703307,3210.02176923604,2789.3733469715,2620.94317065798,2561.09101389191,2518.62661914393,2505.03300984606,2310.73738389586,2022.30541373854,1954.2726244294,1819.8789390879,1753.09020381799,1689.38772051977,1677.38035253912,1664.77141749121,1623.09244496728,1601.72374632124,1590.35111260507,1562.0641539916,1492.26535964805,1488.29817102176,1436.21254063526,1405.90823027224,1273.49297463613,1262.08743722051,1198.70670825607,1195.89294359187,1176.26506964192,1095.63679712938,1091.66152400807,1075.97435591634,1058.06294682854,1044.72195623093,1024.20787232004,1018.84624326034,1017.57837627427,985.183678042104,973.817837074326,972.658873480371,960.085892572875,952.145480569132,944.426026134358,944.407569289397,860.704951959499,856.862355411987,856.713239081669,851.759937644273,840.295273856154,818.544355157887,808.05498542568,793.519040880335,781.515404720619,758.992773497057,752.506261057077,750.886540133061,740.894366997334,734.067664979621,724.726676708182,718.95379435862,709.202564823002,699.404033442671,695.103341931797,683.097088444485,676.992546399292,671.884736492739,650.382115267503,635.542827594991,626.580056532786,626.447290595346,624.634927076493,621.573486749702,619.600524613738,617.706102881128,613.160043565798,604.569048018951,596.067116602077,593.684020893225,585.195583690473,583.995096923455,577.68589160506,570.639189224586,564.208894725793,563.871176146072,559.476299524918,554.251861237561,551.352825125476,548.60232106583,548.500234593398,547.748585964471,538.599192219047,526.516079700311,524.913417064805,521.449146943088,517.072686475828,515.511092343476,512.77196236219,512.36571278386
"Stephen",5427.2603295268,4305.61622237866,3616.06712627843,3204.91543440612,3172.79142787002,2757.02175269251,2590.5450562652,2531.38707430169,2489.41518833591,2475.97923987368,2283.93708539504,1998.85039495286,1931.60666071941,1798.771694646,1732.7575857158,1669.79393391766,1657.92582929439,1645.46313467406,1604.26756148086,1583.1467003893,1571.90596828188,1543.94708629876,1474.95782943725,1471.03665289356,1419.55511990545,1389.60228373818,1258.72280122879,1247.44954704424,1184.80391782211,1182.02278764656,1162.62256089029,1082.9294278644,1079.00026059096,1063.49503476164,1045.79136503595,1032.60510536224,1012.32894704866,1007.02950301278,1005.77634094901,973.75736156249,962.523343420089,961.377821669628,948.950664187898,941.102346341372,933.472423362902,933.454180583354,850.722359478668,846.924329975083,846.776943119604,841.881090857528,830.549396057523,809.050747962503,798.683035603335,784.315681247217,772.451265162625,750.189854986518,743.778574146128,742.177639002163,732.301356674529,725.553831829057,716.321181820423,710.615254275529,700.977121045933,691.292234585917,687.041423176977,675.174420120968,669.140679522171,664.092110804658,642.838880389215,628.171701127609,619.312881705056,619.181655608006,617.390312168559,614.36437891201,612.414299503674,610.541849574642,606.048516175941,597.557160357381,589.153835688895,586.798379501868,578.40839253947,577.22182920829,570.985799053378,564.020825444231,557.665110520433,557.331308854339,552.987404708958,547.823560285091,544.95814765342,542.239544375896,542.138641918555,541.395711029586,532.35243340328,520.409462739078,518.825388038889,515.401297071237,511.075595486279,509.532112970234,506.824751852707,506.423214021389
"Scott",5314.54855945823,4216.19843215031,3540.96969189293,3138.35667923333,3106.89981475758,2699.76472373207,2536.74536710242,2478.81596096832,2437.71573496965,2424.55882039224,2236.50494173691,1957.3388490829,1891.49161323929,1761.41532525465,1696.77217821227,1635.11613729204,1623.49450602701,1611.2906330377,1570.95059757287,1550.26836840506,1539.26108056524,1511.88284054253,1444.32633257908,1440.48658989376,1390.07421046686,1360.74342612279,1232.58201078609,1221.54287627821,1160.19825333328,1157.47488086342,1138.47755239555,1060.43946326663,1056.59189580071,1041.40867800905,1024.07267296689,1011.16026171359,991.3051927812,986.11580606363,984.888669306521,953.534650806953,942.533937498471,941.412205611828,929.243131736124,921.557805480721,914.086338532029,914.068474613242,833.054803999139,829.335650871872,829.191324903904,824.397148283118,813.300786837557,792.248616437312,782.096217724554,768.02724042101,756.409221092153,734.610129432724,728.331996215269,726.764308828531,717.093134270795,710.485740066335,701.444831058079,695.857402563243,686.419431292076,676.935677748034,672.773145958835,661.152593384034,655.244159761821,650.300438256698,629.488588772765,615.126013240502,606.451171213027,606.32267038154,604.568529043633,601.605437492243,599.695856768058,597.862293336642,593.462276184099,585.147266382955,576.918459526466,574.611920771079,566.396174627062,565.234253499357,559.127731411921,552.307404356708,546.083683078988,545.756813709182,541.503122506521,536.446519307514,533.640614735174,530.978470622849,530.879663678508,530.15216176299,521.296692306292,509.601749796575,508.050572700802,504.697592262294,500.461725594555,498.950297676206,496.299162249957,495.905963439981
"George",5290.35081182817,4197.0015983124,3524.84725176251,3124.0673822126,3092.7537444398,2687.47238606416,2525.19527521632,2467.52962829607,2426.61653632866,2413.51952668861,2226.32187885809,1948.42686136339,1882.87943551818,1753.3953997548,1689.04658035674,1627.6712664449,1616.10254979665,1603.95424243731,1563.79787976926,1543.20981915711,1532.25264875817,1504.99906499464,1437.7501495411,1433.92788964354,1383.74504354786,1354.54780562065,1226.96992387096,1215.98105180549,1154.91573794728,1152.20476530386,1133.29393384599,1055.61116106523,1051.78111201419,1036.66702515024,1019.40995292246,1006.55633335491,986.79166682299,981.625907976864,980.404358513807,949.193098447689,938.242472645495,937.12584813247,925.012181442389,917.361847356706,909.924398851844,909.906616269523,829.261810166521,825.559590768951,825.415921933628,820.643573747499,809.597735305137,788.641417845309,778.535244165428,764.530324525183,752.965203367551,731.265365466486,725.015817307853,723.455267781147,713.828127187654,707.25081720496,698.251072489791,692.689084196152,683.294085087983,673.853512158865,669.70993285314,658.142289983722,652.260758135776,647.339545960278,626.622455208135,612.325274125496,603.689929646262,603.562013893763,601.815859362059,598.866259105511,596.965372920838,595.140157913505,590.760174542464,582.483023932267,574.291683774856,571.995646954313,563.817308042456,562.660677274581,556.581958880858,549.792685555042,543.597301592357,543.271920496189,539.03759683624,534.004016930126,531.210887962328,528.560864896723,528.462507831703,527.73831831564,518.923168824536,507.281474726087,505.737360317101,502.399646382145,498.183066099971,496.678519885857,494.039455382521,493.648046851712
"Donna",5282.87440065081,4191.07032630849,3519.86587938685,3119.65239857049,3088.38301374798,2683.67440568427,2521.62662753072,2464.04247465548,2423.18720174562,2410.10870101599,2223.17560399437,1945.67331232993,1880.21851918993,1750.9174724053,1686.65959182202,1625.37101451788,1613.81864697114,1601.68750780049,1561.58789476764,1541.02892954292,1530.08724399823,1502.87217544957,1435.71829727447,1431.90143905774,1381.78951218932,1352.63353628116,1225.23594970187,1214.26260729197,1153.28359194425,1150.57645049217,1131.69234413377,1054.11935393102,1050.29471756858,1035.20199018192,1017.96930593373,1005.13385131373,985.397116535121,980.238658024747,979.018834875574,947.851683077872,936.916532880993,935.80148640018,923.704938944014,916.065416436864,908.638478657115,908.620721205432,828.089883674873,824.392896314926,824.249430514775,819.483826689954,808.453598408984,787.526896763242,777.435005294986,763.449877638573,751.901100501246,730.23192916964,723.991212975723,722.432868843392,712.81933348405,706.251318664499,697.26429253726,691.710164537375,682.328442597176,672.901211241703,668.763487710715,657.212192425328,651.338972455367,646.424715018226,625.736902001033,611.459925930926,602.836785063189,602.709050083344,600.965363246076,598.019931413345,596.121731592436,594.299096009108,589.925302502936,581.659849298741,573.480085278582,571.18729325521,563.02051210703,561.865515908867,555.795388060414,549.015709447838,542.829080904133,542.504159641906,538.275819998115,533.249353630292,530.4601719585,527.813893949277,527.715675884087,526.992509804613,518.189818028419,506.56457616442,505.022643923429,501.689646900954,497.479025559704,495.976605595159,493.341270661382,492.950415275576
"Jose",5280.57951887735,4189.24972445925,3518.33684889341,3118.29722089901,3087.04141950397,2682.50861694647,2520.53123238253,2462.97209407566,2422.13456870512,2409.06174927901,2222.20985603486,1944.82811142547,1879.40175186166,1750.1568734795,1685.92690653334,1624.66495300034,1613.11760380454,1600.99173440334,1560.90954065101,1540.35950624519,1529.42257377104,1502.21932745401,1435.094620938,1431.2794207653,1381.18926252866,1352.0459519827,1224.70370694236,1213.73513135475,1152.78260530439,1150.07663983514,1131.2007367366,1053.66144425744,1049.83846931785,1034.75229821521,1017.52709984876,1004.697220953,984.96905981621,979.812842141321,978.593548883586,947.439936103314,936.509536138028,935.394974033645,923.30368132029,915.667477423356,908.243765906973,908.226016169131,827.730161251679,824.034779863835,823.891376385258,819.127842739761,808.102405992324,787.184794910268,777.097287361831,763.118234847875,751.574474501814,729.914716262885,723.676711037423,722.119043850117,712.509684612599,705.944522940094,696.961400778934,691.409685493444,682.032038975269,672.608902811121,668.472976708123,656.926699307886,651.056030665941,646.143907983286,625.465081756507,611.194307607869,602.574912634376,602.447233142634,600.704303763301,597.760151426791,595.862776184292,594.040932354252,589.669038824918,581.407176135369,573.230965406456,570.939169372431,562.775935875735,561.621441408168,555.553950424555,548.777216905824,542.593275834885,542.268495718525,538.041992866383,533.017709996628,530.229739945954,527.584611480465,527.486436081224,526.76358414525,517.964716260253,506.344524403815,504.803261978521,501.471712810667,497.262920564231,495.761153251241,493.126963107525,492.736277509383
