Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
1,2,2,5,7,20,20,20,20,3,
0,1,1,16,21,2,2,3,32,22,"I created a giant spreadsheet that I filled with placements from the previous rounds (with winners on the list twice because they rock). Then I built formulas to calculate my win percentage against them and played with my placements. After lots of testing, I chose a modified Vince Vatter (Round 2 champ who) that performed slightly worse that his Round 2 victory in my experiments. I did this because I figured people would note that leaving 0 or 1 soldier in a castle was a bad move and would start leaving 2 or 3. Basically, I did some math then took a guess as to how the masses would behave. My goal is over 80% victory!"
1,4,0,0,5,6,10,24,23,27,"I didn't put much into the lower troops, but went bigger into high troops. Tried to eek out a win at Castle 1, but other than that I went low."
1,1,1,1,2,5,11,24,26,28,"Take the highest values, easy points for people abandoning low values"
1,2,11,2,14,16,17,31,3,3,Go for the middle
2,2,2,2,2,15,18,21,34,2,"Assume no-one leaves any with 0, so 2 beats the 1s. Assume most people aim for 10. Load up on next highest in descending priority."
0,2,0,11,11,0,25,24,27,0,You only have to win by a little.
2,6,2,12,2,18,2,28,10,18,"A very non-sophisticated strategy based on simple logic and even numbers. With 55 points up for grabs, I need 28 to win. 10+8+6+4 is my ideal path to 28 in this strategy. So I put lots of troops into those castles. I picked the exact numbers based on multiplying the averages from previous versions of this by ~1.5. I spent what was left by dropping a couple “just in case” 2s in castles 1, 3, 5 and 7, then the remaining 10 in castle 9."
0,0,0,15,15,20,25,25,0,0,Focus more troops on enough points to get more than half of points.
2,2,4,14,1,0,16,16,0,35,
0,4,4,4,8,0,24,26,28,0,"I feel like putting a lot at 10 is risky, because a lot of people will put a lot at 10 and a loss is devastating.  I loaded up on castles 7, 8, 9, gave up on castle 6 and 1, and dispersed the rest."
0,3,3,5,10,21,21,21,10,6,"Castle 1 is basically worthless, and as for the rest I just have to beat the most people, not the best people. So I'm assuming most people who do this didn't read and react the previous results and will therefore lose to a similar strategy as before just with minor tweaks."
3,3,3,3,3,17,17,17,17,17,
3,3,3,4,4,5,5,5,34,34,Slanging it
0,0,0,0,1,0,0,33,33,33,"Try to ensure victory at the top 3 values, which are greater than the sum of the rest"
0,6,8,10,11,12,13,14,15,0,I looked at how much more valuable on average each castle is to the others below it and sent troops based on this calculation normalized and rounded for
1,1,1,1,0,0,24,24,24,24,
3,3,9,2,3,14,21,5,17,23,"There are 7 strategies I'm trying to beat, 4 historical and 3 forecasts. The 4 historical strategies are the February Average, the May rematch Average, and the two champions Vince Vatter and Cyrus Hettle. The 3 forecasts are what I call the ""Forecast Average,"" and Copycat 1 and Copycat 2. The Forecast Average is what I expect the average castle distribution to be based on the last two battles: 3,4,8,9,11,11,14,15,12,13. The Copycats are players who are trying to synthesize the strategies of the last two winners. Copycat 1 focuses troops on castles 5, 8 and 9 (distribution: 1,3,5,8,12,2,3,31,33,2). Copycat 2 focuses troops on castles 4, 6, 7, and 10 (distribution: 2,2,6,12,2,17,22,2,3,32).

My distribution scores very well against the 3 historical averages, which I hope will represent the majority of players and get my win rate above 50%. And hopefully it narrowly defeats most of the elite players who are trying to copy previous champions, putting me in the upper echelon."
0,4,8,10,15,5,30,23,5,0,Putting more troops into the medium level castles
3,6,0,14,0,22,25,30,0,0,"I figured you need 28 points to win and winning 1-7 will get you there exactly. That means you can reallocate all your points from 8-10 to 1-7 and stand a good chance of winning. Other people might do that too though, so I did some other stuff on a whim to mix it up."
0,0,8,4,4,21,16,22,4,21,Rd2 winners saw 2 trends v. 1: Entrants mimicked 1 and therefore 2 winners were differented from 1 winners in placement and throw-away towers were defended with 3-4 v. 1-2 solders to win. I picked a strategy that is different from 1-2 and increases throw-away defense slightly.
2,5,8,5,6,16,15,18,8,17,Rd2 winners saw 2 trends v. 1: Entrants mimicked 1 and therefore 2 winners were differented from 1 winners in placement and throw-away towers were defended with 3-4 v. 1-2 solders to win. I picked a strategy that is different from 1-2 and increases throw-away defense slightly.
1,1,1,13,16,19,22,25,1,1,4-5-6-7-8 is enough to win.
4,4,4,14,14,14,4,4,34,4,
2,1,10,12,14,3,13,4,37,4,"Defensive strategy, hope opponent went all in on 9. "
9,9,9,9,9,9,9,9,9,19,
0,0,1,10,11,12,1,1,32,32,"Fight for the top two, plus the center"
2,2,2,16,2,2,18,23,30,3,"Trying to win the game 28-27 every time. compete for 9+8+7+4, if we both compete for the same one have just enough to maybe split a weird one (10,6,5)"
4,6,11,4,14,6,21,4,24,6,"Decided to fight heavily for all of the odd numbered castles - competition for 10 is likely to be high based on the last two rounds having 10 be somewhat low! I might pick up some easy points on the even numbers. Rather than trying to come up with a nice pattern, do the unexpected and be odd!"
2,2,2,2,2,12,2,42,12,22,
2,2,2,5,20,26,3,3,31,5,"Figured after the last one more people would go for Castle 10, so decided to pillage Castle 9. Plus 5 and 6 offer good strongholds without losing too many numbers (hopefully). "
1,2,3,4,5,11,16,21,26,11,"Always have at least 1 soldier to pick up free wins. Try to be one above round numbers on the more valuable castles. Assume 10 will be the most contested, so cap out on number 9. Beats a strategy of putting 20 each in the last 5, as well as 25 each in the last 4, or 10 in each."
1,1,1,1,1,15,20,20,20,20,
1,1,12,6,6,23,2,2,25,22,Prior data wanted to win high value targets while getting to 28 in most efficient way possible while still covering possible deficiencies or ignored castles.
2,3,4,6,7,11,12,14,16,25,Trying to adhere to the 2 troops for 1 vp but with some skew to capture 10 based on last time around.
0,0,0,3,10,21,29,22,11,4,Created a slightly skewed normal distribution centered on 7 then mapped 100 soldiers across that distribution!
1,3,7,9,12,8,24,30,3,3,
1,2,3,4,10,15,15,15,4,31,Last time it seems the top teams underrepresented castles 5-8. Zig when they zag and whatnot.
0,0,7,8,11,0,0,23,25,26,
4,7,10,14,17,22,26,0,0,0,Distributed proportionally-ish on the buckets (hopefully) most likely to get to 28
5,0,0,0,0,0,0,30,30,35,"28 points is a win, so that's all I'm going for. The Castle 1 victory is essential!"
2,2,2,2,2,22,22,22,22,2,Give me all those 1 troop castles. They are mine.
3,5,11,18,2,19,19,17,2,4,Already submitted but I think I typoed to have my totals over 100?
3,4,4,4,4,25,25,26,2,3,
2,2,2,11,2,21,1,28,1,30,"Step 1: Secure enough points (28) for the win with as few castles as necessary (4) to allow for largest deployments. Attempt mainly even numbered castles  - partially a gut feeling, partially so that a lost castle can be compensated with a few small ones more easily.
Step 2: Prevent a loss against an archenemy with a normal distribution of forces (10 at each castle) by using at least 11 at my primary targets.
Step 3: Place at least 1 in each lesser-targeted castle in case my archenemy doesn't attack it, but put 2 in the lower ones to increase the chance of scooping up extra points to offset a potential loss of a large castle.
Step 4: Bask in glory as I defeat a majority of the would-be warlords in Riddler Nation!
"
0,0,0,17,22,1,6,6,26,26,
0,1,1,1,17,20,2,26,29,3,
6,7,8,9,10,11,12,13,14,15,
1,1,6,10,12,12,15,16,13,14,Assumed a trend based on the first two events.  Added one solider more than the anticipated trend value to castles 4 through 10.  Put the minimum on Castles 1 and 2 and the remainder on Castle 3.  Crosses fingers.
0,0,5,15,5,10,20,20,25,0,I abandoned the first and last castles as not worth fighting over and focused on castles a little before and after the center that other teams might neglect.
1,1,1,1,1,17,18,19,20,21,"Token support on the least valuable castles.  Divide the remaining forces on the most valuable 5 castles, weighting the distribution of soldiers to the more valuable castles. "
1,3,5,7,9,10,12,14,16,23,"Trying to maintain approximately the same troop-to-score ratio for each castle (1.8 soldiers per point, rounded down), then threw my 5 left over soldiers into castle 10 to try and win the highest scoring castle."
1,6,6,15,6,6,6,6,42,6,"This strategy focuses on disrupting any focused deployment strategies that players may build based on previous winners. In previous editions of this game, 6 troops win most battles for most castles. So I should win anytime someone chooses to send a small number of troops. I'm also virtually guaranteed to win castles 4 and 9 due to my excessive forces in both locations. The result is that I will steal a castle from all players focused on either high value, or midrange castles, preventing them from winning one of the castles core to their strategy, while taking all of the castles they chose to ignore."
1,2,2,5,11,13,16,17,17,16,"I compiled the list of winning strategies from the first and second bouts, plus the median from the first, the mean from the first (weighted double), and the mean from the second (weighted triple). Then I picked an allotment that would win against around half of these for Castles 5, 6, and 7, and more than half for 8, 9, and 10. Then I fudged around with 7, 8, 9, and 10 so they formed a nice symmetric 16/17/17/16, and put a token remainder on Castles 1-4.  "
1,1,2,5,8,11,14,17,19,22,Diminishing returns
5,6,10,3,4,5,4,54,4,5,"Looked at past battles and picked the inflection point of diminishing returns, had like 50 troops left and threw them all at castle 8 which was highest point value with widest distribution"
0,0,0,0,0,100,0,0,0,0,All of the troops at the first castle higher than 5
2,3,4,20,23,13,4,7,0,24,Counter Strategy
4,3,5,9,8,14,15,15,14,14,Balanced towards the top but focused on winnable battles
0,1,17,25,10,9,9,9,6,0,I looked at old answers and fudged a little honestly.
2,4,7,10,12,2,27,28,4,4,"Slightly higher deployment from last time’s in castles 9-10. If people saw the last one and went for 3 soldiers to win it I win, if they didn't see it and behaved the same (average 2-3 soldiers) I still win"
1,2,2,11,11,11,8,18,18,18,Concentrate on the higher values with some randomness mixed in.
4,5,6,5,12,23,14,15,14,2,mystery
2,2,2,2,2,2,10,25,50,3,"I gave at least two to all the castles so I can try to bank some smaller points and I think if my opponent tries the same he'll probably only throw one out there. Then, I targeted Castle 9 with Castle 8 as a back up, in case they throw all of their points at 10. Then I stagger the rest I guess"
1,7,1,1,14,18,21,33,2,2,"Similar strategy to previous winners, adjusted numbers slightly for some variation"
2,3,5,6,7,15,14,15,16,17,"Tried to win castle 6, plus 2 of 7, 8, 9, 10 assuming that most contestants will go for 2 of 7, 8, 9, 10.  Then scatter enough on 1-5 to pick up some points there."
1,2,2,2,11,2,21,26,31,2,"Tried to win 7/8/9 in most cases, then need only 4 pts left for victory.  2 gaps help defeat all gap fillers of 1."
1,1,10,10,15,25,5,5,1,27,
2,5,5,9,11,10,26,28,2,2,"I looked at the first battle you had, added up the total on each castle for the top entries, then divided proportionally.  There seemed to be something vaguely bell-curve-derivative about the winners."
1,1,2,9,11,13,16,18,15,14,+1 to average May battles less on castles 1-3
2,4,5,7,9,11,13,15,16,18,Figured the most efficient distribution is 0.55 points per man.  Applied the ideal to to each castle and rounded to the closest whole number.
2,2,2,2,2,14,24,27,23,2,My plan would be to take 54.5% of the points possible and put 88% of them toward that in order to help secure as many points as possible in the 6-9 range. Then have 2 soldiers at each other castle to hopefully catch people who don't value the lower valued castles or assume they are going to lose Castle 10 and don't put anyone there.
0,0,0,0,0,0,26,32,42,0,"I only need to win 3 castles, assuming people focus on 10, I decided to ignore it an focus on the next three and then power creep 9 and 8 in case people had the same idea as I did."
1,4,1,1,1,1,23,1,28,39,"This is my second submisssion, I wanted to try a completely different strategy.  Here I aim to win 10, 9, 7 and 2 against many opponents, when that fails, I hope to win enough from the rest as I expect many entries to have several 0's and 1's."
1,4,6,7,12,3,27,33,3,4,"I need 28 points to win. Following the logic from previous iterations, I'm focusing on trying to secure 15 points from castles 7 and 8 while hoping to steal the remaining 13 points from winning 1 or 2 from castles 2-5 and 1 of castles 9 and 10."
0,0,3,7,10,14,18,21,18,9,"Zeroed out castle 1 and 2 since 3 points is small potatoes. Created a constraint that castle 3-10 had to be at least (Round One Median +1). Created 12 opponents, 5 winners from round 1, 5 winners from round 2, 2 opponents of my making. Used excel solver to maximize number of wins out of 12. Essentially creating an optimal solution to beat all 10 named winners with the additional requirement that each castle above castle 2 should be above the median and therefore more than 50% likely to be captured by me in any given game"
3,6,9,11,14,16,19,21,1,1,largely abandon 9 and 10 in order to increase distribution significantly above average for all other castles
2,2,7,10,16,22,29,4,4,4,win everything 7 and below and beat people sending 3 or less to high numbers.
0,1,2,2,15,15,18,19,22,5,Just trying to make sure it added to 100. Silver is Gold.
0,0,8,11,0,22,28,31,0,0,Strongly attacked with the most likely castles to reach 28.
5,8,8,20,13,5,3,18,18,4,"I noticed that there were waves and troughs in the data provided after the first game. Placing a number of soldiers just where a wave ends and trough begins seem to an optimal strategy, intuitively speaking. The first wave nearly always ended at 3, 5 or 8 so I placed corresponding numbers on all the castles. This gave me a leftover of 40 which I dumped on a small number of castles, aiming to catch some of the second wave on those."
0,0,0,0,23,24,25,0,28,0,
1,3,4,13,15,4,6,5,32,22,Based on number 2 last round with minor variations
0,0,9,11,21,18,18,0,0,23,Just kinda throwing some troops like the US Govt throws money at the army
0,5,5,3,23,23,27,11,1,2,"Decided to weigh 7-5 the heaviest, as they are accountable for a good chunk of points. Didn't want to lose 9 or 10 if they were abandoned, so I put a few there (but mostly empty). Then I concentrated some on 8 (expecting that it would be defended less than 5-7 but not as minimally as 9-10). The lower values were kind of chosen randomly."
4,8,8,10,12,12,12,18,20,1,Give up the ten and try to win the high middles
1,1,2,4,6,9,13,17,21,26,"it's a quadratic distribution of soldiers, and I like smooth curves"
0,0,17,0,0,0,29,23,2,29,"All-in on 3,7,8,10"
0,0,2,15,11,6,5,3,27,31,"I tried to place heavier in the 9 and 10 spot to guarantee more points and let the 1 and 2 spots go, as they provide minimal points.  I also sacrificed a chicken to Jobu."
0,8,9,10,13,15,20,0,25,0,"When you consider how many soldiers you spend for each point gained, from the previous data eight is the worst value, so should not be contested and ten is the best value, so I think many people will be trying to prioritize castle ten, so I just left it out. Victory doesn't come by contesting all the points but by being able to secure more than half of them. basically 49% of the points don't matter at all."
1,1,1,1,23,15,3,26,3,26,"Past winning strategies seemed to either focus on 7&8 or 9&10, so I've focused on the 10 and 8 to try to win the higher of each pair. Also previously neglected was 6, so I went for that as well, and went for the jugular on 5 since that pushes the total over the halfway mark points-wise. The others I put minimal investment in, though with 3 soldiers to the higher-end castles since 2's are common scouting forces."
1,3,3,3,5,5,10,10,30,30,I distributed them based on how important the castle was.
3,6,6,9,11,2,27,31,2,3,Trying to bet 1 more than what I believe the majority of people will do based on your historical data.
30,30,30,0,0,0,0,0,0,10,"As I expect many to choose low troop numbers for the top castles, I deploy many soldiers there in order to hopefully take those three. After that, only one point is needed to win, so I chose to attack castle 10 in hopes that it is the least guarded. This appears to be a reasonable strategy based on the previous distribution."
2,4,7,15,18,21,0,2,0,31,"I dunno, I tried to win all the battles I picked. My strategy does well against last time's winners and beats the average distribution, I guess."
0,0,12,1,2,23,3,3,33,23,"I used k-medoid clustering to find median strategies that represent the most common strategies, then found an allocation of soldiers that beat the 8 most common strategies. I then used that as an initial input to Robbie Ostrow's simulated annealing code from Part 2, which spat out the above."
0,0,12,0,0,26,0,0,29,33,Choose just a few castles and maximize the chances of winning those.
1,3,4,9,6,18,8,18,6,27,"Base: Assign soldier number equal to castle number using 55. Do it again using castle #-1 using the other 45. Adjust: disfavor odd # castles trying for wins in #4, 6, 8, and 10."
1,2,2,2,2,21,22,23,25,0,
2,4,7,7,8,15,18,18,20,1,They can all go after the top castle all they want. I am giving them the top castle to strengthen my middle.
3,4,5,6,10,10,11,13,16,22,"I wanted to use just enough troops on the earlier castles to win them , and wanted to win 9 and 10."
5,0,7,7,7,21,3,24,2,24,"This strategy wins at least 24 points against an average opponent, and has the opportunity to take at least 4 points from castles that must be left largely unguarded. If an opponent takes 6, 8, or 10, then they likely used too many troops to adequately cover the mid-tier castles."
5,0,7,7,7,21,3,24,2,24,"This strategy wins at least 24 points against an average opponent, and has the opportunity to take at least 4 points from castles that must be left largely unguarded. If an opponent takes 6, 8, or 10, then they likely used too many troops to adequately cover the mid-tier castles."
0,0,0,10,15,17,26,30,0,1,
1,3,6,7,9,10,13,15,17,19,"If F is a fraction of the troops, 1F+2F+...+9F+10F should equal 100. F is 100/55, or 1.81818...As there are no fractional people, I wanted to allocate the closest whole-number equivalents to 1F, 2F, etc. to the various castles, to minimize my ‘shortfall fraction’. So because some castles have an extra fractional person, the castles I chose to have a ‘shortfall’ were 1, 2, 4, 5 & 6."
0,0,0,3,3,18,18,18,18,22,
1,1,2,3,5,8,13,21,18,28,"The golden ratio is a beautiful thing. It is everywhere in math, so why shouldn't it solve this problem too?"
0,0,0,10,14,14,0,24,20,18,"Assume strategies converge to a Poisson distribution around the lastest averages, and optimise."
1,1,1,1,1,2,31,31,31,0,"all out to capture 7,8,9 and pick up any 0s elsewhere"
4,5,3,1,6,25,36,2,9,9,
2,9,2,2,1,12,21,16,19,16,trying to divide in a way to get at-least half victory points based on the distribution that might be possible based on the previous two distributions.
3,1,1,1,2,2,2,22,34,32,Seems like it'll do the trick often enough. Not even gonna worry about the meta.
2,2,3,3,5,11,16,16,21,21,I came. I saw. I conquered. I used Google Translations to say something cool in Latin.
5,5,5,5,5,5,5,5,5,50,
1,2,5,13,17,0,26,0,36,0,"I need 28 VPs. So I aimed for an unusual combination of getting them. As long as I get castles 3, 4, 5, 7 and 9, I have my 28 points and have no need to get any others. I will lose only to people who outbid me on one of these five, but those who don't bid 0 on any, or even multiple, castles, will have fewer troops to deploy on those five, so my chances are reasonably good. I expect to lose to those who max out on castles 9 and 10 but to win against a good percentage of other contestants.

I made a late change to go for 3+ points from 1, 2 and 3 combined"
5,5,8,8,10,17,20,23,2,2,Winning with the middle picks (maybe) didn't check the last results
1,3,5,7,9,11,13,15,17,19,2V-1.  Assets (troops) distributed in proportion to cattle point values.
5,6,6,6,11,5,5,6,25,25,"Performs well against round 2, wins more often than not against round 1..."
2,3,4,5,5,15,15,25,25,1,I’m feeling lucky.
2,4,5,7,9,11,13,15,16,18,Based on value of castles.
2,2,7,17,22,22,13,4,4,7,I am inevitable.
4,5,8,10,7,13,10,14,17,12,Mixed strategy
1,4,4,17,19,19,5,4,5,5,"In order to win I have to beat them at a castle that they plan on winning. This means instead of fighting them everywhere for points. I take easy points where they don't plan on winning (I don't think many people are trying to win every castle). Then the rest of my troops only try to play spoilsport. Almost every strategy I can think of is going to use one of castles 4 5 and 6, so I will target those as my 'spoilsport' castles.

I'm obviously vulnerable to people allocating troops evenly or strictly by castle value, but hopefully there will be more people trying to be clever and maximize value per troop."
1,1,2,2,2,10,10,20,50,2,Spread troops to high point value locations but saved on troops sacrificing the highest.
2,4,6,8,10,10,12,14,16,18,
1,2,4,8,12,16,21,31,2,3,Peak at 80 and decline downwards. Don't sacrifice any entirely.
5,6,7,8,9,10,11,14,15,15,
9,1,1,1,1,1,1,25,30,30,"55 points possible, so 28 wins. I wanted to defend the fewest amount of castles. Also, I made sure to at least attempt a defense of each castle. "
5,8,8,10,17,22,27,1,1,1,"I am assuming the opposing warlord will wager a lot on capturing the high-value targets, and as such am going as close to throwing them as I can (Leaving 1 to attack just in case he doesn't go for them at all.

Instead, I have focused on the lower value targets, hoping that the opponent will focus on the other end.

In this manner, the true key battleground will be Castle 7. If we assume that I win castles 1-6, I will have 21 points against the 27 of 8-10. Therefore, castle 7 becomes critical and if I can win that, victory is almost certain. Additional rear-guarding goes to 6 and 5 to be safe, but I suspect that minor forces can take castles 1-4, leaving most forces to hold for 5-7, and only cursory forces watching for a sneak on castles 8-10."
1,1,1,1,1,19,19,19,19,19,I am an Aquarius.
2,2,4,4,16,16,21,31,2,2,No particular strategy
0,0,0,0,0,10,10,15,25,40,
4,0,7,0,0,11,0,0,38,40,"Focus on getting required 28 points to win by targeting top tiers to make up bulk of points, and a few lower tier castles to add in just enough points."
1,3,5,7,11,11,13,15,16,18,Allocated the same proportion of troops equal to the proportion of total points the castle represents.
1,3,5,7,9,11,13,15,17,19,"I split all my troops up equally based on each castles point value. Since there were a total of 55 points between all ten castles and I was given 100 troops there was no way to split up 100/55 straight up. Instead, I went with the equation 2(points)-1= soldiers. This leads to having exactly 100 troops distributed among the ten castles while assigning troops equally among each point value. "
4,6,8,12,17,22,31,0,0,0,"Focus on the front 7, which adds up to 28, which gives you one more than your opponent, who takes 7,8,9 (total 27)"
1,1,1,6,20,20,20,25,3,3,"Looking at last time, if I wanted to beat that I would go for a bit more on the higher values and drop the lower ones. This should beat that by having a few more on 5-8, while also picking up 9 and 10 if people dump that, and beating 0s on 1-3"
1,6,1,1,41,7,7,34,1,1,"Starting with the goal of reaching 28 points, I went with a balance of offense and defense.  The distribution I was shooting for was winning 2, 5, 6, 7, and 8.  Leaving 9 and 10 pretty much open would let my opponent waste much of their capitol on those, leaving only 8 and 5 as 'battles,' but ones in which my opponent would have less to spend.  Seeing the distributions of the previous 2 rounds, 6 and 7 seemed pretty safe, so I spent my soldiers on 5 and 8, leaving token 1's to leverage against random strategies with zeros.  "
0,7,0,14,0,21,25,0,33,0,"I considered strategies which are most efficient in usage of troops (ie. trying to get exactly 28 points) which would allow for ~3.57 troops per point value of the castle. Then I considered rounding error on the troops deployed - if others are also using 28-point strategies, then the best of them would be those that used the castles with small negative rounding errors. (ie. Castle 2 asks for ~7.14 troops but would be satisfied with 7). So I pick castle 2,4,6,7,&9 which leaves me with one leftover troop - I think Castle 9 might be the most competitive among 28-point strategies, so I drop the extra troop there."
2,8,8,8,8,30,2,30,2,2,Goal was to get 28 points. Abandon high value targets and hope that they draw many troops.
1,1,5,1,20,20,1,25,25,1,"There's no way to win without taking at least 4 numbers with an average of 7 (need to sum up to 28 to win).  I figure there will probably be a psychological bias towards playing a lot of troops on 10, and a psychological bias towards abandoning numbers not getting played for in strategies.  The 1s are to pick up those abandoned numbers easily, and I figure plays of 20 on mid tier numbers have a high likelihood of winning."
10,10,10,10,10,25,25,0,0,0,"There are 55 points up for grabs. To win, I would need 28 or more. I disregard castles 8, 9, and 10. That loses me 27 points. However, I deploy the remaining soldiers in the following manner -

1. Castles 6 and 7 get 25 soldiers each. Assuming that the opponent has committed most soldiers to castles 8, 9, and 10, I should be able to gain these two castles.

2.  For the remaining castles, I will assign 10 soldiers each.

The hope is that the opponent over-commits on the higher value castles while undervaluing the remaining castles. By flipping that thinking on its head, I hope to undermine the opponent's strategy."
3,3,3,7,7,6,6,15,30,20,My goal was to fight for every castle. A sizable investment in castle “9” and “10” was meant to punish any player who got too cheeky while also remaining competitive in the middle values. No castles for free to the opponent.
5,6,7,8,9,10,11,12,13,19,Made it up
3,4,7,8,9,5,21,21,3,3,"Ahahaha, victory is mine!"
2,5,5,2,6,11,30,29,6,4,"Not quite randomly, I looked at a line graph of the averages of top scorers from the first and second iteration.  Then I imagined the future iterations as something of a jump-rope moving.  While over-caffeinated, this was the decided plan of attack: 
Let x1 and x2 be the vectors of troops deployed per castle.
Let y3 = 1/2(x2-x1)
Because x2+y3 gives negative components for castles 9 and 10, we assume that there is a ""bounce-back"" from 0.  
Now we need to re-assign the 31.8 troops over castles 1 through 8.  So we assume ""exponential decay"" as a function of distance from castle 9 (alpha=0.8, chosen arbitrarily).
Magic?"
0,14,0,0,0,0,0,28,29,29,"To get more than half of the 55 total points, it requires 10+9+8+1 (28/55), thus, we should focus our soldiers most at the top three castles. The last point can come from any castle. Since it is likely that castle 7–being worth 7 points—will be paid attention to more than the castles lower than it, we should let that one fall. Since we only need one more point after assuming a win at 8-10, we should go for the lower castles. I believe, however, that many people will go after 1 strategically to get one last point, so I choose to go after 2, which tho it has more point value, might get raided less by those who are attempting a similar strategy to mjne."
0,0,0,5,6,7,8,22,25,27,
0,0,8,10,12,14,17,19,20,0,"I guessed that an distribution proportionate to point values will rarely win the 10 and will waste trips on the low-value castles, so I dropped the 10 and the bottom too and then loosely distributed them proportionally from there fight estimating as I wrote on some construction paper with a crayon."
17,11,11,11,12,15,20,1,1,1,"The warlord can win with 1-7.  Rather than targeting the high-point castles, target the low-point castles.  In case our competitor tries the same strategy, we left one troop on each of 8-10, and loaded up on 1."
0,7,0,0,0,0,25,0,32,36,
1,2,3,5,11,19,20,19,16,5,I tried for a bell curve with the peak between 7-8
1,1,3,5,7,13,16,22,15,17,Value weight plus noise
7,13,7,13,4,16,4,16,2,18,"I was trying to guess the 100,000,000 number and this answer keeps coming up"
6,7,9,12,16,21,26,1,1,1,"Total of 55 VP to be won, and a player who wins the top 4 castles wins the game. Some will push really hard to win the top 4. Others will realize this and try to scoop up the low VP castles cheaply while still competing for some of the top 4. Honestly that's pretty much what I'm doing too, but rather than competing for the top 4, the idea is to scoop up the bottom 7, while tossing a bone to the top 3 castles to hopefully outdo anyone who is using a similar bottom-up strategy.

The idea is that, while most people will invest a lot into the top castles (because they are valuable and because they expect others to do the same), many will not invest much into the bottom castles. This makes them (hopefully) cheap to obtain, and allows a pretty hefty force to go to castle 7 to (again, hopefully) outdo those who want castle 7, but who value it 4th most."
1,2,2,0,0,4,6,8,34,43,win 10/9 and two average others
5,5,20,5,5,20,5,5,10,20,"Not sure, just playing! "
0,2p,0,0,20,20,20,20,0,0,Try to get to 28 in a way that average person wouldn't do.
0,0,4,15,18,6,4,2,28,23,Random ass guessing
2,5,5,17,19,7,7,6,18,14,"Played around with numbers in excel until I found a combo that would beat all of the top 5 entries from both of the past 2 contests, as well as the mean numbers from both"
0,0,1,18,2,24,3,22,3,27,"go for 4 castles that add up to just over half of points: 10, 8, 6 & 4. put some troops for most other castles in case i get wiped out on my targets by someone who sends few or no troops elsewhere. go all in on castles 6 & 4 (4 & 4.5 troops per point) with less investment in castles 10 & 8 (2.7 & 2.5 troops per point). send 0.33-0.43 troops per point to castles 3, 5, 7 & 9. this troop alignment happens to beat the top 10 previous finishers (5 from first round & 5 from second round). the main weakness of this strategy is if someone sends a ton of troops to castles 10, 9, 8 & 7 however not many players seem to take that strategy. the other weakness is an odd-numbered-focused strategy where the opponent sends a ton of troops to castle 10 or 8, plus a moderate number of troops to castles 9, 7, 5, 3, 2 and/or 1."
11,11,11,13,14,20,20,0,0,0,"I think people will underinvest in low value castles, and invest more on high value castles than the middle range ones.  So my hope is to win one through five relatively cheaply, while having a decent chance of winning 6 and 7. "
3,3,3,3,3,11,24,35,8,7,Last time but winning those.
3,4,7,9,13,17,18,21,4,4,"Assumed trend toward more rational actors with castle troop distribution trending toward implicit value, anticipating some over-correction on most favorably imbalanced "
1,1,1,5,5,5,5,30,30,17,
1,2,6,8,12,14,16,19,11,11,
4,0,0,0,0,0,0,30,32,34,"My plan hinges on capturing the most valuable castles, 8, 9 and 10, as well as capitalizing - hopefully - on a perceived deficiency in the lowest value castle, 1. The total value of 55 divided by 2 gets 27.5, so the magic number is 28. 10, 9, and 8 would get me to 27 already, so capturing 1 alone would put me over the top. If I lose any battle I've committed to, I lose. If I tie any battle I've committed to, I lose (other than 1, in which I'd tie). Hopefully all works out."
1,1,2,8,15,20,3,4,23,23,
4,1,6,1,1,20,0,32,0,35,"Goal is to take castles 1, 3, 6, 8, 10 for a winning 28 points. Single points in castles 2, 4, 5 are to tie with other people who put a single point in their castles or win against people who put 0 points in there castles. On a weighted percentage any opponent who puts more into castle 10, 8 or 6 is drastically overvaluing these castles (since you need half the points to tie any castle with more than double its weighted percentage is overvalued) and may beat me but will not be beating the majority of other opponents. I slightly undervalued castle 10 and castle 6, because I anticipate heavy investment in castles 8 and 9.  Concerns are a skew to castle 3 in response to round 2 and that naive strategies (say 0 0 0 0 0 0 20 20 20 40) that are more top heavy are prevalent enough in the 538 reader base that I cannot win castles 10, 8, 6, and 3 consistently. Interestingly enough an even distribution of (10 10 10 10 10 10 10 10 10 10) beats my distribution and the top 5 distributions from round 2. I assume however that most of the 538 reader base will not submit such a simplistic submission. My distribution beats the top 5 from round 2, but loses to the 3 of the top 5 from round 1.  I do not anticipate to win round 3, but am anticipating many readers will play similar strategies. "
1,0,2,2,11,12,24,24,0,24,
2,3,4,6,9,14,21,17,12,12,Focus on the valuable middle to high castles
2,2,2,3,3,11,16,31,3,27,this did ok when tried with a smaller group of students
0,10,0,10,5,10,15,20,10,20,My 11 year son is pretty sure this will win.
5,7,10,12,15,17,31,1,1,1,"I wanted to guarantee victory on the first 7 castles. Briefly looking at past data, I estimated 28 victory points would be the number to aim for."
2,3,4,6,10,18,24,1,31,1,I wanted to obviously weigh the greater castles with more troops. I didn’t want to dump a lot of resources into 10 because people would target it. I also chose 9 instead of 8 due to previous results (in case that influenced other people’s picks)
