year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code
2005,tt0351283,Madagascar,nowomen,nowomen,FAIL,75000000,193595521,556559566,2005FAIL,89477485,230965870,663994001,2,2
2005,tt0331933,Man of the House,ok,ok,PASS,50000000,19699706,22099706,2005PASS,59651656,23502402,26365681,2,2
2005,tt0416320,Match Point,ok,ok,PASS,15000000,23089926,87989926,2005PASS,17895497,27547047,104974897,2,2
2005,tt0415978,Me and You and Everyone We Know,ok,ok,PASS,2000000,3885134,8425527,2005PASS,2386066,4635094,10051933,2,2
2005,tt0397535,Memoirs of a Geisha,ok,ok,PASS,85000000,57010853,161510853,2005PASS,101407816,68015836,192687798,2,2
2005,tt0366780,MirrorMask,ok,ok,PASS,4000000,864959,963224,2005PASS,4772133,1031925,1149158,2,2
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,ok,PASS,60000000,48478006,101382396,2005PASS,71581988,57835867,120952557,2,2
2005,tt0356910,Mr. &amp; Mrs. Smith,men,men,FAIL,110000000,186336279,478336279,2005FAIL,131233644,222305354,570671028,2,2
2005,tt0408306,Munich,notalk,notalk,FAIL,75000000,47379090,130279090,2005FAIL,89477485,56524824,155427270,2,2
2005,tt0395972,North Country,ok,ok,PASS,30000000,18324242,25224242,2005PASS,35790994,21861428,30093356,2,2
2005,tt0380599,Oliver Twist,notalk,notalk,FAIL,65000000,2070920,26670920,2005FAIL,77547153,2470676,31819291,2,2
2005,tt0414387,Pride and Prejudice,ok,ok,PASS,28000000,38372662,120918508,2005PASS,33404928,45779857,144259786,2,2
2005,tt0377107,Proof,ok,ok,PASS,20000000,7535331,8284331,2005PASS,23860663,8989900,9883481,2,2
2005,tt0421239,Red Eye,ok,ok,PASS,26000000,57891803,95555805,2005PASS,31018861,69066839,114001241,2,2
2005,tt0294870,Rent,ok,ok,PASS,40000000,29077547,31670620,2005PASS,47721325,34690477,37784099,2,2
2005,tt0358082,Robots,notalk-disagree,notalk,FAIL,80000000,128200012,260700012,2005FAIL,95442650,152946861,311023751,2,2
2005,tt0432348,Saw II,dubious-disagree,dubious,FAIL,5000000,87025093,152925093,2005FAIL,5965166,103823819,182444702,2,2
2005,tt0379786,Serenity,ok,ok,PASS,39000000,25514517,38514517,2005PASS,46528292,30439664,45949095,2,2
2005,tt0338427,Shopgirl,men,men,FAIL,7500000,10284523,11758418,2005FAIL,8947748,12269777,14028182,2,2
2005,tt0401792,Sin City,ok-disagree,ok,PASS,40000000,74103820,158753820,2005PASS,47721325,88408312,189398567,2,2
2005,tt0474361,Sisters in Law,ok,ok,PASS,300000,33312,33312,2005PASS,357910,39742,39742,2,2
2005,tt0405325,Sky High,ok,ok,PASS,60000000,63939454,81627454,2005PASS,71581988,76281887,97384257,2,2
2005,tt0362165,Son of the Mask,notalk,notalk,FAIL,100000000,17018422,59918422,2005FAIL,119303313,20303541,71484662,2,2
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk-disagree,notalk,FAIL,115000000,380270577,848998877,2005FAIL,137198810,453675396,1012883787,2,2
2005,tt0382992,Stealth,notalk,notalk,FAIL,138000000,32116746,76416746,2005FAIL,164638572,38316342,91167710,2,2
2005,tt0369994,Strangers with Candy,ok,ok,PASS,2000000,2072645,2077844,2005PASS,2386066,2472734,2478937,2,2
2005,tt0427944,Thank You for Smoking,notalk,notalk,FAIL,7500000,24793509,40016662,2005FAIL,8947748,29579478,47741203,2,2
2005,tt0405422,The 40 Year Old Virgin,men-disagree,men,FAIL,26000000,109449237,177360047,2005FAIL,31018861,130576566,211596412,2,2
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,notalk,notalk,FAIL,50000000,39177684,69425966,2005FAIL,59651656,46740275,82827477,2,2
2005,tt0384806,The Amityville Horror,ok,ok,PASS,18500000,65233369,109175673,2005PASS,22071113,77825570,130250195,2,2
2005,tt0357110,The Ballad of Jack and Rose,ok,ok,PASS,1500000,712294,1126258,2005PASS,1789550,849790,1343663,2,2
2005,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,ok,PASS,180000000,291710957,748806957,2005PASS,214745963,348020836,893351507,2,2
2005,tt0387131,The Constant Gardener,ok,ok,PASS,25500000,33579798,81079798,2005PASS,30422345,40061811,96730885,2,2
2005,tt0435625,The Descent,ok,ok,PASS,7000000,26024456,57029609,2005PASS,8351232,31048038,68038213,2,2
2005,tt0395584,The Devil&#39;s Rejects,ok,ok,PASS,7000000,17044981,20940428,2005PASS,8351232,20335227,24982624,2,2
2005,tt0404032,The Exorcism of Emily Rose,ok,ok,PASS,18000000,75072454,144587700,2005PASS,21474596,89563925,172497916,2,2
2005,tt0432291,The Fog,ok,ok,PASS,18000000,29511112,37048526,2005PASS,21474596,35207734,44200119,2,2
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,notalk-disagree,notalk,FAIL,45000000,51019112,104019112,2005FAIL,53686491,60867491,124098247,2,2
2005,tt0399201,The Island,ok,ok,PASS,120000000,35818913,163018913,2005PASS,143163975,42733150,194486964,2,2
2005,tt0366627,The Jacket,men,men,FAIL,28500000,6301131,15452978,2005FAIL,34001444,7517458,18435915,2,2
2005,tt0386140,The Legend of Zorro,notalk,notalk,FAIL,80000000,45575336,141475336,2005FAIL,95442650,54372886,168784763,2,2
2005,tt0402399,The New World,dubious,dubious,FAIL,30000000,12712093,26184400,2005FAIL,35790994,15165948,31238857,2,2
2005,tt0377109,The Ring Two,ok,ok,PASS,50000000,75941727,161941727,2005PASS,59651656,90600996,193201845,2,2
2005,tt0397101,The Skeleton Key,ok,ok,PASS,40000000,47907715,92256918,2005PASS,47721325,57155491,110065560,2,2
2005,tt0367089,The Squid and the Whale,men,men,FAIL,1500000,7372734,11191423,2005FAIL,1789550,8795916,13351738,2,2
2005,tt0372532,The Wedding Date,ok,ok,PASS,15000000,31726995,47175038,2005PASS,17895497,37851356,56281383,2,2
2005,tt0407265,Transamerica,ok,ok,PASS,1000000,9015303,16553163,2005PASS,1193033,10755555,19748472,2,2
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,men,men,FAIL,4750000,1253413,3061763,2005FAIL,5666907,1495363,3652785,2,2
2005,tt0434409,V for Vendetta,ok-disagree,ok,PASS,50000000,70511035,129231542,2005PASS,59651656,84122001,154177511,2,2
2005,tt0348333,Waiting...,ok,ok,PASS,1125000,16124543,18673274,2005PASS,1342162,19237114,22277835,2,2
2005,tt0358273,Walk the Line,ok,ok,PASS,29000000,119519402,187707495,2005PASS,34597961,142590606,223941260,2,2
2005,tt0407304,War of the Worlds,notalk,notalk,FAIL,132000000,234280354,606836535,2005FAIL,157480373,279504224,723976090,2,2
2005,tt0240200,Water,ok,ok,PASS,3000000,5529144,8119205,2005PASS,3579099,6596452,9686481,2,2
2005,tt0375210,White Noise,notalk,notalk,FAIL,10000000,56094360,92094360,2005FAIL,11930331,66922430,109871622,2,2
2005,tt0443295,"Yours, Mine and Ours",ok,ok,PASS,45000000,53359917,72359917,2005PASS,53686491,63660149,86327778,2,2
2005,tt0406375,Zathura: A Space Adventure,nowomen,nowomen,FAIL,65000000,28045540,58545540,2005FAIL,77547153,33459258,69846769,2,2
2004,tt0337563,13 Going on 30,ok,ok,PASS,30000000,57139723,96439723,2004PASS,36995786,70464299,118928779,3,2
2004,tt0212712,2046,ok,ok,PASS,12000000,1442338,19202856,2004PASS,14798315,1778681,23680825,3,2
2004,tt0343660,50 First Dates,men-disagree,men,FAIL,75000000,120776832,196324496,2004FAIL,92489466,148941129,242105970,3,2
2004,tt0356470,A Cinderella Story,ok,ok,PASS,19000000,51438175,70067909,2004PASS,23430665,63433191,86407246,3,2
2004,tt0359423,A Home at the End of The World,dubious,dubious,FAIL,6500000,1029017,1033810,2004FAIL,8015754,1268976,1274887,3,2
2004,tt0344510,A Very Long Engagement,ok,ok,PASS,55000000,6167817,59606587,2004PASS,67825608,7606108,73506419,3,2
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men-disagree,men,FAIL,25000000,84136909,89366354,2004FAIL,30829822,103757037,110205951,3,2
2004,tt0327437,Around the World in 80 Days,notalk,notalk,FAIL,110000000,24004159,72004159,2004FAIL,135651216,29601758,88795016,3,2
2004,tt0370263,AVP: Alien vs. Predator,dubious-disagree,dubious,FAIL,70000000,80281096,172543519,2004FAIL,86323501,99002076,212779439,3,2
2004,tt0414852,Banlieue 13,nowomen,nowomen,FAIL,15000000,1200216,11208291,2004FAIL,18497893,1480098,13821985,3,2
2004,tt0381681,Before Sunset,nowomen,nowomen,FAIL,2000000,5792822,11293790,2004FAIL,2466386,7143667,13927421,3,2
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,ok,PASS,50000000,40203020,263894551,2004PASS,61659644,49578078,325432881,3,2
2004,tt0327554,Catwoman,ok,ok,PASS,100000000,40202379,82145379,2004PASS,123319288,49577287,101301096,3,2
2004,tt0337921,Cellular,ok,ok,PASS,45000000,32003620,61475984,2004PASS,55493679,39466636,75811746,3,2
2004,tt0376541,Closer,ok,ok,PASS,35000000,33987757,115476509,2004PASS,43161751,41913460,142404808,3,2
2004,tt0369339,Collateral,nowomen-disagree,nowomen,FAIL,60000000,100170152,217670152,2004FAIL,73991573,123529118,268429281,3,2
2004,tt0345074,Connie and Carla,ok,ok,PASS,20000000,8047525,8047525,2004PASS,24663858,9924151,9924151,3,2
2004,tt0375679,Crash,ok,ok,PASS,7303082,55334418,101173038,2004PASS,9006109,68238010,124765870,3,2
2004,tt0367631,D.E.B.S.,ok,ok,PASS,3500000,96793,96793,2004PASS,4316175,119364,119364,3,2
2004,tt0363547,Dawn of the Dead,ok,ok,PASS,28000000,58990765,103452875,2004PASS,34529401,72746991,127577349,3,2
2004,tt0364725,Dodgeball: A True Underdog Story,ok,ok,PASS,30000000,114326736,167791704,2004PASS,36995786,140986916,206919534,3,2
2004,tt0327679,Ella Enchanted,ok,ok,PASS,35000000,22913677,22913677,2004PASS,43161751,28256983,28256983,3,2
2004,tt0338013,Eternal Sunshine of the Spotless Mind,men,men,FAIL,20000000,34366518,72993444,2004FAIL,24663858,42380545,90014995,3,2
2004,tt0349416,Eulogy,ok,ok,PASS,10000000,70527,70527,2004PASS,12331929,86973,86973,3,2
2004,tt0308644,Finding Neverland,ok,ok,PASS,25000000,51676606,115036108,2004PASS,30829822,63727222,141861709,3,2
2004,tt0377062,Flight of the Phoenix,nowomen,nowomen,FAIL,75000000,21009180,34009180,2004FAIL,92489466,25908371,41939879,3,2
2004,tt0333766,Garden State,ok,ok,PASS,2500000,26782316,36028802,2004PASS,3082982,33027761,44430462,3,2
2004,tt0366551,Harold and Kumar Go to White Castle,ok-disagree,ok,PASS,9000000,18225165,18225165,2004PASS,11098736,22475144,22475144,3,2
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,ok,PASS,130000000,249538952,796688549,2004PASS,160315074,307729658,982470644,3,2
2004,tt0167190,Hellboy,notalk,notalk,FAIL,60000000,59623958,99823958,2004FAIL,73991573,73527840,123102194,3,2
2004,tt0299172,Home on the Range,ok,ok,PASS,110000000,50026353,76482461,2004PASS,135651216,61692142,94317626,3,2
2004,tt0356721,I Heart Huckabees,ok,ok,PASS,22000000,12784713,20034713,2004PASS,27130243,15766017,24706665,3,2
2004,tt0343818,"I, Robot",notalk-disagree,notalk,FAIL,105000000,144801023,348601023,2004FAIL,129485252,178567590,429892298,3,2
2004,tt0385267,In Good Company,notalk,notalk,FAIL,26000000,45489752,63489752,2004FAIL,32063015,56097638,78295110,3,2
2004,tt0362269,Kinsey,ok,ok,PASS,11000000,10214647,13000959,2004PASS,13565122,12596630,16032690,3,2
2004,tt0373074,Kung Fu Hustle,nowomen-disagree,nowomen,FAIL,20000000,17104669,101004669,2004FAIL,24663858,21093356,124558238,3,2
2004,tt0375912,Layer Cake,notalk,notalk,FAIL,6500000,2339957,11850214,2004FAIL,8015754,2885618,14613600,3,2
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,ok,PASS,100000000,118627117,201627117,2004PASS,123319288,146290116,248645124,3,2
2004,tt0390221,Maria Full of Grace,ok,ok,PASS,3200000,6529624,14441158,2004PASS,3946217,8052286,17808733,3,2
2004,tt0377092,Mean Girls,ok,ok,PASS,18000000,86047227,130953026,2004PASS,22197472,106112827,161490339,3,2
2004,tt0405159,Million Dollar Baby,ok,ok,PASS,30000000,100492203,232016402,2004PASS,36995786,123926269,286120974,3,2
2004,tt0349825,Miracle,notalk,notalk,FAIL,28000000,64378093,64474705,2004FAIL,34529401,79390606,79509747,3,2
2004,tt0382189,My Summer of Love,ok,ok,PASS,1700000,1000915,4951476,2004PASS,2096428,1234321,6106125,3,2
2004,tt0374900,Napoleon Dynamite,notalk-disagree,notalk,FAIL,400000,44540956,46122713,2004FAIL,493277,54927590,56878201,3,2
2004,tt0363282,New York Minute,notalk-disagree,notalk,FAIL,40000000,14018364,21215882,2004FAIL,49327715,17287347,26163275,3,2
2004,tt0390384,Primer,notalk,notalk,FAIL,7000,424760,565846,2004FAIL,8632,523811,697797,3,2
2004,tt0350028,Raising Helen,ok,ok,PASS,50000000,37485528,43340302,2004PASS,61659644,46226886,53446952,3,2
2004,tt0350258,Ray,dubious,dubious,FAIL,40000000,75305995,124823094,2004FAIL,49327715,92866817,153930950,3,2
2004,tt0318627,Resident Evil: Apocalypse,ok,ok,PASS,50000000,50740078,128940078,2004PASS,61659644,62572303,159007986,3,2
2004,tt0332375,Saved!,ok-disagree,ok,PASS,5000000,8886160,10228228,2004PASS,6165964,10958349,12613378,3,2
2004,tt0387564,Saw,men-disagree,men,FAIL,1200000,55185045,103096345,2004FAIL,1479831,68053804,127137678,3,2
2004,tt0363988,Secret Window,notalk,notalk,FAIL,40000000,47958031,92111551,2004FAIL,49327715,59141502,113591309,3,2
2004,tt0307453,Shark Tale,notalk,notalk,FAIL,75000000,161412000,367825111,2004FAIL,92489466,199052129,453599307,3,2
2004,tt0365748,Shaun of the Dead,ok-disagree,ok,PASS,5000000,13542874,30332385,2004PASS,6165964,16700976,37405681,3,2
2004,tt0298148,Shrek 2,ok-disagree,ok,PASS,70000000,441226247,937008132,2004PASS,86323501,544117065,1155511754,3,2
2004,tt0375063,Sideways,ok,ok,PASS,17000000,71502303,109874155,2004PASS,20964279,88176131,135496025,3,2
2004,tt0346156,Sky Captain and the World of Tomorrow,ok-disagree,ok,PASS,70000000,37760080,49730854,2004PASS,86323501,46565462,61327735,3,2
2004,tt0371246,Spanglish,ok,ok,PASS,75000000,42044321,54344321,2004PASS,92489466,51848757,67017030,3,2
2004,tt0316654,Spider-Man 2,notalk-disagree,notalk,FAIL,200000000,373524485,783705001,2004FAIL,246638575,460627734,966459425,3,2
2004,tt0372588,Team America: World Police,men,men,FAIL,20000000,32774834,50274834,2004FAIL,24663858,40417692,61998567,3,2
2004,tt0338751,The Aviator,notalk,notalk,FAIL,110000000,102608827,214608827,2004FAIL,135651216,126536475,264654077,3,2
2004,tt0372183,The Bourne Supremacy,men,men,FAIL,85000000,176087450,288587450,2004FAIL,104821395,217149789,355883988,3,2
2004,tt0289879,The Butterfly Effect,men-disagree,men,FAIL,13000000,57924679,96046844,2004FAIL,16031507,71432302,118444284,3,2
2004,tt0296572,The Chronicles of Riddick,men-disagree,men,FAIL,120000000,57712751,107212751,2004FAIL,147983145,71170953,132214001,3,2
2004,tt0319262,The Day After Tomorrow,ok,ok,PASS,125000000,186740799,556319450,2004PASS,154149110,230287423,686049183,3,2
2004,tt0391198,The Grudge,ok,ok,PASS,10000000,110359362,187281115,2004PASS,12331929,136094379,230953737,3,2
2004,tt0317705,The Incredibles,ok-disagree,ok,PASS,92000000,261441092,632107545,2004PASS,113453745,322407292,779510522,3,2
2004,tt0362270,The Life Aquatic with Steve Zissou,men,men,FAIL,50000000,24006726,34806726,2004FAIL,61659644,29604924,42923407,3,2
2004,tt0332280,The Notebook,dubious,dubious,FAIL,30000000,81001787,102276787,2004FAIL,36995786,99890827,126127005,3,2
2004,tt0293508,The Phantom of the Opera,men-disagree,men,FAIL,55000000,51225796,158225796,2004FAIL,67825608,63171287,195122925,3,2
2004,tt0338348,The Polar Express,notalk,notalk,FAIL,170000000,194949659,319049659,2004FAIL,209642789,240410531,393449767,3,2
2004,tt0368933,The Princess Diaries 2: Royal Engagement,ok,ok,PASS,45000000,95149435,122071435,2004PASS,55493679,117337605,150537624,3,2
2004,tt0327162,The Stepford Wives,ok,ok,PASS,100000000,59475623,96221971,2004PASS,123319288,73344915,118660249,3,2
2004,tt0362227,The Terminal,notalk,notalk,FAIL,75000000,77073959,218673959,2004FAIL,92489466,95047057,269667169,3,2
2004,tt0368447,The Village,ok,ok,PASS,71682975,114197520,257641634,2004PASS,88398934,140827568,317721828,3,2
2004,tt0327247,The Whole Ten Yards,notalk,notalk,FAIL,30000000,16323969,26323969,2004FAIL,36995786,20130602,32462531,3,2
2004,tt0332452,Troy,notalk,notalk,FAIL,150000000,133298577,484161265,2004FAIL,184978932,164382856,597064223,3,2
2004,tt0338526,Van Helsing,ok,ok,PASS,170000000,120150546,300150546,2004PASS,209642789,148168797,370143515,3,2
2004,tt0383694,Vera Drake,ok,ok,PASS,11000000,3753806,13353855,2004PASS,13565122,4629167,16467879,3,2
2004,tt0381707,White Chicks,ok,ok,PASS,20000000,69148997,111448997,2004PASS,24663858,85274051,137438109,3,2
2004,tt0360201,Wimbledon,ok,ok,PASS,35000000,16862585,41666476,2004PASS,43161751,20794820,51382801,3,2
2003,tt0322259,2 Fast 2 Furious,notalk,notalk,FAIL,76000000,127120058,236220058,2003FAIL,96222609,160945047,299075134,3,2
2003,tt0315733,21 grams,dubious,dubious,FAIL,20000000,16248701,59667625,2003FAIL,25321739,20572268,75544402,3,2
2003,tt0319061,Big Fish,notalk-disagree,notalk,FAIL,70000000,66432867,123432867,2003FAIL,88626087,84109786,156276743,3,2
2003,tt0310778,Bon voyage,ok,ok,PASS,20000000,2353728,8361736,2003PASS,25321739,2980024,10586685,3,2
2003,tt0315327,Bruce Almighty,ok,ok,PASS,81000000,242704995,483473962,2003PASS,102553043,307285628,612120077,3,2
2003,tt0305357,Charlie&#39;s Angels: Full Throttle,ok,ok,PASS,120000000,100814328,227200000,2003PASS,151930435,127639706,287654957,3,2
2003,tt0159365,Cold Mountain,ok,ok,PASS,80000000,95632614,161632614,2003PASS,101286957,121079205,204640944,3,2
2003,tt0306685,Cradle 2 the Grave,notalk,notalk,FAIL,25000000,34657731,56434942,2003FAIL,31652174,43879701,71451544,3,2
2003,tt0317303,Daddy Day Care,ok,ok,PASS,60000000,104148781,164285587,2003PASS,75965217,131861413,207999839,3,2
2003,tt0287978,Daredevil,nowomen-disagree,nowomen,FAIL,80000000,102543518,182782518,2003FAIL,101286957,129829011,231418562,3,2
2003,tt0282209,Darkness Falls,notalk,notalk,FAIL,7000000,32539681,32539681,2003FAIL,8862609,41198066,41198066,3,2
2003,tt0285531,Dreamcatcher,nowomen,nowomen,FAIL,68000000,33685268,75685268,2003FAIL,86093913,42648478,95824131,3,2
2003,tt0309593,Final Destination 2,ok,ok,PASS,26000000,46896664,90396664,2003PASS,32918261,59375255,114450037,3,2
2003,tt0266543,Finding Nemo,notalk-disagree,notalk,FAIL,94000000,380529370,906465556,2003FAIL,119012174,481783272,1147664217,3,2
2003,tt0322330,Freaky Friday,ok,ok,PASS,26000000,110222438,160822438,2003PASS,32918261,139551191,203615191,3,2
2003,tt0335119,Girl with a Pearl Earring,ok,ok,PASS,12000000,11634362,43281552,2003PASS,15193043,14730114,54798208,3,2
2003,tt0301357,Goodbye Lenin!,ok-disagree,ok,PASS,6400000,4063859,79384539,2003PASS,8102957,5145199,100507729,3,2
2003,tt0311289,Holes,men-disagree,men,FAIL,20000000,67383924,72383924,2003FAIL,25321739,85313907,91644342,3,2
2003,tt0329717,Hollywood Homicide,notalk,notalk,FAIL,75000000,30207785,51107785,2003FAIL,94956522,38245683,64706900,3,2
2003,tt0315983,House of Sand and Fog,ok,ok,PASS,16500000,13005485,16157923,2003PASS,20890435,16466075,20457336,3,2
2003,tt0251127,How to Lose a Guy in 10 Days,men-disagree,men,FAIL,50000000,105807520,177079973,2003FAIL,63304348,133961521,224198644,3,2
2003,tt0286716,Hulk,notalk,notalk,FAIL,137000000,132177234,245229234,2003FAIL,173453913,167347872,310481535,3,2
2003,tt0309698,Identity,notalk,notalk,FAIL,28000000,52131264,82183683,2003FAIL,35450435,66002713,104051689,3,2
2003,tt0199626,In the Cut,ok,ok,PASS,12000000,4717455,23693646,2003PASS,15193043,5972708,29998216,3,2
2003,tt0301470,Jeepers Creepers II,ok,ok,PASS,25000000,35623801,35623801,2003PASS,31652174,45102830,45102830,3,2
2003,tt0266697,Kill Bill: Vol. 1,ok-disagree,ok,PASS,55000000,70098138,180098138,2003PASS,69634783,88750338,228019903,3,2
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,nowomen-disagree,nowomen,FAIL,90000000,65653758,156453758,2003FAIL,113947826,83123367,198084062,3,2
2003,tt0333780,"Legally Blonde 2: Red, White &amp; Blonde",ok,ok,PASS,25000000,90639088,125339088,2003PASS,31652174,114756967,158690184,3,2
2003,tt0286244,Les triplettes de Belleville,ok,ok,PASS,2000000,7301288,14440113,2003PASS,2532174,9244066,18282439,3,2
2003,tt0335266,Lost In Translation,dubious-disagree,dubious,FAIL,4000000,44585453,112550685,2003FAIL,5064348,56449060,142498954,3,2
2003,tt0314331,Love Actually,ok-disagree,ok,PASS,45000000,59472278,247967903,2003PASS,56973913,75297075,313948928,3,2
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,nowomen,FAIL,135000000,93926386,212912137,2003FAIL,170921739,118918972,269565280,3,2
2003,tt0304415,Mona Lisa Smile,ok,ok,PASS,65000000,63803100,141205169,2003PASS,82295652,80780273,178778023,3,2
2003,tt0340855,Monster,ok,ok,PASS,5000000,34469210,58003694,2003PASS,6330435,43641017,73437720,3,2
2003,tt0327056,Mystic River,ok,ok,PASS,30000000,90135191,156835191,2003PASS,37982609,114118990,198566990,3,2
2003,tt0316396,Peter Pan,ok,ok,PASS,100000000,48417850,95255485,2003PASS,126608696,61301208,120601727,3,2
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,men-disagree,men,FAIL,125000000,305411224,634954103,2003FAIL,158260870,386677167,803907108,3,2
2003,tt0366920,Pride and Prejudice,ok,ok,PASS,28000000,38372662,120918508,2003PASS,35450435,48583127,153093346,3,2
2003,tt0257076,S.W.A.T.,ok,ok,PASS,70000000,116877597,207154748,2003PASS,88626087,147977201,262275924,3,2
2003,tt0306047,Scary Movie 3,ok,ok,PASS,45000000,110000082,155200000,2003PASS,56973913,139269669,196496696,3,2
2003,tt0327137,Secondhand Lions,notalk,notalk,FAIL,30000000,42070939,47902566,2003FAIL,37982609,53265467,60648814,3,2
2003,tt0300471,Shanghai Knights,notalk,notalk,FAIL,50000000,60470220,88316835,2003FAIL,63304348,76560557,111816793,3,2
2003,tt0323944,Shattered Glass,men,men,FAIL,6000000,2207975,2932719,2003FAIL,7596522,2795488,3713077,3,2
2003,tt0165982,Sinbad: Legend of the Seven Seas,men,men,FAIL,60000000,26483452,80767884,2003FAIL,75965217,33530353,102259164,3,2
2003,tt0337741,Something&#39;s Gotta Give,dubious,dubious,FAIL,80000000,124685242,266685242,2003FAIL,101286957,157862359,337646706,3,2
2003,tt0338459,Spy Kids 3-D: Game Over,ok,ok,PASS,40000000,111760631,167851995,2003PASS,50643478,141498677,212515222,3,2
2003,tt0324133,Swimming Pool,ok,ok,PASS,7800000,10130108,22441323,2003PASS,9875478,12825598,28412666,3,2
2003,tt0181852,Terminator 3: Rise of the Machines,ok,ok,PASS,170000000,150358296,433058296,2003PASS,215234783,190366677,548289460,3,2
2003,tt0298814,The Core,ok,ok,PASS,85000000,31111260,74132631,2003PASS,107617391,39389560,93858357,3,2
2003,tt0317740,The Italian Job,notalk-disagree,notalk,FAIL,60000000,106126012,176262839,2003FAIL,75965217,134364760,223164081,3,2
2003,tt0283426,The Jungle Book 2,nowomen-disagree,nowomen,FAIL,20000000,47901582,135703599,2003FAIL,25321739,60647568,171812557,3,2
2003,tt0325710,The Last Samurai,nowomen,nowomen,FAIL,140000000,111110575,456810575,2003FAIL,177252174,140675650,578361911,3,2
2003,tt0311429,The League of Extraordinary Gentlemen,nowomen,nowomen,FAIL,78000000,66465204,179265204,2003FAIL,98754783,84150728,226965337,3,2
2003,tt0167260,The Lord of the Rings: The Return of the King,notalk,notalk,FAIL,94000000,377845905,1141408667,2003FAIL,119012174,478385772,1445122625,3,2
2003,tt0234215,The Matrix Reloaded,ok-disagree,ok,PASS,127000000,281553689,738576929,2003PASS,160793043,356471453,935102616,3,2
2003,tt0242653,The Matrix Revolutions,ok-disagree,ok,PASS,110000000,139259759,424259759,2003PASS,139269565,176314964,537149747,3,2
2003,tt0338188,The Missing,ok,ok,PASS,65000000,26900336,38253433,2003PASS,82295652,34058165,48432173,3,2
2003,tt0332379,The School of Rock,dubious,dubious,FAIL,20000000,81261177,131161177,2003FAIL,25321739,102883716,166061455,3,2
2003,tt0328538,Thirteen,ok,ok,PASS,2000000,4601043,9505996,2003PASS,2532174,5825321,12035418,3,2
2003,tt0300556,Timeline,notalk,notalk,FAIL,80000000,19480739,26703184,2003FAIL,101286957,24664310,33808553,3,2
2003,tt0339840,Undead,ok,ok,PASS,750000,41196,229250,2003PASS,949565,52158,290250,3,2
2003,tt0320691,Underworld,dubious,dubious,FAIL,22000000,51970690,95708457,2003FAIL,27853913,65799413,121175229,3,2
2003,tt0295700,Wrong Turn,ok,ok,PASS,10000000,15417771,28649556,2003PASS,12660870,19520239,36272829,3,2
2003,tt0290334,X2 (X-Men 2),ok-disagree,ok,PASS,125000000,214949694,407711549,2003PASS,158260870,272145004,516198274,3,2
2002,tt0307901,25th Hour,men,men,FAIL,4500000,13084595,25344490,2002FAIL,5828306,16946895,32825657,3,2
2002,tt0289043,28 Days Later...,ok,ok,PASS,8000000,45064915,82955633,2002PASS,10361434,58367141,107442412,3,2
2002,tt0283832,8 femmes,ok-disagree,ok,PASS,8000000,3076425,42376425,2002PASS,10361434,3984522,54885065,3,2
2002,tt0298203,8 Mile,notalk,notalk,FAIL,41000000,116724075,242924075,2002FAIL,53102348,151178596,314630213,3,2
2002,tt0257360,About Schmidt,notalk,notalk,FAIL,30000000,65005217,105823486,2002FAIL,38855376,84193406,137060380,3,2
2002,tt0268126,Adaptation,dubious,dubious,FAIL,18500000,22498520,22498520,2002FAIL,23960815,29139615,29139615,3,2
2002,tt0286261,All or Nothing,ok,ok,PASS,9000000,184255,184255,2002PASS,11656613,238643,238643,3,2
2002,tt0168786,Antwone Fisher,notalk,notalk,FAIL,12500000,21078145,23367586,2002FAIL,16189740,27299975,30265212,3,2
2002,tt0295178,Austin Powers in Goldmember,notalk,notalk,FAIL,63000000,213117789,292738626,2002FAIL,81596291,276025731,379148984,3,2
2002,tt0286499,Bend It Like Beckham,ok,ok,PASS,5600000,32543449,76730377,2002PASS,7253004,42149599,99379590,3,2
2002,tt0187738,Blade II,notalk,notalk,FAIL,54000000,81676888,154338601,2002FAIL,69939678,105786208,199896148,3,2
2002,tt0300532,Blue Crush,ok,ok,PASS,30000000,40118420,51618420,2002PASS,38855376,51960544,66855105,3,2
2002,tt0303816,Cabin Fever,ok,ok,PASS,1500000,21158188,30351664,2002PASS,1942769,27403645,39310844,3,2
2002,tt0319970,Carrie,ok,ok,PASS,30000000,35266619,85001659,2002PASS,38855376,45676592,110092382,3,2
2002,tt0264464,Catch Me If You Can,notalk-disagree,notalk,FAIL,52000000,164606800,351106800,2002FAIL,67349319,213195306,454746230,3,2
