season,player,possessions,DRAYMOND
2018,James Webb III,254.65,-1.621968
2015,James Young,696.37,-2.184789
2016,James Young,441.0779,-4.161872
2017,James Young,549.5706,0.7313216
2018,James Young,122.7879,6.554773
2018,Jamil Wilson,558.5033,1.657808
2014,Jan Vesely,1571.127,1.206198
2014,Jannero Pargo,493.1541,-2.346949
2015,Jannero Pargo,144.1294,4.844417
2014,Jared Cunningham,173.1729,2.886538
2015,Jared Cunningham,194.4835,-0.3384767
2016,Jared Cunningham,834.7323,-0.5553002
2014,Jared Dudley,3634.646,1.390039
2015,Jared Dudley,3650.488,-0.3284616
2016,Jared Dudley,4360.78,0.5216193
2017,Jared Dudley,2918.653,1.054348
2018,Jared Dudley,1453.462,-3.534771
2019,Jared Dudley,2748.779,1.401866
2014,Jared Sullinger,4089.654,0.3109426
2015,Jared Sullinger,3374.595,0.2483571
2016,Jared Sullinger,4182.842,0.3509502
2017,Jared Sullinger,239.0238,2.527266
2019,Jared Terrell,238.6731,8.77721
2016,Jarell Eddie,325.5131,1.079772
2017,Jarell Eddie,141.7217,-1.944221
2018,Jarell Eddie,12.78125,-11.20138
2016,Jarell Martin,866.9354,-0.6696759
2017,Jarell Martin,1168.88,0.0043937
2018,Jarell Martin,3393.284,0.8589783
2019,Jarell Martin,749.3867,1.005924
2019,Jaren Jackson Jr.,3076.081,1.510787
2015,Jarnell Stokes,263.7075,-0.8250883
2016,Jarnell Stokes,37.26292,4.318461
2017,Jarnell Stokes,14.97708,4.173138
2019,Jaron Blossomgame,906.6264,1.591392
2019,Jarred Vanderbilt,172.8408,5.432106
2018,Jarrett Allen,3045.313,1.620776
2019,Jarrett Allen,4773.596,0.8708782
2014,Jarrett Jack,4446.292,0.5122418
2015,Jarrett Jack,4766.893,0.8739181
2016,Jarrett Jack,2102.141,-1.559993
2017,Jarrett Jack,68.33063,-0.2103615
2018,Jarrett Jack,3187.912,-1.219944
2017,Jarrod Uthoff,226.5021,-5.550546
2014,Jarvis Varnado,721.7752,-0.1068563
2014,Jason Collins,349.7692,-5.755123
2014,Jason Maxiell,976.1017,1.721577
2015,Jason Maxiell,1773.743,1.439734
2015,Jason Richardson,837.5466,-2.444178
2014,Jason Smith,1649.279,-0.7862607
2015,Jason Smith,3525.375,-0.0394046
2016,Jason Smith,2459.186,-0.2935266
2017,Jason Smith,2551.355,0.6438035
2018,Jason Smith,620.0518,0.9317689
2019,Jason Smith,424.3208,1.056548
2014,Jason Terry,1129.431,-1.12166
2015,Jason Terry,4499.721,0.6872742
2016,Jason Terry,2910.165,-3.263875
2017,Jason Terry,2855.13,1.815323
2018,Jason Terry,1799.43,-0.9564536
2014,Jason Thompson,4012.327,0.117887
2015,Jason Thompson,4025.138,-0.3254941
2016,Jason Thompson,1071.736,-1.306664
2018,Jawun Evans,1695.229,-1.031715
2019,Jawun Evans,133.9867,-2.707732
2019,Jaylen Adams,963.8917,-1.341763
2017,Jaylen Brown,3253.166,0.7588772
2018,Jaylen Brown,5556.328,1.590346
2019,Jaylen Brown,4697.732,1.177987
2018,Jaylen Morris,220.3979,-0.7619706
2019,Jaylen Morris,67.63646,6.502459
2018,Jayson Tatum,6329.068,-0.1327687
2019,Jayson Tatum,5808.584,1.261458
2014,Jeff Adrien,1918.073,-2.043706
2015,Jeff Adrien,449.3052,-0.467325
2014,Jeff Ayres,2096.735,-0.1984777
2015,Jeff Ayres,804.4423,-3.695143
2016,Jeff Ayres,233.0677,-3.599437
2014,Jeff Green,5597.144,-0.8261313
2015,Jeff Green,5488.16,0.0165587
2016,Jeff Green,4806.692,-0.2984009
2017,Jeff Green,3158.123,0.0563433
2018,Jeff Green,4881.626,0.4707374
2019,Jeff Green,4501.123,-0.6749287
2014,Jeff Teague,5633.849,-0.196137
2015,Jeff Teague,5568.297,0.327121
2016,Jeff Teague,5300.463,0.856446
2017,Jeff Teague,5740.138,-0.3342171
2018,Jeff Teague,5055.848,-1.397257
2019,Jeff Teague,2695.48,-0.0653465
2014,Jeff Withey,1378.688,0.6656709
2015,Jeff Withey,527.3348,1.676377
2016,Jeff Withey,1286.664,2.951238
2017,Jeff Withey,940.3737,-0.2735968
2018,Jeff Withey,84.84937,2.136376
2014,Jeffery Taylor,1267.042,1.872166
2015,Jeffery Taylor,841.1875,-2.334887
2019,Jemerrio Jones,299.7638,2.953472
2015,Jerami Grant,2868.463,0.2043831
2016,Jerami Grant,4340.752,1.827856
2017,Jerami Grant,3445.421,1.679297
2018,Jerami Grant,3686.053,1.071673
2019,Jerami Grant,6092.721,0.6952254
2015,Jerel McNeal,72.825,-0.5589656
2014,Jeremy Evans,2371.151,-0.0150306
2015,Jeremy Evans,526.8463,0.6678514
2016,Jeremy Evans,545.6112,1.283182
2018,Jeremy Evans,11.68229,15.89637
2014,Jeremy Lamb,3315.935,-0.0093518
2015,Jeremy Lamb,1253.604,2.629863
2016,Jeremy Lamb,2536.898,2.175613
2017,Jeremy Lamb,2303.859,-1.911889
2018,Jeremy Lamb,4089.721,0.2748568
2019,Jeremy Lamb,4710,-0.9330124
2014,Jeremy Lin,4640.929,1.291672
2015,Jeremy Lin,3884.718,-0.4111385
2016,Jeremy Lin,4568.696,1.464598
2017,Jeremy Lin,1963.387,2.192812
2018,Jeremy Lin,62.54167,-8.721315
2019,Jeremy Lin,3269.617,-1.95614
2014,Jeremy Tyler,806.945,-0.2408955
2016,Jerian Grant,2568.477,-0.2603633
2017,Jerian Grant,2180.609,0.7911432
2018,Jerian Grant,3482.644,0.188802
2019,Jerian Grant,2016.012,-0.9911199
2014,Jermaine O'Neal,1967.766,1.590366
2015,Jerome Jordan,792.1364,0.2394876
2019,Jerome Robinson,807.8917,0.527799
2015,Jerrelle Benimon,6.05875,-2.544731
2014,Jerryd Bayless,3303.012,-1.806908
2015,Jerryd Bayless,3641.087,0.8549519
2016,Jerryd Bayless,2985.23,0.2927911
2017,Jerryd Bayless,145.4908,-1.179601
2018,Jerryd Bayless,2009.746,0.2903441
2019,Jerryd Bayless,1376.004,-1.968334
2019,Jevon Carter,1197.996,-0.9330357
2014,Jimmer Fredette,1040.261,-1.512203
2015,Jimmer Fredette,1038.572,-0.5535629
2016,Jimmer Fredette,38.92979,-12.08904
2019,Jimmer Fredette,143.0135,-2.982404
2014,Jimmy Butler,5329.79,1.398359
2015,Jimmy Butler,5898.243,0.25909
2016,Jimmy Butler,4991.295,-0.5976036
2017,Jimmy Butler,6135.1,0.7219406
2018,Jimmy Butler,4680.827,0.8010484
2019,Jimmy Butler,5561.562,0.6242351
2014,Joakim Noah,5745.7,2.081515
2015,Joakim Noah,4821.201,1.938132
2016,Joakim Noah,1311.672,0.9713397
2017,Joakim Noah,2078.424,-0.1124291
2018,Joakim Noah,87.68333,6.307275
2019,Joakim Noah,1466.128,1.357439
2014,Jodie Meeks,5397.953,-0.5579623
2015,Jodie Meeks,2923.695,0.2015882
2016,Jodie Meeks,89.69251,7.332736
2017,Jodie Meeks,1539.345,-0.6407652
2018,Jodie Meeks,2350.133,-1.335374
2019,Jodie Meeks,372.2521,-0.1045444
2019,Joe Chealey,16,-2.437187
2015,Joe Harris,1028.711,-3.915947
2016,Joe Harris,33.76875,-14.75083
2017,Joe Harris,2505.734,-0.3379381
2018,Joe Harris,4175.891,0.6878371
2019,Joe Harris,5271.171,0.0170489
2015,Joe Ingles,3247.711,-0.1916275
2016,Joe Ingles,2501.391,-0.8276049
2017,Joe Ingles,4565.733,0.4480355
2018,Joe Ingles,6064.857,-0.1427694
2019,Joe Ingles,5831.879,-1.167015
2014,Joe Johnson,5830.761,-0.6286601
2015,Joe Johnson,5939.48,-1.048203
2016,Joe Johnson,6386.622,-0.8674544
2017,Joe Johnson,4274.258,0.163696
2018,Joe Johnson,2605.25,0.6822386
2016,Joe Young,830.8396,0.1854882
2017,Joe Young,289.1531,-2.398609
2018,Joe Young,1166.244,0.0485497
2014,Joel Anthony,388.744,-0.4708087
2015,Joel Anthony,811.6617,2.267673
2016,Joel Anthony,191.1,-3.859267
2017,Joel Anthony,290.534,-2.518815
2017,Joel Bolomboy,130.5527,0.2238003
2018,Joel Bolomboy,82.73708,-3.713491
2017,Joel Embiid,1664.355,3.514328
2018,Joel Embiid,4682.571,3.392133
2019,Joel Embiid,5419.188,2.396293
2014,Joel Freeland,1546.108,1.414928
2015,Joel Freeland,1277.523,2.498928
2015,Joey Dorsey,1826.902,1.032701
2015,Joffrey Lauvergne,559.6175,-0.5693915
2016,Joffrey Lauvergne,2118.001,-0.2686706
2017,Joffrey Lauvergne,2095.414,-0.4666089
2018,Joffrey Lauvergne,1147.979,-2.443227
2018,John Collins,3758.169,1.353842
2019,John Collins,4038.661,0.8836584
2014,John Henson,3635.44,0.054635
2015,John Henson,2746.584,2.314483
2016,John Henson,1940,2.757253
2017,John Henson,2286.937,0.4822718
2018,John Henson,4174.295,0.6651
2019,John Henson,438.04,3.603361
2016,John Holland,1.89875,-41.41834
2018,John Holland,369.0612,-2.099662
2019,John Holland,2.03625,-2.437187
2014,John Jenkins,327.4221,-2.409361
2015,John Jenkins,657.5275,-1.77879
2016,John Jenkins,1041.831,0.0916537
2017,John Jenkins,28.145,-10.6473
2019,John Jenkins,699.2525,-2.436955
2014,John Lucas III,1179.168,-1.089185
2015,John Lucas III,535.5,-1.705364
2017,John Lucas III,25.23354,-2.565577
2014,John Salmons,3585.461,0.3798014
2015,John Salmons,532.125,-4.114778
2014,John Wall,6777.092,-1.232761
2015,John Wall,6278.861,0.2077563
2016,John Wall,5786.08,0.4835134
2017,John Wall,6943.772,0.2718357
2018,John Wall,3444.476,1.944504
2019,John Wall,2403.96,-0.912595
2018,Johnathan Motley,349.47,-0.8174038
2019,Johnathan Motley,351.455,-2.880658
2019,Johnathan Williams,799.645,-0.2648735
2015,Johnny O'Bryant III,763.7433,-2.308239
2016,Johnny O'Bryant III,1706.323,-0.1365943
2017,Johnny O'Bryant III,169.1308,-6.839535
2018,Johnny O'Bryant III,807.3489,-3.707838
2014,Jon Leuer,1301.44,-0.0899972
2015,Jon Leuer,1672.609,1.12202
2016,Jon Leuer,2679.948,-0.8404338
2017,Jon Leuer,3942.675,-0.5600038
2018,Jon Leuer,297.9817,-3.944652
2019,Jon Leuer,856.495,-2.634298
2019,Jonah Bolden,1607.572,0.9275465
2014,Jonas Jerebko,1499.29,-1.734122
2015,Jonas Jerebko,2598.927,2.607201
2016,Jonas Jerebko,2847.966,1.108289
2017,Jonas Jerebko,2815.033,-0.2863259
2018,Jonas Jerebko,2499.631,-1.111749
2019,Jonas Jerebko,2862.574,-0.5606058
2014,Jonas Valanciunas,4832.467,0.5920419
2015,Jonas Valanciunas,4341.757,0.4150535
2016,Jonas Valanciunas,3701.146,0.544722
2017,Jonas Valanciunas,4581.215,0.3426488
2018,Jonas Valanciunas,4099.582,1.630162
2019,Jonas Valanciunas,2345.146,2.253752
2017,Jonathan Gibson,479.0844,-3.821251
2018,Jonathan Gibson,87.64166,-1.824166
2018,Jonathan Isaac,1133.752,0.4260628
2019,Jonathan Isaac,4456.008,0.6100996
2016,Jonathon Simmons,1713.58,-2.276267
2017,Jonathon Simmons,3504.789,-0.7492428
2018,Jonathon Simmons,4241.878,-0.9551177
2019,Jonathon Simmons,2408.299,-0.7906846
2015,Jordan Adams,521.6646,-2.243782
2016,Jordan Adams,34.2625,-5.117796
2018,Jordan Bell,2091.91,1.420577
2019,Jordan Bell,1918.161,0.0057384
2015,Jordan Clarkson,2904.953,-1.50967
2016,Jordan Clarkson,5193.852,-1.366767
2017,Jordan Clarkson,5047.683,-1.125586
2018,Jordan Clarkson,4572.307,-0.8816471
2019,Jordan Clarkson,4605.581,-0.3956261
2014,Jordan Crawford,3892.433,0.5465997
2017,Jordan Crawford,909.8754,-1.761923
2018,Jordan Crawford,157.0792,-6.836968
2014,Jordan Farmar,1941.42,-0.8781861
2015,Jordan Farmar,1087.646,0.618788
2016,Jordan Farmar,792.4221,0.8915539
2017,Jordan Farmar,69.24896,-6.427969
2014,Jordan Hamilton,2136.697,-0.5985438
2015,Jordan Hamilton,257.8521,-0.940565
2016,Jordan Hamilton,625.1633,-1.218812
2014,Jordan Hill,3098.438,0.3392649
2015,Jordan Hill,3785.48,-1.291866
2016,Jordan Hill,3109.907,-0.057246
2017,Jordan Hill,92.85438,-5.336166
2019,Jordan Loyd,128.8948,-1.181882
2016,Jordan McRae,394.7565,-0.8005886
2017,Jordan McRae,783.52,-1.44051
2019,Jordan McRae,747.8625,-2.228214
2016,Jordan Mickey,138.41,6.113975
2017,Jordan Mickey,333.0469,-3.98529
2018,Jordan Mickey,571.3725,0.0394533
2019,Jordan Sibert,8.976666,-2.437187
2014,Jorge Gutierrez,491.9169,-0.2611542
2015,Jorge Gutierrez,376.7262,2.698526
2016,Jorge Gutierrez,161.7381,3.981601
2014,Jose Calderon,5329.84,-1.575576
2015,Jose Calderon,2475.442,-4.076261
2016,Jose Calderon,4004.99,-0.4991596
2017,Jose Calderon,1275.912,-1.994753
2018,Jose Calderon,2086.285,-0.4370299
2019,Jose Calderon,1366.295,-1.067438
2014,Josh Childress,47.31,11.3385
2018,Josh Gray,191.5292,-5.6091
2014,Josh Harrellson,653.2181,3.15996
2018,Josh Hart,3080.884,0.9466088
2019,Josh Hart,3795.867,1.722839
2016,Josh Huestis,132.5969,2.978228
2017,Josh Huestis,68.76188,13.99111
2018,Josh Huestis,2043.69,2.378113
2018,Josh Jackson,4244.092,-1.028236
2019,Josh Jackson,4267.159,0.5563664
2018,Josh Magette,452.655,-2.164866
2014,Josh McRoberts,4848.062,-0.7688862
2015,Josh McRoberts,565.175,-0.1816447
2016,Josh McRoberts,1459.349,1.327061
2017,Josh McRoberts,746.0456,-2.655083
2018,Josh McRoberts,13.565,-16.72105
2019,Josh Okogie,3830.26,-1.453986
2014,Josh Powell,37.27958,-4.709188
2016,Josh Richardson,2949.778,1.350403
2017,Josh Richardson,3257.254,1.915935
2018,Josh Richardson,5772.128,1.905597
2019,Josh Richardson,5296.459,0.1574163
2014,Josh Smith,5511.188,0.7472982
2015,Josh Smith,5628.882,2.819652
2016,Josh Smith,1954.604,2.550437
2018,Josh Smith,26.9,0.3151102
2014,Jrue Holiday,2278.618,-0.2963586
2015,Jrue Holiday,2696.973,0.6317465
2016,Jrue Holiday,3801.232,-1.056149
2017,Jrue Holiday,4555.2,2.418317
2018,Jrue Holiday,7031.754,1.585426
2019,Jrue Holiday,5232.857,0.241559
2017,Juancho Hernangomez,1801.705,-0.7414714
2018,Juancho Hernangomez,579.334,1.297247
2019,Juancho Hernangomez,2863.109,0.8301998
2019,Julian Washburn,526.2562,2.290048
2015,Julius Randle,26.83042,-5.726116
2016,Julius Randle,4666.773,-1.346613
2017,Julius Randle,4476.312,-1.317997
2018,Julius Randle,4660.594,0.1886959
2019,Julius Randle,4889.475,-0.4054253
2014,Julyan Stone,237.35,-0.4995325
2018,Julyan Stone,380.0417,3.165525
2016,Justin Anderson,1538.869,-0.7542899
2017,Justin Anderson,2515.602,-0.0869874
2018,Justin Anderson,1186.022,1.034771
2019,Justin Anderson,1066.829,-1.465001
2014,Justin Hamilton,142.3817,-1.26535
2015,Justin Hamilton,1397.868,0.0489825
2017,Justin Hamilton,2563.653,0.1922841
2016,Justin Harper,69.83229,-0.8186588
2017,Justin Harper,65.82979,11.2934
2015,Justin Holiday,1409.783,0.6352922
2016,Justin Holiday,1618.304,1.322753
2017,Justin Holiday,3376.34,-0.4651487
2018,Justin Holiday,4755.084,0.6741848
2019,Justin Holiday,5431.909,0.3088058
2018,Justin Jackson,3078.515,-0.7427453
2019,Justin Jackson,3505.195,-0.1563013
2018,Justin Patton,10.71417,-2.493646
2019,Justin Patton,47.40313,-8.452327
2016,Justise Winslow,5119.18,1.884283
2017,Justise Winslow,1255.469,-0.3983095
2018,Justise Winslow,3722.56,1.705314
2019,Justise Winslow,4093.494,-0.4053941
2015,Jusuf Nurkic,2277.006,1.039032
2016,Jusuf Nurkic,1124.883,-0.4923325
2017,Jusuf Nurkic,2942.863,0.8676469
2018,Jusuf Nurkic,4541.769,0.3669162
2019,Jusuf Nurkic,4212.434,3.026743
2015,KJ McDaniels,2797.737,1.525515
2016,KJ McDaniels,590.3911,0.9135218
2017,KJ McDaniels,1069.894,2.726859
2018,Kadeem Allen,231.0977,-0.8903207
2019,Kadeem Allen,874.4667,-0.1598651
2015,Kalin Lucas,13.5625,-14.36621
2019,Kalin Lucas,13.97,-2.437187
2016,Karl-Anthony Towns,5349.776,0.2019129
2017,Karl-Anthony Towns,6073.256,-0.3719668
2018,Karl-Anthony Towns,6228.204,-0.0200618
2019,Karl-Anthony Towns,5391.688,0.5300236
2014,Kawhi Leonard,5354.367,2.404839
2015,Kawhi Leonard,4570.545,-0.1521718
2016,Kawhi Leonard,5398.454,1.740303
2017,Kawhi Leonard,5736.608,0.0466608
2018,Kawhi Leonard,435.7938,2.5306
2019,Kawhi Leonard,6177.954,0.2488732
2017,Kay Felder,812.53,-1.717001
2018,Kay Felder,302.9408,2.130085
2019,Keita Bates-Diop,1065.207,0.7994945
2016,Keith Appling,57.81937,6.280284
2014,Keith Bogans,113.0594,3.138309
2014,Kelly Olynyk,2850.167,-0.3651516
2015,Kelly Olynyk,3076.617,0.5352277
2016,Kelly Olynyk,3058.2,0.8284118
2017,Kelly Olynyk,3903.598,-0.4052109
2018,Kelly Olynyk,3925.268,-0.2278402
2019,Kelly Olynyk,3795.385,-0.2127411
2016,Kelly Oubre Jr.,1445.166,-1.748323
2017,Kelly Oubre Jr.,3757.777,-0.5555429
2018,Kelly Oubre Jr.,4959.027,-1.718196
2019,Kelly Oubre Jr.,4215.466,-0.5606395
2014,Kemba Walker,5390.107,1.26857
2015,Kemba Walker,4128.077,1.922784
2016,Kemba Walker,6318.934,-0.0150449
2017,Kemba Walker,5521.938,0.1733191
2018,Kemba Walker,5700,1.331579
2019,Kemba Walker,5961.601,0.6169553
2014,Kendall Marshall,3305.253,-1.939573
2015,Kendall Marshall,821.5768,0.9357255
2016,Kendall Marshall,865.75,-3.216272
2014,Kendrick Perkins,3209.056,1.131639
2015,Kendrick Perkins,2399.627,1.018959
2016,Kendrick Perkins,1140.91,-1.486019
2018,Kendrick Perkins,30.9625,-3.911196
2014,Kenneth Faried,4561.549,-0.483753
2015,Kenneth Faried,4257.613,-0.573065
2016,Kenneth Faried,3450.114,-1.712312
2017,Kenneth Faried,2730.78,-1.184074
2018,Kenneth Faried,957.5354,-1.880325
2019,Kenneth Faried,1677.691,0.6447797
2019,Kenrich Williams,2390.435,0.0920067
2014,Kent Bazemore,1980.733,-0.4312702
2015,Kent Bazemore,3334.591,0.2829638
2016,Kent Bazemore,5051.965,1.206292
2017,Kent Bazemore,4418.495,1.338998
2018,Kent Bazemore,3740.501,-1.236868
2019,Kent Bazemore,3658.071,-1.071889
2014,Kentavious Caldwell-Pope,3252.076,-1.08719
2015,Kentavious Caldwell-Pope,5143.279,-0.9646595
2016,Kentavious Caldwell-Pope,5913.805,0.9677047
2017,Kentavious Caldwell-Pope,5095.408,-0.726375
2018,Kentavious Caldwell-Pope,5215.057,-1.517907
2019,Kentavious Caldwell-Pope,4447.323,-2.493084
2014,Kenyon Martin,1217.074,3.138436
2015,Kenyon Martin,220.3717,3.677413
2014,Kevin Durant,7970.133,1.291927
2015,Kevin Durant,1890.861,0.4477103
2016,Kevin Durant,6835.906,1.976788
2017,Kevin Durant,5599.939,2.279719
2018,Kevin Durant,6633.352,1.12622
2019,Kevin Durant,6753.048,0.9417883
2014,Kevin Garnett,2621.624,0.539619
2015,Kevin Garnett,1889.641,-0.4917612
2016,Kevin Garnett,1128.68,1.218374
2019,Kevin Huerter,4544,-2.463726
2019,Kevin Knox,4595.641,-1.416293
2014,Kevin Love,5871.952,-0.7942863
2015,Kevin Love,5188.303,0.5419081
2016,Kevin Love,5943.115,-0.2865934
2017,Kevin Love,5059.1,0.2468506
2018,Kevin Love,4703.82,-1.060585
2019,Kevin Love,1259.662,0.5138292
2014,Kevin Martin,4581.678,-0.827841
2015,Kevin Martin,2630.583,-0.2396798
2016,Kevin Martin,2357.962,-2.315498
2014,Kevin Seraphin,1158.314,0.5565391
2015,Kevin Seraphin,2545.613,1.284939
2016,Kevin Seraphin,1083.45,2.03015
2017,Kevin Seraphin,1280.461,0.388135
2016,Kevon Looney,48.42688,-3.824498
2017,Kevon Looney,961.9813,4.628363
2018,Kevon Looney,2756.739,3.592211
2019,Kevon Looney,4145.064,2.719931
2018,Khem Birch,1186.225,0.9504299
2019,Khem Birch,1561.815,1.634026
2014,Khris Middleton,4840.563,-0.3234062
2015,Khris Middleton,5212.545,1.154553
2016,Khris Middleton,5733.114,0.1709602
2017,Khris Middleton,2184.57,-0.0103735
2018,Khris Middleton,6634.884,-0.7578376
2019,Khris Middleton,6334.098,-0.1893033
2019,Khyri Thomas,444.4188,0.1851795
2014,Kirk Hinrich,4368.435,1.35067
2015,Kirk Hinrich,3471.14,-0.0385346
2016,Kirk Hinrich,1342.097,0.1770784
2014,Klay Thompson,6383.726,1.534544
2015,Klay Thompson,6673.572,0.629803
2016,Klay Thompson,7418.566,1.360177
2017,Klay Thompson,6884.808,1.501142
2018,Klay Thompson,6958.181,0.4861483
2019,Klay Thompson,7393.754,0.8049982
2014,Kobe Bryant,361.9281,3.990428
2015,Kobe Bryant,2447.192,-2.148376
2016,Kobe Bryant,3840.497,-0.9216651
2018,Kobi Simmons,1322.839,-3.136015
2019,Kobi Simmons,3.88875,39.09287
2014,Kosta Koufos,2708.927,1.473396
2015,Kosta Koufos,2914.013,1.469662
2016,Kosta Koufos,3146.163,0.9112778
2017,Kosta Koufos,2847.756,1.107241
2018,Kosta Koufos,2798.228,0.6138446
2019,Kosta Koufos,1118.519,1.057711
2019,Kostas Antetokounmpo,23.42312,17.30952
2015,Kostas Papanikolaou,1681.206,0.3694843
2016,Kostas Papanikolaou,584.9988,-0.1430721
2017,Kris Dunn,2706.545,-0.8758686
2018,Kris Dunn,3215.844,-0.4368064
2019,Kris Dunn,2898.38,-0.4218276
2014,Kris Humphries,2735.373,1.77609
2015,Kris Humphries,2683.614,0.5479826
2016,Kris Humphries,1891.871,-0.4820625
2017,Kris Humphries,1442.497,1.047334
2016,Kristaps Porzingis,4087.603,2.877032
2017,Kristaps Porzingis,4443.864,2.453134
2018,Kristaps Porzingis,3182.679,2.35305
2015,Kyle Anderson,724.8008,-2.251006
2016,Kyle Anderson,2770.29,-0.5133657
2017,Kyle Anderson,2516.041,0.8436354
2018,Kyle Anderson,4185.591,-0.5509226
2019,Kyle Anderson,2605.5,1.501297
2018,Kyle Collinsworth,980.4,-0.9668528
2014,Kyle Korver,5349.237,-0.8543315
2015,Kyle Korver,5956.821,0.8954765
2016,Kyle Korver,5687.664,0.1070734
2017,Kyle Korver,4338.316,-1.129104
2018,Kyle Korver,4325.938,0.5102124
2019,Kyle Korver,2965.624,-2.294927
2018,Kyle Kuzma,5119.632,0.1220691
2019,Kyle Kuzma,5063.321,-0.245533
2014,Kyle Lowry,6152.952,-0.0773998
2015,Kyle Lowry,5072.18,-0.0178642
2016,Kyle Lowry,7031.214,-0.3411869
2017,Kyle Lowry,5069.95,-0.8902079
2018,Kyle Lowry,5947.169,0.7621993
2019,Kyle Lowry,6510.273,0.5748281
2014,Kyle O'Quinn,2414.857,1.298686
2015,Kyle O'Quinn,1658.128,0.906188
2016,Kyle O'Quinn,1554.899,2.00668
2017,Kyle O'Quinn,2516.121,2.167109
2018,Kyle O'Quinn,2884.382,1.514011
2019,Kyle O'Quinn,814.4689,0.5659583
2014,Kyle Singler,4743.623,-0.3232217
2015,Kyle Singler,3515.076,-0.5047218
2016,Kyle Singler,2153.543,-1.419787
2017,Kyle Singler,820.4333,0.1657533
2018,Kyle Singler,122.3267,1.586451
2017,Kyle Wiltjer,115.3498,-3.431909
2014,Kyrie Irving,4937.92,-0.2394879
2015,Kyrie Irving,6300.039,-1.045864
2016,Kyrie Irving,4807.02,-1.179584
2017,Kyrie Irving,6480.952,-1.262114
2018,Kyrie Irving,3977.458,-1.106325
2019,Kyrie Irving,5434.451,-1.011272
2014,LaMarcus Aldridge,5890.211,0.6221451
2015,LaMarcus Aldridge,5397.503,1.172416
2016,LaMarcus Aldridge,5131.443,1.034665
2017,LaMarcus Aldridge,5615.228,1.500187
2018,LaMarcus Aldridge,5335.553,1.440049
2019,LaMarcus Aldridge,6012.034,1.818261
2016,Lamar Patterson,875.0834,-2.657447
2017,Lamar Patterson,77.78333,8.77747
2014,Lance Stephenson,6696.956,0.9820078
2015,Lance Stephenson,3121.422,-1.387446
2016,Lance Stephenson,2984.957,-1.180308
2017,Lance Stephenson,945.8821,0.1463621
2018,Lance Stephenson,4088.715,-1.57359
2019,Lance Stephenson,2511.075,-1.203972
2014,Lance Thomas,84.53375,-5.747271
2015,Lance Thomas,2931.21,-0.5357166
2016,Lance Thomas,2666.758,0.7266288
2017,Lance Thomas,1978.753,0.6817508
2018,Lance Thomas,2802.965,0.751981
2019,Lance Thomas,1678.23,0.3589628
2014,Landry Fields,707.9883,1.451917
2015,Landry Fields,441.045,-1.306633
2019,Landry Shamet,4303.305,-0.0469583
2015,Langston Galloway,2855.113,1.507637
2016,Langston Galloway,4105.813,1.22112
2017,Langston Galloway,3105.727,0.4856472
2018,Langston Galloway,1779.578,-1.126087
2019,Langston Galloway,3888.201,0.242397
2015,Larry Drew II,440.7831,-2.205052
2018,Larry Drew II,144.8156,0.4926705
2016,Larry Nance Jr.,2578.156,-0.8159008
2017,Larry Nance Jr.,3047.427,-1.347413
2018,Larry Nance Jr.,3639.48,-0.2686556
2019,Larry Nance Jr.,3684.237,0.2346547
2014,Larry Sanders,1139.652,2.045369
2015,Larry Sanders,1201.91,1.131541
2017,Larry Sanders,28.16396,9.363918
2018,Lauri Markkanen,4221.379,-0.6910609
2019,Lauri Markkanen,3495.757,-0.8096551
2014,Lavoy Allen,2336.035,-0.609032
2015,Lavoy Allen,2134.873,0.6809509
2016,Lavoy Allen,3346.579,0.2733168
2017,Lavoy Allen,1819.423,0.6672391
2014,LeBron James,7041.756,-0.6650333
2015,LeBron James,6533.031,-0.8847018
2016,LeBron James,6937.195,1.481119
2017,LeBron James,7187.196,0.788281
2018,LeBron James,8069.847,0.0629269
2019,LeBron James,4227.502,0.4022033
2014,Leandro Barbosa,747.8067,-1.121581
2015,Leandro Barbosa,2536.528,-1.814341
2016,Leandro Barbosa,2838.374,-2.00969
2017,Leandro Barbosa,2041.159,-1.766003
2015,Lester Hudson,194.8729,-1.337524
2018,London Perrantes,133.9662,-7.062712
2019,Lonnie Walker IV,294.8958,4.743192
2018,Lonzo Ball,3840.35,1.393338
2019,Lonzo Ball,3122.003,1.001462
2014,Lorenzo Brown,492.0533,2.808263
2015,Lorenzo Brown,1094.226,-1.019624
2016,Lorenzo Brown,129.0658,-6.184299
2018,Lorenzo Brown,332.8468,2.92107
2019,Lorenzo Brown,466.5767,-0.0363278
2014,Lou Amundson,370.6208,-0.6557441
2015,Lou Amundson,1852.013,0.3897167
2016,Lou Amundson,413.1,2.712425
2014,Lou Williams,3209.522,-1.484814
2015,Lou Williams,4261.442,-0.9480762
2016,Lou Williams,3918.488,1.103977
2017,Lou Williams,4860.188,-1.192284
2018,Lou Williams,5525.357,-0.5816922
2019,Lou Williams,4812.016,-1.66934
2014,Luc Mbah a Moute,2028.406,-1.849827
2015,Luc Mbah a Moute,3863.135,1.506173
2016,Luc Mbah a Moute,2790.168,5.032783
2017,Luc Mbah a Moute,4109.902,1.929973
2018,Luc Mbah a Moute,3568.134,0.2740562
2019,Luc Mbah a Moute,142.4985,5.39765
2015,Lucas Nogueira,49.89083,-13.79204
2016,Lucas Nogueira,518.2663,1.573747
