poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,methodology,partisan,polldate,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand2_name,cand2_id,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment
32579,39178,1530,2010,2010_Sen-G_NY,NY,Sen-G,Sen-G,CBS News/The New York Times,36,Live Phone,,10/13/2010,927,Charles E. Schumer,957,DEM,61,Jay Townsend,959,REP,21,,40,11/2/2010,66.32,32.21,34.11,5.89,5.89,1,-.4453368886992599,
32579,39177,1531,2010,2010_Sen-GS_NY,NY,Sen-G,Sen-GS,CBS News/The New York Times,36,Live Phone,,10/13/2010,927,Kirsten E. Gillibrand,4481,DEM,50,Joseph J. DioGuardi,4482,REP,25,,25,11/2/2010,62.95,35.11,27.84,2.84,-2.84,1,-4.601586616084528,
32569,137602,1536,2010,2010_Sen-G_OR,OR,Sen-G,Sen-G,SurveyUSA,325,IVR,,10/13/2010,652,Ron Wyden,1002,DEM,56,Jim Huffman,1003,REP,34,2,22,11/2/2010,57.22,39.25,17.98,4.02,4.02,1,-.3132944116999845,
32867,39463,1536,2010,2010_Sen-G_OR,OR,Sen-G,Sen-G,ccAdvertising,396,IVR,,10/13/2010,2237,Ron Wyden,1002,DEM,52.7,Jim Huffman,1003,REP,39,,13.7,11/2/2010,57.22,39.25,17.98,4.28,-4.28,1,-.6094183384752411,
32573,39169,1540,2010,2010_Sen-G_UT,UT,Sen-G,Sen-G,Dan Jones & Associates,70,Live Phone,,10/13/2010,600,Samuel Frank Granato,2543,DEM,31,Mike Lee,1090,REP,53,,-22,11/2/2010,32.76,61.58,-28.82,6.82,6.82,1,-.5300820473789383,
53321,137425,1540,2010,2010_Sen-G_UT,UT,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/13/2010,500,Samuel Frank Granato,2543,DEM,28,Mike Lee,1090,REP,61,,-33,11/2/2010,32.76,61.58,-28.82,4.18,-4.18,1,-2.906470426420978,
32556,39152,1542,2010,2010_Sen-G_WA,WA,Sen-G,Sen-G,SurveyUSA,325,IVR/Live Phone,,10/13/2010,612,Patty Murray,1124,DEM,50,Dino Rossi,1125,REP,47,,3,11/2/2010,52.36,47.64,4.73,1.73,-1.73,1,-3.249020823166723,
51660,81692,4469,2010,2010_House-G_AZ-1,AZ-1,House-G,House-G,Lake Research Partners,165,Live Phone,D,10/13/2010,500,Ann Kirkpatrick,10686,DEM,41,Paul Gosar,10687,REP,38,,3,11/2/2010,43.73,49.72,-5.99,8.99,8.99,0,1.401570208287102,for Ann Kirkpatrick
51666,81698,4473,2010,2010_House-G_AZ-5,AZ-5,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,408,Harry E. Mitchell,10690,DEM,42,David Schweikert,10691,REP,45,,-3,11/2/2010,43.23,52,-8.78,5.78,5.78,1,-1.941799705809003,
51784,81853,4605,2010,2010_House-G_IL-17,IL-17,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,417,Philip G. Hare,10790,DEM,38,Robert Schilling,10789,REP,45,,-7,11/2/2010,42.96,52.58,-9.62,2.62,2.62,1,-2.836156058669631,
51846,81923,4639,2010,2010_House-G_ME-1,ME-1,House-G,House-G,Pan Atlantic Research,249,Live Phone,,10/13/2010,250,Chellie Pingree,10820,DEM,49,C. Peter Scontras,10821,REP,33,,16,11/2/2010,56.82,43.17,13.64,2.36,2.36,1,-5.522412839383692,
51846,81931,4640,2010,2010_House-G_ME-2,ME-2,House-G,House-G,Pan Atlantic Research,249,Live Phone,,10/13/2010,250,Michael H. Michaud,10822,DEM,49,Jason J. Levesque,10823,REP,29,,20,11/2/2010,55.13,44.87,10.26,9.74,9.74,1,3.301980523918788,
51875,81963,4674,2010,2010_House-G_MN-1,MN-1,House-G,House-G,SurveyUSA,325,IVR,,10/13/2010,584,Timothy J. Walz,10834,DEM,47,Randy Demmer,10835,REP,42,4,5,11/2/2010,49.34,44.05,5.29,.29,-.29,1,-7.600712386680327,
51888,81981,4682,2010,2010_House-G_MS-1,MS-1,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,603,Travis W. Childers,10854,DEM,39,Alan Nunnelee,10855,REP,44,,-5,11/2/2010,40.8,55.26,-14.46,9.46,9.46,1,1.928126252700347,
51974,82100,4738,2010,2010_House-G_NY-19,NY-19,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,416,John Hall,10905,DEM,43,Nan Hayworth,10906,REP,43,,0,11/2/2010,47.32,52.68,-5.36,5.36,5.36,.5,-1.284209250181574,
51974,82117,4743,2010,2010_House-G_NY-24,NY-24,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,400,Michael A. Arcuri,10913,DEM,47,Richard L. Hanna,10914,REP,37,,10,11/2/2010,46.92,53.08,-6.16,16.16,16.16,0,8.026526042982827,
32867,117777,4786,2010,2010_House-G_OR-1,OR-1,House-G,House-G,ccAdvertising,396,IVR,,10/13/2010,2065,David Wu,10937,DEM,44.7,Robert Y. Cornilles,10938,REP,38.3,,6.4000001,11/2/2010,54.75,41.94,12.8,6.4,-6.4,1,1.860688925694691,
32867,117779,4790,2010,2010_House-G_OR-5,OR-5,House-G,House-G,ccAdvertising,396,IVR,,10/13/2010,2375,Kurt Schrader,10941,DEM,40.8,L. Scott Bruun,10942,REP,37.8,,3,11/2/2010,51.25,45.96,5.29,2.29,-2.29,1,-5.646644911616542,
52049,82188,4800,2010,2010_House-G_PA-10,PA-10,House-G,House-G,Momentum Analysis,214,Live Phone,D,10/13/2010,400,Christopher P. Carney,10953,DEM,48,Tom Marino,10954,REP,41,,7,11/2/2010,44.82,55.18,-10.35,17.35,17.35,0,10.47053721370002,for Christopher P. Carney
52048,82187,4800,2010,2010_House-G_PA-10,PA-10,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,406,Christopher P. Carney,10953,DEM,41,Tom Marino,10954,REP,41,,0,11/2/2010,44.82,55.18,-10.35,10.35,10.35,.5,3.535348255762939,
52100,82251,4822,2010,2010_House-G_TN-4,TN-4,House-G,House-G,Public Opinion Strategies,260,Live Phone,R,10/13/2010,300,Lincoln Davis,10979,DEM,40,Scott DesJarlais,10978,REP,45,,-5,11/2/2010,38.56,57.07,-18.51,13.51,13.51,1,5.624452645863066,for Scott DesJarlais
32556,82312,4877,2010,2010_House-G_WA-3,WA-3,House-G,House-G,SurveyUSA,325,IVR/Live Phone,,10/13/2010,579,Denny Heck,11010,DEM,42,Jaime Herrera Beutler,11011,REP,53,,-11,11/2/2010,47.03,52.97,-5.94,5.06,-5.06,1,-2.538032483503134,
52174,82335,4894,2010,2010_House-G_WI-8,WI-8,House-G,House-G,PSB Research,250,Live Phone,,10/13/2010,415,Steven L. Kagen,11022,DEM,44,Reid J. Ribble,11023,REP,45,,-1,11/2/2010,45.12,54.77,-9.64,8.64,8.64,1,1.775399934315019,
52843,83518,1274,2010,2010_Gov-G_AL,AL,Gov-G,Gov-G,University of South Alabama,361,Live Phone,,10/14/2010,777,Ron Sparks,11268,DEM,35,Robert Julian Bentley,11269,REP,48,,-13,11/2/2010,41.87,57.58,-15.71,2.71,2.71,1,-4.945133714589415,
51647,137981,1277,2010,2010_Gov-G_AR,AR,Gov-G,Gov-G,Hendrix College,138,IVR,,10/14/2010,1953,Mike Beebe,11274,DEM,50,Jim H. Keet,11275,REP,34,3.5,16,11/2/2010,64.42,33.63,30.79,14.79,-14.79,1,9.004994135086591,for Talk Business & Politics
32620,83592,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,Public Policy Institute of California,262,IVR,,10/14/2010,1067,Jerry Brown,11276,DEM,44,Meg Whitman,11278,REP,36,,8,11/2/2010,53.77,40.88,12.88,4.88,-4.88,1,-1.717387093376701,
32594,83594,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,WPA Intelligence (WPAi),383,Live Phone,,10/14/2010,800,Jerry Brown,11276,DEM,44,Meg Whitman,11278,REP,45,,-1,11/2/2010,53.77,40.88,12.88,13.88,-13.88,0,7.36642883476729,
32571,83660,1279,2010,2010_Gov-G_CO,CO,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,750,John Wright Hickenlooper,11279,DEM,42,Tom Tancredo,13666,IND,38,12,4,11/2/2010,51.05,36.38,14.67,10.67,,1,2.494683148223756,
32567,83686,1280,2010,2010_Gov-G_CT,CT,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,500,Dannel P. Malloy,11281,DEM,49,Thomas C. Foley,11282,REP,45,,4,11/2/2010,49.51,48.95,.56,3.44,3.44,1,-1.515929344244391,
32596,83883,1293,2010,2010_Gov-G_MD,MD,Gov-G,Gov-G,Gonzales Research & Marketing Strategies Inc.,121,Live Phone,,10/14/2010,816,Martin O'Malley,11300,DEM,47,Robert Ehrlich Jr.,11301,REP,42,,5,11/2/2010,56.24,41.79,14.46,9.46,-9.46,1,5.441650149436786,
32592,84399,1309,2010,2010_Gov-G_WI,WI,Gov-G,Gov-G,St. Norbert College,313,Live Phone,,10/14/2010,402,Thomas M. Barrett,11346,DEM,41,Scott Walker,11347,REP,50,,-9,11/2/2010,46.48,52.25,-5.77,3.23,-3.23,1,-1.673634241383186,
51647,137328,1509,2010,2010_Sen-G_AR,AR,Sen-G,Sen-G,Hendrix College,138,IVR,,10/14/2010,1953,Blanche Lincoln,584,DEM,36,John Boozman,581,REP,49,4,-13,11/2/2010,36.95,57.9,-20.96,7.96,7.96,1,4.707517159089177,for Talk Business & Politics
32693,39289,1509,2010,2010_Sen-G_AR,AR,Sen-G,Sen-G,University of Arkansas,345,IVR,,10/14/2010,566,Blanche Lincoln,584,DEM,35,John Boozman,581,REP,54,,-19,11/2/2010,36.95,57.9,-20.96,1.96,1.96,1,-2.397989540051049,
32620,39216,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,Public Policy Institute of California,262,IVR,,10/14/2010,1067,Barbara Boxer,620,DEM,43,Carly Fiorina,623,REP,38,,5,11/2/2010,52.18,42.17,10.01,5.01,-5.01,1,-1.740322597563713,
32594,39190,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,WPA Intelligence (WPAi),383,Live Phone,,10/14/2010,800,Barbara Boxer,620,DEM,43,Carly Fiorina,623,REP,46,,-3,11/2/2010,52.18,42.17,10.01,13.01,-13.01,0,6.324023251460066,
32571,39167,1511,2010,2010_Sen-G_CO,CO,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,750,Michael F. Bennet,638,DEM,45,Ken Buck,2305,REP,47,,-2,11/2/2010,48.05,46.42,1.63,3.63,-3.63,0,-.73821293153164,
32567,39163,1512,2010,2010_Sen-G_CT,CT,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,750,Richard Blumenthal,656,DEM,51,Linda McMahon,657,REP,46,,5,11/2/2010,55.16,43.22,11.94,6.94,-6.94,1,2.204552995491905,
32558,39154,1513,2010,2010_Sen-GS_DE,DE,Sen-G,Sen-GS,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,500,Christopher A. Coons,4467,DEM,51,Christine O'Donnell,4493,REP,40,,11,11/2/2010,56.61,40.03,16.58,5.58,-5.58,1,-1.40951978551031,
32596,39192,1525,2010,2010_Sen-G_MD,MD,Sen-G,Sen-G,Gonzales Research & Marketing Strategies Inc.,121,Live Phone,,10/14/2010,816,Barbara A. Mikulski,805,DEM,55,Eric Wargotz,807,REP,38,,17,11/2/2010,62.19,35.75,26.44,9.44,-9.44,1,3.015003305818005,
32592,39188,1544,2010,2010_Sen-G_WI,WI,Sen-G,Sen-G,St. Norbert College,313,Live Phone,,10/14/2010,402,Russ Feingold,1135,DEM,47,Ron Johnson,1138,REP,49,,-2,11/2/2010,47.02,51.86,-4.84,2.84,2.84,1,-1.868792561637757,
51647,81675,4477,2010,2010_House-G_AR-1,AR-1,House-G,House-G,Hendrix College,138,IVR,,10/14/2010,436,Chad Causey,10677,DEM,34,Rick Crawford,10678,REP,42,4,-8,11/2/2010,43.48,51.79,-8.31,.31,.31,1,-6.723570030311744,for Talk Business & Politics
51647,81683,4478,2010,2010_House-G_AR-2,AR-2,House-G,House-G,Hendrix College,138,IVR,,10/14/2010,446,Joyce Ann Elliott,10679,DEM,38,Tim Griffin,10680,REP,50,3,-12,11/2/2010,38.27,57.9,-19.64,7.64,7.64,1,1.158627738484995,for Talk Business & Politics
51655,81684,4478,2010,2010_House-G_AR-2,AR-2,House-G,House-G,OnMessage Inc.,239,Live Phone,R,10/14/2010,400,Joyce Ann Elliott,10679,DEM,40,Tim Griffin,10680,REP,52,,-12,11/2/2010,38.27,57.9,-19.64,7.64,7.64,1,.8437267291470437,for Tim Griffin
51647,81687,4479,2010,2010_House-G_AR-3,AR-3,House-G,House-G,Hendrix College,138,IVR,,10/14/2010,553,David Whitaker,10681,DEM,21,Steve Womack,10682,REP,59,,-38,11/2/2010,27.56,72.44,-44.87,6.87,6.87,1,-.5831975406362137,for Talk Business & Politics
51647,81689,4480,2010,2010_House-G_AR-4,AR-4,House-G,House-G,Hendrix College,138,IVR,,10/14/2010,518,Michael Avery Ross,10683,DEM,52,Beth Anne Rankin,10684,REP,34,3,18,11/2/2010,57.53,40.15,17.38,.62,.62,1,-6.930363615737217,for Talk Business & Politics
73903,138657,4495,2010,2010_House-G_CA-15,CA-15,House-G,House-G,GOP Calls,654,IVR,R,10/14/2010,461,Michael M. Honda,16417,DEM,46,Scott Kirkland,16416,REP,29.1,,16.9,11/2/2010,67.6,32.4,35.19,18.29,-18.29,1,10.74813438985933,for Scott Kirkland
51689,81723,4527,2010,2010_House-G_CA-47,CA-47,House-G,House-G,Public Opinion Strategies,260,Live Phone,R,10/14/2010,300,Loretta Sanchez,10712,DEM,39,Van Tran,10711,REP,39,5,0,11/2/2010,52.98,39.27,13.71,13.71,-13.71,.5,5.913123216768522,for Van Tran
51833,81908,4652,2010,2010_House-G_MA-4,MA-4,House-G,House-G,Kiley & Company,162,Live Phone,D,10/14/2010,500,Barney Frank,10814,DEM,56,Sean Bielat,10815,REP,37,,19,11/2/2010,53.9,43.36,10.54,8.46,8.46,1,4.97566518425413,for Barney Frank
51835,81911,4658,2010,2010_House-G_MA-10,MA-10,House-G,House-G,MassINC Polling Group,198,Live Phone,,10/14/2010,400,Bill Keating,10816,DEM,46,Jeffrey Davis Perry,10817,REP,43,,3,11/2/2010,46.87,42.38,4.49,1.49,-1.49,1,-3.467693647354166,for WGBH News
63997,117784,4750,2010,2010_House-G_NC-2,NC-2,House-G,House-G,ccAdvertising,396,IVR,,10/14/2010,2218,Bob R. Etheridge,10860,DEM,31.5,Renee L. Ellmers,10861,REP,49.5,,-18,11/2/2010,48.69,49.47,-.78,17.22,-17.22,1,11.48225663607811,
63997,117785,4755,2010,2010_House-G_NC-7,NC-7,House-G,House-G,ccAdvertising,396,IVR,,10/14/2010,2477,Mike McIntyre,10865,DEM,43.5,Ilario Gregory Pantano,10866,REP,40.7,,2.8,11/2/2010,53.68,46.32,7.36,4.56,-4.56,1,-2.679779143228946,
63997,117786,4756,2010,2010_House-G_NC-8,NC-8,House-G,House-G,ccAdvertising,396,IVR,,10/14/2010,1785,Lawrence Webb Kissell,10867,DEM,41.4,Harold Johnson,10868,REP,39.3,,2.0999999,11/2/2010,53.02,43.67,9.34,7.24,-7.24,1,-.0256843223239528,
63997,117783,4759,2010,2010_House-G_NC-11,NC-11,House-G,House-G,ccAdvertising,396,IVR,,10/14/2010,2848,Joseph Heath Shuler,10869,DEM,40.4,Jeff Miller,10870,REP,39.9,,.5,11/2/2010,54.34,45.66,8.69,8.19,-8.19,1,2.332921874635503,
27390,32668,8657,2010,2010_House-G_US,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/14/2010,600,Generic Candidate,13740,DEM,39,Generic Candidate,13741,REP,48,,-9,11/2/2010,44.77,51.38,-6.61,2.39,-2.39,1,-1.69857062278689,sample size unavailable; estimated at 600 as a default
43147,124138,8657,2010,2010_House-G_US,US,House-G,House-G,The Winston Group,385,Live Phone,R,10/14/2010,1000,Generic Candidate,13740,DEM,47,Generic Candidate,13741,REP,46,,1,11/2/2010,44.77,51.38,-6.61,7.61,7.61,0,3.951119254759652,for unspecified Republican sponsor; among registered voters
32917,117619,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,TCJ Research,327,IVR,,10/15/2010,500,Jerry Brown,11276,DEM,52,Meg Whitman,11278,REP,47,,5,11/2/2010,53.77,40.88,12.88,7.88,-7.88,1,.9178572647860194,
32618,137980,1285,2010,2010_Gov-G_IL,IL,Gov-G,Gov-G,Public Policy Polling,263,IVR,,10/15/2010,557,Pat Quinn,11291,DEM,42.5,William E. Brady,11292,REP,45.5,6,-3,11/2/2010,46.79,45.94,.85,3.85,-3.85,0,-2.737895412653891,average of multiple versions or turnout models listed in poll
51845,83868,1292,2010,2010_Gov-G_ME,ME,Gov-G,Gov-G,Critical Insights,64,Live Phone,,10/15/2010,600,Paul R. LePage,11298,REP,32,Eliot R. Cutler,11299,IND,19,20,13,11/2/2010,43,31.8,11.2,1.8,,1,-2.730665540286866,among registered voters
32601,84111,1299,2010,2010_Gov-G_OH,OH,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/15/2010,1188,Ted Strickland,11320,DEM,41,John Richard Kasich,11321,REP,51,,-10,11/2/2010,47.04,49.04,-2,8,-8,1,5.312315988123913,
32623,84229,1301,2010,2010_Gov-G_PA,PA,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/15/2010,1046,Dan Onorato,11326,DEM,44,Thomas W. Corbett,11327,REP,49,,-5,11/2/2010,45.51,54.49,-8.98,3.98,3.98,1,.496065973178301,
32917,39513,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,TCJ Research,327,IVR,,10/15/2010,500,Barbara Boxer,620,DEM,48,Carly Fiorina,623,REP,49,,-1,11/2/2010,52.18,42.17,10.01,11.01,-11.01,0,4.470591407788091,
32916,39512,1512,2010,2010_Sen-G_CT,CT,Sen-G,Sen-G,TCJ Research,327,IVR,,10/15/2010,500,Richard Blumenthal,656,DEM,50,Linda McMahon,657,REP,47,,3,11/2/2010,55.16,43.22,11.94,8.94,-8.94,1,4.561193596193546,
32914,39510,1513,2010,2010_Sen-GS_DE,DE,Sen-G,Sen-GS,TCJ Research,327,IVR,,10/15/2010,500,Christopher A. Coons,4467,DEM,50,Christine O'Donnell,4493,REP,42,,8,11/2/2010,56.61,40.03,16.58,8.58,-8.58,1,2.391057877892511,
32603,39199,1518,2010,2010_Sen-G_IL,IL,Sen-G,Sen-G,ALG Research,14,Live Phone,D,10/15/2010,601,Alexi Giannoulias,752,DEM,41,Mark Kirk,753,REP,36,,5,11/2/2010,46.42,48.01,-1.6,6.6,6.6,0,3.75261222020387,for unspecified Democratic sponsor
32618,138014,1518,2010,2010_Sen-G_IL,IL,Sen-G,Sen-G,Public Policy Polling,263,IVR,,10/15/2010,557,Alexi Giannoulias,752,DEM,42.5,Mark Kirk,753,REP,44,4,-1.5,11/2/2010,46.42,48.01,-1.6,.1,.1,1,-3.139905206221001,average of multiple versions or turnout models listed in poll
32601,39197,1534,2010,2010_Sen-G_OH,OH,Sen-G,Sen-G,Quinnipiac University,267,Live Phone,,10/15/2010,1188,Lee Fisher,985,DEM,34,Rob Portman,986,REP,55,,-21,11/2/2010,39.4,56.85,-17.44,3.56,-3.56,1,-.2914190254862934,
32623,39219,1537,2010,2010_Sen-G_PA,PA,Sen-G,Sen-G,Quinnipiac University,267,Live Phone,,10/15/2010,1046,Joe Sestak,1032,DEM,46,Patrick J. Toomey,2537,REP,48,,-2,11/2/2010,48.99,51.01,-2.02,.02,.02,1,-3.931684940360086,
32915,39511,1537,2010,2010_Sen-G_PA,PA,Sen-G,Sen-G,TCJ Research,327,IVR,,10/15/2010,500,Joe Sestak,1032,DEM,42,Patrick J. Toomey,2537,REP,49,,-7,11/2/2010,48.99,51.01,-2.02,4.98,-4.98,1,.5936603837845364,
32595,39191,1542,2010,2010_Sen-G_WA,WA,Sen-G,Sen-G,Public Policy Polling,263,IVR,,10/15/2010,1873,Patty Murray,1124,DEM,49,Dino Rossi,1125,REP,47,,2,11/2/2010,52.36,47.64,4.73,2.73,-2.73,1,-1.621128054284196,
32866,39462,1543,2010,2010_Sen-GS_WV,WV,Sen-G,Sen-GS,ccAdvertising,396,IVR,,10/15/2010,1696,"Joe Manchin, III",4489,DEM,43,John Raese,4491,REP,39.8,,3.2,11/2/2010,53.47,43.4,10.07,6.87,-6.87,1,-1.106419280385053,
51768,81828,4598,2010,2010_House-G_IL-10,IL-10,House-G,House-G,We Ask America,376,IVR,,10/15/2010,1148,Daniel J. Seals,10781,DEM,39,Robert Dold,10780,REP,50,,-11,11/2/2010,48.92,51.08,-2.16,8.84,-8.84,1,1.526200876112794,
51845,81922,4639,2010,2010_House-G_ME-1,ME-1,House-G,House-G,Critical Insights,64,Live Phone,,10/15/2010,295,Chellie Pingree,10820,DEM,45,C. Peter Scontras,10821,REP,40,,5,11/2/2010,56.82,43.17,13.64,8.64,-8.64,1,3.136957694199783,among registered voters
51845,81930,4640,2010,2010_House-G_ME-2,ME-2,House-G,House-G,Critical Insights,64,Live Phone,,10/15/2010,305,Michael H. Michaud,10822,DEM,49,Jason J. Levesque,10823,REP,30,,19,11/2/2010,55.13,44.87,10.26,8.74,8.74,1,1.481818034381193,among registered voters
32866,117788,4884,2010,2010_House-G_WV-1,WV-1,House-G,House-G,ccAdvertising,396,IVR,,10/15/2010,2033,Michael Angelo Oliverio,11024,DEM,34.8,David B. McKinley,11025,REP,41.2,,-6.4000001,11/2/2010,49.6,50.4,-.8,5.6,-5.6,1,-1.61423132419858,
32866,117789,4886,2010,2010_House-G_WV-3,WV-3,House-G,House-G,ccAdvertising,396,IVR,,10/15/2010,1864,Nick J. Rahall II,11026,DEM,40,Elliott E. Maynard,11027,REP,36.4,,3.5999999,11/2/2010,56.04,43.96,12.08,8.48,-8.48,1,1.254112259944294,
42377,83593,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,Jerry Brown,11276,DEM,48,Meg Whitman,11278,REP,43,,5,11/2/2010,53.77,40.88,12.88,7.88,-7.88,1,1.411664714587564,for FOX News
52906,83658,1279,2010,2010_Gov-G_CO,CO,Gov-G,Gov-G,Ipsos,154,Online,,10/16/2010,405,John Wright Hickenlooper,11279,DEM,46,Tom Tancredo,13666,IND,35,14,11,11/2/2010,51.05,36.38,14.67,3.67,,1,-5.411723460372241,
32587,83659,1279,2010,2010_Gov-G_CO,CO,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,John Wright Hickenlooper,11279,DEM,45,Tom Tancredo,13666,IND,40,10,5,11/2/2010,51.05,36.38,14.67,9.67,,1,1.675166460061987,
32588,83728,1281,2010,2010_Gov-G_FL,FL,Gov-G,Gov-G,Suffolk University,323,Live Phone,,10/16/2010,500,Alex Sink,11283,DEM,45,Rick Scott,11284,REP,38,2,7,11/2/2010,47.72,48.87,-1.15,8.15,8.15,0,4.327230397159576,
51745,83787,1283,2010,2010_Gov-G_HI,HI,Gov-G,Gov-G,Ward Research/The Honolulu Star-Advertiser,375,Live Phone,,10/16/2010,608,Neil Abercrombie,11287,DEM,51,James R. Aiona,11288,REP,43,,8,11/2/2010,58.22,41.12,17.1,9.1,-9.1,1,.3934520562522851,
53001,83867,1292,2010,2010_Gov-G_ME,ME,Gov-G,Gov-G,Frederick Polls,108,Live Phone,IND,10/16/2010,400,Paul R. LePage,11298,REP,32,Eliot R. Cutler,11299,IND,26,27,6,11/2/2010,43,31.8,11.2,5.2,,1,1.103192475849504,for Eliot R. Cutler
53027,83907,1294,2010,2010_Gov-G_MA,MA,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,750,Deval Patrick,11302,DEM,47,Charles D. Baker,11303,REP,42,6,5,11/2/2010,48.42,42,6.42,1.42,-1.42,1,-3.518464621027892,
53075,83959,1296,2010,2010_Gov-G_MN,MN,Gov-G,Gov-G,St. Cloud State University,312,Live Phone,,10/16/2010,462,Mark Dayton,11307,DEM,40,Tom Emmer,11308,REP,30,19,10,11/2/2010,43.63,43.21,.42,9.58,9.58,1,5.2787394333453,
32600,84076,1298,2010,2010_Gov-G_NY,NY,Gov-G,Gov-G,Siena College,305,Live Phone,,10/16/2010,647,Andrew Cuomo,11318,DEM,63,Carl Paladino,11319,REP,26,,37,11/2/2010,62.56,33.26,29.29,7.71,7.71,1,.9990963175998758,
32910,117618,1298,2010,2010_Gov-G_NY,NY,Gov-G,Gov-G,TCJ Research,327,IVR,,10/16/2010,500,Andrew Cuomo,11318,DEM,63,Carl Paladino,11319,REP,34,,29,11/2/2010,62.56,33.26,29.29,.29,-.29,1,-7.222978632256063,
42411,84112,1299,2010,2010_Gov-G_OH,OH,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,Ted Strickland,11320,DEM,43,John Richard Kasich,11321,REP,49,,-6,11/2/2010,47.04,49.04,-2,4,-4,1,1.078824322193726,for FOX News
63889,117630,1299,2010,2010_Gov-G_OH,OH,Gov-G,Gov-G,TCJ Research,327,IVR,,10/16/2010,500,Ted Strickland,11320,DEM,44,John Richard Kasich,11321,REP,47,,-3,11/2/2010,47.04,49.04,-2,1,-1,1,-2.608619541061859,
32644,84110,1299,2010,2010_Gov-G_OH,OH,Gov-G,Gov-G,University of Cincinnati (Ohio Poll),346,Live Phone,,10/16/2010,839,Ted Strickland,11320,DEM,47,John Richard Kasich,11321,REP,49,,-2,11/2/2010,47.04,49.04,-2,0,0,1,-3.159132473767886,
42377,39180,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,Barbara Boxer,620,DEM,48,Carly Fiorina,623,REP,44,,4,11/2/2010,52.18,42.17,10.01,6.01,-6.01,1,-.6583626070805707,for FOX News
32587,39183,1511,2010,2010_Sen-G_CO,CO,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,Michael F. Bennet,638,DEM,45,Ken Buck,2305,REP,46,,-1,11/2/2010,48.05,46.42,1.63,2.63,-2.63,0,-1.528108643722429,
32906,39502,1511,2010,2010_Sen-G_CO,CO,Sen-G,Sen-G,TCJ Research,327,IVR,,10/16/2010,500,Michael F. Bennet,638,DEM,45,Ken Buck,2305,REP,50,,-5,11/2/2010,48.05,46.42,1.63,6.63,-6.63,0,2.0258916257243,
32588,39184,1514,2010,2010_Sen-G_FL,FL,Sen-G,Sen-G,Suffolk University,323,Live Phone,,10/16/2010,500,Marco Rubio,690,REP,39,Charlie Crist,4468,IND,31,22,8,11/2/2010,48.89,29.71,19.19,11.19,,1,5.134895302675335,
32911,39507,1518,2010,2010_Sen-G_IL,IL,Sen-G,Sen-G,TCJ Research,327,IVR,,10/16/2010,500,Alexi Giannoulias,752,DEM,47,Mark Kirk,753,REP,48,,-1,11/2/2010,46.42,48.01,-1.6,.6,.6,1,-3.187634352580343,
32583,39179,1527,2010,2010_Sen-G_MO,MO,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/16/2010,1000,Robin Carnahan,4473,DEM,43,Roy Blunt,856,REP,49,,-6,11/2/2010,40.63,54.23,-13.6,7.6,7.6,1,3.003148364701944,
