Rank,Pollster,Pollster Rating ID,Polls Analyzed,AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus-Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
271,GreatBlue Research,748,2,no,no,0.58461042,B/C,-0.025945685,0.5,0,5.240124702,4.767885219,0.475352603,0.309625168,0.025585893,2,-0.313979149,-4.999999364,6.400001526,0
272,African American Research Collaborative,733,1,no,no,0.584623841,B/C,0.141069713,0.5,1,2.680324554,4.611490856,-1.928053181,-0.201544307,-0.010607595,1,2.680324554,0.420577049,2.98833296,0
273,Crantford Research,62,1,no,no,0.585865547,B/C,0.05620396,1,0,2.473022461,5.386157032,-2.91002145,-3.595504966,-0.081714428,1,2.473022461,9,,0
274,The Polling Company Inc.,337,7,no,no,0.586622362,B/C,-0.951954948,0.714285714,0.571428571,6.260865348,5.252070543,1.011907925,0.840106578,0.165254569,7,-4.83946446,-3.324883065,6.394456074,0
275,Lincoln Institute,170,2,no,no,0.588148869,B/C,-0.090954634,0.75,0,4.131523132,5.227028695,-1.092392442,-2.948299138,-0.064906201,2,-4.131523132,2.845551986,,0
276,Strategy Research,322,2,no,no,0.588609977,B/C,-0.441532127,0,1,6.153556824,4.785794568,1.370875376,0.229297876,0.01645266,2,-6.153556824,-1.999411639,3.183333715,0
277,Big Ten,31,10,no,no,0.590698647,B/C,0.709268443,1,0.2,4.689012146,4.680271805,0.011853462,0.800399975,0.13403056,10,4.2355896,5.257562837,5.644196859,0
278,Rivercity Polling,291,1,no,no,0.592942567,B/C,-0.151634727,1,0,6.672058105,6.479238391,0.195932835,-1.688605012,-0.038376638,1,-6.672058105,-11.25000095,,0
279,Aspen Media & Market Research,17,3,no,no,0.593547472,B/C,-0.004481485,1,0.666666667,7.434153239,5.535670462,1.901595898,-0.107706588,-0.005342255,3,-0.090352376,,,0
280,Florida International University/Univision,98,1,no,no,0.595517423,B/C,0.03552115,1,0,1.801551819,6.188258431,-4.383593492,-6.699335711,-0.132090626,1,1.801551819,-13,,0
281,New Mexico State University,230,1,no,no,0.595517423,B/C,,0,0,7.148983002,8.920927869,-1.768831747,-3.287540998,-0.064820359,0,,,,0
282,Myers Research & Strategic Services,319,2,no,no,0.597241366,B/C,0.121803362,0.5,0,4.186300278,5.371566692,-1.182153294,-0.907080666,-0.026392152,2,4.186300278,3.4,,0
283,University of Wisconsin-Milwaukee Institute for Survey and Policy Research,366,2,no,no,0.59750426,B/C,-0.030098082,1,0,1.576030731,6.486033624,-4.906889772,-6.39826083,-0.122190118,2,-1.576030731,7.166666667,,0
284,AYTM,635,4,no,no,0.597837399,B/C,0.584406321,0.75,0,3.625021935,4.287356793,-0.659221738,-0.455432979,-0.073422428,4,3.625021935,0.372718039,3.043027344,1.284385696
285,"Drake Research & Strategy, Inc.",329,8,no,no,0.59796831,B/C,-0.007513541,0.375,0.25,6.764919281,5.426549145,1.341483257,0.43019929,0.037674748,8,-0.085795403,3.560416667,6.077265755,0.082563133
286,Quest Research Group,285,5,no,no,0.598431832,B/C,-0.115465886,1,0.2,6.072732162,5.585422103,0.49042318,-0.097334438,-0.009370646,4,-1.546859264,-0.766666667,3.899063505,0.677609088
287,Thirty-Ninth Street Strategies,460,1,no,no,0.598722161,B/C,-0.080979503,0,0,2.029548645,6.264990186,-4.232328421,-2.87746122,-0.114811429,1,-2.029548645,-2.366666158,3,2.579896826
288,Purple Strategies,265,4,no,no,0.600596018,B/C,-0.293212334,0.875,0,3.019459724,4.332734495,-1.31016165,-0.684341946,-0.066454769,4,-3.019459724,-0.075335528,2.2466563,1.292289269
289,Clarus Research Group,53,3,no,no,0.602380518,B/C,0.266270399,1,0.333333333,6.781953176,5.221247293,1.563819004,0.346720486,0.022723113,3,4.062885284,2.230769231,,0
290,Frank N. Magid Associates Inc.,105,5,no,no,0.602606117,B/C,0.386297293,0.8,0.4,6.323271942,5.37055421,0.955830852,0.077792663,0.00475246,5,6.323271942,-0.04,5.126399402,0.210031713
291,Morningside College Col. Bud Day Center for Civic Engagement,536,1,no,no,0.603268681,B/C,,0,0,6.430028915,9.681721167,-3.248579131,-1.087434587,-0.049855667,0,,,3.699999809,1.084162087
292,Pasquines,552,1,no,no,0.604950571,B/C,,1,0,10.38766098,9.479591926,0.911182174,-0.343658392,-0.011923833,0,,,,0
293,Canisius College,43,1,no,no,0.611211346,B/C,,1,0,0.053726196,9.391551612,-9.334712295,-7.696456902,-0.114084251,0,,,,0
294,Central Surveys Inc.,46,1,no,no,0.611211346,B/C,0.024724851,0,0,1.668010712,4.916490975,-3.245367143,-2.132641345,-0.031612051,1,1.668010712,2.25263174,,0
295,ASA Marketing Group,5,1,no,no,0.612380265,B/C,0.094684996,1,0,5.537536621,5.250038977,0.290610764,-1.504826097,-0.025730657,1,5.537536621,,,0
296,Triumph Campaigns,339,1,no,no,0.614263666,B/C,-0.136794185,1,0,4.229019165,5.011221446,-0.779089161,-0.168391103,-0.005446871,1,-4.229019165,-5,,0
297,BIGresearch,19,1,no,no,0.614492783,B/C,-0.026074864,1,0,1.889528275,4.305229364,-2.412587969,-3.668895628,-0.050629544,1,-1.889528275,-7.5,6.4,0
298,West Chester University,377,7,no,no,0.614996703,B/C,0.093090851,1,0.142857143,5.195261274,5.076627131,0.121747263,-0.04953444,-0.004681577,7,0.984967913,2.304138218,3.870558519,0.793403555
299,Cooper & Secrest,60,1,no,no,0.617550643,B/C,-0.033915414,0,0,2.640132904,6.097000836,-3.453754811,-4.928139554,-0.063307378,1,-2.640132904,,,0
300,Escalent,189,1,no,no,0.617550643,B/C,-0.01442795,1,0,1.123138428,5.439669179,-4.313417631,-3.89118833,-0.049986598,1,-1.123138428,-4.64166673,3.6,1.265265741
301,University of Wisconsin-Milwaukee Center for Urban Initiatives and Research,749,1,no,no,0.61900197,B/C,-0.021936634,1,0,1.707649231,5.53222572,-3.821463369,-1.887021947,-0.024240874,1,-1.707649231,-4.25,,0
302,Probolsky Research,259,3,no,no,0.620487263,B/C,-0.60302726,0.666666667,0.333333333,6.959641774,5.196487072,1.766267823,0.839045765,0.087296643,2,-9.125648499,-5.579999924,6.167808482,0
303,Analytical Group,11,1,no,no,0.620942444,B/C,0.05184759,1,0,4.036056519,5.131980735,-1.092811096,-1.735966501,-0.022300401,1,4.036056519,-1.333333333,6.666666667,0
304,Penta,576,1,no,no,0.622131011,B/C,-0.150626109,1,0,5.752628326,5.780918622,-0.025177175,-1.579545614,-0.041358627,1,-5.752628326,1.770000076,4,1.387962869
305,Dynamics Marketing,83,1,no,no,0.623054055,B/C,0.033596153,1,0,3.018547058,6.067226936,-3.045566758,-4.62284288,-0.05145182,1,3.018547058,-7.5,,0
306,Vox Populi Communications,529,1,no,no,0.623054055,B/C,,1,0,3.522224426,8.055319834,-4.529982287,-4.018146774,-0.044721607,0,,,6,0
307,Diversified Research Inc,80,1,no,no,0.623054055,B/C,-0.055582207,1,0,4.99394989,6.465981643,-1.468918633,-2.737017495,-0.030462755,1,-4.99394989,,,0
308,OurProgress (The Progress Campaign),561,1,no,yes,0.624851093,F,,1,1,9.594501495,8.470228535,1.127386081,0.467475612,0.021432377,0,,,,0
309,Neighborhood Research and Media,227,3,no,no,0.625206391,B/C,-0.051799192,0.333333333,0.666666667,6.973830223,6.93848272,0.038460624,0.858590811,0.082707357,1,-3.422222137,-7.229166667,8.285714286,0
310,"Lauer, Lalley, Victoria",168,1,no,no,0.627829411,B/C,-0.015993537,1,0,1.658950806,6.197166347,-4.535102421,-4.377923743,-0.042206488,1,-1.658950806,4,,0
311,Market Trends Pacific,190,1,no,no,0.63044707,B/C,0.05836904,0.5,0,4.543716431,5.41099766,-0.864168109,-0.996082372,-0.012795775,1,4.543716431,2.5,,0
312,Cromer Group,65,1,no,no,0.630480688,B/C,-0.067153312,1,0,3.927379608,6.037235976,-2.106743247,-0.446244876,-0.007630233,1,-3.927379608,-3.346666463,,0
313,Centre College,47,1,no,no,0.630512698,B/C,0.133075287,1,0,3.835380554,4.883519125,-1.04502545,0.041533447,0.001441076,1,3.835380554,2.393920754,4.75,0.351537622
314,Schoen Cooperman Research,301,1,no,no,0.63074165,B/C,-0.050739513,1,0,2.232582092,5.283315689,-3.047620476,-1.137857664,-0.025859897,1,-2.232582092,-2.088709677,1.6875,1.112444719
315,Seven Letter Insight,661,1,no,no,0.631599664,B/C,0.133434095,1,0,2.535247803,5.134626041,-2.596265118,-0.160943171,-0.008470693,1,2.535247803,2.659999657,3.399999619,0.851939504
316,HighGround Inc.,416,4,no,no,0.632468118,B/C,-0.597302621,0.5,0,3.609983444,5.397497941,-1.784401377,-0.703657464,-0.116426143,4,-3.609983444,-1.215220124,2.325501714,1.75160229
317,NRECA Market Research,223,1,no,no,0.633866262,B/C,0.060403954,1,0,6.265480042,5.421334639,0.847258523,-1.373819663,-0.013244658,1,6.265480042,,,0
318,Dartmouth College Nelson A. Rockefeller Center for Public Policy and the Social Sciences,72,3,no,no,0.633992963,B/C,,1,0.333333333,9.300247828,8.668698103,0.634662845,0.448949728,0.014663893,0,,,,0
319,Wood Communications Group,388,1,no,no,0.635489292,B/C,0.019068953,1,0,0.839050293,5.4822247,-4.640061287,-3.098912935,-0.070428466,1,0.839050293,3,2,3.282400321
320,Liberty Opinion Research,169,1,no,no,0.636434261,B/C,,1,1,6.079864502,8.996786393,-2.91380877,0.049210652,0.00170745,0,,,2.5,0.514526591
321,Pacific Market Research,459,2,no,no,0.638141661,B/C,-0.573761762,1,0.5,7.47683239,5.827110314,1.652835196,0.938270281,0.072001562,2,-7.47683239,-0.922499752,,0
322,Dynata,283,2,no,no,0.639158769,B/C,,1,1,9.368056297,8.633096832,0.738072585,0.914715779,0.061346816,0,,,,0
323,"University of Nevada, Las Vegas Cannon Survey Center",356,1,no,no,0.640776522,B/C,,1,1,8.670089722,8.401146007,0.272056836,0.52051622,0.013629132,0,,,,0
324,Wick Communications,381,1,no,no,0.644244948,B/C,0.048460482,1,0,2.834152222,5.891113658,-3.053848316,-0.835091703,-0.014279031,1,2.834152222,4,5,1.193832781
325,CallFire,42,4,no,no,0.644643386,B/C,-0.383636664,0.75,0,3.950636864,4.244579523,-0.290829538,0.079487996,0.007718884,4,-3.950636864,-0.374552848,2.493135084,0.982052988
326,Zimmerman & Associates/Marketing Intelligence,394,3,no,no,0.644863542,B/C,0.168996198,1,0,4.675810496,5.50970282,-0.830779203,0.219556639,0.011480584,3,3.231911977,0.65259244,2.199998856,0.721729713
327,Rossman Group,294,1,no,no,0.645434701,B/C,0.095710448,1,0,4.211341858,5.796613324,-1.582158345,0.621093897,0.014115495,1,4.211341858,4.666666667,,0
328,Victoria Research & Consulting,369,1,no,no,0.650167742,B/C,0.119376985,0.5,0,8.053520203,6.140259302,1.916374021,0.628112326,0.009310482,1,8.053520203,17.5,,0
329,TargetSmart,332,3,no,no,0.650635564,B/C,0.518967018,0.666666667,0.333333333,5.331717173,4.373037456,0.961792838,0.920259595,0.089574214,3,5.331717173,1.663733114,4.07396402,0.203183842
330,Iona University Political Science Department,152,1,no,no,0.652073906,B/C,0.099116213,1,0,4.361198425,5.6864184,-1.322106854,-1.34743934,-0.030623024,1,4.361198425,-1.666666667,1.5,2.260663973
331,QEV Analytics,266,1,no,no,0.653387023,B/C,,0,0,6.369239807,5.58531204,0.787040888,-0.952107926,-0.020155772,0,,,3,1.905769189
332,West Virginia Research Center,378,2,no,no,0.653908529,B/C,0.141919022,0.5,0.5,6.446529388,5.164667946,1.284974563,0.970604035,0.021367649,2,6.446529388,3.8,5.333333333,0.016462645
333,Southeastern Louisiana University Social Science Research Center,309,8,no,no,0.654669009,B/C,0.084458378,0.875,0.375,6.572028875,4.990097038,1.585044958,1.171852247,0.136841163,8,0.723267317,1.247499969,7.084589676,0
334,Public Strategies Inc.,264,6,no,no,0.655380581,B/C,,1,0.333333333,7.892993291,8.397988586,-0.501882175,1.17551444,0.126586054,0,,,7.643708774,0
335,Becker Institute,26,5,no,no,0.656088409,B/C,0.308195862,0.8,0.4,7.656607819,6.236864394,1.422856545,1.161584437,0.068311617,5,5.240624237,0.069583352,9.221825407,0
336,Rice University,286,2,no,no,0.661077077,B/C,0.149933277,1,0,5.91071701,5.053568839,0.860261291,0.002727224,6.92E-05,2,5.91071701,-0.363636364,2.392080819,1.295967001
337,Global Strategy Group,118,26,no,no,0.661546809,B/C,1.760529945,0.653846154,0.230769231,6.288500272,5.682361948,0.609251445,1.12650541,0.457322185,26,4.336650555,4.737850085,5.598565603,0.087153375
338,MarblePort,182,2,no,no,0.662388676,B/C,-0.348408501,1,1,5.559762955,4.552710029,1.010166046,1.264901934,0.079266435,2,-5.559762955,-3.433333333,6.063945295,0
339,The Florida Poll,99,5,no,no,0.663509818,B/C,0.235720228,0.6,0,4.613780212,4.743012385,-0.126119052,0.699152398,0.053627513,5,3.073130798,0.551497638,3.522377266,0.569724995
340,Independent Market Research,148,2,no,no,0.664394043,B/C,0.101275956,1,0.5,5.758111954,5.18191945,0.579305624,1.277403802,0.024395086,2,5.303129196,4.178571429,5.5,0.225156689
341,TMR Research,328,2,no,no,0.666295052,B/C,0.150326898,0,0.5,7.871591568,5.507325215,2.367379473,1.602103335,0.030596001,2,7.871591568,6.666666667,,0
342,Old Dominion University,238,1,no,no,0.667631557,B/C,0.125559219,1,0,4.468406677,5.288958268,-0.817438471,-1.26020258,-0.035410844,1,4.468406677,-1.106666565,0,2.783215958
343,CrossTarget,66,2,no,no,0.668173029,B/C,-0.34369928,1,0.5,7.733381271,4.732167021,3.004327371,1.418892515,0.063060687,2,-7.733381271,-13.36923262,15.77645217,0
344,Marketing Research Institute,192,1,no,no,0.668274663,B/C,-0.095073516,0,1,7.40096283,5.368217579,2.035858371,1.948592634,0.025031818,1,-7.40096283,-10.33333333,,0
345,University of Georgia Survey Research Center,674,1,no,no,0.671026566,B/C,-0.094284581,1,1,9.779792786,5.659513742,4.123392164,2.480682028,0.023915646,1,-9.779792786,-0.75,,0
346,Alloy Analytics,734,1,no,no,0.671103139,B/C,-0.245724527,0,0,4.668766022,5.124335454,-0.452456312,0.38780415,0.020410745,1,-4.668766022,-0.95909084,2.974999905,1.053758207
347,A&A Research,2,1,no,no,0.673290152,B/C,-0.129013873,0,1,10.04303741,5.690172238,4.355978297,2.339021561,0.030047307,1,-10.04303741,,,0
348,Capital Survey Research Center,44,13,no,no,0.673439744,B/C,0.026449597,0.346153846,0.615384615,9.741386707,7.396700174,2.347799654,1.274821483,0.275227926,4,0.598819733,0.708333333,9.123764694,0
349,Premise,709,1,no,no,0.673628484,B/C,0.246332871,0,0,4.680324554,4.979898279,-0.296460604,1.489543895,0.078397047,1,4.680324554,2.459038588,3.844999949,0
350,Cherry Communications,49,6,no,no,0.675891324,B/C,-0.163118746,0.583333333,0.333333333,7.714127541,6.150078882,1.567161779,1.297021226,0.246379055,5,-0.922136688,-3.252006073,11.76759934,0
351,SmithJohnson Opinion Research,367,1,no,no,0.679817024,B/C,-0.167854969,1,0,8.513221741,6.049762615,2.466572247,2.27548379,0.044865654,1,-8.513221741,-15,,0
352,Illinois Wesleyan University Department of Political Science,147,3,no,no,0.680665455,B/C,-0.286940737,1,0.333333333,8.178092957,5.594249762,2.586956315,1.58243435,0.055522098,3,-8.178092957,-5.873611132,5,0.249078153
353,Decision Forecasting,77,3,no,no,0.687200293,B/C,-0.046212214,1,0.666666667,8.093864441,4.693199597,3.403777964,1.627701646,0.053165068,3,-1.414833069,0.71954548,3.616467009,0.450243637
354,Tulsa Surveys,341,1,no,no,0.689068602,B/C,-0.114697263,1,1,11.89712524,5.147089601,6.753148763,4.352116101,0.041957683,1,-11.89712524,,,0
355,Constituent Dynamics,58,7,no,no,0.690400204,B/C,,0.857142857,0.714285714,9.481901986,8.522304683,0.962710423,1.463244665,0.180591043,0,,,10.87636665,0
356,Moore Information Group,217,18,no,no,0.690678903,B/C,-1.693909298,0.638888889,0.222222222,6.689755122,5.7130254,0.979842843,1.05815323,0.456200712,18,-3.929006577,-4.438497225,4.280673265,0.222674341
357,TeleResearch Corporation,335,1,no,no,0.691105075,B/C,,1,1,8.888496399,8.732189673,0.159419846,2.847987994,0.056153704,0,,,11.25,0
358,Feldman Group,93,2,no,no,0.692234108,B/C,0.178676003,0.5,0.5,6.679628372,5.380697228,1.302044264,-0.008512879,-0.00036875,2,4.124876022,0.688889398,1.456275362,1.988393116
359,Multi-Quest International,220,4,no,no,0.692902891,B/C,-0.003941797,0.75,0.25,5.391681671,5.321222387,0.073572405,0.990709505,0.096486667,3,-0.045475006,0.551851767,3.213384057,0.566775637
360,Southern Research Group,649,1,no,no,0.693616739,B/C,0.107316345,0,1,7.776733398,4.647961933,3.131884585,3.733757657,0.051524619,1,7.776733398,5.5,5.5,0
361,Minnesota State University Moorhead Public Affairs Institute,211,4,no,no,0.694310659,B/C,0.405017538,1,0.75,9.203699112,5.162497943,4.044314289,1.833272731,0.104070208,4,7.134679794,,,0
362,Great Lakes Strategies Group,125,1,no,no,0.695982266,B/C,-0.171249518,0,1,7.535125732,5.247000113,2.291238739,2.845230165,0.064663061,1,-7.535125732,-10,10,0
363,Victory Insights,673,3,no,no,0.698094128,B/C,0.67513584,1,0.333333333,8.018177032,4.992192162,3.029097991,1.303626049,0.186232293,3,4.725950877,-2.158729638,5.117403295,0.178575181
364,Harper Polling/Clarity Campaign Labs,513,1,no,no,0.699315769,B/C,0.298928533,0,0,6.988388062,5.867756823,1.123744359,2.15522627,0.092189876,1,6.988388062,4.75,,0
365,"California State University, Bakersfield",41,1,no,no,0.699686964,B/C,-0.109668518,0,1,9.853496552,6.017502052,3.83910762,4.885313329,0.054373092,1,-9.853496552,-14,,0
366,Sky Research,665,1,no,no,0.700026382,B/C,-0.325730144,0,1,8.753559113,5.440937271,3.315734962,2.316139514,0.086186253,1,-8.753559113,-4.632780075,,0
367,University of Southern California Schwarzenegger Institute for State and Global Policy,648,3,no,no,0.701915577,B/C,0.797082029,1,0.333333333,5.782927195,4.387003623,1.399036693,1.519965132,0.209502359,3,5.782927195,7.369999949,5.771045693,0
368,Global Strategy Group/GBAO (Navigator Research),413,3,no,no,0.703143165,B/C,0.713320747,0.666666667,0,5.393950144,5.239513213,0.157550052,0.950819034,0.125740677,3,5.393950144,1.833226306,2.841093749,0.591665954
369,University of Illinois at Chicago,352,1,no,no,0.703811097,B/C,-0.135905128,1,1,14.09693909,5.52473122,8.575320987,5.881300893,0.056700178,1,-14.09693909,-5.111111111,,0
370,Detroit Free Press,663,1,no,no,0.704696476,B/C,0.115376651,1,1,8.981452942,5.296673281,3.687892781,2.783009366,0.035750819,1,8.981452942,2,2,2.000825919
371,Southern Opinion Research,311,2,no,no,0.707527295,B/C,0.016774476,1,0.5,8.5,5.32727078,3.175842341,3.068699558,0.058604169,2,0.878364563,4.166666667,3.5,0.69245437
372,Howey Politics/DePauw University,142,7,no,no,0.708182366,B/C,0.074117451,0.571428571,0.285714286,6.740478516,5.578070149,1.165521487,1.556660167,0.219938714,6,0.578456879,1.297258237,7.196152423,0
373,Kimball Political Consulting,163,6,no,no,0.708259558,B/C,-0.875867111,0.833333333,0.5,6.304993947,4.628896274,1.679210793,1.563191535,0.217152953,6,-6.304993947,-2.414999644,6.366648668,0
374,University of Wisconsin Survey Center,365,8,yes,no,0.708360993,B/C,0.609602044,0.875,0.375,12.78189802,5.832857201,6.952153942,5.181042835,0.586866728,7,5.996069227,7.132864309,3.776683881,0.906887849
375,Redfield & Wilton Strategies,562,9,yes,no,0.712568699,B/C,1.994216246,0.777777778,0.666666667,6.605653975,3.475226241,3.133540854,2.697505072,0.814364249,9,6.605653975,2.593688636,3.050385693,0
376,Opinion Consultants,241,2,no,no,0.713218157,B/C,-0.222603769,1,0.5,6.620656967,5.208032835,1.415737253,1.040991171,0.035000841,2,-6.620656967,-5.44166673,2.242640687,1.785901565
377,University of North Carolina School of Journalism and Mass Communication,359,1,no,no,0.714331227,B/C,0.179424538,0,1,12.10450363,6.009384236,6.098232516,4.956768496,0.073473967,1,12.10450363,1.299999237,,0
378,Montana State University Billings Mountain States Poll,216,11,no,no,0.714780437,B/C,1.797204731,0.590909091,0.363636364,6.641154203,5.576143132,1.068124191,0.841922394,0.242688152,11,6.234778664,2.436363636,2.75,0.559230345
379,Zata3,392,2,no,no,0.714885828,B/C,-0.17529751,1,0.5,10.17128181,5.954554296,4.219840639,2.469950547,0.109773487,2,-3.94426918,0,,0
380,GaPundit.com,111,2,no,no,0.717320169,B/C,0.483291162,0.25,1,8.256275177,5.32556528,2.933823017,2.207422988,0.129214204,2,8.256275177,3.027981217,,0
381,Arthur J. Finkelstein & Associates,16,1,no,no,0.719109437,B/C,-0.175574079,0,1,13.66749954,6.526176905,7.144435758,5.905806917,0.075866592,1,-13.66749954,,,0
382,Baselice & Associates,23,2,no,no,0.719616182,B/C,0.264049553,1,0.5,10.02863216,5.671405979,4.360339305,3.392415794,0.089320843,2,10.02863216,8.75,4,0.126236931
383,MarketAide Services Inc.,191,1,no,no,0.72203978,B/C,0.144116117,1,1,11.21866608,5.880542537,5.34123666,6.133918427,0.078796935,1,11.21866608,9.5,,0
384,Y2 Analytics,389,8,no,no,0.722166959,B/C,1.21066748,1,0.5,8.045622826,5.203735129,2.845000817,1.111132453,0.28375371,7,5.088628496,-2.630945698,4.463061779,0.34397465
385,Bannon Communications Research,21,2,no,no,0.722203185,B/C,0.285211109,1,0.5,10.39674568,5.97583847,4.424020333,3.519987271,0.096562858,2,10.39674568,8.333333333,21,0
386,New Frontier Strategy,229,2,no,no,0.722871644,B/C,,0.5,1,14.05421734,8.183563408,5.873767051,2.463365567,0.12570936,0,,,10.38888931,0
387,Clout Research,55,16,no,no,0.72294946,B/C,-1.728023186,0.5625,0.4375,6.763441443,5.134339705,1.632214859,1.40519813,0.454644069,15,-5.708915329,-4.579376335,5.212635143,0
388,Forman Center,100,2,no,no,0.725841286,B/C,0.210164819,1,0.5,11.00489426,5.432380578,5.575626799,4.720132401,0.090142236,2,11.00489426,17.14285714,21,0
389,SMS Research & Marketing Services,296,1,no,no,0.727905237,B/C,-0.144449079,0,1,9.74495697,4.605268915,5.142801176,2.992350353,0.044355481,1,-9.74495697,-1,1,2.880160549
390,Auburn University at Montgomery Department of Political Science and Public Administration,588,2,no,no,0.728867121,B/C,0.694162673,1,0.5,7.917499542,4.424877517,3.495735146,2.006558271,0.175923958,2,7.917499542,0.244288526,,0
391,Abacus Associates,6,2,no,no,0.729882139,B/C,0.144253733,0.5,0.5,8.05563736,6.088726302,1.970024178,2.992206436,0.119217665,2,3.620578766,6.5,,0
392,Baydoun Consulting,25,6,no,no,0.734964032,B/C,-0.851203545,0.833333333,0.666666667,6.843716939,5.424050758,1.422779302,1.755425657,0.243857427,4,-8.765575409,-6.805556222,8.004608246,0
393,20/20 Insight,1,8,no,no,0.735003589,B/C,0.460296868,0.625,0.25,10.15284133,6.20439962,3.95155483,1.581145835,0.322060982,5,2.937759399,3.179270583,6.892041081,0
394,Lester & Associates,293,1,no,no,0.740284224,B/C,,1,1,18.92186546,8.056798842,10.86817974,4.015293344,0.079169433,0,,,1.850000381,1.326949112
395,SocialSphere,307,2,no,no,0.742547329,B/C,-0.359263878,1,0,6.137462616,5.377412763,0.763162974,2.638389646,0.154441364,2,-6.137462616,-6.424999873,6.522497216,0
396,Zia Poll,393,4,no,no,0.742980809,B/C,-0.733550336,0.75,0.5,5.355730057,3.587097083,1.771746094,1.82177206,0.249519952,4,-5.355730057,-5.332124996,5.859122918,0
397,PSI,248,3,no,no,0.746856489,B/C,-0.036898774,0.666666667,0.666666667,11.73675092,8.341836673,3.398027368,3.10767273,0.101504862,1,-3.315280914,-4,2,0.796706568
398,Hays Research Group,136,9,no,no,0.746938056,B/C,0.843525048,0.777777778,0.444444444,7.940467199,5.16139048,2.782189839,1.757956805,0.281276714,5,10.53871078,3.792062729,7.188962689,0
399,Gazette Communications,640,2,no,no,0.747290103,B/C,0.20436773,1,0.5,8.056649208,4.601960371,3.457801958,3.305146331,0.083839477,2,8.056649208,4.749999428,3.149998665,1.392265043
400,Jeffrey Stonecash,158,1,no,no,0.750709115,B/C,-0.1954375,1,1,11.42992401,5.308745669,6.124291462,6.58516812,0.112598193,1,-11.42992401,-16.66666667,22,0
401,Stetson University Center for Public Opinion Research,730,2,no,no,0.752104037,B/C,1.040809441,1,1,10.40809441,5.794088129,4.617119398,2.140347793,0.214034779,2,10.40809441,1.546428353,,0
402,Ed Renwick/Loyola University New Orleans,85,10,no,no,0.752477399,B/C,0.79018673,0.8,0.4,7.855332947,5.107366674,2.751079393,1.866899002,0.265077833,9,6.175258213,4.139629642,6.051410744,0
403,Consumer Logic,59,2,no,no,0.752623187,B/C,0.266938599,0.5,0.5,10.20969963,5.479312094,4.733500658,4.209834152,0.110068589,2,10.20969963,10.05555556,4.299999237,0.587518016
404,Hoffman Research Group,141,3,no,no,0.752942826,B/C,-0.63046155,0.666666667,0,5.33732605,4.986277479,0.354161691,0.544716291,0.064343582,3,-5.33732605,-2.174445216,2.060718206,1.459495762
405,Patinkin Research Strategies,490,4,no,no,0.75322046,B/C,0.858529655,1,0,4.98015976,4.896282881,0.086989999,1.447826897,0.249590854,4,4.98015976,3.809115358,4.257694759,0.306963747
406,Datamar Analytics,75,8,no,no,0.754013726,B/C,-0.237829609,0.6875,0.375,6.291792154,5.806267201,0.488638073,1.912552194,0.258157752,5,-2.778913879,-3.303793059,5.770752186,0
407,Glover Park Group,120,1,no,no,0.760836663,B/C,-0.297524164,0,1,11.36287689,6.432858195,4.933131817,5.105786146,0.133689273,1,-11.36287689,-7.25,,0
408,Beacon Research,545,3,no,no,0.763531768,B/C,,1,0.666666667,7.995992661,6.521350403,1.477755378,2.0384728,0.25682459,0,,,,0
409,Neighbor,226,1,no,no,0.765318189,B/C,-0.164809996,1,1,17.09513474,5.317599954,11.7806479,12.26120533,0.11820727,1,-17.09513474,-14,13,0
410,Cometrends,631,1,no,no,0.765936666,B/C,0.345787007,1,1,7.542186737,3.881916458,3.663383399,3.544785374,0.16251795,1,7.542186737,3.760322448,3.353124857,0
411,Rainmaker Media Group,276,1,no,no,0.772052286,B/C,0.239013701,1,1,12.12223053,4.900657641,7.224686009,6.953446165,0.137100915,1,12.12223053,7.75,,0
412,EMC Research,130,15,no,no,0.773346619,B/C,1.244253728,0.633333333,0.266666667,6.218113708,6.159813407,0.061413422,1.341571117,0.354189404,13,5.170373476,4.028515645,4.075916324,0.299265226
413,VCreek/AMG,501,1,no,no,0.773749928,B/C,0.360685059,1,1,7.867137909,4.7038577,3.166393329,1.16878273,0.053585239,1,7.867137909,0.730000305,0.430000305,2.546422823
414,Open Model Project,629,2,no,no,0.774043536,B/C,-0.495569322,0,1,5.652378082,4.877699102,0.777792101,2.52183266,0.221100373,2,-5.652378082,-5.46562469,5.266666412,0
415,American Research Group,9,279,yes,no,0.774929409,C+,0.073533076,0.752688172,0.405017921,7.725631071,7.082348027,0.646396165,0.951490995,0.83220327,86,0.114741614,-1.153593759,6.840124842,0
416,Lycoming College Polling Institute,176,3,no,no,0.775138639,B/C,0.42171708,0.666666667,0.333333333,7.266215007,5.995927971,1.273400156,2.057662963,0.119422783,3,7.266215007,5.666666667,4.962127475,1.154565287
417,The Kitchens Group,664,1,no,no,0.775923483,B/C,0.224341349,0,1,11.37808228,6.18392775,5.197267646,7.149784486,0.140972113,1,11.37808228,12.5,,0
