question_id,start_date,end_date,pollster_id,pollster,sponsors,sample_size,population,methodology,url,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
98823,2019-06-29,2019-07-01,1189,Morning Consult,Politico,1604,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190672_topline_POLITICO_RVs_v3_BH.pdf,Elizabeth Warren,31,34,14,17,9,25
114697,2019-06-29,2019-07-01,1189,Morning Consult,Politico,1604,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190672_topline_POLITICO_RVs_v3_BH.pdf,Donald Trump,41,53,,,,
98749,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Joseph R. Biden Jr.,47,44,,,,
98859,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Beto O'Rourke,26,37,7,19,14,23
98861,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Cory A. Booker,31,33,10,21,11,22
98863,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Julián Castro,25,30,7,18,13,17
98865,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Bill de Blasio,16,38,5,11,14,24
98867,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Tulsi Gabbard,18,25,5,13,12,13
98869,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Jay Robert Inslee,13,21,5,8,9,12
98871,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,John K. Delaney,15,24,4,11,12,12
98873,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Tim Ryan,21,23,5,16,11,12
98875,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Amy Klobuchar,22,27,6,16,12,15
98761,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Pete Buttigieg,28,25,,,,
98765,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Kamala D. Harris,35,35,,,,
98769,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Cory A. Booker,28,33,,,,
98773,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Julián Castro,23,28,,,,
98757,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Elizabeth Warren,38,41,,,,
114741,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,"https://cdn.cnn.com/cnn/2019/images/07/02/rel8b.-.trump,.immigration.pdf",Donald Trump,43,55,,,,
98753,2019-06-28,2019-06-30,1361,CNN/SSRS,CNN,1466,rv,Live Phone,https://cdn.cnn.com/cnn/2019/images/07/01/rel8a.-.democrats.and.healthcare.pdf,Bernard Sanders,44,50,,,,
98857,2019-06-29,2019-06-30,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-29-30/,Elizabeth Warren,36,42,15,21,15,27
98922,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Joseph R. Biden Jr.,50,39,19,31,18,21
98918,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Bernard Sanders,45,44,17,28,16,27
98827,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Joseph R. Biden Jr.,48,40,21,27,15,25
98829,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Bernard Sanders,44,44,16,28,16,28
98926,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Pete Buttigieg,26,29,8,18,13,16
98833,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Kamala D. Harris,35,34,16,19,11,23
98835,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Michael F. Bennet,16,18,3,13,9,9
98837,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Kirsten E. Gillibrand,23,29,5,18,14,15
98839,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Eric Swalwell,16,20,4,12,8,12
98841,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,John Hickenlooper,13,22,3,10,11,11
98843,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Marianne Williamson,14,24,4,10,11,13
98845,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Andrew Yang,16,24,5,11,12,12
98847,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Mike Gravel,11,14,3,8,7,7
98849,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Wayne Messam,10,14,4,6,7,7
98851,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Seth Moulton,10,15,3,7,7,8
98853,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Steve Bullock,13,16,3,10,8,8
98855,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Joe Sestak,11,15,3,8,8,7
98924,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Beto O'Rourke,27,36,6,20,16,19
98831,2019-06-28,2019-06-29,1416,HarrisX,ScottRasmussen.com,1002,rv,Online,https://scottrasmussen.com/crosstabs-june-28-29/,Pete Buttigieg,28,27,9,19,12,15
98928,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Kamala D. Harris,33,36,12,21,12,24
114660,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Donald Trump,41,55,22,19,11,44
98920,2019-06-26,2019-06-29,1508,Harris Poll,Harvard,2182,rv,Online,https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June19_RVs_Crosstabs.pdf,Elizabeth Warren,36,40,12,24,12,28
98639,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Elizabeth Warren,42,34,19,23,9,25
98641,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Beto O'Rourke,30,30,10,20,11,19
98643,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Cory A. Booker,30,29,11,19,10,19
98645,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Julián Castro,28,24,10,18,10,14
98647,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Bill de Blasio,19,31,5,14,11,20
98649,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Tulsi Gabbard,22,18,7,15,8,10
98651,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Jay Robert Inslee,17,19,5,12,8,11
98653,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,John K. Delaney,19,18,5,14,9,9
98655,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Tim Ryan,25,19,7,18,9,10
98657,2019-06-27,2019-06-28,1416,HarrisX,ScottRasmussen.com,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-27-28/,Amy Klobuchar,23,24,8,15,11,13
98692,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Joseph R. Biden Jr.,49,37,24,25,15,22
98694,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Bernard Sanders,43,42,19,24,14,28
98696,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Pete Buttigieg,28,24,10,18,10,14
98698,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Kamala D. Harris,32,31,11,21,10,21
98700,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Michael F. Bennet,15,14,4,11,7,7
98702,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Kirsten E. Gillibrand,22,26,6,16,12,14
98704,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Eric Swalwell,14,17,5,9,7,10
98706,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,John Hickenlooper,15,17,4,11,8,9
98708,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Marianne Williamson,12,15,3,9,8,7
98710,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Andrew Yang,18,14,5,13,7,7
98712,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Mike Gravel,12,12,5,7,5,7
98714,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Wayne Messam,11,11,4,7,5,6
98716,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Seth Moulton,11,14,3,8,9,5
98718,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Steve Bullock,13,13,3,10,7,6
98720,2019-06-26,2019-06-27,1416,HarrisX,ScottRasmussen.com,1001,rv,Online,https://scottrasmussen.com/crosstabs-june-26-27/,Joe Sestak,11,13,4,7,6,7
98619,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Elizabeth Warren,36,39,15,21,14,25
98621,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Beto O'Rourke,31,29,9,22,11,18
98623,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Cory A. Booker,28,30,8,20,11,19
98625,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Julián Castro,19,22,6,13,10,12
98627,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Bill de Blasio,15,32,5,10,12,20
98629,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Tulsi Gabbard,17,18,6,11,8,10
98631,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Jay Robert Inslee,11,17,4,7,7,10
98633,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,John K. Delaney,16,14,5,11,7,7
98635,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Tim Ryan,19,16,6,13,8,8
98637,2019-06-25,2019-06-26,1416,HarrisX,Hill.TV,1000,rv,Online,https://scottrasmussen.com/crosstabs-june-25-26/,Amy Klobuchar,22,21,6,16,9,12
98527,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Elizabeth Warren,45,40,27,18,9,31
98521,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Bernard Sanders,45,48,24,21,14,34
114773,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Donald Trump,46,52,33,13,7,45
98467,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Joseph R. Biden Jr.,47,46,25,22,17,29
98464,2019-06-22,2019-06-25,568,YouGov,Economist,1099,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Michael F. Bennet,19,18,7,12,8,10
98470,2019-06-22,2019-06-25,568,YouGov,Economist,1103,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Cory A. Booker,37,37,13,24,10,27
98473,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Steve Bullock,16,16,6,10,7,9
98476,2019-06-22,2019-06-25,568,YouGov,Economist,1100,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Pete Buttigieg,37,33,18,19,11,22
98479,2019-06-22,2019-06-25,568,YouGov,Economist,1108,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Julián Castro,28,29,9,19,10,19
98482,2019-06-22,2019-06-25,568,YouGov,Economist,1101,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Bill de Blasio,21,41,6,15,14,27
98485,2019-06-22,2019-06-25,568,YouGov,Economist,1098,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,John K. Delaney,17,19,6,11,10,9
98488,2019-06-22,2019-06-25,568,YouGov,Economist,1100,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Tulsi Gabbard,21,26,8,13,11,15
98491,2019-06-22,2019-06-25,568,YouGov,Economist,1103,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Kirsten E. Gillibrand,30,34,9,21,11,23
98494,2019-06-22,2019-06-25,568,YouGov,Economist,1098,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Mike Gravel,13,16,6,7,7,9
98497,2019-06-22,2019-06-25,568,YouGov,Economist,1100,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Kamala D. Harris,39,37,20,19,10,27
98500,2019-06-22,2019-06-25,568,YouGov,Economist,1102,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,John Hickenlooper,19,25,5,14,12,13
98503,2019-06-22,2019-06-25,568,YouGov,Economist,1102,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Jay Robert Inslee,20,20,7,13,8,12
98506,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Amy Klobuchar,29,29,10,19,12,17
98509,2019-06-22,2019-06-25,568,YouGov,Economist,1097,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Wayne Messam,12,14,5,7,6,8
98512,2019-06-22,2019-06-25,568,YouGov,Economist,1102,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Seth Moulton,14,18,5,9,8,10
98515,2019-06-22,2019-06-25,568,YouGov,Economist,1104,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Beto O'Rourke,35,39,14,21,12,27
98518,2019-06-22,2019-06-25,568,YouGov,Economist,1100,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Tim Ryan,19,22,6,13,11,11
98524,2019-06-22,2019-06-25,568,YouGov,Economist,1102,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Eric Swalwell,20,23,9,11,7,16
98530,2019-06-22,2019-06-25,568,YouGov,Economist,1105,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Marianne Williamson,16,20,6,10,10,10
98533,2019-06-22,2019-06-25,568,YouGov,Economist,1101,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,Andrew Yang,24,22,8,16,11,11
114698,2019-06-21,2019-06-24,1189,Morning Consult,Politico,1991,rv,Online,https://morningconsult.com/wp-content/uploads/2019/06/190659_crosstabs_POLITICO_RVs_v1_JB-LJCEodPbT3.pdf,Donald Trump,42,54,,,,
98784,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Joseph R. Biden Jr.,49,36,24,25,11,25
98798,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Bernard Sanders,44,40,21,23,12,28
98800,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Elizabeth Warren,32,34,15,17,8,26
114699,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Donald Trump,40,55,,,,
98783,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Michael F. Bennet,8,12,2,6,4,8
98785,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Cory A. Booker,26,26,8,18,7,19
98786,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Pete Buttigieg,23,19,10,13,5,14
98787,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Julián Castro,14,16,4,10,5,11
98788,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Bill de Blasio,9,27,2,7,8,19
98789,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,John K. Delaney,7,12,1,6,4,8
98790,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Tulsi Gabbard,12,14,3,9,5,9
98791,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Kirsten E. Gillibrand,17,20,4,13,7,13
98792,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Kamala D. Harris,29,28,13,16,7,21
98793,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,John Hickenlooper,10,14,3,7,6,8
98794,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Jay Robert Inslee,8,14,2,6,5,9
98795,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Amy Klobuchar,17,17,5,12,6,11
98796,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Beto O'Rourke,23,23,6,17,6,17
98797,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Tim Ryan,10,13,1,9,5,8
98799,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Eric Swalwell,10,15,2,8,4,11
98801,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Marianne Williamson,8,12,2,6,4,8
98802,2019-06-20,2019-06-23,1189,Morning Consult,Politico,1996,rv,Online,https://morningconsult.com/wp-content/uploads/2019/07/190654_topline_POLITICO_RVs_v1_JB.pdf,Andrew Yang,12,16,3,9,6,10
98160,2019-06-16,2019-06-18,568,YouGov,Economist,1197,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Elizabeth Warren,42,43,24,18,9,34
114774,2019-06-16,2019-06-18,568,YouGov,Economist,1197,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Donald Trump,45,53,33,12,5,48
98097,2019-06-16,2019-06-18,568,YouGov,Economist,1191,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Michael F. Bennet,15,19,4,11,7,12
98103,2019-06-16,2019-06-18,568,YouGov,Economist,1193,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Cory A. Booker,35,38,12,23,8,30
98106,2019-06-16,2019-06-18,568,YouGov,Economist,1191,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Steve Bullock,12,19,4,8,7,12
98109,2019-06-16,2019-06-18,568,YouGov,Economist,1199,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Pete Buttigieg,33,33,17,16,9,24
98112,2019-06-16,2019-06-18,568,YouGov,Economist,1196,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Julián Castro,25,32,8,17,9,23
98115,2019-06-16,2019-06-18,568,YouGov,Economist,1196,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Bill de Blasio,18,47,4,14,13,34
98118,2019-06-16,2019-06-18,568,YouGov,Economist,1191,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,John K. Delaney,13,20,3,10,8,12
98121,2019-06-16,2019-06-18,568,YouGov,Economist,1195,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Tulsi Gabbard,16,30,5,11,13,17
98124,2019-06-16,2019-06-18,568,YouGov,Economist,1195,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Kirsten E. Gillibrand,28,39,8,20,13,26
98127,2019-06-16,2019-06-18,568,YouGov,Economist,1196,rv,Online,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,Mike Gravel,10,18,4,6,7,11
