matchup,game_date,type_of_hit,exit_velocity,predicted_zone,camera_zone,used_zone
Atlanta Braves vs New York Mets,2019-04-14,Fly,74.5,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Ground,68.7,2,,2
Atlanta Braves vs New York Mets,2019-04-14,Fly,77.4,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Line,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,59.4,3,,3
Atlanta Braves vs New York Mets,2019-04-14,Ground,25.4,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Ground,76.6,2,,2
Atlanta Braves vs New York Mets,2019-04-14,Ground,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,71.4,3,,3
Atlanta Braves vs New York Mets,2019-04-14,Fly,75.9,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,76.2,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,,5,,5
Atlanta Braves vs New York Mets,2019-04-14,Fly,74.9,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,69.5,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Line,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,68.6,2,,2
Atlanta Braves vs New York Mets,2019-04-14,Line,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,73.5,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,71.7,4,4,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,79.5,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Pop Up,74.7,1,,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,54,3,,3
Atlanta Braves vs New York Mets,2019-04-14,Fly,53.2,5,,5
Atlanta Braves vs New York Mets,2019-04-14,Fly,86.8,4,4,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,76.2,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Fly,73.4,4,,4
Atlanta Braves vs New York Mets,2019-04-14,Line,80.7,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Line,,1,1,1
Atlanta Braves vs New York Mets,2019-04-14,Fly,79.6,5,,5
Atlanta Braves vs New York Mets,2019-04-14,Ground,,3,3,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,85.5,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,103.3,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,76.6,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,89.4,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,69.2,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,79,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,76.4,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,81.2,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,97.1,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,89.8,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,76.6,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,101.7,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,60.6,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,68.1,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,3,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,69.3,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,87.8,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,83.5,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,76.8,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,75.1,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Pop Up,,1,,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,80.5,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,3,3,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,100,6,6,6
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,64.2,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,79.5,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,74.2,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,73.1,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,87.5,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,76.8,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,75.8,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Pop Up,81.7,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,60.9,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,66.1,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,77.6,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,81.4,2,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,74.9,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,67.3,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,94.3,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,78.9,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,4,,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Pop Up,74.2,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,68.7,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Pop Up,79.3,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,3,3,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,67.5,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,49.2,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,75.8,4,4,4
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,71.1,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,2,2,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Ground,73.2,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Pop Up,70.5,1,,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,91.5,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Line,76.7,1,1,1
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,67.4,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,5,5,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,76.3,3,,3
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,80.3,2,,2
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,,5,,5
Los Angeles Dodgers vs Arizona Diamondsbacks,2019-03-29,Fly,90.6,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,89.4,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Line,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Pop Up,90.7,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,75.3,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,73.4,4,4,4
New York Yankees vs Baltimore Orioles,2019-03-31,Line,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,78.9,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,63.7,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,87.6,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Line,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,73.1,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,72.1,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Line,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,70.4,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,73,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Pop Up,,1,,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,72.7,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,78.8,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,55.5,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,61.5,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Line,65.4,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,65.1,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,58,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,69.1,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,2,,2
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,69.8,2,,2
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,66,2,,2
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,72.3,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,62.7,2,,2
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,88,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,80.3,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,85,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,73.6,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,91.9,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,81.4,3,,3
New York Yankees vs Baltimore Orioles,2019-03-31,Pop Up,73.6,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Batter hits self,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Line,102.3,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,81.3,4,4,4
New York Yankees vs Baltimore Orioles,2019-03-31,Pop Up,65.9,1,,1
New York Yankees vs Baltimore Orioles,2019-03-31,Line,,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,93.6,4,4,4
New York Yankees vs Baltimore Orioles,2019-03-31,Line,84.6,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Pop Up,77.5,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,82.2,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,107.1,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,75.5,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,90.9,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,77.3,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,73.4,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,52,5,5,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,92.8,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,101.2,4,,4
New York Yankees vs Baltimore Orioles,2019-03-31,Ground,68.5,1,1,1
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,84.5,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,71.4,5,,5
New York Yankees vs Baltimore Orioles,2019-03-31,Fly,86.5,4,,4
