Title,Date,Federal Reporter Citation,Westlaw Citation,Issue,Weight,Judge1,Judge2,Judge3,Vote1,Vote2,Vote3,Category
Vigil v. City of Albuquerque,11/28/06,210 Fed.Appx. 758,2006 WL 3411446,1,1,Murphy,Brorby,Tymkovich,0,0,0,Title VII
"Richardson v. Safeway, Inc.",11/17/06,206 Fed.Appx. 754,2006 WL 3334508,1,1,Murphy,Seymour,McConnell,0,0,0,Title VII
"Young v. Dillon Companies, Inc.",11/09/06,468 F.3d 1243,2006 WL 3236297,1,1,Lucero,O'Brien,Gorsuch,0,0,0,Title VII
Sandle v. Principi,10/17/06,201 Fed.Appx. 579,2006 WL 2949133,1,1,O'Brien,Holloway,Baldock,0,0,0,Title VII
"Brown v. Unified School Dist. 501, Topeka Public Schools",10/12/06,465 F.3d 1184,"88 Empl. Prac. Dec. P 42,567",1,1,Hartz,Anderson,Tymkovich,0,0,0,Title VII
Edwards v. Potter,10/04/06,198 Fed.Appx. 736,2006 WL 2821383,1,1,Henry,Briscoe,O'Brien,0,0,0,Title VII
Johnson v. City of Tulsa,09/22/06,199 Fed.Appx. 677,2006 WL 2709647,1,1,Hartz,Anderson,Tymkovich,0,0,0,Title VII
Ostler v. Anderson,09/18/06,200 Fed.Appx. 750,2006 WL 2666062,1,1,Brorby,Ebel,Kane,0,0,0,Title VII
"Marquez v. Cable One, Inc.",09/08/06,463 F.3d 1118,2006 WL 2578808,1,1,Tacha,O'Brien,McConnell,0,0,0,Title VII
McWilliams v. Jefferson County,09/06/06,463 F.3d 1113,11 Wage & Hour Cas.2d (BNA) 1464,1,1,Kelly,McKay,O'Brien,0,0,0,Title VII
Mickelson v. New York Life Ins. Co.,08/28/06,460 F.3d 1304,2006 WL 2468302,1,1,Tacha,Baldock,Lucero,1,1,1,Title VII
"Antonio v. Sygma Network, Inc.",08/16/06,458 F.3d 1177,2006 WL 2361633,1,1,Briscoe,McKay,Brorby,0,0,0,Title VII
"McInnis v. Fairfield Communities, Inc.",08/14/06,458 F.3d 1129,2006 WL 2338056,1,1,Murphy,Ebel,Hartz,1,1,1,Title VII
"Haynes v. Level 3 Communications, LLC",08/08/06,456 F.3d 1215,2006 WL 2258836,1,1,Tacha,Baldock,O'Brien,0,0,0,Title VII
Carrasco v. Boeing Co.,08/02/06,190 Fed.Appx. 650,2006 WL 2147553,1,1,Murphy,Ebel,McConnell,0,0,0,Title VII
Bone v. New Mexico,07/14/06,193 Fed.Appx. 739,2006 WL 1966651,1,1,Tymkovich,Barrett,Anderson,0,0,0,Title VII
Romero v. City of Albuquerque,07/12/06,190 Fed.Appx. 597,2006 WL 1901448,1,1,Briscoe,McKay,Brorby,0,0,0,Title VII
Brown v. Kempthorne,06/23/06,190 Fed.Appx. 590,2006 WL 1720238,1,1,Henry,Briscoe,O'Brien,0,0,0,Title VII
Sizemore v. State of New Mexico Dept. of Labor,06/22/06,182 Fed.Appx. 848,2006 WL 1704456,1,1,Henry,Briscoe,Murphy,0,0,0,Title VII
E.E.O.C. v. BCI Coca-Cola Bottling Co. of Los Angeles,06/07/06,450 F.3d 476,2006 WL 1545501,1,1,Lucero,McKay,McConnell,1,1,1,Title VII
"Zamora v. Elite Logistics, Inc.",06/05/06,449 F.3d 1106,2006 WL 1530103,1,0.5,Ebel,Holloway,Lucero,1,1,1,Title VII
"Zamora v. Elite Logistics, Inc.",06/05/06,449 F.3d 1106,2006 WL 1530103,2,0.5,Ebel,Holloway,Lucero,1,0,0,Title VII
"Osornio v. T-Mobile USA, Inc.",06/02/06,182 Fed.Appx. 834,2006 WL 1520515,1,1,Briscoe,McKay,Brorby,0,0,0,Title VII
Keelan v. Denver Merchandise Mart,05/31/06,182 Fed.Appx. 806,2006 WL 1484906,1,1,Lucero,Porfilio,Hartz,1,1,1,Title VII
Lujan v. Johanns,05/25/06,181 Fed.Appx. 735,2006 WL 1431442,1,1,Porfilio,Baldock,Ebel,0,0,0,Title VII
Smith v. E.E.O.C.,05/09/06,180 Fed.Appx. 14,2006 WL 1230680,1,1,Lucero,Baldock,Hartz,0,0,0,Title VII
Dvorkina v. Jewish Community Center (JCC),05/03/06,179 Fed.Appx. 454,2006 WL 1165934,1,1,Briscoe,Anderson,Ebel,0,0,0,Title VII
Vann v. Southwestern Bell Telephone Co.,05/03/06,179 Fed.Appx. 491,2006 WL 1166120,1,1,McConnell,Anderson,Tymkovich,0,0,0,Title VII
Nelson v. Boeing Co.,05/03/06,446 F.3d 1118,2006 WL 1166074,1,1,McConnell,Anderson,Tymkovich,0,0,0,Title VII
Martinez v. Barnhart,04/25/06,177 Fed.Appx. 796,2006 WL 1076126,1,1,Tymkovich,Anderson,Baldock,0,0,0,Title VII
McIntosh v. Metropolitan Tulsa Transit Authority,04/19/06,176 Fed.Appx. 932,2006 WL 1017649,1,1,Tymkovich,McKay,Baldock,0,0,0,Title VII
Fye v. Oklahoma Corp. Com'n,04/06/06,175 Fed.Appx. 207,2006 WL 895237,1,1,Lucero,Ebel,Murphy,1,1,1,Title VII
Platero v. Williams Field Services Co.,04/05/06,173 Fed.Appx. 705,2006 WL 864851,1,1,Lucero,Ebel,Murphy,0,0,0,Title VII
Reed v. Mineta,02/23/06,438 F.3d 1063,2006 WL 417503,1,1,Kelly,Henry,McConnell,0,0,0,Title VII
Ransom v. U.S. Postal Service,02/10/06,170 Fed.Appx. 525,2006 WL 308265,1,1,Henry,McKay,Murphy,0,0,0,Title VII
Tapia v. City of Albuquerque,02/10/06,170 Fed.Appx. 529,2006 WL 308267,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Title VII
Martinez v. U.S. Dept. of Energy,02/06/06,170 Fed.Appx. 517,2006 WL 270230,1,1,Lucero,Brorby,McConnell,0,0,0,Title VII
Douglas v. Norton,01/19/06,167 Fed.Appx. 698,2006 WL 137403,1,1,Kelly,Anderson,O'Brien,0,0,0,Title VII
Curran v. AMI Fireplace Co. Inc.,01/19/06,163 Fed.Appx. 714,2006 WL 137405,1,1,Briscoe,McKay,Ebel,1,1,1,Title VII
Lombardo v. Potter,01/13/06,166 Fed.Appx. 319,2006 WL 75364,1,1,Kelly,Porfilio,Brorby,0,0,0,Title VII
Maldonado v. City of Altus,01/11/06,433 F.3d 1294,2006 WL 52805,1,0.5,Seymour,Hartz,Brack,1,1,1,Title VII
Maldonado v. City of Altus,01/11/06,433 F.3d 1294,2006 WL 52805,2,0.5,Seymour,Hartz,Brack,1,0,0,Title VII
Mitchell v. Kraft Pizza Co.,01/10/06,162 Fed.Appx. 801,2006 WL 52787,1,1,Kelly,McKay,McConnell,0,0,0,Title VII
Essary v. Federal Express Corp.,01/06/06,161 Fed.Appx. 782,2006 WL 31128,1,1,Lucero,Brorby,McConnell,0,0,0,Title VII
Juan v. Lynch,12/06/16,662 Fed.Appx. 642,2016 WL 7093889,1,1,Lucero,McHugh,Moritz,0,0,0,Immigration
Zuâ€“Chen Horng v. Lynch,09/27/16,658 Fed.Appx. 415,2016 WL 5416356,1,1,Tymkovich,Bacharach,Moritz,1,1,1,Immigration
Osunaâ€“Gutierrez v. Johnson,09/22/16,838 F.3d 1030,2016 WL 5266614,1,1,Briscoe,Ebel,Bacharach,0,0,0,Immigration
Golicov v. Lynch,09/19/16,837 F.3d 1065,2016 WL 4988012,1,1,Briscoe,Holmes,Moritz,1,1,1,Immigration
Romeroâ€“Raigoza v. Lynch,09/15/16,661 Fed.Appx. 555,2016 WL 4926150,1,1,Hartz,Murphy,Phillips,0,0,0,Immigration
Rodas v. Lynch,08/24/16,658 Fed.Appx. 918,2016 WL 4471866,1,1,Holmes,Baldock,Moritz,0,0,0,Immigration
Gutierrez-Brizuela v. Lynch,08/23/16,834 F.3d 1142,2016 WL 4436309,1,1,Gorsuch,McKay,Bacharach,1,1,1,Immigration
Vallesâ€“Diera v. Lynch,08/19/16,659 Fed.Appx. 480,2016 WL 4413540,1,1,Matheson,McKay,O'Brien,0,0,0,Immigration
Chavezâ€“Ochoa v. Lynch,08/03/16,657 Fed.Appx. 797,2016 WL 4149626,1,1,Tymkovich,Bacharach,Moritz,0,0,0,Immigration
Antonio v. Lynch,07/20/16,656 Fed.Appx. 403,2016 WL 3974228,1,1,Hartz,O'Brien,Phillips,0,0,0,Immigration
Mendiola v. Lynch,07/15/16,655 Fed.Appx. 653,2016 WL 3896709,1,1,Hartz,O'Brien,Phillips,0,0,0,Immigration
Pineda v. Lynch,07/11/16,656 Fed.Appx. 391,2016 WL 3766092,1,1,Briscoe,Bacharach,McHugh,0,0,0,Immigration
Rodriguezâ€“Mendoza v. Lynch,07/11/16,655 Fed.Appx. 610,2016 WL 3766057,1,1,Matheson,McKay,O'Brien,0,0,0,Immigration
Yan v. Lynch,06/01/16,651 Fed.Appx. 733,2016 WL 3199550,1,1,Briscoe,Lucero,Phillips,0,0,0,Immigration
Garcia v. Lynch,04/28/16,646 Fed.Appx. 582,2016 WL 1696928,1,1,Kelly,Porfilio,Baldock,0,0,0,Immigration
Ontiveros v. Lynch,04/27/16,645 Fed.Appx. 826,2016 WL 1660048,1,1,Gorsuch,Matheson,Moritz,0,0,0,Immigration
Htun v. Lynch,04/08/16,818 F.3d 1111,2016 WL 1397612,1,1,Hartz,Baldock,McHugh,0,0,0,Immigration
Lujan-Jimenez v. Lynch,03/23/16,643 Fed.Appx. 737,2016 WL 1128058,1,1,Gorsuch,McKay,Bacharach,1,1,1,Immigration
Garcia v. Lynch,03/15/16,643 Fed.Appx. 677,2016 WL 1019219,1,1,Kelly,Porfilio,Baldock,0,0,0,Immigration
Rangel-Perez v. Lynch,03/01/16,816 F.3d 591,2016 WL 787594,1,1,Kelly,Ebel,Lucero,1,1,1,Immigration
Ballad v. Lynch,03/01/16,642 Fed.Appx. 847,2016 WL 787947,1,1,Kelly,Porfilio,Baldock,0,0,0,Immigration
Hernandez-Torres v. Lynch,02/25/16,642 Fed.Appx. 814,2016 WL 737444,1,1,Briscoe,Lucero,McHugh,0,0,0,Immigration
Morones-Quinones v. Lynch,02/23/16,637 Fed.Appx. 513,2016 WL 701041,1,1,Gorsuch,McKay,Bacharach,0,0,0,Immigration
Suarez-Sanchez v. Lynch,02/08/16,640 Fed.Appx. 756,2016 WL 475320,1,1,Hartz,Baldock,Holmes,0,0,0,Immigration
Condor-Araujo v. Lynch,02/01/16,636 Fed.Appx. 759,2016 WL 373724,1,1,Hartz,Baldock,Moritz,0,0,0,Immigration
Zhang v. Lynch,01/29/16,633 Fed.Appx. 701,2016 WL 362505,1,1,Hartz,Baldock,Holmes,0,0,0,Immigration
Guru v. Lynch,01/26/16,637 Fed.Appx. 501,2016 WL 308572,1,1,Kelly,Lucero,McHugh,0,0,0,Immigration
Gutierrez-Orozco v. Lynch,01/21/16,810 F.3d 1243,2016 WL 240595,1,1,Bacharach,O'Brien,Phillips,0,0,0,Immigration
Daoi Kai He v. Lynch,01/12/16,638 Fed.Appx. 717,2016 WL 124450,1,1,Tymkovich,Hartz,Moritz,0,0,0,Immigration
De Leon v. Lynch,12/22/15,808 F.3d 1224,2015 WL 9297482,1,1,Holmes,Matheson,McHugh,1,1,1,Immigration
Ramos-Hernandez v. Lynch,12/15/15,624 Fed.Appx. 677,2015 WL 8734059,1,1,Lucero,Gorsuch,McHugh,0,0,0,Immigration
Granados v. Lynch,12/08/15,633 Fed.Appx. 497,2015 WL 8118105,1,1,Kelly,Bacharach,Moritz,0,0,0,Immigration
Ortiz-Rodriguez v. Lynch,12/07/15,632 Fed.Appx. 492,2015 WL 7976387,1,1,Lucero,Gorsuch,McHugh,0,0,0,Immigration
Cespedes v. Lynch,11/19/15,805 F.3d 1274,2015 WL 7292874,1,1,Hartz,O'Brien,Phillips,0,0,0,Immigration
Lysak v. Lynch,11/17/15,631 Fed.Appx. 579,2015 WL 7253649,1,1,Lucero,Hartz,Gorsuch,0,0,0,Immigration
Caldera-Herrera v. Lynch,11/13/15,631 Fed.Appx. 573,2015 WL 7075953,1,1,Kelly,Bacharach,Moritz,1,1,1,Immigration
Vladimirov v. Lynch,11/10/15,805 F.3d 955,2015 WL 6903447,1,1,McHugh,Baldock,O'Brien,0,0,0,Immigration
Munoz v. Lynch,11/10/15,631 Fed.Appx. 510,2015 WL 6897207,1,1,Phillips,McHugh,Moritz,1,1,1,Immigration
Perez v. Lynch,11/05/15,630 Fed.Appx. 870,2015 WL 6743572,1,1,Kelly,Bacharach,Moritz,0,0,0,Immigration
Pyakurel v. Lynch,11/03/15,630 Fed.Appx. 852,2015 WL 6685450,1,1,Lucero,Matheson,Phillips,0,0,0,Immigration
Cayetano-Castillo v. Lynch,10/27/15,630 Fed.Appx. 788,2015 WL 6467928,1,1,Hartz,Porfilio,Phillips,0,0,0,Immigration
Jin Jian Chen v. Lynch,10/27/15,630 Fed.Appx. 798,2015 WL 6467953,1,1,Tymkovich,Holmes,Phillips,0,0,0,Immigration
De Niz Robles v. Lynch,10/20/15,803 F.3d 1165,2015 WL 6153073,1,1,Tymkovich,Gorsuch,Holmes,1,1,1,Immigration
Singh v. Lynch,10/16/15,629 Fed.Appx. 831,2015 WL 6108053,1,1,Kelly,Lucero,McHugh,0,0,0,Immigration
Palacios-Yanez v. Lynch,10/16/15,629 Fed.Appx. 827,2015 WL 6108046,1,1,Tymkovich,Holmes,McHugh,0,0,0,Immigration
Rauda-Castillo v. Lynch,10/13/15,616 Fed.Appx. 385,2015 WL 5933624,1,1,Tymkovich,Holmes,McHugh,0,0,0,Immigration
Marrufo-Morales v. Lynch,10/08/15,627 Fed.Appx. 727,2015 WL 5847648,1,1,Hartz,Porfilio,Phillips,0,0,0,Immigration
Velasquez-Ramirez v. Lynch,10/07/15,627 Fed.Appx. 692,2015 WL 5828034,1,1,Hartz,Porfilio,Phillips,0,0,0,Immigration
Casillas-Casillas v. Lynch,09/28/15,626 Fed.Appx. 770,2015 WL 5672641,1,1,Hartz,Porfilio,Phillips,0,0,0,Immigration
Espitia v. Lynch,09/14/15,625 Fed.Appx. 882,2015 WL 5315200,1,1,Tymkovich,Holmes,McHugh,0,0,0,Immigration
Veloz-Luvevano v. Lynch,08/31/15,799 F.3d 1308,2015 WL 5097611,1,1,Gorsuch,O'Brien,Bacharach,0,0,0,Immigration
Rodriguez-Rosales v. Lynch,08/12/15,611 Fed.Appx. 519,2015 WL 4746435,1,1,Kelly,Baldock,Gorsuch,0,0,0,Immigration
Tlalpan-Ochoa v. Lynch,07/29/15,618 Fed.Appx. 946,2015 WL 4547045,1,1,Hartz,Phillips,McHugh,0,0,0,Immigration
Rodriguez-Casillas v. Lynch,07/28/15,618 Fed.Appx. 448,2015 WL 4530272,1,1,Kelly,Ebel,Lucero,0,0,0,Immigration
Torres-Ledesma v. Lynch,06/25/15,608 Fed.Appx. 704,2015 WL 3895321,1,1,Matheson,Bacharach,Moritz,1,1,1,Immigration
Valderrama-Valdez v. Lynch,06/24/15,608 Fed.Appx. 700,2015 WL 3875738,1,1,Hartz,Phillips,McHugh,1,1,1,Immigration
Santos-Mendoza v. Lynch,06/18/15,608 Fed.Appx. 690,2015 WL 3775159,1,1,Hartz,Tymkovich,Moritz,0,0,0,Immigration
Reyes-Garcia v. Lynch,06/12/15,617 Fed.Appx. 884,2015 WL 3635342,1,1,Bacharach,Porfilio,Baldock,0,0,0,Immigration
Salazar v. Lynch,06/09/15,614 Fed.Appx. 362,2015 WL 3561475,1,1,Matheson,Bacharach,Moritz,0,0,0,Immigration
Corral-Armendariz v. Lynch,06/01/15,605 Fed.Appx. 772,2015 WL 3451422,1,1,Bacharach,Porfilio,Baldock,0,0,0,Immigration
Florentino-Francisco v. Lynch,05/27/15,611 Fed.Appx. 936,2015 WL 3389987,1,1,Briscoe,McKay,Phillips,0,0,0,Immigration
Adam v. Lynch,05/04/15,609 Fed.Appx. 536,2015 WL 1963798,1,1,Bacharach,Porfilio,Baldock,0,0,0,Immigration
Binbin He v. Lynch,04/28/15,607 Fed.Appx. 826,2015 WL 1909712,1,1,Briscoe,Lucero,Matheson,0,0,0,Immigration
Jing Li v. Holder,04/23/15,607 Fed.Appx. 818,2015 WL 1843743,1,1,Bacharach,Porfilio,Baldock,1,1,1,Immigration
Montiel-Hernandez v. Holder,04/23/15,601 Fed.Appx. 745,2015 WL 1840955,1,1,Gorsuch,O'Brien,Phillips,0,0,0,Immigration
Rodriguez-Leiva v. Holder,04/22/15,607 Fed.Appx. 807,2015 WL 1813799,1,1,Briscoe,McKay,Phillips,0,0,0,Immigration
Zhe Sun v. Holder,04/20/15,607 Fed.Appx. 801,2015 WL 1787095,1,1,McHugh,Porfilio,O'Brien,0,0,0,Immigration
Chunxun Li v. Holder,04/17/15,607 Fed.Appx. 792,2015 WL 1742129,1,1,Tymkovich,O'Brien,Gorsuch,0,0,0,Immigration
Lasitani v. Holder,04/16/15,599 Fed.Appx. 847,2015 WL 1727691,1,1,Briscoe,Lucero,Matheson,1,1,1,Immigration
Valdez-Rodriguez v. Holder,03/30/15,604 Fed.Appx. 730,2015 WL 1404274,1,1,Briscoe,Lucero,Matheson,0,0,0,Immigration
Alejandre-Gallegos v. Holder,03/26/15,598 Fed.Appx. 604,2015 WL 1346197,1,1,Tymkovich,O'Brien,Gorsuch,0,0,0,Immigration
Olmos v. Holder,03/24/15,780 F.3d 1313,2015 WL 1296598,1,1,Briscoe,Holmes,Bacharach,0,0,0,Immigration
Garcia v. Holder,03/24/15,604 Fed.Appx. 709,2015 WL 1296494,1,1,Moritz,Porfilio,Baldock,0,0,0,Immigration
Al Fatlawi v. Holder,03/23/15,604 Fed.Appx. 700,2015 WL 1283829,1,1,Tymkovich,O'Brien,Gorsuch,1,1,1,Immigration
Medina-Chimal v. Holder,03/20/15,602 Fed.Appx. 720,2015 WL 1262549,1,1,Lucero,Tymkovich,Phillips,0,0,0,Immigration
Hernandez-Torres v. Holder,03/20/15,604 Fed.Appx. 695,2015 WL 1285284,1,1,Matheson,Murphy,Phillips,0,0,0,Immigration
Serrato-Navarrete v. Holder,03/11/15,601 Fed.Appx. 734,2015 WL 1037309,1,1,Moritz,Porfilio,Baldock,0,0,0,Immigration
Lopez-Garcia v. Holder,03/10/15,601 Fed.Appx. 725,2015 WL 1020578,1,1,Briscoe,Lucero,Matheson,0,0,0,Immigration
Maciel-Muniz v. Holder,03/10/15,601 Fed.Appx. 729,2015 WL 1020596,1,1,Lucero,Tymkovich,Phillips,0,0,0,Immigration
Rodas-Orellana v. Holder,03/02/15,780 F.3d 982,2015 WL 859566,1,1,Briscoe,Matheson,Murphy,0,0,0,Immigration
Medina-Rosales v. Holder,02/24/15,778 F.3d 1140,2015 WL 756345,1,1,Kelly,Baldock,Moritz,1,1,1,Immigration
Morales-Pantoja v. Holder,02/18/15,592 Fed.Appx. 753,2015 WL 670213,1,1,Kelly,Baldock,Moritz,0,0,0,Immigration
"Ninamango-Ramos v. Holder, Jr.",02/13/15,597 Fed.Appx. 536,2015 WL 619638,1,1,Hartz,McKay,McHugh,0,0,0,Immigration
"Ramos v. Holder, Jr.",02/12/15,597 Fed.Appx. 529,2015 WL 574005,1,1,Kelly,Baldock,Moritz,0,0,0,Immigration
Luna-Garcia v. Holder,02/10/15,777 F.3d 1182,2015 WL 534839,1,1,Briscoe,Matheson,McHugh,0,0,0,Immigration
Macias v. Holder,02/04/15,590 Fed.Appx. 829,2015 WL 451745,1,1,Gorsuch,O'Brien,Holmes,0,0,0,Immigration
Juarez-Gonzalez v. Holder,01/28/15,597 Fed.Appx. 524,2015 WL 347478,1,1,Kelly,Baldock,Moritz,0,0,0,Immigration
Mena-Flores v. Holder,01/23/15,776 F.3d 1152,2015 WL 294629,1,1,Holmes,Bacharach,McHugh,0,0,0,Immigration
Barron-Ordaz v. Holder,12/30/14,596 Fed.Appx. 725,2014 WL 7375651,1,1,Kelly,Baldock,Moritz,0,0,0,Immigration
Castillo-Hernandez v. Holder,12/19/14,596 Fed.Appx. 645,2014 WL 7235080,1,1,Holmes,Matheson,McHugh,0,0,0,Immigration
Kouadio v. Holder,12/11/14,594 Fed.Appx. 492,2014 WL 6980990,1,1,Holmes,Matheson,McHugh,0,0,0,Immigration
Beltran-Valles v. Holder,12/04/14,592 Fed.Appx. 726,2014 WL 6807741,1,1,Lucero,Gorsuch,Moritz,0,0,0,Immigration
Catchai v. Holder,11/28/14,591 Fed.Appx. 665,2014 WL 7210995,1,1,Hartz,McKay,Matheson,0,0,0,Immigration
Morones-Quinones v. Holder,11/25/14,591 Fed.Appx. 660,2014 WL 6679567,1,1,Holmes,Bacharach,McHugh,0,0,0,Immigration
Ramirez v. Holder,11/18/14,590 Fed.Appx. 780,2014 WL 6436613,1,1,Kelly,Anderson,Tymkovich,0,0,0,Immigration
Medrano-Olivas v. Holder,11/05/14,590 Fed.Appx. 770,2014 WL 5654279,1,1,Holmes,Bacharach,McHugh,0,0,0,Immigration
Taufu'i v. Holder,10/30/14,589 Fed.Appx. 881,2014 WL 5472223,1,1,Kelly,Anderson,Tymkovich,0,0,0,Immigration
Brandy v. Holder,10/30/14,590 Fed.Appx. 744,2014 WL 5472124,1,1,Kelly,Lucero,Hartz,0,0,0,Immigration
Jie Liu v. Holder,09/30/14,586 Fed.Appx. 455,2014 WL 4815023,1,1,Hartz,Baldock,Bacharach,0,0,0,Immigration
Hai Ou Chen v. Holder,09/23/14,585 Fed.Appx. 945,2014 WL 4695018,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Gagarina v. Holder,09/18/14,581 Fed.Appx. 711,2014 WL 4638357,1,1,Hartz,Baldock,Bacharach,0,0,0,Immigration
Uzdeno v. Holder,09/17/14,580 Fed.Appx. 661,2014 WL 4627945,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Liying Qiu v. Holder,08/22/14,576 Fed.Appx. 855,2014 WL 4116455,1,1,Hartz,Tymkovich,Holmes,0,0,0,Immigration
Mendiola v. Holder,08/22/14,576 Fed.Appx. 828,2014 WL 4115952,1,1,Lucero,Ebel,Holmes,1,1,1,Immigration
Molina v. Holder,08/19/14,763 F.3d 1259,2014 WL 4068574,1,1,Hartz,McKay,Bacharach,1,1,1,Immigration
Akinmade v. Holder,08/15/14,573 Fed.Appx. 817,2014 WL 3974126,1,1,Hartz,Baldock,Bacharach,0,0,0,Immigration
Adam v. Holder,08/15/14,576 Fed.Appx. 804,2014 WL 3973526,1,1,Kelly,Porfilio,Matheson,0,0,0,Immigration
Ruiz-Giel v. Holder,08/12/14,576 Fed.Appx. 738,2014 WL 3906844,1,1,Hartz,Tymkovich,Holmes,0,0,0,Immigration
Andrade-Valle v. Holder,08/06/14,574 Fed.Appx. 836,2014 WL 3844005,1,1,Lucero,Tymkovich,Phillips,0,0,0,Immigration
Ramirez-Coria v. Holder,08/01/14,761 F.3d 1158,2014 WL 3765825,1,1,Matheson,Anderson,Phillips,0,0,0,Immigration
Magar v. Holder,07/30/14,574 Fed.Appx. 815,2014 WL 3733978,1,1,Hartz,Tymkovich,Holmes,0,0,0,Immigration
Chavez-Vasquez v. Holder,07/22/14,572 Fed.Appx. 627,2014 WL 3586337,1,1,Gorsuch,Murphy,Holmes,0,0,0,Immigration
Artur v. Holder,07/16/14,572 Fed.Appx. 592,2014 WL 3456163,1,1,Lucero,McKay,Brorby,0,0,0,Immigration
Vigil-Lazo v. Holder,07/14/14,571 Fed.Appx. 708,2014 WL 3397675,1,1,Matheson,Porfilio,Phillips,0,0,0,Immigration
Sifuentes-Felix v. Holder,07/03/14,570 Fed.Appx. 803,2014 WL 2978542,1,1,Briscoe,Porfilio,O'Brien,0,0,0,Immigration
Lopez-Munoz v. Holder,07/03/14,570 Fed.Appx. 807,2014 WL 2978543,1,1,Lucero,McKay,Brorby,0,0,0,Immigration
Chairez-Perez v. Holder,07/02/14,570 Fed.Appx. 779,2014 WL 2958793,1,1,Matheson,Anderson,Phillips,0,0,0,Immigration
Rodriguez-Reyes v. Holder,06/30/14,569 Fed.Appx. 641,2014 WL 2922701,1,1,Hartz,Tymkovich,Holmes,0,0,0,Immigration
Mata-Aguilar v. Holder,06/25/14,568 Fed.Appx. 642,2014 WL 2871323,1,1,Matheson,McKay,Phillips,0,0,0,Immigration
Djorkode v. Holder,06/11/14,567 Fed.Appx. 674,2014 WL 2597651,1,1,Briscoe,Porfilio,O'Brien,0,0,0,Immigration
Gonsalez v. Holder,06/04/14,567 Fed.Appx. 612,2014 WL 2503766,1,1,Lucero,McKay,Brorby,0,0,0,Immigration
Garcia-Mendoza v. Holder,06/02/14,753 F.3d 1165,2014 WL 2443003,1,1,Briscoe,Porfilio,O'Brien,0,0,0,Immigration
Kadim v. Holder,06/02/14,563 Fed.Appx. 634,2014 WL 2443015,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Immigration
Perez-Paredes v. Holder,05/28/14,561 Fed.Appx. 774,2014 WL 2199399,1,1,Lucero,Tymkovich,Phillips,0,0,0,Immigration
Ddungu v. Holder,05/16/14,566 Fed.Appx. 759,2014 WL 1979376,1,1,Holmes,Anderson,Baldock,0,0,0,Immigration
Ilioi v. Holder,05/07/14,566 Fed.Appx. 652,2014 WL 1799685,1,1,Lucero,McKay,Brorby,0,0,0,Immigration
Beltran-Rubio v. Holder,04/30/14,565 Fed.Appx. 704,2014 WL 1690754,1,1,Phillips,Porfilio,Baldock,0,0,0,Immigration
Llanos v. Holder,04/29/14,565 Fed.Appx. 675,2014 WL 1677985,1,1,Briscoe,Porfilio,O'Brien,0,0,0,Immigration
Wanjiku v. Holder,04/22/14,562 Fed.Appx. 708,2014 WL 1593023,1,1,Briscoe,Porfilio,O'Brien,0,0,0,Immigration
Dzerekey v. Holder,04/18/14,562 Fed.Appx. 659,2014 WL 1509207,1,1,Tymkovich,McKay,Matheson,0,0,0,Immigration
Fuentes-Chavarria v. Holder,04/15/14,562 Fed.Appx. 625,2014 WL 1424514,1,1,Hartz,McKay,Bacharach,0,0,0,Immigration
Perez v. Holder,04/09/14,561 Fed.Appx. 726,2014 WL 1378234,1,1,Matheson,Porfilio,O'Brien,0,0,0,Immigration
Fall v. Holder,03/27/14,560 Fed.Appx. 771,2014 WL 1244733,1,1,Kelly,Anderson,Matheson,0,0,0,Immigration
Canales-Enrique v. Holder,03/17/14,558 Fed.Appx. 810,2014 WL 998529,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Immigration
Singh v. Holder,03/11/14,558 Fed.Appx. 777,2014 WL 929094,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Immigration
Valdovinos-Blanco v. Holder,03/04/14,557 Fed.Appx. 793,2014 WL 815141,1,1,Lucero,Brorby,Bacharach,0,0,0,Immigration
Arriola-Morales v. Holder,02/28/14,556 Fed.Appx. 731,2014 WL 783149,1,1,Kelly,Anderson,Matheson,0,0,0,Immigration
Martinez v. Holder,02/26/14,556 Fed.Appx. 709,2014 WL 715810,1,1,Gorsuch,McKay,Anderson,0,0,0,Immigration
Ronghua He v. Holder,02/11/14,555 Fed.Appx. 786,2014 WL 521409,1,1,Kelly,Tymkovich,Phillips,1,0,0,Immigration
Thiam v. Holder,02/10/14,555 Fed.Appx. 773,2014 WL 503472,1,1,Briscoe,McKay,O'Brien,1,1,0,Immigration
Ballad v. Holder,02/04/14,554 Fed.Appx. 705,2014 WL 406762,1,1,Kelly,Anderson,Matheson,0,0,0,Immigration
Lin Yan v. Holder,01/31/14,559 Fed.Appx. 658,2014 WL 341442,1,1,Gorsuch,Anderson,Holmes,0,0,0,Immigration
Sharma v. Holder,01/24/14,552 Fed.Appx. 835,2014 WL 260551,1,1,Hartz,McKay,Bacharach,0,0,0,Immigration
Santos-Osborne v. Holder,12/31/13,550 Fed.Appx. 664,2013 WL 6851110,1,1,Lucero,Brorby,Bacharach,0,0,0,Immigration
